essay_id,prompt_id,organization_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10,question11,question12,question13,question14
4334,2,2.0,medium,low,low,medium,medium,low,medium,low,low,medium,medium,medium,medium,low
4335,2,1.0,low,low,low,medium,medium,low,low,low,low,low,low,medium,medium,medium
4336,2,2.0,low,low,low,medium,low,low,low,low,low,low,medium,medium,low,low
4337,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4338,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4339,2,1.0,medium,low,low,medium,medium,low,low,low,low,medium,low,low,medium,low
4340,2,2.0,medium,low,low,medium,low,low,low,low,low,low,low,low,low,low
4341,2,2.0,low,low,low,medium,low,low,low,low,low,medium,low,low,low,low
4342,2,3.0,medium,low,medium,medium,medium,medium,low,medium,medium,medium,low,medium,medium,medium
4343,2,1.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
4344,2,4.0,low,low,low,medium,medium,low,low,low,low,medium,low,medium,medium,medium
4345,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4346,2,2.0,low,low,low,medium,low,low,medium,low,low,medium,low,medium,medium,medium
4347,2,2.0,medium,low,low,medium,medium,low,medium,low,low,medium,medium,medium,medium,low
4348,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4349,2,4.0,low,low,low,medium,low,low,low,low,low,medium,medium,low,low,low
4350,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4351,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4352,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4353,2,1.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
4354,2,2.0,low,low,low,medium,low,low,low,low,low,medium,medium,low,low,medium
4355,2,6.0,medium,medium,medium,high,high,high,high,high,high,high,high,high,high,high
4356,2,1.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
4357,2,2.0,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4358,2,5.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4359,2,4.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4360,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4361,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4362,2,1.0,low,low,low,medium,medium,low,medium,low,low,medium,low,medium,medium,medium
4363,2,2.0,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4364,2,1.0,medium,low,medium,medium,medium,low,medium,medium,low,medium,medium,medium,medium,medium
4365,2,,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4366,2,3.0,low,low,low,low,low,low,medium,low,low,medium,low,medium,medium,low
4367,2,4.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4368,2,2.0,medium,low,low,medium,low,low,medium,low,low,low,medium,low,low,low
4369,2,1.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
4370,2,3.0,low,low,low,low,low,low,low,low,low,medium,low,low,low,low
4371,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium,medium,medium
4372,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4373,2,3.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4374,2,1.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
4375,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4376,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4377,2,3.0,low,low,low,medium,medium,medium,medium,medium,low,medium,low,medium,medium,medium
4378,2,3.0,medium,low,medium,medium,medium,low,medium,medium,low,medium,low,low,medium,medium
4379,2,4.0,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4380,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4381,2,3.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4382,2,1.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
4383,2,2.0,medium,low,low,medium,medium,low,low,low,low,medium,medium,medium,medium,medium
4384,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4385,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4386,2,2.0,medium,low,low,medium,medium,low,medium,low,low,medium,medium,medium,medium,medium
4387,2,2.0,medium,low,medium,medium,medium,low,low,low,low,medium,medium,medium,medium,medium
4388,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4389,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4390,2,3.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4391,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
4392,2,3.0,low,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
4393,2,3.0,low,low,low,low,low,low,low,low,low,medium,medium,low,low,low
4394,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4395,2,2.0,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4396,2,2.0,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4397,2,3.0,medium,low,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,medium
4398,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4399,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4400,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4401,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4402,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4403,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4404,2,3.0,medium,low,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium
4405,2,4.0,medium,low,medium,medium,medium,low,medium,low,low,medium,low,low,medium,medium
4406,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4407,2,2.0,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4408,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4409,2,2.0,medium,low,low,medium,low,low,low,low,low,medium,low,low,medium,low
4410,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
4411,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4412,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4413,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4414,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4415,2,5.0,medium,low,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,low,medium
4416,2,3.0,low,low,low,medium,medium,medium,medium,medium,low,medium,low,low,medium,medium
4417,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4418,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4419,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium,medium,medium
4420,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4421,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4422,2,3.0,medium,low,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,medium,medium
4423,2,2.0,medium,low,medium,medium,medium,low,medium,low,low,medium,medium,medium,medium,medium
4424,2,1.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
4425,2,3.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4426,2,3.0,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium,low,medium,medium
4427,2,3.0,medium,low,low,medium,medium,low,medium,low,low,medium,medium,low,medium,medium
4428,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4429,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4430,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4431,2,3.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4432,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4433,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4434,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
4435,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
4436,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4437,2,2.0,medium,low,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium
4438,2,3.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
4439,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4440,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4441,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4442,2,4.0,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4443,2,3.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4444,2,2.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
4445,2,3.0,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4446,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4447,2,4.0,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4448,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4449,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
4450,2,2.0,low,low,low,low,low,low,low,low,low,medium,low,low,low,medium
4451,2,4.0,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4452,2,2.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4453,2,2.0,medium,low,low,medium,medium,low,medium,low,low,medium,low,medium,medium,medium
4454,2,1.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
4455,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4456,2,2.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
4457,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4458,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4459,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4460,2,4.0,medium,low,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
4461,2,3.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4462,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4463,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
4464,2,1.0,low,low,low,medium,low,low,low,low,low,medium,low,low,low,low
4465,2,2.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
4466,2,1.0,medium,low,low,medium,medium,low,medium,low,low,medium,medium,medium,medium,medium
4467,2,2.0,low,low,low,medium,low,low,low,low,low,low,low,low,low,low
4468,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
4469,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,high,medium
4470,2,3.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4471,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4472,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4473,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4474,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4475,2,2.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
4476,2,2.0,medium,low,medium,medium,medium,medium,low,medium,low,medium,medium,medium,medium,medium
4477,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4478,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4479,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4480,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4481,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4482,2,2.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
4483,2,2.0,medium,low,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium
4484,2,4.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4485,2,3.0,low,low,low,medium,medium,low,medium,low,low,medium,low,low,medium,medium
4486,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4487,2,3.0,medium,low,medium,medium,medium,low,low,medium,low,medium,medium,medium,medium,medium
4488,2,3.0,medium,low,medium,medium,medium,low,low,low,medium,medium,medium,medium,medium,medium
4489,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4490,2,4.0,low,low,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,medium,medium
4491,2,3.0,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4492,2,2.0,medium,low,medium,medium,medium,low,medium,low,low,medium,medium,medium,medium,medium
4493,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4494,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4495,2,3.0,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4496,2,3.0,medium,low,medium,medium,medium,medium,medium,medium,low,medium,medium,low,medium,medium
4497,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4498,2,3.0,medium,low,low,medium,low,low,low,low,low,medium,low,low,low,medium
4499,2,3.0,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4500,2,1.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
4501,2,5.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4502,2,4.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
4503,2,3.0,medium,low,medium,medium,low,low,low,low,low,low,low,medium,low,low
4504,2,3.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4505,2,2.0,medium,low,medium,medium,medium,low,medium,low,low,medium,medium,medium,medium,medium
4506,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4507,2,2.0,low,low,low,medium,low,low,medium,low,low,medium,low,low,low,low
4508,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4509,2,1.0,low,low,low,medium,low,low,low,low,low,medium,low,low,low,low
4510,2,3.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
4511,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4512,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4513,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4514,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4515,2,3.0,medium,low,medium,medium,medium,low,medium,low,medium,medium,medium,medium,medium,medium
4516,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4517,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4518,2,2.0,medium,medium,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium
4519,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
4520,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4521,2,5.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4522,2,2.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
4523,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4524,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4525,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4526,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4527,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4528,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4529,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4530,2,2.0,low,low,low,low,low,low,low,low,low,medium,low,low,low,medium
4531,2,3.0,medium,medium,medium,medium,low,low,medium,low,low,low,medium,medium,medium,medium
4532,2,3.0,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4533,2,2.0,medium,low,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium,medium
4534,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4535,2,3.0,medium,low,medium,medium,low,low,low,low,low,medium,medium,medium,medium,low
4536,2,3.0,medium,medium,medium,medium,medium,low,medium,medium,low,medium,medium,medium,medium,medium
4537,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4538,2,4.0,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4539,2,4.0,low,low,low,medium,low,low,low,low,low,medium,low,low,medium,low
4540,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4541,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4542,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4543,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4544,2,2.0,low,low,low,medium,low,low,medium,low,low,low,medium,low,low,low
4545,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4546,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4547,2,1.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
4548,2,1.0,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4549,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4550,2,2.0,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4551,2,2.0,low,low,low,low,low,low,low,low,low,medium,low,low,low,low
4552,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4553,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4554,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4555,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4556,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4557,2,3.0,low,low,low,medium,low,low,low,low,low,medium,low,low,low,low
4558,2,4.0,low,low,low,low,low,low,medium,low,low,medium,low,medium,low,medium
4559,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4560,2,1.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
4561,2,2.0,medium,low,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium
4562,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4563,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4564,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4565,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4566,2,2.0,medium,low,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
4567,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4568,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4569,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4570,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,low,medium,medium
4571,2,3.0,low,low,low,medium,low,low,low,low,low,medium,low,low,medium,medium
4572,2,1.0,low,low,low,low,low,low,low,low,low,medium,low,low,low,low
4573,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4574,2,3.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
4575,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4576,2,3.0,medium,low,low,medium,medium,medium,medium,low,low,medium,low,medium,medium,medium
4577,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4578,2,3.0,medium,low,medium,medium,low,medium,medium,low,medium,medium,medium,medium,medium,medium
4579,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4580,2,1.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
4581,2,3.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
4582,2,2.0,low,low,low,medium,low,low,medium,low,low,medium,low,low,low,low
4583,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4584,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4585,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4586,2,5.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4587,2,2.0,medium,low,medium,medium,medium,low,medium,low,low,medium,medium,medium,medium,medium
4588,2,4.0,low,low,low,medium,medium,medium,medium,low,low,medium,low,low,medium,medium
4589,2,3.0,medium,low,medium,medium,medium,low,medium,low,low,medium,medium,medium,low,medium
4590,2,2.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
4591,2,2.0,low,low,low,medium,low,low,low,low,low,medium,low,medium,low,low
4592,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4593,2,2.0,medium,low,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium
4594,2,2.0,medium,low,low,medium,low,low,low,low,low,low,low,low,low,low
4595,2,2.0,medium,medium,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium
4596,2,2.0,medium,low,medium,medium,medium,low,medium,low,low,medium,medium,medium,medium,medium
4597,2,2.0,low,low,low,medium,low,low,medium,low,low,low,low,low,low,low
4598,2,2.0,medium,low,medium,medium,medium,low,medium,medium,low,medium,medium,medium,medium,medium
4599,2,2.0,medium,low,medium,medium,medium,medium,medium,low,low,medium,medium,medium,medium,medium
4600,2,3.0,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
4601,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4602,2,4.0,medium,low,medium,medium,low,medium,medium,low,medium,medium,medium,medium,low,medium
4603,2,2.0,medium,low,low,medium,medium,low,medium,low,low,medium,medium,medium,medium,medium
4604,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
4605,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
4606,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4607,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4608,2,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4609,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4610,2,1.0,medium,low,low,medium,low,low,low,low,low,medium,low,low,medium,low
4611,2,2.0,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4612,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4613,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4614,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4615,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4616,2,3.0,low,low,low,medium,medium,low,medium,low,low,medium,low,medium,medium,medium
4617,2,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4618,2,2.0,medium,low,low,medium,low,low,low,low,low,low,medium,medium,medium,low
4619,2,3.0,medium,low,medium,medium,medium,low,medium,low,low,medium,medium,medium,medium,medium
4620,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4621,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
4622,2,2.0,low,low,low,low,low,low,low,low,low,low,low,low,low,low
4623,2,3.0,medium,low,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,medium,medium
4624,2,6.0,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
4625,2,4.0,medium,low,medium,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,medium
4626,2,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
