essay_id,prompt_id,organization_score,question1,question2,question3
3060,2,3.0,low,low,low
3061,2,2.0,low,low,low
3062,2,3.0,medium,medium,medium
3063,2,5.0,medium,medium,medium
3064,2,3.0,low,low,low
3065,2,3.0,medium,low,medium
3066,2,1.0,low,low,low
3067,2,3.0,low,low,low
3068,2,2.0,low,low,low
3069,2,2.0,medium,medium,medium
3070,2,3.0,low,low,low
3071,2,3.0,low,low,low
3072,2,3.0,low,low,low
3073,2,3.0,medium,medium,medium
3074,2,3.0,medium,medium,medium
3075,2,5.0,medium,medium,medium
3076,2,3.0,low,low,low
3077,2,4.0,medium,medium,medium
3078,2,1.0,low,low,low
3079,2,2.0,low,low,low
3080,2,3.0,medium,medium,medium
3081,2,3.0,low,low,low
3082,2,3.0,low,low,low
3083,2,2.0,low,low,low
3084,2,3.0,low,low,medium
3085,2,2.0,low,low,low
3086,2,3.0,low,low,low
3087,2,2.0,low,low,low
3088,2,3.0,low,low,low
3089,2,4.0,medium,medium,medium
3090,2,2.0,low,low,low
3091,2,2.0,low,low,low
3092,2,2.0,low,low,low
3093,2,3.0,low,low,low
3094,2,4.0,low,low,low
3095,2,1.0,low,low,low
3096,2,1.0,low,low,low
3097,2,2.0,low,low,low
3098,2,3.0,low,low,low
3099,2,4.0,low,low,low
3100,2,2.0,low,low,low
3101,2,2.0,low,medium,medium
3102,2,5.0,low,low,low
3103,2,3.0,low,low,low
3104,2,5.0,low,low,low
3105,2,4.0,medium,medium,medium
3106,2,5.0,medium,medium,medium
3107,2,4.0,medium,medium,medium
3108,2,4.0,medium,medium,medium
3109,2,2.0,low,low,low
3110,2,2.0,low,low,low
3111,2,2.0,medium,medium,medium
3112,2,4.0,medium,medium,medium
3113,2,3.0,medium,medium,medium
3114,2,4.0,medium,medium,medium
3115,2,4.0,low,low,low
3116,2,3.0,low,low,low
3117,2,2.0,low,low,low
3118,2,1.0,low,low,low
3119,2,5.0,medium,medium,medium
3120,2,4.0,low,low,low
3121,2,5.0,medium,medium,medium
3122,2,3.0,medium,medium,medium
3123,2,4.0,low,low,low
3124,2,5.0,low,medium,low
3125,2,4.0,low,low,low
3126,2,3.0,low,low,low
3127,2,4.0,low,low,low
3128,2,4.0,low,low,low
3129,2,3.0,low,low,low
3130,2,4.0,medium,medium,medium
3131,2,4.0,low,low,low
3132,2,2.0,low,low,low
3133,2,4.0,low,low,low
3134,2,3.0,low,low,low
3135,2,2.0,low,low,low
3136,2,3.0,low,low,low
3137,2,3.0,low,low,low
3138,2,4.0,medium,medium,medium
3139,2,2.0,low,low,low
3140,2,3.0,low,low,low
3141,2,4.0,low,low,low
3142,2,3.0,low,low,low
3143,2,2.0,low,low,low
3144,2,3.0,low,low,low
3145,2,3.0,low,low,low
3146,2,2.0,low,low,low
3147,2,1.0,low,low,low
3148,2,2.0,low,low,low
3149,2,2.0,low,low,low
3150,2,3.0,medium,medium,medium
3151,2,3.0,medium,medium,medium
3152,2,3.0,low,low,low
3153,2,3.0,low,low,low
3154,2,2.0,low,low,low
3155,2,2.0,low,low,low
3156,2,2.0,low,low,low
3157,2,3.0,low,low,low
3158,2,2.0,low,low,low
3159,2,2.0,low,low,low
3160,2,2.0,low,low,medium
3161,2,4.0,low,low,low
3162,2,5.0,medium,medium,medium
3163,2,6.0,low,low,low
3164,2,3.0,low,low,low
3165,2,5.0,medium,medium,medium
3166,2,5.0,medium,medium,medium
3167,2,4.0,low,low,low
3168,2,5.0,medium,medium,medium
3169,2,4.0,medium,medium,medium
3170,2,3.0,low,low,low
3171,2,4.0,low,low,low
3172,2,3.0,low,low,low
3173,2,2.0,low,low,low
3174,2,2.0,low,low,low
3175,2,4.0,medium,medium,medium
3176,2,3.0,low,low,low
3177,2,1.0,low,low,low
3178,2,4.0,medium,medium,medium
3179,2,4.0,medium,medium,medium
3180,2,4.0,low,medium,medium
3181,2,4.0,medium,medium,medium
3182,2,2.0,low,low,low
3183,2,3.0,low,low,low
3184,2,2.0,medium,medium,medium
3185,2,3.0,low,low,low
3186,2,2.0,low,low,low
3187,2,2.0,low,low,low
3188,2,2.0,low,low,low
3189,2,5.0,medium,medium,medium
3190,2,4.0,low,low,low
3191,2,4.0,low,low,low
3192,2,2.0,low,low,low
3193,2,4.0,medium,medium,medium
3194,2,2.0,low,low,low
3195,2,3.0,medium,medium,medium
3196,2,2.0,low,low,low
3197,2,2.0,low,low,low
3198,2,3.0,low,low,low
3199,2,4.0,medium,medium,medium
3200,2,4.0,medium,low,medium
3201,2,3.0,low,low,low
3202,2,4.0,medium,medium,medium
3203,2,3.0,low,low,low
3204,2,4.0,low,low,low
3205,2,3.0,low,low,low
3206,2,3.0,low,medium,low
3207,2,3.0,low,medium,low
3208,2,3.0,medium,medium,medium
3209,2,1.0,low,low,low
3210,2,3.0,low,low,low
3211,2,2.0,low,low,low
3212,2,5.0,medium,medium,medium
3213,2,4.0,low,low,low
3214,2,5.0,medium,medium,medium
3215,2,1.0,low,low,low
3216,2,5.0,medium,medium,medium
3217,2,3.0,low,low,medium
3218,2,3.0,low,low,low
3219,2,5.0,medium,medium,medium
3220,2,2.0,medium,medium,medium
3221,2,2.0,low,low,low
3222,2,2.0,low,low,low
3223,2,2.0,low,low,low
3224,2,3.0,low,low,medium
3225,2,3.0,medium,medium,medium
3226,2,3.0,low,low,low
3227,2,2.0,low,low,low
3228,2,3.0,medium,medium,medium
3229,2,3.0,low,low,low
3230,2,1.0,low,low,low
3231,2,3.0,low,low,low
3232,2,2.0,low,low,low
3233,2,2.0,medium,medium,medium
3234,2,2.0,low,low,low
3235,2,3.0,low,low,low
3236,2,3.0,low,low,medium
3237,2,1.0,low,low,low
3238,2,2.0,low,low,low
3239,2,3.0,low,low,low
3240,2,1.0,low,low,low
3241,2,1.0,low,low,medium
3242,2,3.0,medium,medium,medium
3243,2,4.0,low,low,low
3244,2,3.0,low,low,low
3245,2,1.0,low,low,low
3246,2,2.0,low,low,low
3247,2,3.0,low,low,low
3248,2,3.0,low,low,low
3249,2,4.0,medium,medium,medium
3250,2,1.0,low,low,low
3251,2,3.0,medium,low,low
3252,2,3.0,low,medium,medium
3253,2,4.0,medium,medium,medium
3254,2,5.0,low,low,low
3255,2,2.0,low,low,low
3256,2,2.0,low,low,low
3257,2,1.0,low,low,low
3258,2,3.0,low,low,medium
3259,2,2.0,low,low,low
3260,2,3.0,low,low,low
3261,2,3.0,low,low,low
3262,2,3.0,low,low,low
3263,2,4.0,medium,medium,medium
3264,2,2.0,low,low,low
3265,2,4.0,low,low,low
3266,2,4.0,medium,medium,medium
3267,2,3.0,low,low,low
3268,2,4.0,low,low,low
3269,2,4.0,low,low,low
3270,2,3.0,low,low,low
3271,2,3.0,low,low,low
3272,2,1.0,low,low,low
3273,2,5.0,medium,low,medium
3274,2,4.0,low,medium,medium
3275,2,5.0,low,low,low
3276,2,3.0,low,low,low
3277,2,4.0,medium,medium,medium
3278,2,3.0,medium,medium,medium
3279,2,3.0,low,low,low
3280,2,2.0,low,low,low
3281,2,3.0,low,low,medium
3282,2,5.0,low,medium,medium
3283,2,2.0,low,low,low
3284,2,3.0,low,low,low
3285,2,2.0,low,low,low
3286,2,3.0,low,low,low
3287,2,4.0,medium,medium,medium
3288,2,3.0,medium,medium,medium
3289,2,2.0,low,low,low
3290,2,3.0,low,low,low
3291,2,4.0,medium,medium,medium
3292,2,5.0,medium,medium,medium
3293,2,4.0,medium,medium,medium
3294,2,3.0,low,low,low
3295,2,4.0,low,low,low
3296,2,5.0,low,low,low
3297,2,2.0,low,low,low
3298,2,3.0,low,medium,medium
3299,2,5.0,low,low,low
3300,2,3.0,medium,medium,medium
3301,2,2.0,low,low,low
3302,2,4.0,low,low,low
3303,2,3.0,low,low,low
3304,2,4.0,medium,medium,medium
3305,2,2.0,low,low,low
3306,2,4.0,medium,medium,medium
3307,2,2.0,low,low,low
3308,2,3.0,low,low,medium
3309,2,5.0,medium,medium,medium
3310,2,6.0,medium,medium,medium
3311,2,5.0,low,low,low
3312,2,3.0,low,low,low
3313,2,2.0,medium,medium,medium
3314,2,3.0,low,low,low
3315,2,3.0,medium,medium,medium
3316,2,3.0,medium,medium,medium
3317,2,2.0,low,low,low
3318,2,3.0,low,low,low
3319,2,2.0,low,low,low
3320,2,3.0,low,medium,medium
3321,2,3.0,low,low,low
3322,2,3.0,low,low,low
3323,2,5.0,medium,medium,medium
3324,2,2.0,low,low,low
3325,2,3.0,medium,medium,medium
3326,2,3.0,low,medium,low
3327,2,2.0,low,low,low
3328,2,3.0,low,low,low
3329,2,2.0,low,low,low
3330,2,4.0,medium,medium,medium
3331,2,5.0,low,medium,medium
3332,2,3.0,low,low,low
3333,2,2.0,low,low,low
3334,2,5.0,low,low,medium
3335,2,3.0,low,low,low
3336,2,3.0,low,low,low
3337,2,3.0,medium,medium,medium
3338,2,3.0,low,low,low
3339,2,5.0,low,low,medium
3340,2,2.0,low,low,low
3341,2,2.0,low,low,low
3342,2,5.0,medium,medium,medium
3343,2,6.0,medium,medium,medium
3344,2,4.0,low,low,low
3345,2,2.0,low,low,low
3346,2,3.0,low,low,low
3347,2,3.0,low,low,low
3348,2,3.0,low,low,low
3349,2,4.0,medium,medium,medium
3350,2,3.0,low,low,low
3351,2,3.0,medium,medium,medium
3352,2,1.0,low,low,low
3353,2,2.0,medium,medium,medium
3354,2,2.0,low,low,low
3355,2,2.0,low,low,low
3356,2,2.0,low,low,low
3357,2,3.0,medium,medium,medium
3358,2,2.0,low,low,low
3359,2,1.0,low,low,low
3360,2,3.0,medium,medium,medium
3361,2,4.0,medium,medium,medium
3362,2,5.0,low,medium,medium
3363,2,1.0,low,low,low
3364,2,3.0,medium,medium,medium
3365,2,2.0,low,low,low
3366,2,3.0,low,low,low
3367,2,3.0,low,low,medium
3368,2,3.0,low,low,low
3369,2,2.0,low,low,low
3370,2,4.0,medium,medium,medium
3371,2,2.0,low,low,low
3372,2,2.0,low,low,low
3373,2,2.0,low,medium,low
3374,2,3.0,medium,medium,medium
3375,2,2.0,low,low,low
3376,2,3.0,medium,medium,medium
3377,2,2.0,low,low,low
3378,2,2.0,low,low,low
3379,2,1.0,low,low,low
3380,2,4.0,low,low,low
3381,2,5.0,medium,medium,medium
3382,2,4.0,low,low,low
3383,2,5.0,low,medium,medium
3384,2,4.0,medium,low,medium
3385,2,5.0,low,low,low
3386,2,5.0,medium,medium,medium
3387,2,2.0,low,low,low
3388,2,2.0,low,low,low
3389,2,2.0,low,low,low
3390,2,2.0,low,low,low
3391,2,3.0,low,low,low
3392,2,2.0,low,low,low
3393,2,3.0,low,low,low
3394,2,4.0,medium,medium,medium
3395,2,4.0,low,low,low
3396,2,2.0,low,low,low
3397,2,3.0,medium,medium,medium
3398,2,3.0,medium,medium,medium
3399,2,4.0,low,low,low
3400,2,3.0,low,low,low
3401,2,2.0,medium,medium,medium
3402,2,4.0,low,low,low
3403,2,4.0,medium,medium,medium
3404,2,5.0,low,low,low
3405,2,4.0,low,low,low
3406,2,4.0,low,low,medium
3407,2,4.0,low,low,low
3408,2,3.0,low,low,low
3409,2,3.0,low,low,low
3410,2,2.0,low,low,low
3411,2,3.0,low,low,low
3412,2,3.0,low,low,low
3413,2,2.0,low,low,low
3414,2,4.0,low,low,low
3415,2,2.0,medium,medium,medium
3416,2,2.0,medium,medium,medium
3417,2,2.0,low,low,low
3418,2,4.0,low,low,low
3419,2,1.0,low,low,low
3420,2,2.0,low,low,low
3421,2,3.0,low,low,low
3422,2,2.0,low,low,low
3423,2,1.0,low,low,low
3424,2,4.0,medium,medium,medium
3425,2,3.0,low,low,low
3426,2,1.0,low,low,low
3427,2,3.0,low,low,low
3428,2,3.0,low,low,low
3429,2,1.0,low,low,low
3430,2,2.0,low,low,low
3431,2,2.0,low,low,low
3432,2,3.0,low,low,low
3433,2,3.0,low,low,low
3434,2,1.0,low,low,low
3435,2,1.0,low,low,low
3436,2,4.0,low,low,low
3437,2,2.0,low,low,low
3438,2,2.0,low,low,low
3439,2,3.0,low,low,low
3440,2,3.0,low,low,low
3441,2,3.0,low,low,low
3442,2,3.0,low,medium,medium
3443,2,5.0,low,low,low
3444,2,5.0,medium,medium,medium
3445,2,4.0,low,low,low
3446,2,4.0,medium,medium,medium
3447,2,3.0,low,low,low
3448,2,5.0,low,low,low
3449,2,3.0,medium,medium,medium
3450,2,2.0,low,low,low
3451,2,3.0,medium,medium,medium
3452,2,4.0,low,low,low
3453,2,4.0,medium,medium,medium
3454,2,2.0,low,low,low
3455,2,2.0,low,low,low
3456,2,2.0,low,low,low
3457,2,2.0,low,low,low
3458,2,3.0,low,low,low
3459,2,3.0,low,low,low
3460,2,3.0,medium,medium,medium
3461,2,3.0,low,low,low
3462,2,2.0,low,low,low
3463,2,2.0,medium,medium,medium
3464,2,5.0,medium,medium,medium
3465,2,2.0,low,low,low
3466,2,4.0,low,low,low
3467,2,5.0,medium,medium,medium
3468,2,5.0,medium,medium,medium
3469,2,5.0,low,medium,medium
3470,2,3.0,low,low,medium
3471,2,2.0,low,low,low
3472,2,3.0,medium,medium,medium
3473,2,1.0,low,low,low
3474,2,4.0,medium,medium,medium
3475,2,2.0,low,low,low
3476,2,2.0,low,low,low
3477,2,2.0,low,low,low
3478,2,3.0,low,low,low
3479,2,2.0,low,low,low
3480,2,2.0,low,low,low
3481,2,4.0,low,low,medium
3482,2,2.0,low,low,low
3483,2,5.0,low,low,low
3484,2,4.0,low,low,low
3485,2,5.0,low,low,medium
3486,2,2.0,low,low,low
3487,2,5.0,medium,low,low
3488,2,2.0,low,low,low
3489,2,2.0,low,low,low
3490,2,4.0,medium,medium,medium
3491,2,3.0,low,low,low
3492,2,3.0,low,low,low
3493,2,1.0,low,low,low
3494,2,2.0,low,low,low
3495,2,5.0,low,medium,medium
3496,2,5.0,medium,low,medium
3497,2,3.0,low,low,low
3498,2,3.0,low,medium,medium
3499,2,3.0,low,low,low
3500,2,3.0,low,low,low
3501,2,4.0,medium,medium,medium
3502,2,4.0,low,low,low
3503,2,3.0,medium,medium,medium
3504,2,3.0,low,low,low
3505,2,2.0,low,low,low
3506,2,3.0,medium,medium,medium
3507,2,5.0,medium,medium,medium
3508,2,4.0,low,low,low
3509,2,5.0,medium,medium,medium
3510,2,2.0,low,low,low
3511,2,3.0,low,low,low
3512,2,3.0,low,low,low
3513,2,4.0,medium,medium,medium
3514,2,4.0,low,low,low
3515,2,4.0,low,low,low
3516,2,4.0,medium,medium,medium
3517,2,1.0,low,low,low
3518,2,4.0,low,low,low
3519,2,4.0,low,low,low
3520,2,3.0,low,low,medium
3521,2,4.0,low,low,low
3522,2,4.0,low,low,low
3523,2,4.0,low,low,low
3524,2,5.0,medium,medium,medium
3525,2,3.0,low,low,low
3526,2,3.0,low,low,low
3527,2,3.0,low,low,low
3528,2,3.0,medium,medium,medium
3529,2,5.0,low,low,low
3530,2,4.0,low,medium,medium
3531,2,4.0,medium,medium,medium
3532,2,2.0,medium,medium,medium
3533,2,2.0,low,low,low
3534,2,3.0,medium,medium,medium
3535,2,2.0,low,low,low
3536,2,4.0,low,low,low
3537,2,3.0,low,low,low
3538,2,1.0,low,low,low
3539,2,3.0,medium,medium,medium
3540,2,2.0,low,low,low
3541,2,3.0,low,low,low
3542,2,3.0,medium,medium,medium
3543,2,2.0,low,low,low
3544,2,3.0,low,low,low
3545,2,5.0,low,low,low
3546,2,5.0,medium,medium,medium
3547,2,3.0,low,low,low
3548,2,4.0,low,low,low
3549,2,3.0,low,low,low
3550,2,4.0,low,low,low
3551,2,5.0,medium,medium,medium
3552,2,4.0,low,low,low
3553,2,4.0,low,low,low
3554,2,3.0,low,low,low
3555,2,5.0,medium,medium,medium
3556,2,1.0,low,low,low
3557,2,4.0,low,medium,medium
3558,2,2.0,low,low,low
3559,2,2.0,low,low,low
3560,2,4.0,low,low,low
3561,2,3.0,medium,medium,medium
3562,2,3.0,low,low,low
3563,2,3.0,medium,medium,low
3564,2,3.0,low,low,low
3565,2,3.0,low,low,low
3566,2,3.0,low,low,medium
3567,2,3.0,low,low,low
3568,2,5.0,medium,medium,medium
3569,2,4.0,low,low,medium
3570,2,5.0,low,low,medium
3571,2,4.0,low,low,low
3572,2,1.0,low,low,low
3573,2,4.0,medium,medium,medium
3574,2,4.0,low,low,low
3575,2,2.0,medium,low,medium
3576,2,2.0,low,low,low
3577,2,5.0,low,low,low
3578,2,4.0,medium,medium,medium
3579,2,4.0,low,low,medium
3580,2,2.0,low,low,low
3581,2,2.0,low,low,low
3582,2,2.0,low,low,low
3583,2,3.0,low,low,low
3584,2,3.0,low,low,low
3585,2,3.0,low,low,low
3586,2,3.0,low,low,low
3587,2,2.0,low,low,low
3588,2,1.0,low,low,low
3589,2,4.0,medium,medium,medium
3590,2,1.0,low,low,low
3591,2,3.0,low,low,medium
3592,2,2.0,low,medium,medium
3593,2,5.0,low,low,low
3594,2,3.0,low,low,low
3595,2,3.0,low,low,low
3596,2,3.0,low,low,low
3597,2,1.0,low,low,low
3598,2,4.0,low,low,low
3599,2,3.0,low,low,low
3600,2,3.0,low,low,low
3601,2,3.0,medium,medium,medium
3602,2,2.0,low,low,low
3603,2,1.0,low,low,low
3604,2,3.0,low,low,low
3605,2,5.0,medium,medium,medium
3606,2,4.0,low,low,low
3607,2,5.0,medium,medium,medium
3608,2,4.0,low,low,low
3609,2,3.0,low,low,medium
3610,2,2.0,medium,medium,medium
3611,2,2.0,low,low,low
3612,2,3.0,medium,medium,medium
3613,2,4.0,low,low,medium
3614,2,3.0,medium,medium,medium
3615,2,3.0,low,low,low
3616,2,3.0,low,low,low
3617,2,2.0,low,low,low
3618,2,3.0,low,low,low
3619,2,3.0,low,low,low
3620,2,3.0,low,low,low
3621,2,3.0,low,low,low
3622,2,5.0,low,low,low
3623,2,3.0,low,low,low
3624,2,5.0,low,low,low
3625,2,4.0,low,low,low
3626,2,5.0,low,medium,medium
3627,2,3.0,low,low,low
3628,2,5.0,medium,medium,medium
3629,2,3.0,low,low,low
3630,2,4.0,medium,medium,medium
3631,2,3.0,low,low,medium
3632,2,2.0,low,low,low
3633,2,3.0,low,low,low
3634,2,2.0,low,low,low
3635,2,2.0,low,low,low
3636,2,4.0,low,low,low
3637,2,3.0,medium,medium,medium
3638,2,5.0,low,medium,medium
3639,2,2.0,low,low,low
3640,2,3.0,low,low,low
3641,2,1.0,low,low,low
3642,2,2.0,low,low,low
3643,2,1.0,low,low,low
3644,2,3.0,low,low,low
3645,2,2.0,low,low,low
3646,2,4.0,low,low,low
3647,2,3.0,medium,medium,medium
3648,2,5.0,medium,medium,medium
3649,2,3.0,low,low,medium
3650,2,5.0,medium,medium,medium
3651,2,3.0,low,low,low
3652,2,3.0,low,low,low
3653,2,3.0,low,low,low
3654,2,3.0,low,low,low
3655,2,3.0,low,low,low
3656,2,1.0,low,low,low
3657,2,5.0,medium,medium,medium
3658,2,5.0,low,low,low
3659,2,2.0,low,low,low
3660,2,2.0,low,low,low
3661,2,4.0,medium,medium,medium
3662,2,5.0,medium,medium,medium
3663,2,1.0,low,low,low
3664,2,5.0,low,low,low
3665,2,3.0,low,low,low
3666,2,3.0,low,low,low
3667,2,2.0,low,low,low
3668,2,5.0,medium,medium,medium
3669,2,3.0,low,low,low
3670,2,1.0,low,low,low
3671,2,3.0,low,low,low
3672,2,2.0,medium,medium,medium
3673,2,1.0,low,low,low
3674,2,4.0,low,low,low
3675,2,4.0,low,low,low
3676,2,5.0,medium,medium,medium
3677,2,3.0,low,low,low
3678,2,2.0,low,low,low
3679,2,2.0,low,low,low
3680,2,2.0,low,low,low
3681,2,2.0,low,low,low
3682,2,5.0,low,low,low
3683,2,3.0,low,low,low
3684,2,2.0,low,low,low
3685,2,1.0,low,low,low
3686,2,2.0,low,low,low
3687,2,5.0,low,low,low
3688,2,3.0,low,low,low
3689,2,3.0,low,low,low
3690,2,2.0,low,low,low
3691,2,5.0,medium,medium,medium
3692,2,3.0,low,low,low
3693,2,2.0,low,low,low
3694,2,3.0,low,low,medium
3695,2,2.0,low,low,low
3696,2,3.0,medium,medium,medium
3697,2,3.0,medium,low,medium
3698,2,3.0,low,low,low
3699,2,2.0,low,low,low
3700,2,4.0,low,low,low
3701,2,3.0,low,low,low
3702,2,3.0,medium,medium,medium
3703,2,2.0,low,low,low
3704,2,3.0,low,low,low
3705,2,1.0,low,low,low
3706,2,3.0,low,low,low
3707,2,5.0,medium,medium,medium
3708,2,3.0,low,low,low
3709,2,2.0,low,low,low
3710,2,2.0,low,low,low
3711,2,3.0,low,low,low
3712,2,4.0,low,low,low
3713,2,3.0,low,low,low
3714,2,1.0,low,low,low
3715,2,3.0,low,low,low
3716,2,2.0,low,low,low
3717,2,3.0,low,low,low
3718,2,2.0,low,low,low
3719,2,3.0,low,low,low
3720,2,2.0,low,low,low
3721,2,3.0,low,low,medium
3722,2,4.0,medium,medium,medium
3723,2,4.0,low,low,low
3724,2,2.0,low,low,low
3725,2,2.0,low,low,low
3726,2,3.0,medium,medium,medium
3727,2,2.0,low,low,low
3728,2,3.0,low,low,low
3729,2,1.0,low,low,low
3730,2,3.0,low,low,low
3731,2,2.0,low,low,low
3732,2,3.0,low,low,low
3733,2,2.0,low,low,medium
3734,2,1.0,low,low,low
3735,2,2.0,low,low,low
3736,2,3.0,low,low,low
3737,2,3.0,low,low,low
3738,2,3.0,low,low,low
3739,2,3.0,low,low,low
3740,2,4.0,low,low,low
3741,2,1.0,low,low,low
3742,2,5.0,medium,medium,medium
3743,2,4.0,medium,medium,medium
3744,2,3.0,low,low,low
3745,2,1.0,low,low,low
3746,2,3.0,low,low,low
3747,2,3.0,low,low,low
3748,2,3.0,low,low,low
3749,2,3.0,low,low,low
3750,2,5.0,medium,medium,medium
3751,2,6.0,low,low,low
3752,2,4.0,low,low,low
3753,2,3.0,low,low,low
3754,2,3.0,low,low,low
3755,2,5.0,medium,medium,medium
3756,2,4.0,low,medium,medium
3757,2,3.0,low,low,low
3758,2,3.0,low,low,low
3759,2,2.0,low,low,low
3760,2,3.0,low,low,low
3761,2,3.0,low,low,low
3762,2,1.0,low,low,low
3763,2,4.0,medium,medium,medium
3764,2,3.0,low,low,low
3765,2,4.0,low,low,low
3766,2,2.0,low,low,low
3767,2,3.0,low,low,low
3768,2,3.0,low,low,low
3769,2,3.0,low,low,low
3770,2,5.0,medium,medium,medium
3771,2,4.0,low,low,low
3772,2,2.0,low,low,low
3773,2,2.0,low,low,low
3774,2,3.0,low,low,low
3775,2,4.0,medium,medium,medium
3776,2,3.0,low,low,low
3777,2,3.0,low,low,low
3778,2,3.0,low,low,low
3779,2,1.0,low,low,low
3780,2,4.0,low,low,low
3781,2,3.0,medium,medium,medium
3782,2,3.0,low,low,low
3783,2,3.0,low,low,low
3784,2,5.0,medium,medium,medium
3785,2,2.0,low,low,low
3786,2,3.0,low,low,low
3787,2,3.0,low,low,low
3788,2,4.0,medium,medium,medium
3789,2,3.0,low,low,low
3790,2,3.0,low,low,low
3791,2,3.0,low,low,low
3792,2,3.0,low,low,low
3793,2,5.0,medium,medium,medium
3794,2,3.0,low,low,low
3795,2,3.0,low,low,low
3796,2,3.0,medium,medium,medium
3797,2,4.0,low,low,medium
3798,2,3.0,low,low,low
3799,2,3.0,low,low,low
3800,2,2.0,low,low,low
3801,2,2.0,low,low,low
3802,2,5.0,medium,medium,medium
3803,2,2.0,low,low,low
3804,2,4.0,low,low,low
3805,2,2.0,low,low,low
3806,2,4.0,medium,medium,medium
3807,2,4.0,medium,medium,medium
3808,2,3.0,medium,medium,medium
3809,2,5.0,medium,medium,medium
3810,2,2.0,low,low,low
3811,2,2.0,low,low,low
3812,2,3.0,low,low,low
3813,2,3.0,low,low,low
3814,2,2.0,low,low,low
3815,2,3.0,low,low,low
3816,2,2.0,low,low,low
3817,2,4.0,low,low,low
3818,2,4.0,medium,medium,medium
3819,2,3.0,medium,medium,medium
3820,2,4.0,low,low,low
3821,2,4.0,medium,medium,medium
3822,2,3.0,low,low,low
3823,2,2.0,low,low,low
3824,2,5.0,low,low,low
3825,2,5.0,low,low,low
3826,2,5.0,low,low,low
3827,2,4.0,low,low,low
3828,2,2.0,low,low,low
3829,2,3.0,medium,medium,medium
3830,2,3.0,low,low,low
3831,2,4.0,low,low,low
3832,2,3.0,low,low,low
3833,2,3.0,low,low,low
3834,2,3.0,low,low,low
3835,2,2.0,low,low,low
3836,2,5.0,low,low,low
3837,2,4.0,medium,medium,medium
3838,2,2.0,low,low,low
3839,2,4.0,low,low,low
3840,2,4.0,medium,medium,medium
3841,2,2.0,low,low,low
3842,2,2.0,low,low,low
3843,2,4.0,low,low,low
3844,2,3.0,low,medium,medium
3845,2,1.0,low,low,low
3846,2,4.0,low,low,low
3847,2,4.0,low,low,low
3848,2,2.0,low,low,low
3849,2,3.0,low,low,low
3850,2,2.0,low,low,low
3851,2,3.0,low,low,low
3852,2,2.0,low,low,low
3853,2,2.0,low,low,low
3854,2,2.0,low,low,low
3855,2,2.0,low,low,low
3856,2,3.0,low,low,low
3857,2,3.0,low,low,low
3858,2,3.0,low,low,low
3859,2,2.0,low,low,low
3860,2,2.0,low,low,low
3861,2,2.0,low,low,low
3862,2,4.0,medium,medium,medium
3863,2,2.0,low,low,low
3864,2,3.0,low,low,low
3865,2,3.0,low,low,low
3866,2,3.0,low,low,low
3867,2,4.0,low,low,low
3868,2,3.0,medium,medium,medium
3869,2,3.0,low,low,low
3870,2,2.0,low,low,low
3871,2,4.0,medium,medium,medium
3872,2,5.0,low,low,low
3873,2,4.0,low,low,low
3874,2,2.0,low,low,low
3875,2,6.0,medium,medium,medium
3876,2,4.0,low,low,low
3877,2,4.0,medium,medium,medium
3878,2,2.0,low,low,low
3879,2,1.0,low,low,low
3880,2,2.0,low,low,low
3881,2,4.0,medium,medium,medium
3882,2,1.0,low,low,low
3883,2,1.0,low,low,low
3884,2,2.0,low,low,low
3885,2,3.0,low,low,low
3886,2,3.0,low,low,low
3887,2,4.0,low,low,low
3888,2,4.0,medium,medium,medium
3889,2,5.0,low,low,low
3890,2,5.0,medium,medium,medium
3891,2,4.0,low,low,low
3892,2,2.0,low,low,low
3893,2,3.0,low,low,low
3894,2,3.0,low,low,low
3895,2,3.0,low,low,low
3896,2,5.0,low,low,low
3897,2,3.0,medium,medium,medium
3898,2,3.0,low,low,low
3899,2,3.0,low,low,medium
3900,2,2.0,low,low,low
3901,2,4.0,low,low,low
3902,2,5.0,medium,medium,medium
3903,2,1.0,low,low,medium
3904,2,5.0,low,low,low
3905,2,3.0,low,low,low
3906,2,5.0,medium,medium,medium
3907,2,4.0,medium,medium,medium
3908,2,4.0,medium,medium,medium
3909,2,4.0,medium,medium,medium
3910,2,2.0,low,low,low
3911,2,2.0,low,low,low
3912,2,3.0,medium,medium,medium
3913,2,2.0,low,low,low
3914,2,2.0,low,low,low
3915,2,3.0,low,low,medium
3916,2,3.0,medium,medium,medium
3917,2,3.0,low,low,low
3918,2,5.0,medium,medium,medium
3919,2,5.0,medium,medium,medium
3920,2,5.0,low,low,low
3921,2,4.0,low,low,low
3922,2,3.0,low,low,medium
3923,2,3.0,low,low,low
3924,2,3.0,low,low,low
3925,2,4.0,low,low,low
3926,2,2.0,low,low,low
3927,2,4.0,low,low,low
3928,2,4.0,low,low,low
3929,2,2.0,low,low,low
3930,2,3.0,medium,medium,medium
3931,2,4.0,low,low,low
3932,2,5.0,medium,medium,medium
3933,2,2.0,low,low,low
3934,2,3.0,low,low,low
3935,2,2.0,low,low,low
3936,2,2.0,low,low,low
3937,2,6.0,medium,medium,medium
3938,2,2.0,low,low,low
3939,2,2.0,medium,medium,medium
3940,2,3.0,low,low,low
3941,2,2.0,low,low,low
3942,2,2.0,low,low,low
3943,2,3.0,low,low,low
3944,2,3.0,medium,medium,medium
