essay_id,prompt_id,conventions_score,question1,question2,question3,question4,question5
4177,2,3,medium,medium,medium,medium,medium
4178,2,3,medium,low,medium,medium,medium
4179,2,4,medium,low,medium,medium,medium
4180,2,4,medium,medium,medium,medium,medium
4181,2,3,medium,medium,low,medium,low
4182,2,4,medium,medium,medium,medium,medium
4183,2,5,medium,low,medium,medium,medium
4184,2,4,medium,low,medium,medium,medium
4185,2,5,medium,medium,medium,medium,medium
4186,2,3,medium,low,low,medium,low
4187,2,2,low,low,low,low,low
4188,2,2,medium,low,medium,medium,low
4189,2,3,low,low,low,low,low
4190,2,3,medium,low,low,low,low
4191,2,2,medium,medium,medium,medium,medium
4192,2,2,low,low,low,medium,low
4193,2,3,medium,medium,medium,medium,medium
4194,2,4,medium,low,medium,medium,medium
4195,2,5,medium,medium,medium,medium,medium
4196,2,3,medium,low,medium,medium,medium
4197,2,2,medium,low,low,medium,low
4198,2,3,medium,low,medium,medium,medium
4199,2,4,medium,medium,medium,medium,medium
4200,2,1,low,low,low,medium,low
4201,2,4,medium,medium,medium,medium,medium
4202,2,4,medium,medium,medium,medium,medium
4203,2,3,medium,low,low,medium,low
4204,2,2,low,low,low,low,low
4205,2,2,low,low,low,low,low
4206,2,1,low,low,low,low,low
4207,2,2,medium,low,medium,medium,medium
4208,2,4,medium,low,medium,medium,medium
4209,2,5,medium,low,medium,medium,medium
4210,2,2,medium,low,low,medium,low
4211,2,3,medium,medium,medium,medium,medium
4212,2,4,medium,medium,medium,medium,medium
4213,2,4,medium,medium,medium,medium,medium
4214,2,3,medium,low,medium,medium,medium
4215,2,3,medium,medium,medium,medium,medium
4216,2,2,medium,medium,medium,medium,medium
4217,2,6,medium,low,medium,medium,medium
4218,2,4,medium,medium,medium,medium,medium
4219,2,4,medium,low,medium,medium,medium
4220,2,4,medium,low,medium,medium,medium
4221,2,1,medium,medium,medium,medium,low
4222,2,4,medium,low,medium,medium,medium
4223,2,1,medium,low,low,medium,low
4224,2,4,medium,medium,medium,medium,medium
4225,2,2,medium,medium,medium,medium,medium
4226,2,4,medium,medium,medium,medium,medium
4227,2,3,medium,medium,medium,medium,medium
4228,2,4,medium,medium,medium,medium,medium
4229,2,4,medium,medium,medium,medium,medium
4230,2,5,medium,low,medium,medium,medium
4231,2,1,low,low,low,medium,low
4232,2,3,medium,medium,medium,medium,medium
4233,2,2,medium,low,medium,medium,medium
4234,2,3,low,low,low,medium,low
4235,2,4,medium,medium,medium,medium,medium
4236,2,1,medium,medium,medium,medium,low
4237,2,3,medium,low,low,low,low
4238,2,2,medium,medium,medium,medium,medium
4239,2,2,medium,low,low,medium,low
4240,2,1,medium,medium,medium,medium,low
4241,2,3,medium,medium,medium,medium,medium
4242,2,3,medium,low,low,medium,low
4243,2,2,medium,medium,medium,medium,low
4244,2,3,medium,medium,medium,medium,medium
4245,2,2,medium,medium,medium,medium,low
4246,2,4,medium,medium,medium,medium,medium
4247,2,2,medium,medium,medium,medium,medium
4248,2,2,medium,medium,medium,medium,medium
4249,2,2,medium,medium,medium,medium,medium
4250,2,4,medium,low,medium,medium,medium
4251,2,3,medium,low,low,medium,low
4252,2,4,medium,low,medium,medium,medium
4253,2,1,low,low,low,low,low
4254,2,4,medium,medium,medium,medium,medium
4255,2,2,medium,medium,medium,medium,medium
4256,2,2,medium,low,medium,medium,medium
4257,2,4,medium,medium,medium,medium,medium
4258,2,1,low,low,low,low,low
4259,2,2,medium,low,low,low,low
4260,2,4,medium,medium,medium,medium,medium
4261,2,4,medium,medium,medium,medium,medium
4262,2,4,medium,low,low,medium,low
4263,2,3,low,low,low,low,low
4264,2,1,low,low,low,low,low
4265,2,4,medium,low,medium,medium,medium
4266,2,3,medium,medium,medium,medium,medium
4267,2,4,medium,low,medium,medium,medium
4268,2,3,medium,medium,medium,medium,low
4269,2,3,medium,medium,medium,medium,medium
4270,2,4,medium,medium,medium,medium,medium
4271,2,3,medium,medium,medium,medium,medium
4272,2,3,medium,medium,medium,medium,medium
4273,2,2,medium,low,medium,medium,medium
4274,2,2,medium,medium,medium,medium,medium
4275,2,3,medium,medium,medium,medium,medium
4276,2,3,medium,medium,medium,medium,medium
4277,2,3,medium,low,low,low,low
4278,2,2,medium,low,low,low,low
4279,2,2,medium,low,medium,medium,medium
4280,2,4,medium,low,low,medium,low
4281,2,3,medium,low,low,medium,low
4282,2,2,low,low,low,medium,low
4283,2,3,medium,medium,medium,medium,medium
4284,2,1,medium,medium,medium,medium,medium
4285,2,2,low,low,low,low,low
4286,2,2,medium,low,medium,medium,medium
4287,2,4,medium,medium,medium,medium,medium
4288,2,3,low,low,low,low,low
4289,2,4,medium,medium,medium,medium,medium
4290,2,3,medium,medium,medium,medium,medium
4291,2,4,medium,low,medium,medium,low
4292,2,3,medium,medium,medium,medium,medium
4293,2,4,medium,medium,medium,medium,medium
4294,2,4,medium,low,medium,medium,medium
4295,2,2,low,low,low,low,low
4296,2,3,medium,medium,medium,medium,medium
4297,2,2,medium,low,low,medium,low
4298,2,3,medium,medium,medium,medium,low
4299,2,3,medium,low,low,medium,low
4300,2,5,medium,medium,medium,medium,medium
4301,2,3,medium,medium,medium,medium,medium
4302,2,2,medium,low,medium,medium,low
4303,2,5,medium,medium,medium,medium,medium
4304,2,4,medium,medium,medium,medium,medium
4305,2,4,medium,medium,medium,medium,medium
4306,2,3,medium,medium,medium,medium,medium
4307,2,3,medium,medium,medium,medium,medium
4308,2,3,medium,medium,medium,medium,medium
4309,2,1,low,low,low,medium,low
4310,2,2,medium,medium,medium,medium,medium
4311,2,4,medium,medium,medium,medium,medium
4312,2,3,medium,low,medium,medium,medium
4313,2,2,medium,medium,medium,medium,medium
4314,2,3,medium,low,medium,medium,medium
4315,2,3,medium,medium,medium,medium,medium
4316,2,3,medium,medium,medium,medium,medium
4317,2,3,medium,medium,medium,medium,medium
4318,2,4,medium,medium,medium,medium,medium
4319,2,3,medium,medium,medium,medium,medium
4320,2,1,low,low,low,low,low
4321,2,3,medium,low,medium,medium,medium
4322,2,2,low,low,low,low,low
4323,2,3,medium,medium,medium,medium,medium
4324,2,2,medium,medium,low,medium,low
4325,2,3,medium,low,medium,medium,medium
4326,2,4,medium,medium,medium,medium,medium
4327,2,2,low,low,low,low,low
4328,2,2,medium,medium,medium,medium,medium
4329,2,4,medium,medium,medium,medium,medium
4330,2,2,low,low,low,medium,low
4331,2,1,low,low,low,low,low
4332,2,5,medium,low,medium,medium,medium
4333,2,3,medium,medium,medium,medium,medium
4334,2,2,medium,medium,medium,medium,low
4335,2,3,medium,medium,medium,medium,medium
4336,2,2,medium,low,medium,medium,low
4337,2,5,medium,low,medium,medium,medium
4338,2,2,medium,medium,medium,medium,medium
4339,2,1,medium,medium,low,medium,low
4340,2,3,medium,low,low,medium,low
4341,2,2,low,low,low,low,low
4342,2,3,medium,low,medium,medium,low
4343,2,1,low,low,low,low,low
4344,2,4,medium,low,medium,medium,medium
4345,2,4,medium,medium,medium,medium,medium
4346,2,3,medium,medium,medium,medium,low
4347,2,3,medium,medium,medium,medium,medium
4348,2,3,medium,medium,medium,medium,medium
4349,2,4,low,low,low,low,low
4350,2,4,medium,medium,medium,medium,medium
4351,2,4,medium,medium,medium,medium,medium
4352,2,3,medium,medium,medium,medium,medium
4353,2,1,low,low,low,low,low
4354,2,3,medium,medium,medium,medium,medium
4355,2,6,medium,medium,medium,high,medium
4356,2,1,low,low,low,low,low
4357,2,3,medium,medium,medium,medium,medium
4358,2,3,medium,medium,medium,medium,medium
4359,2,3,medium,low,medium,medium,medium
4360,2,3,medium,medium,medium,medium,medium
4361,2,3,medium,low,medium,medium,medium
4362,2,1,medium,medium,medium,medium,medium
4363,2,2,low,low,low,medium,low
4364,2,2,medium,low,low,medium,low
4365,2,0,medium,low,medium,medium,medium
4366,2,3,medium,low,low,medium,low
4367,2,4,medium,medium,medium,medium,medium
4368,2,2,low,low,low,low,low
4369,2,1,low,low,low,low,low
4370,2,3,medium,low,medium,medium,medium
4371,2,4,medium,medium,medium,medium,medium
4372,2,4,medium,medium,medium,medium,medium
4373,2,4,medium,medium,medium,medium,medium
4374,2,1,low,low,low,low,low
4375,2,4,medium,low,medium,medium,medium
4376,2,4,medium,medium,medium,medium,medium
4377,2,3,medium,low,low,low,low
4378,2,3,low,low,low,low,low
4379,2,4,medium,low,medium,medium,medium
4380,2,4,medium,medium,medium,medium,medium
4381,2,2,medium,medium,medium,medium,medium
4382,2,1,medium,medium,low,medium,low
4383,2,2,medium,medium,low,medium,low
4384,2,3,medium,medium,medium,medium,medium
4385,2,4,medium,medium,medium,medium,medium
4386,2,2,medium,low,low,medium,low
4387,2,2,medium,medium,medium,medium,low
4388,2,4,medium,medium,medium,medium,medium
4389,2,3,medium,low,medium,medium,medium
4390,2,4,medium,medium,medium,medium,medium
4391,2,3,medium,low,medium,medium,low
4392,2,3,medium,low,low,low,low
4393,2,3,medium,low,low,low,low
4394,2,3,medium,medium,medium,medium,medium
4395,2,3,medium,medium,medium,medium,medium
4396,2,3,medium,medium,medium,medium,medium
4397,2,3,medium,medium,medium,medium,medium
4398,2,4,medium,medium,medium,medium,medium
4399,2,3,medium,medium,medium,medium,medium
4400,2,3,medium,medium,medium,medium,medium
4401,2,4,medium,low,medium,medium,medium
4402,2,2,medium,medium,medium,medium,medium
4403,2,4,medium,medium,medium,medium,medium
4404,2,3,medium,low,medium,medium,low
4405,2,3,low,low,low,low,low
4406,2,3,medium,medium,medium,medium,medium
4407,2,3,medium,low,low,low,low
4408,2,3,medium,low,medium,medium,low
4409,2,2,medium,medium,medium,medium,medium
4410,2,4,medium,low,medium,medium,medium
4411,2,3,medium,medium,medium,medium,medium
4412,2,4,medium,medium,medium,medium,medium
4413,2,3,medium,medium,medium,medium,medium
4414,2,4,medium,medium,medium,medium,medium
4415,2,4,medium,low,medium,medium,medium
4416,2,4,medium,low,medium,medium,medium
4417,2,5,medium,low,medium,medium,medium
4418,2,3,medium,medium,medium,medium,medium
4419,2,4,medium,low,medium,medium,medium
4420,2,4,medium,medium,medium,medium,medium
4421,2,3,medium,medium,medium,medium,medium
4422,2,3,medium,medium,medium,medium,medium
4423,2,3,medium,medium,medium,medium,low
4424,2,1,low,low,low,medium,low
4425,2,3,medium,low,medium,medium,medium
4426,2,2,medium,low,medium,medium,medium
4427,2,3,medium,low,medium,medium,medium
4428,2,4,medium,medium,medium,high,medium
4429,2,3,medium,medium,medium,medium,medium
4430,2,5,medium,medium,medium,medium,medium
4431,2,3,medium,medium,medium,medium,medium
4432,2,3,medium,medium,medium,medium,medium
4433,2,3,medium,medium,medium,medium,medium
4434,2,3,medium,low,medium,medium,medium
4435,2,3,medium,medium,medium,medium,medium
4436,2,3,medium,medium,medium,medium,medium
4437,2,2,medium,medium,medium,medium,medium
4438,2,2,low,low,low,low,low
4439,2,3,medium,low,medium,medium,medium
4440,2,4,medium,medium,medium,medium,medium
4441,2,3,medium,medium,medium,medium,medium
4442,2,3,medium,low,medium,medium,medium
4443,2,4,medium,medium,medium,medium,medium
4444,2,2,low,low,low,low,low
4445,2,3,medium,low,low,low,low
4446,2,3,medium,medium,medium,medium,medium
4447,2,3,medium,medium,medium,medium,medium
4448,2,4,medium,medium,medium,medium,medium
4449,2,3,medium,low,medium,medium,medium
4450,2,2,low,low,low,low,low
4451,2,4,medium,low,medium,medium,medium
4452,2,2,medium,low,medium,medium,medium
4453,2,3,medium,low,low,medium,low
4454,2,1,low,low,low,low,low
4455,2,4,medium,medium,medium,medium,medium
4456,2,2,low,low,low,low,low
4457,2,3,medium,medium,medium,medium,medium
4458,2,4,medium,medium,medium,medium,medium
4459,2,5,medium,low,medium,medium,medium
4460,2,3,medium,medium,medium,medium,medium
4461,2,4,medium,low,medium,medium,medium
4462,2,3,medium,low,medium,medium,medium
4463,2,3,medium,low,medium,medium,medium
4464,2,1,medium,low,low,medium,low
4465,2,3,low,low,low,low,low
4466,2,2,medium,medium,medium,medium,medium
4467,2,2,low,low,low,low,low
4468,2,4,medium,medium,medium,medium,medium
4469,2,4,medium,medium,medium,high,medium
4470,2,3,medium,medium,medium,medium,medium
4471,2,5,medium,medium,medium,medium,medium
4472,2,3,medium,medium,medium,medium,medium
4473,2,3,medium,medium,medium,medium,medium
4474,2,4,medium,medium,medium,medium,medium
4475,2,3,medium,low,low,medium,low
4476,2,2,medium,low,low,medium,low
4477,2,2,medium,medium,medium,medium,medium
4478,2,4,medium,low,medium,medium,medium
4479,2,4,medium,medium,medium,medium,medium
4480,2,5,medium,medium,medium,medium,medium
4481,2,3,medium,medium,medium,medium,medium
4482,2,2,medium,medium,low,medium,low
4483,2,2,medium,low,low,medium,low
4484,2,3,medium,medium,medium,medium,medium
4485,2,2,medium,low,medium,medium,medium
4486,2,3,medium,medium,medium,medium,medium
4487,2,2,low,low,low,low,low
4488,2,3,medium,low,medium,medium,low
4489,2,3,medium,medium,medium,medium,medium
4490,2,4,medium,medium,medium,medium,medium
4491,2,3,medium,medium,medium,medium,medium
4492,2,2,low,low,low,medium,low
4493,2,3,medium,low,medium,medium,medium
4494,2,3,medium,medium,medium,medium,medium
4495,2,3,medium,medium,medium,medium,medium
4496,2,4,medium,medium,medium,medium,medium
4497,2,5,medium,medium,medium,medium,medium
4498,2,3,medium,medium,medium,medium,medium
4499,2,3,medium,low,medium,medium,medium
4500,2,1,low,low,low,low,low
4501,2,3,medium,medium,medium,medium,medium
4502,2,3,medium,low,low,medium,low
4503,2,3,medium,low,medium,medium,medium
4504,2,4,medium,medium,medium,medium,medium
4505,2,3,medium,medium,medium,medium,low
4506,2,4,medium,medium,medium,medium,medium
4507,2,2,low,low,low,low,low
4508,2,4,medium,medium,medium,medium,medium
4509,2,1,low,low,low,medium,low
4510,2,3,medium,low,low,medium,low
4511,2,4,medium,low,medium,medium,medium
4512,2,5,medium,medium,medium,medium,medium
4513,2,3,medium,medium,medium,medium,medium
4514,2,4,medium,medium,medium,medium,medium
4515,2,3,medium,medium,medium,medium,medium
4516,2,2,medium,medium,medium,medium,medium
4517,2,3,medium,medium,medium,medium,medium
4518,2,2,medium,medium,medium,medium,medium
4519,2,4,medium,low,medium,medium,medium
4520,2,4,medium,medium,medium,medium,medium
4521,2,3,medium,medium,medium,medium,medium
4522,2,2,medium,medium,medium,medium,medium
4523,2,5,medium,medium,medium,medium,medium
4524,2,2,medium,medium,medium,medium,medium
4525,2,3,medium,medium,medium,medium,medium
4526,2,2,medium,low,medium,medium,low
4527,2,4,medium,medium,medium,medium,medium
4528,2,3,medium,medium,medium,medium,medium
4529,2,2,low,low,low,low,low
4530,2,2,medium,low,low,low,low
4531,2,3,medium,low,medium,medium,low
4532,2,4,medium,low,low,medium,medium
4533,2,2,medium,low,low,medium,low
4534,2,4,medium,low,medium,medium,medium
4535,2,3,medium,medium,medium,medium,medium
4536,2,4,medium,low,medium,medium,medium
4537,2,4,medium,medium,medium,medium,medium
4538,2,3,medium,low,low,medium,low
4539,2,4,medium,low,low,medium,low
4540,2,6,medium,low,medium,medium,medium
4541,2,5,medium,medium,medium,medium,medium
4542,2,4,medium,medium,medium,medium,medium
4543,2,4,medium,low,medium,medium,medium
4544,2,2,medium,low,low,medium,low
4545,2,3,medium,medium,medium,medium,medium
4546,2,4,medium,medium,medium,medium,medium
4547,2,1,low,low,low,low,low
4548,2,1,medium,low,low,medium,low
4549,2,4,medium,medium,medium,medium,medium
4550,2,3,low,low,low,medium,low
4551,2,2,low,low,low,low,low
4552,2,3,medium,medium,medium,medium,medium
4553,2,4,medium,low,medium,medium,medium
4554,2,4,medium,medium,medium,medium,medium
4555,2,3,medium,medium,medium,medium,medium
4556,2,3,medium,medium,medium,medium,medium
4557,2,3,medium,medium,medium,medium,medium
4558,2,3,medium,medium,medium,medium,medium
4559,2,3,medium,medium,medium,medium,medium
4560,2,1,low,low,low,low,low
4561,2,2,medium,low,medium,medium,low
4562,2,4,medium,medium,medium,medium,medium
4563,2,4,medium,medium,medium,high,medium
4564,2,3,medium,medium,medium,medium,medium
4565,2,4,medium,medium,medium,medium,medium
4566,2,2,medium,medium,medium,medium,medium
4567,2,4,medium,low,medium,medium,medium
4568,2,3,medium,medium,medium,medium,medium
4569,2,4,medium,medium,medium,medium,medium
4570,2,1,medium,low,medium,medium,low
4571,2,3,medium,low,low,low,low
4572,2,2,low,low,low,medium,low
4573,2,2,medium,low,medium,medium,medium
4574,2,3,medium,low,low,low,low
4575,2,4,medium,medium,medium,medium,medium
4576,2,4,medium,low,medium,medium,medium
4577,2,4,medium,low,medium,medium,medium
4578,2,3,medium,low,medium,medium,medium
4579,2,3,medium,medium,medium,medium,medium
4580,2,1,low,medium,low,medium,low
4581,2,3,medium,low,low,low,low
4582,2,2,low,low,low,medium,low
4583,2,3,medium,low,medium,medium,medium
4584,2,3,medium,medium,medium,medium,medium
4585,2,3,medium,low,medium,medium,medium
4586,2,5,medium,medium,medium,medium,medium
4587,2,3,medium,medium,medium,medium,medium
4588,2,4,medium,low,medium,medium,medium
4589,2,3,medium,low,low,medium,low
4590,2,2,low,low,low,low,low
4591,2,2,medium,low,low,medium,low
4592,2,3,medium,medium,medium,medium,medium
4593,2,2,low,low,low,low,low
4594,2,2,medium,low,low,low,low
4595,2,3,medium,medium,low,medium,low
4596,2,2,medium,low,low,medium,low
4597,2,2,medium,low,low,medium,low
4598,2,4,medium,medium,medium,medium,medium
4599,2,2,medium,low,medium,medium,medium
4600,2,3,medium,low,low,medium,low
4601,2,4,medium,low,medium,medium,medium
4602,2,4,medium,medium,medium,medium,medium
4603,2,2,low,low,low,medium,low
4604,2,3,medium,medium,medium,medium,medium
4605,2,3,medium,low,medium,medium,low
4606,2,2,medium,medium,low,medium,low
4607,2,3,medium,medium,medium,medium,medium
4608,2,3,medium,low,low,medium,low
4609,2,4,medium,medium,medium,medium,medium
4610,2,2,medium,medium,medium,medium,medium
4611,2,2,medium,low,medium,medium,medium
4612,2,4,medium,low,medium,medium,medium
4613,2,2,medium,low,medium,medium,medium
4614,2,3,medium,medium,medium,medium,medium
4615,2,5,medium,medium,medium,medium,medium
4616,2,3,medium,low,low,medium,low
4617,2,5,medium,low,medium,medium,medium
4618,2,2,low,low,low,low,low
4619,2,3,medium,medium,medium,medium,low
4620,2,3,medium,medium,medium,medium,medium
4621,2,3,medium,medium,medium,medium,medium
4622,2,1,medium,medium,medium,medium,medium
4623,2,3,medium,low,low,medium,low
4624,2,5,medium,medium,medium,medium,medium
4625,2,3,low,low,low,medium,low
4626,2,4,medium,medium,medium,medium,medium
4627,2,3,medium,medium,medium,medium,medium
4628,2,2,medium,medium,medium,medium,medium
4629,2,4,medium,medium,medium,medium,medium
4630,2,3,medium,medium,medium,medium,medium
4631,2,4,medium,medium,medium,medium,medium
4632,2,5,medium,low,medium,medium,medium
4633,2,1,low,low,low,low,low
4634,2,4,medium,medium,medium,medium,medium
4635,2,2,medium,medium,medium,medium,low
4636,2,4,medium,medium,medium,high,medium
4637,2,2,medium,medium,medium,medium,medium
4638,2,1,medium,medium,medium,medium,medium
4639,2,3,medium,medium,medium,medium,medium
4640,2,3,medium,medium,medium,medium,medium
4641,2,2,medium,medium,medium,medium,low
4642,2,3,medium,medium,medium,medium,medium
4643,2,2,medium,medium,medium,medium,medium
4644,2,3,medium,medium,medium,medium,low
4645,2,3,medium,medium,medium,medium,medium
4646,2,1,low,low,low,low,low
4647,2,4,medium,medium,medium,medium,medium
4648,2,4,medium,medium,medium,medium,medium
4649,2,5,medium,medium,medium,medium,medium
4650,2,2,medium,medium,medium,medium,low
4651,2,4,medium,medium,medium,medium,medium
4652,2,4,medium,medium,medium,medium,medium
4653,2,3,medium,medium,medium,medium,medium
4654,2,2,low,low,low,medium,low
4655,2,4,medium,medium,medium,medium,medium
4656,2,3,medium,medium,medium,medium,medium
4657,2,1,low,low,low,low,low
4658,2,2,medium,medium,low,medium,low
4659,2,4,medium,medium,medium,medium,medium
4660,2,4,medium,medium,medium,medium,medium
4661,2,5,medium,medium,medium,medium,medium
4662,2,4,medium,medium,medium,medium,medium
4663,2,4,medium,low,medium,medium,medium
4664,2,4,medium,medium,medium,medium,medium
4665,2,2,medium,medium,medium,medium,low
4666,2,4,medium,medium,medium,medium,medium
4667,2,4,medium,low,medium,medium,medium
4668,2,2,low,low,low,low,low
4669,2,3,medium,medium,medium,medium,medium
4670,2,2,medium,low,low,medium,low
4671,2,5,medium,medium,medium,medium,medium
4672,2,2,medium,medium,medium,medium,medium
4673,2,2,medium,medium,medium,medium,medium
4674,2,4,medium,medium,medium,medium,medium
4675,2,1,low,low,low,low,low
4676,2,2,low,low,low,low,low
4677,2,4,medium,medium,medium,medium,medium
4678,2,4,medium,medium,medium,medium,medium
4679,2,3,medium,low,medium,medium,medium
4680,2,4,medium,low,medium,medium,medium
4681,2,3,low,low,low,medium,low
4682,2,4,medium,medium,medium,medium,medium
4683,2,3,medium,medium,medium,medium,medium
4684,2,4,medium,medium,medium,medium,medium
4685,2,5,medium,low,medium,medium,medium
4686,2,3,medium,medium,medium,medium,medium
4687,2,3,medium,medium,medium,medium,medium
4688,2,2,medium,medium,medium,medium,medium
4689,2,3,medium,low,low,medium,low
4690,2,2,medium,low,medium,medium,low
4691,2,4,medium,low,medium,medium,low
4692,2,4,medium,low,medium,medium,medium
4693,2,3,medium,medium,medium,medium,medium
4694,2,3,medium,medium,medium,medium,medium
4695,2,4,medium,medium,medium,medium,medium
4696,2,2,low,low,low,low,low
4697,2,3,medium,medium,medium,medium,medium
4698,2,5,medium,low,medium,medium,medium
4699,2,2,medium,medium,medium,medium,medium
4700,2,5,medium,medium,medium,medium,medium
4701,2,2,low,low,low,low,low
4702,2,4,medium,medium,medium,medium,medium
4703,2,3,medium,low,low,medium,low
4704,2,3,medium,medium,medium,medium,medium
4705,2,4,medium,medium,medium,medium,medium
4706,2,4,medium,medium,medium,medium,medium
4707,2,2,medium,low,low,medium,low
4708,2,3,medium,low,medium,medium,medium
4709,2,2,medium,medium,medium,medium,low
4710,2,2,medium,low,medium,medium,low
4711,2,4,medium,low,medium,medium,medium
4712,2,3,medium,medium,medium,medium,medium
4713,2,4,medium,medium,medium,medium,medium
4714,2,3,medium,low,medium,medium,low
4715,2,5,medium,medium,medium,medium,medium
4716,2,1,medium,medium,medium,medium,medium
4717,2,2,medium,medium,medium,medium,medium
4718,2,4,medium,medium,medium,medium,medium
4719,2,4,medium,low,medium,medium,medium
4720,2,2,medium,low,medium,medium,medium
4721,2,3,medium,medium,medium,medium,medium
4722,2,2,medium,medium,medium,medium,medium
4723,2,4,medium,medium,medium,medium,medium
4724,2,2,low,low,low,medium,low
4725,2,4,medium,low,medium,medium,medium
4726,2,3,medium,medium,medium,medium,medium
4727,2,3,medium,low,low,medium,low
4728,2,3,medium,low,medium,medium,medium
4729,2,3,medium,medium,medium,medium,medium
4730,2,2,medium,low,low,medium,low
4731,2,1,medium,medium,medium,medium,medium
4732,2,3,medium,medium,medium,medium,medium
4733,2,3,medium,low,medium,medium,medium
4734,2,2,medium,low,medium,medium,medium
4735,2,2,medium,medium,medium,medium,medium
4736,2,2,medium,medium,medium,medium,medium
4737,2,2,medium,medium,medium,medium,medium
4738,2,4,medium,medium,medium,medium,medium
4739,2,4,medium,medium,medium,medium,medium
4740,2,4,medium,low,low,low,medium
4741,2,1,medium,low,low,medium,low
4742,2,4,medium,low,medium,medium,medium
4743,2,4,medium,medium,medium,medium,medium
4744,2,1,low,low,low,low,low
4745,2,4,medium,low,low,medium,low
4746,2,4,medium,medium,medium,medium,medium
4747,2,6,medium,medium,medium,medium,medium
4748,2,1,medium,medium,low,medium,low
4749,2,3,medium,medium,medium,medium,low
4750,2,1,medium,medium,medium,medium,medium
4751,2,5,medium,low,medium,medium,medium
4752,2,4,medium,medium,medium,medium,medium
4753,2,3,medium,low,medium,medium,medium
4754,2,5,medium,medium,medium,medium,medium
4755,2,3,medium,low,medium,medium,medium
4756,2,3,medium,low,medium,medium,low
4757,2,3,medium,low,low,medium,low
4758,2,5,medium,medium,medium,medium,medium
4759,2,4,medium,medium,medium,medium,medium
4760,2,3,medium,medium,medium,medium,medium
4761,2,2,medium,low,low,medium,low
4762,2,3,medium,medium,medium,medium,medium
4763,2,2,medium,low,low,medium,low
4764,2,3,medium,low,medium,medium,medium
4765,2,4,medium,low,medium,medium,medium
4766,2,4,medium,medium,medium,medium,medium
4767,2,2,medium,low,medium,medium,low
4768,2,4,medium,low,medium,medium,medium
4769,2,2,medium,medium,medium,medium,medium
4770,2,4,medium,medium,medium,medium,medium
4771,2,3,medium,medium,medium,medium,medium
4772,2,3,medium,medium,medium,medium,medium
4773,2,1,low,low,low,low,low
4774,2,2,medium,low,medium,medium,low
4775,2,1,medium,medium,medium,medium,medium
4776,2,2,medium,low,medium,medium,low
4777,2,2,medium,low,low,medium,low
17834,7,3,medium,medium,medium,medium,medium
17836,7,2,medium,medium,medium,medium,low
17837,7,2,medium,medium,medium,medium,low
17838,7,3,medium,medium,medium,medium,medium
17839,7,2,medium,medium,medium,medium,medium
17840,7,3,medium,low,medium,medium,medium
17841,7,2,medium,medium,medium,medium,medium
17842,7,3,medium,medium,medium,medium,medium
17843,7,2,medium,medium,medium,medium,medium
17844,7,2,medium,medium,medium,medium,medium
17845,7,2,medium,medium,medium,medium,medium
17846,7,3,medium,medium,medium,medium,medium
17847,7,3,medium,medium,medium,medium,medium
17849,7,2,medium,medium,medium,medium,medium
17850,7,2,medium,low,low,low,low
17851,7,2,medium,medium,medium,medium,low
17852,7,2,medium,low,low,medium,low
17853,7,2,medium,low,medium,medium,low
17854,7,3,medium,medium,medium,medium,medium
17856,7,3,medium,medium,medium,medium,medium
17857,7,3,medium,medium,medium,medium,medium
17858,7,3,medium,medium,medium,medium,medium
17859,7,3,medium,medium,medium,medium,medium
17860,7,2,medium,medium,medium,medium,medium
17861,7,2,medium,medium,medium,medium,medium
17862,7,2,low,low,low,low,low
17863,7,1,medium,medium,medium,medium,medium
17864,7,1,low,low,low,low,low
17865,7,2,low,low,low,low,low
17867,7,2,medium,medium,medium,medium,medium
17868,7,2,medium,low,medium,medium,medium
17869,7,2,medium,low,medium,medium,low
17870,7,3,medium,medium,medium,medium,medium
17871,7,3,medium,low,medium,medium,medium
17872,7,3,medium,medium,medium,medium,medium
17873,7,3,medium,medium,medium,medium,medium
17874,7,3,medium,medium,medium,medium,medium
17875,7,2,medium,medium,medium,medium,medium
17876,7,3,medium,medium,medium,medium,medium
17878,7,2,low,low,low,medium,low
17879,7,1,low,low,low,low,low
17880,7,2,medium,medium,medium,medium,medium
17881,7,2,medium,medium,medium,medium,medium
17882,7,2,medium,medium,medium,medium,low
17883,7,3,medium,low,low,medium,low
17884,7,3,low,low,low,low,low
17885,7,1,medium,medium,medium,medium,low
17886,7,2,medium,medium,medium,medium,medium
17887,7,2,medium,medium,medium,medium,medium
17888,7,2,medium,medium,medium,medium,medium
17889,7,2,medium,low,medium,medium,low
17890,7,2,medium,medium,medium,medium,medium
17891,7,3,low,low,low,low,low
17892,7,2,medium,low,medium,medium,medium
17893,7,2,medium,medium,medium,medium,medium
17894,7,2,medium,medium,medium,medium,medium
17896,7,2,medium,low,low,medium,low
17897,7,3,medium,medium,medium,medium,low
17898,7,2,medium,medium,medium,medium,medium
17899,7,3,medium,low,medium,medium,medium
17900,7,2,medium,medium,medium,medium,medium
17901,7,1,medium,medium,medium,medium,low
17902,7,2,medium,medium,medium,medium,medium
17903,7,2,medium,medium,medium,medium,low
17904,7,3,low,low,low,low,low
17905,7,1,low,low,low,low,low
17906,7,3,low,low,low,low,low
17908,7,3,medium,medium,medium,medium,medium
17909,7,3,medium,medium,medium,medium,medium
17910,7,2,medium,medium,medium,medium,medium
17911,7,3,medium,low,low,low,low
17912,7,2,low,low,low,low,low
