essay_id,prompt_id,language_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10
11841,5,3,medium,low,low,low,low,low,low,low,low,low
11842,5,3,low,low,low,medium,medium,low,medium,low,low,medium
11843,5,2,low,low,low,low,low,low,low,low,low,low
11844,5,3,medium,medium,medium,medium,low,low,medium,medium,medium,low
11845,5,2,medium,low,low,low,medium,low,low,low,low,low
11846,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11847,5,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11848,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11849,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11850,5,4,medium,medium,medium,medium,medium,low,medium,medium,medium,low
11851,5,3,low,low,low,low,low,low,low,low,low,low
11852,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
11853,5,3,medium,medium,medium,medium,medium,low,low,low,medium,low
11854,5,1,low,low,low,low,low,low,low,low,low,low
11855,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11856,5,3,medium,medium,medium,medium,medium,low,medium,low,medium,low
11857,5,2,medium,medium,medium,medium,medium,low,medium,medium,medium,low
11858,5,1,low,low,low,low,low,low,low,low,low,low
11859,5,2,low,low,low,low,low,low,low,low,low,low
11860,5,2,medium,medium,low,medium,medium,low,medium,medium,low,medium
11861,5,2,medium,medium,low,medium,low,low,low,low,low,low
11862,5,2,medium,medium,medium,low,low,low,low,low,low,low
11863,5,3,medium,medium,low,medium,low,medium,medium,low,low,medium
11864,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11865,5,2,medium,low,low,low,low,low,low,low,medium,low
11866,5,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11867,5,3,medium,medium,medium,medium,medium,low,medium,low,medium,low
11868,5,3,medium,medium,medium,medium,medium,medium,low,medium,medium,low
11869,5,3,medium,low,low,low,low,low,low,low,medium,low
11870,5,2,medium,medium,medium,low,low,low,low,low,medium,low
11871,5,1,low,low,low,low,low,low,low,low,low,low
11872,5,2,low,low,low,medium,low,low,low,low,low,low
11873,5,3,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
11874,5,3,medium,medium,low,medium,low,low,medium,low,low,low
11875,5,2,low,low,low,medium,medium,low,medium,low,low,low
11876,5,3,low,low,low,low,low,low,low,low,low,low
11877,5,1,low,low,low,low,medium,low,low,low,low,low
11878,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11879,5,3,medium,low,low,low,low,low,low,low,low,low
11880,5,2,medium,low,medium,low,low,low,low,low,low,low
11881,5,2,medium,medium,low,low,low,low,medium,medium,low,low
11882,5,2,low,low,low,low,low,low,low,low,low,low
11883,5,2,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
11884,5,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11885,5,2,low,low,low,low,low,low,low,low,low,low
11886,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11887,5,2,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
11888,5,2,medium,medium,medium,medium,medium,low,medium,low,medium,low
11889,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11890,5,3,medium,medium,low,medium,medium,low,medium,medium,medium,low
11891,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11892,5,3,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
11893,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11894,5,3,medium,low,low,low,low,low,low,low,low,low
11895,5,3,low,low,low,low,low,low,low,low,low,low
11896,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11897,5,3,medium,low,low,low,low,low,low,low,low,low
11898,5,3,medium,low,low,low,low,low,low,low,low,low
11899,5,3,medium,medium,low,medium,medium,low,medium,low,low,low
11900,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11901,5,1,low,low,low,low,low,low,low,low,low,low
11902,5,2,low,low,low,low,low,low,low,low,low,low
11903,5,0,low,low,low,low,low,low,low,low,low,low
11904,5,2,medium,low,low,low,low,low,low,low,low,low
11905,5,3,low,low,low,low,low,low,low,low,low,low
11906,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11907,5,3,medium,medium,medium,medium,medium,low,low,medium,medium,low
11908,5,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11909,5,3,medium,medium,medium,medium,low,medium,medium,medium,low,medium
11910,5,2,medium,medium,low,medium,medium,low,low,medium,medium,low
11911,5,2,medium,low,low,low,low,low,low,low,low,low
11912,5,2,medium,medium,medium,medium,medium,low,low,medium,medium,low
11913,5,3,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
11914,5,2,medium,low,low,low,low,low,low,low,low,low
11915,5,3,medium,low,low,medium,medium,low,low,low,medium,low
11916,5,3,medium,medium,medium,medium,medium,low,medium,low,medium,low
11917,5,2,medium,low,low,low,low,low,low,low,low,low
11918,5,2,medium,medium,medium,medium,medium,low,low,medium,medium,low
11919,5,2,low,low,low,low,low,low,low,low,low,low
11920,5,4,medium,low,low,low,low,low,low,low,low,low
11921,5,2,medium,medium,medium,medium,medium,low,low,medium,medium,low
11922,5,2,low,low,low,low,low,low,low,low,low,low
11923,5,3,medium,medium,low,low,low,low,low,low,low,low
11924,5,2,low,low,low,low,low,low,low,low,low,low
11925,5,2,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
11926,5,2,medium,low,low,low,low,low,low,low,low,low
11927,5,1,low,low,low,low,low,low,low,low,low,low
11928,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11929,5,2,low,low,low,low,low,low,low,low,low,low
11930,5,2,low,low,low,low,low,low,low,low,low,low
11931,5,2,low,low,low,low,low,low,low,low,low,low
11932,5,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11933,5,2,medium,medium,medium,medium,medium,medium,medium,low,low,medium
11934,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11935,5,0,low,low,low,low,low,low,low,low,low,low
11936,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11937,5,3,medium,medium,medium,medium,medium,low,medium,medium,medium,low
11938,5,3,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
11939,5,2,low,medium,medium,medium,low,low,low,low,low,low
11940,5,3,medium,low,low,low,low,low,low,low,low,low
11941,5,3,medium,medium,medium,medium,medium,low,medium,medium,medium,low
11942,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11943,5,1,medium,medium,medium,medium,medium,low,low,medium,medium,low
11944,5,2,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
11945,5,4,medium,medium,low,medium,medium,low,medium,medium,low,low
11946,5,3,low,low,low,medium,low,low,medium,low,low,low
11947,5,2,medium,medium,low,medium,medium,low,medium,medium,low,medium
11948,5,3,medium,low,low,medium,low,low,low,low,low,low
11949,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11950,5,0,low,low,low,low,low,low,low,low,low,low
11951,5,1,medium,medium,low,low,low,low,low,low,low,low
11952,5,2,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
11953,5,0,low,low,low,low,low,low,low,low,low,low
11954,5,3,medium,medium,low,medium,medium,medium,medium,low,low,medium
11955,5,0,low,low,low,low,low,low,low,low,low,low
11956,5,2,medium,low,low,low,low,low,low,low,low,low
11957,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11958,5,2,medium,medium,medium,medium,medium,medium,medium,medium,low,medium
11959,5,3,low,low,low,low,low,low,low,low,low,low
11960,5,4,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
11961,5,2,low,low,low,low,low,low,low,low,low,low
11962,5,2,low,low,low,medium,low,low,low,low,low,low
11963,5,3,medium,medium,medium,low,medium,low,medium,medium,medium,low
11964,5,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11965,5,4,low,low,low,low,medium,medium,low,low,medium,low
11966,5,3,low,medium,low,medium,low,low,low,low,low,low
11967,5,0,low,low,low,low,low,low,low,low,low,low
11968,5,2,low,low,low,low,low,low,low,low,low,low
11969,5,2,medium,low,low,low,low,low,low,low,low,low
11970,5,4,medium,medium,low,medium,low,low,medium,low,low,medium
11971,5,0,medium,low,low,medium,medium,low,low,low,low,low
11972,5,3,low,low,low,low,low,low,low,low,low,low
11973,5,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11974,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11975,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11976,5,0,medium,low,medium,low,medium,low,low,low,medium,low
11977,5,0,medium,medium,medium,medium,medium,low,low,low,low,low
11978,5,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11979,5,3,medium,medium,medium,medium,medium,low,medium,medium,medium,low
11980,5,3,medium,medium,medium,medium,medium,low,medium,medium,medium,low
11981,5,3,low,low,low,low,low,low,low,low,low,low
11982,5,2,low,low,low,low,low,low,low,low,low,low
11983,5,1,medium,medium,medium,medium,medium,low,medium,medium,low,medium
11984,5,2,medium,medium,medium,low,medium,low,low,low,medium,low
11985,5,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11986,5,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11987,5,3,medium,low,low,low,low,low,low,low,low,low
11988,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11989,5,4,medium,medium,medium,low,medium,medium,medium,medium,medium,low
11990,5,3,low,low,low,low,low,low,low,low,low,low
11991,5,4,medium,medium,low,medium,medium,medium,medium,low,medium,low
11992,5,3,low,low,low,low,low,low,low,low,low,low
11993,5,0,low,low,low,low,low,low,low,low,low,low
11994,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
11995,5,2,low,low,low,low,low,low,low,low,low,low
11996,5,2,medium,medium,medium,medium,medium,low,low,medium,medium,low
11997,5,2,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
11998,5,0,low,low,low,low,low,low,low,low,low,low
11999,5,2,low,low,low,low,low,low,low,low,low,low
12000,5,2,low,low,low,low,low,low,low,low,low,low
12001,5,0,low,low,low,low,low,low,low,low,low,low
12002,5,0,medium,medium,medium,medium,medium,low,medium,medium,low,low
12003,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12004,5,3,medium,medium,medium,medium,medium,medium,low,low,medium,low
12005,5,1,medium,medium,low,medium,medium,low,medium,medium,low,low
12006,5,2,medium,low,low,low,low,low,low,low,low,low
12007,5,3,medium,medium,low,medium,medium,low,low,medium,low,medium
12008,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12009,5,2,medium,medium,medium,medium,medium,low,medium,medium,medium,low
12010,5,3,medium,medium,medium,medium,medium,low,medium,medium,medium,low
12011,5,2,medium,medium,medium,low,low,low,low,low,low,low
12012,5,3,medium,low,low,low,low,low,low,low,low,low
12013,5,2,medium,medium,low,low,medium,low,low,medium,low,low
12014,5,3,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
12015,5,3,low,low,low,medium,medium,low,medium,low,low,low
12016,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12017,5,0,medium,low,low,low,low,low,low,low,low,low
12018,5,3,medium,medium,medium,low,medium,low,low,medium,low,low
12019,5,2,medium,medium,medium,medium,medium,low,medium,low,medium,low
12020,5,3,low,low,low,low,low,low,low,low,low,low
12021,5,2,medium,medium,low,low,medium,low,low,medium,medium,low
12022,5,3,medium,medium,medium,low,low,low,low,low,low,low
12023,5,0,low,low,low,low,low,low,low,low,low,low
12024,5,4,low,low,low,low,low,low,medium,low,low,low
12025,5,3,low,low,low,low,low,low,low,low,medium,low
12026,5,3,medium,medium,medium,medium,medium,low,medium,medium,medium,low
12027,5,1,low,low,low,medium,medium,low,low,low,low,low
12028,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12029,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12030,5,3,medium,medium,medium,medium,medium,low,medium,medium,medium,low
12031,5,3,medium,medium,medium,medium,medium,low,medium,medium,medium,low
12032,5,2,low,low,low,low,low,low,low,low,low,low
12033,5,4,medium,medium,medium,medium,medium,low,medium,low,low,medium
12034,5,3,medium,medium,low,medium,medium,low,medium,low,low,low
12035,5,3,low,low,low,low,low,low,low,low,low,low
12036,5,1,low,low,low,low,low,low,low,low,low,low
12037,5,3,medium,low,low,medium,medium,medium,medium,low,medium,medium
12038,5,2,medium,low,low,low,medium,low,medium,low,medium,low
12039,5,2,medium,low,low,medium,low,low,low,low,medium,low
12040,5,2,medium,low,low,low,low,low,low,low,medium,low
12041,5,2,medium,medium,low,medium,low,medium,medium,low,medium,low
12042,5,2,low,low,low,low,low,low,low,low,low,low
12043,5,2,low,low,low,low,low,low,low,low,low,low
12044,5,1,low,low,low,low,low,low,low,low,low,low
12045,5,2,low,low,low,low,low,low,low,low,low,low
12046,5,0,low,low,low,low,low,low,low,low,low,low
12047,5,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12048,5,2,medium,medium,low,medium,medium,low,low,medium,medium,low
12049,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12050,5,0,low,low,low,low,low,low,low,low,low,low
12051,5,2,low,low,low,low,low,low,low,low,low,low
12052,5,3,medium,medium,low,medium,medium,low,low,medium,low,low
12053,5,0,low,low,low,low,low,low,low,low,low,low
12054,5,3,medium,medium,low,medium,medium,low,medium,low,medium,low
12055,5,2,low,low,low,low,low,low,low,low,low,low
12056,5,3,medium,low,low,low,low,low,low,low,low,low
12057,5,1,low,low,low,low,low,low,low,low,low,low
12058,5,2,low,low,low,low,low,low,low,low,low,low
12059,5,2,low,low,low,low,low,low,low,low,low,low
12060,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12061,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12062,5,3,medium,low,low,low,low,low,low,low,low,low
12063,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12064,5,2,low,low,low,low,low,low,low,low,low,low
12065,5,3,low,low,low,low,low,low,low,low,low,low
12066,5,0,medium,medium,medium,medium,medium,medium,medium,medium,high,medium
12067,5,2,low,low,low,low,low,low,low,low,low,low
12068,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12069,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12070,5,2,low,low,low,low,medium,low,low,low,low,low
12071,5,3,medium,low,low,medium,low,low,low,low,low,low
12072,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
12073,5,0,low,low,low,low,low,low,low,low,low,low
12074,5,1,low,low,low,low,medium,low,low,low,low,low
12075,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12076,5,3,low,low,low,low,low,low,low,low,medium,low
12077,5,2,medium,low,low,low,low,low,low,low,low,low
12078,5,0,low,low,low,low,medium,low,low,medium,low,low
12079,5,3,medium,low,medium,medium,medium,medium,medium,low,medium,medium
12080,5,2,medium,medium,medium,medium,medium,low,medium,medium,medium,low
12081,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
12082,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12083,5,0,medium,medium,medium,medium,medium,low,low,low,medium,low
12084,5,2,low,low,low,low,low,low,low,low,low,low
12085,5,3,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
12086,5,4,medium,medium,medium,low,medium,low,medium,medium,low,low
12087,5,1,low,low,low,low,low,low,low,low,low,low
12088,5,2,low,low,low,low,low,low,low,low,low,low
12089,5,2,low,low,low,low,low,low,low,low,low,low
12090,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12091,5,2,medium,low,low,medium,low,low,low,low,low,low
12092,5,2,low,low,low,low,low,low,low,low,low,low
12093,5,3,low,low,low,low,low,low,low,low,low,low
12094,5,1,low,low,low,low,low,low,low,low,low,low
12095,5,2,medium,medium,medium,medium,medium,low,medium,medium,medium,low
12096,5,1,low,low,low,low,low,low,low,low,low,low
12097,5,1,low,low,low,low,low,low,low,low,low,low
12098,5,2,low,low,medium,low,low,low,low,low,low,low
12099,5,4,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
12100,5,3,medium,medium,medium,low,medium,low,medium,low,medium,low
12101,5,2,medium,medium,low,medium,medium,medium,medium,medium,medium,medium
12102,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12103,5,3,medium,medium,medium,medium,medium,low,medium,medium,medium,low
12104,5,2,low,low,low,low,low,low,low,low,low,low
12105,5,3,medium,medium,medium,medium,low,low,medium,low,medium,low
12106,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12107,5,2,low,low,low,low,low,low,low,low,low,low
12108,5,2,low,low,low,low,low,low,low,low,low,low
12109,5,3,medium,medium,medium,low,medium,low,medium,medium,medium,low
12110,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12111,5,2,low,low,low,low,low,low,low,low,low,low
12112,5,3,medium,low,low,medium,low,low,low,low,low,low
12113,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12114,5,2,low,low,low,low,low,low,low,low,low,low
12115,5,2,low,low,low,low,low,low,low,low,low,low
12116,5,3,medium,medium,medium,medium,medium,low,medium,low,low,medium
12117,5,3,low,low,low,low,low,low,low,low,low,low
12118,5,3,medium,low,low,low,low,low,low,low,low,low
12119,5,2,medium,medium,low,medium,medium,low,medium,medium,medium,low
12120,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12121,5,2,low,low,low,low,low,low,low,low,low,low
12122,5,2,medium,medium,low,medium,medium,low,low,low,low,low
12123,5,3,low,low,low,low,low,low,low,low,low,low
12124,5,3,medium,low,medium,low,low,low,low,low,low,low
12125,5,3,low,medium,low,medium,medium,low,low,low,low,low
12126,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12127,5,3,medium,medium,low,medium,medium,low,medium,low,medium,low
12128,5,3,low,low,low,medium,low,medium,medium,low,low,low
12129,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12130,5,2,medium,medium,medium,medium,medium,low,medium,medium,medium,low
12131,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
12132,5,3,medium,low,low,low,low,low,low,low,medium,low
12133,5,3,medium,low,low,medium,medium,medium,medium,low,low,medium
12134,5,3,medium,medium,low,low,medium,low,low,low,low,low
12135,5,2,medium,medium,low,medium,medium,low,low,low,low,medium
12136,5,2,medium,medium,medium,medium,medium,low,low,low,medium,low
12137,5,3,medium,low,low,low,medium,low,low,low,low,low
12138,5,2,medium,low,low,low,low,low,low,low,medium,low
12139,5,3,low,low,low,low,low,low,low,low,low,low
12140,5,3,medium,medium,low,medium,medium,low,medium,low,low,medium
12141,5,2,low,medium,low,low,low,low,low,low,low,medium
12142,5,3,low,low,low,low,low,low,low,low,low,low
12143,5,2,medium,low,medium,low,low,low,low,low,medium,low
12144,5,3,medium,low,medium,medium,medium,medium,medium,low,medium,medium
12145,5,0,medium,low,low,medium,medium,medium,low,low,medium,low
12146,5,2,low,low,low,low,low,low,low,low,low,low
12147,5,2,medium,low,low,low,low,low,low,low,low,low
12148,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12149,5,0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12150,5,2,medium,low,medium,low,medium,low,low,low,medium,low
12151,5,2,medium,medium,low,medium,medium,low,low,low,medium,low
12152,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
12153,5,0,low,low,low,low,medium,low,low,low,low,low
12154,5,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12155,5,3,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
12156,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12157,5,3,medium,low,low,low,low,low,low,low,low,low
12158,5,2,medium,medium,low,medium,medium,low,low,low,medium,low
12159,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
12160,5,3,low,low,low,low,low,low,low,low,low,low
12161,5,3,low,low,low,low,low,low,low,low,low,low
12162,5,3,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
12163,5,2,medium,medium,low,medium,medium,low,low,low,medium,low
12164,5,3,low,low,low,low,low,low,low,low,low,low
12165,5,0,medium,low,low,low,low,low,low,low,low,low
12166,5,3,low,low,low,low,low,low,low,low,low,low
12167,5,2,low,low,low,medium,low,low,low,low,low,low
12168,5,3,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
12169,5,0,low,low,low,low,low,low,low,low,low,low
12170,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
12171,5,2,medium,medium,low,medium,medium,low,low,low,medium,low
12172,5,2,low,low,low,low,medium,low,low,low,low,low
12173,5,1,medium,low,low,medium,low,low,low,low,low,low
12174,5,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12175,5,3,low,low,medium,low,low,low,low,low,low,low
12176,5,0,low,low,low,low,low,low,low,low,low,low
12177,5,2,low,low,low,low,low,low,low,low,low,low
12178,5,2,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
12179,5,3,medium,medium,low,medium,medium,medium,medium,medium,low,medium
12180,5,3,medium,low,low,low,low,low,low,low,low,low
12181,5,2,medium,low,low,low,low,low,low,low,low,low
12182,5,3,medium,low,low,medium,medium,medium,medium,low,medium,medium
12183,5,0,low,low,low,low,low,low,low,low,low,low
12184,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12185,5,4,medium,medium,medium,medium,medium,low,medium,medium,medium,low
12186,5,2,low,low,low,low,low,low,low,low,low,low
12187,5,3,low,low,low,medium,low,low,low,low,low,low
12188,5,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12189,5,2,low,low,low,low,low,low,low,low,low,low
12190,5,2,low,low,low,low,low,low,low,low,low,low
12191,5,4,medium,low,low,medium,low,medium,low,low,low,medium
12192,5,2,medium,medium,low,low,medium,low,low,low,medium,low
12193,5,3,medium,medium,medium,medium,low,medium,low,low,medium,medium
12194,5,2,medium,medium,low,medium,medium,low,low,low,medium,low
12195,5,2,medium,low,low,low,low,low,low,low,low,low
12196,5,3,medium,medium,medium,medium,low,low,low,medium,low,low
12197,5,3,medium,medium,medium,medium,medium,low,low,medium,medium,low
12198,5,3,low,low,low,low,low,low,low,low,low,low
12199,5,2,low,low,low,low,low,low,low,low,low,low
12200,5,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12201,5,3,medium,medium,low,medium,medium,low,low,low,medium,low
12202,5,2,medium,low,medium,low,medium,low,low,low,medium,low
12203,5,3,medium,medium,low,medium,medium,low,low,medium,low,low
12204,5,3,medium,medium,medium,medium,medium,low,medium,medium,medium,low
12205,5,2,medium,medium,low,medium,low,low,medium,low,low,low
12206,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12207,5,2,medium,medium,medium,medium,medium,low,medium,medium,medium,low
12208,5,2,low,low,low,low,low,low,low,low,low,low
12209,5,1,low,low,low,low,low,low,low,low,low,low
12210,5,1,medium,medium,low,medium,low,low,medium,medium,low,low
12211,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
12212,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12213,5,2,low,low,low,low,low,low,low,low,low,low
12214,5,0,medium,low,low,medium,low,low,low,low,low,low
12215,5,2,low,low,low,low,low,low,low,low,low,low
12216,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12217,5,3,medium,low,low,low,low,low,low,low,medium,low
12218,5,0,medium,medium,low,low,medium,low,low,low,medium,low
12219,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12220,5,3,low,low,low,low,low,low,low,low,low,low
12221,5,2,medium,low,medium,low,low,low,low,low,low,low
12222,5,2,low,low,low,low,low,low,low,low,low,low
12223,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12224,5,2,medium,low,medium,low,low,low,low,low,medium,low
12225,5,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12226,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12227,5,0,low,low,low,low,low,low,low,low,low,low
12228,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12229,5,2,low,low,low,low,low,low,low,low,low,low
12230,5,3,medium,medium,low,medium,medium,medium,medium,medium,medium,low
12231,5,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12232,5,3,low,low,low,low,low,low,low,low,low,low
12233,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12234,5,2,low,low,low,low,low,low,low,low,low,low
12235,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12236,5,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
12237,5,2,low,low,low,low,low,low,low,low,low,low
12238,5,2,low,low,low,low,low,low,low,low,low,low
12239,5,3,low,low,low,low,low,low,low,low,low,low
12240,5,3,medium,medium,medium,low,medium,low,low,medium,medium,low
12241,5,3,low,medium,low,low,low,low,low,low,low,low
12242,5,4,medium,medium,medium,low,medium,low,medium,medium,low,low
12243,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12244,5,3,medium,medium,low,low,medium,low,medium,low,low,low
12245,5,2,medium,medium,medium,medium,medium,low,medium,low,medium,low
12246,5,3,low,low,low,low,low,low,low,low,low,low
12247,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12248,5,2,medium,medium,medium,medium,medium,low,medium,medium,medium,low
12249,5,0,low,low,low,low,low,low,low,low,low,low
12250,5,2,low,low,low,low,low,low,low,low,low,low
12251,5,4,medium,low,low,medium,medium,low,medium,low,low,low
12252,5,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12253,5,3,medium,low,medium,low,low,low,low,low,medium,low
12254,5,0,low,low,low,low,low,low,low,low,low,low
12255,5,1,low,low,low,low,low,low,low,low,low,low
12256,5,3,medium,medium,medium,medium,medium,low,medium,medium,medium,low
12257,5,2,low,low,low,low,low,low,low,low,low,low
12258,5,0,medium,low,low,medium,medium,medium,medium,low,medium,medium
12259,5,2,low,low,low,low,low,low,low,low,low,low
12260,5,2,low,low,low,low,low,low,low,low,low,low
12261,5,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12262,5,2,low,low,low,low,low,low,low,low,low,low
12263,5,3,medium,medium,medium,medium,medium,low,medium,medium,medium,low
12264,5,3,low,low,low,low,low,low,low,low,low,low
12265,5,2,low,low,low,medium,low,low,low,low,low,low
12266,5,2,low,low,low,low,low,low,low,low,low,low
12267,5,3,low,low,low,low,low,low,low,low,low,low
12268,5,2,low,low,low,low,low,low,low,low,low,low
12269,5,3,medium,medium,medium,medium,medium,low,medium,medium,low,low
12270,5,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12271,5,0,medium,low,medium,medium,medium,low,low,low,low,medium
12272,5,3,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
12273,5,3,medium,medium,medium,medium,low,medium,medium,medium,medium,medium
12274,5,2,medium,medium,low,medium,medium,low,medium,low,low,low
12275,5,2,medium,low,low,medium,medium,low,low,low,medium,low
12276,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
12277,5,2,low,low,low,low,low,low,low,low,low,low
12278,5,3,medium,medium,medium,medium,medium,low,medium,medium,medium,low
12279,5,1,low,low,low,low,low,low,low,low,low,low
12280,5,2,low,low,low,low,low,low,low,low,low,low
12281,5,2,low,low,low,medium,medium,medium,low,low,medium,low
12282,5,2,medium,medium,medium,low,medium,low,medium,low,medium,low
12283,5,2,low,low,low,low,low,low,low,low,low,low
