essay_id,prompt_id,sentence_fluency_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10
3490,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3491,2,3,low,low,medium,medium,medium,low,low,low,medium,low
3492,2,4,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
3493,2,3,low,low,low,low,low,low,low,low,medium,low
3494,2,2,low,low,medium,medium,medium,low,low,medium,medium,low
3495,2,5,low,medium,medium,medium,medium,low,medium,low,medium,low
3496,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3497,2,3,low,low,medium,low,medium,medium,medium,medium,medium,medium
3498,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3499,2,3,low,medium,low,medium,low,low,low,low,low,low
3500,2,3,low,low,medium,medium,medium,low,low,low,medium,low
3501,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3502,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3503,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3504,2,3,low,low,medium,medium,medium,low,low,low,medium,low
3505,2,2,low,low,low,low,low,low,low,low,low,low
3506,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3507,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3508,2,4,low,low,medium,medium,medium,low,medium,medium,medium,low
3509,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3510,2,2,low,medium,medium,medium,low,low,low,medium,low,low
3511,2,4,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3512,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3513,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3514,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3515,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3516,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3517,2,3,low,low,low,low,low,low,low,low,low,low
3518,2,4,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3519,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3520,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3521,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3522,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3523,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3524,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3525,2,3,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3526,2,3,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3527,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3528,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
3529,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3530,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3531,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3532,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3533,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3534,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3535,2,2,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3536,2,4,low,low,low,medium,low,low,low,low,medium,low
3537,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3538,2,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3539,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3540,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3541,2,3,low,medium,medium,medium,medium,low,medium,medium,medium,low
3542,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3543,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3544,2,3,low,low,low,medium,low,low,low,low,low,low
3545,2,4,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3546,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3547,2,3,low,low,low,low,low,low,low,low,low,low
3548,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3549,2,3,low,medium,medium,medium,medium,low,low,medium,medium,low
3550,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3551,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3552,2,4,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3553,2,4,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3554,2,3,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3555,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3556,2,1,low,medium,low,medium,low,low,low,low,medium,low
3557,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3558,2,2,low,medium,medium,medium,medium,medium,medium,medium,medium,low
3559,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3560,2,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3561,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3562,2,3,low,low,low,medium,low,low,low,low,medium,low
3563,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3564,2,4,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3565,2,3,low,low,low,low,low,low,low,low,low,low
3566,2,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3567,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3568,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3569,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3570,2,6,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3571,2,4,low,low,medium,medium,medium,medium,low,medium,medium,medium
3572,2,1,low,low,low,low,low,low,low,low,medium,low
3573,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3574,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3575,2,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
3576,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3577,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3578,2,4,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3579,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3580,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3581,2,2,low,medium,medium,medium,low,medium,low,medium,medium,medium
3582,2,2,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3583,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3584,2,4,low,low,low,medium,low,low,low,low,medium,low
3585,2,3,low,medium,medium,medium,medium,low,low,medium,medium,medium
3586,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3587,2,2,low,low,low,medium,low,low,low,low,medium,low
3588,2,1,low,low,low,low,low,low,low,low,medium,low
3589,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3590,2,1,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3591,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3592,2,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3593,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3594,2,3,low,low,low,low,low,low,low,low,low,low
3595,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3596,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3597,2,2,low,low,low,low,low,low,low,low,medium,low
3598,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3599,2,3,low,low,low,medium,low,low,low,low,low,low
3600,2,4,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3601,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3602,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3603,2,3,low,low,low,low,low,low,low,low,low,low
3604,2,2,low,medium,medium,medium,low,low,low,medium,medium,low
3605,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3606,2,4,low,low,low,low,low,low,low,low,medium,low
3607,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3608,2,4,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3609,2,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3610,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3611,2,3,low,medium,medium,medium,medium,low,low,medium,medium,medium
3612,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3613,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3614,2,3,low,medium,medium,medium,medium,low,medium,low,medium,medium
3615,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3616,2,3,low,low,medium,medium,medium,low,low,low,medium,low
3617,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3618,2,2,low,low,low,low,low,low,low,low,low,low
3619,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3620,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3621,2,4,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3622,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3623,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3624,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3625,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3626,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3627,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3628,2,5,low,medium,medium,medium,medium,medium,low,medium,medium,low
3629,2,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3630,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3631,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3632,2,2,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3633,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3634,2,2,low,medium,medium,medium,medium,low,medium,medium,medium,low
3635,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3636,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3637,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3638,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3639,2,3,low,low,low,low,low,low,low,low,low,low
3640,2,3,low,low,medium,low,medium,low,medium,medium,medium,low
3641,2,2,low,low,low,medium,low,low,low,low,medium,low
3642,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3643,2,2,low,medium,medium,medium,medium,low,low,low,medium,low
3644,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3645,2,3,low,medium,medium,medium,medium,low,low,medium,medium,low
3646,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3647,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3648,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3649,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3650,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3651,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3652,2,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
3653,2,3,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3654,2,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
3655,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3656,2,1,low,low,low,low,low,low,low,low,low,low
3657,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3658,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3659,2,3,low,low,low,low,low,low,low,low,medium,low
3660,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3661,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3662,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3663,2,2,low,medium,low,medium,medium,low,low,low,medium,low
3664,2,4,low,medium,low,medium,medium,low,medium,low,medium,low
3665,2,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3666,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3667,2,3,low,low,low,low,low,low,low,low,low,low
3668,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3669,2,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
3670,2,1,low,low,low,low,low,low,low,low,low,low
3671,2,4,low,low,medium,medium,medium,medium,medium,medium,medium,medium
3672,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3673,2,1,low,low,low,medium,low,low,low,low,medium,low
3674,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3675,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3676,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3677,2,3,low,low,medium,medium,medium,medium,medium,medium,medium,medium
3678,2,3,low,medium,medium,medium,low,medium,low,medium,medium,low
3679,2,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
3680,2,2,low,medium,medium,medium,low,low,low,medium,medium,low
3681,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3682,2,5,low,low,medium,medium,medium,low,medium,medium,medium,low
3683,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3684,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3685,2,2,low,low,low,low,low,low,low,low,medium,low
3686,2,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3687,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3688,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3689,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3690,2,2,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3691,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3692,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3693,2,3,low,low,medium,medium,medium,low,low,low,medium,low
3694,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3695,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3696,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3697,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3698,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3699,2,3,low,medium,medium,medium,medium,low,low,medium,medium,low
3700,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3701,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3702,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3703,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3704,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3705,2,1,low,medium,low,medium,low,low,low,low,low,low
3706,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3707,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3708,2,3,low,low,medium,medium,medium,low,low,medium,medium,low
3709,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3710,2,2,low,low,low,low,low,low,low,low,low,low
3711,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3712,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3713,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3714,2,1,low,low,low,medium,low,low,low,low,medium,low
3715,2,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3716,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3717,2,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3718,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3719,2,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3720,2,2,low,medium,medium,medium,medium,low,medium,medium,medium,low
3721,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3722,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3723,2,4,low,low,medium,medium,medium,low,medium,medium,medium,low
3724,2,3,low,low,low,low,low,low,low,low,low,low
3725,2,2,low,low,low,low,low,low,low,low,medium,low
3726,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3727,2,3,low,medium,medium,medium,low,low,medium,low,low,low
3728,2,4,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
3729,2,2,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3730,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3731,2,3,low,low,low,low,low,low,low,low,low,low
3732,2,3,low,medium,medium,medium,medium,low,low,medium,medium,low
3733,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3734,2,1,low,low,low,low,low,low,low,low,low,low
3735,2,2,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3736,2,3,low,low,medium,low,medium,low,medium,low,medium,low
3737,2,4,low,low,low,low,low,low,low,low,low,low
3738,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3739,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3740,2,4,low,low,medium,medium,medium,low,medium,medium,medium,low
3741,2,1,low,low,low,low,low,low,low,low,low,low
3742,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3743,2,4,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
3744,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3745,2,1,low,low,low,low,low,low,low,low,low,low
3746,2,4,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3747,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3748,2,4,low,medium,medium,medium,medium,low,low,medium,medium,medium
3749,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3750,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3751,2,6,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
3752,2,4,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
3753,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3754,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3755,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3756,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3757,2,3,low,medium,medium,medium,medium,low,low,medium,medium,low
3758,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3759,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3760,2,4,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3761,2,3,low,low,medium,low,low,low,low,low,medium,low
3762,2,1,low,low,low,low,low,low,low,low,medium,low
3763,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3764,2,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3765,2,4,low,low,medium,medium,medium,low,medium,medium,medium,low
3766,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3767,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3768,2,3,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3769,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3770,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3771,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3772,2,2,low,low,low,low,low,low,low,low,low,low
3773,2,3,low,low,low,medium,medium,low,low,low,medium,low
3774,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3775,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3776,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3777,2,3,low,medium,medium,medium,medium,low,medium,medium,medium,medium
3778,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3779,2,2,low,low,low,low,low,low,low,low,medium,low
3780,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3781,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3782,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3783,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3784,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3785,2,3,low,low,low,low,low,low,low,low,low,low
3786,2,3,low,medium,medium,medium,medium,low,medium,medium,medium,low
3787,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3788,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3789,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3790,2,4,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
3791,2,3,low,low,low,low,low,low,low,low,low,low
3792,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3793,2,5,low,low,medium,medium,medium,medium,medium,medium,medium,medium
3794,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3795,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3796,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3797,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3798,2,4,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3799,2,3,low,medium,medium,medium,medium,low,medium,medium,medium,medium
3800,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3801,2,2,low,low,low,low,low,low,low,low,low,low
3802,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3803,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3804,2,5,low,low,medium,medium,medium,low,medium,low,medium,low
3805,2,3,low,low,low,low,low,low,low,low,medium,low
3806,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3807,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3808,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3809,2,6,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3810,2,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
3811,2,3,low,low,medium,medium,medium,low,low,low,medium,medium
3812,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3813,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3814,2,2,low,low,low,low,low,low,low,low,medium,low
3815,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3816,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3817,2,3,low,low,low,low,low,low,low,low,low,low
3818,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3819,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3820,2,4,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3821,2,4,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3822,2,4,low,low,low,low,low,low,low,low,medium,low
3823,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3824,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3825,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3826,2,5,low,medium,medium,medium,medium,low,low,medium,medium,medium
3827,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low
3828,2,3,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3829,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3830,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3831,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3832,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3833,2,3,medium,low,medium,medium,medium,low,medium,medium,medium,low
3834,2,3,low,medium,medium,medium,medium,low,low,medium,medium,low
3835,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3836,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3837,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3838,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3839,2,3,low,low,medium,medium,medium,low,low,medium,medium,low
3840,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3841,2,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
3842,2,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
3843,2,4,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3844,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3845,2,1,low,low,low,low,low,low,low,low,low,low
3846,2,4,low,medium,low,medium,low,low,medium,low,medium,low
3847,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3848,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3849,2,4,low,low,low,medium,low,low,low,low,medium,low
3850,2,2,low,medium,medium,medium,medium,low,low,medium,medium,low
3851,2,4,medium,low,medium,medium,medium,medium,medium,medium,medium,medium
3852,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3853,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3854,2,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
3855,2,3,low,low,low,medium,low,low,low,low,low,low
3856,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3857,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3858,2,4,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3859,2,1,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3860,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3861,2,3,low,low,low,low,medium,low,medium,low,medium,low
3862,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3863,2,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
3864,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3865,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3866,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3867,2,4,low,low,low,medium,low,low,low,low,medium,low
3868,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3869,2,2,low,low,low,low,low,low,low,low,low,low
3870,2,3,low,low,low,low,low,low,low,low,medium,low
3871,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3872,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3873,2,4,low,medium,low,low,medium,low,low,low,medium,low
3874,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3875,2,6,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3876,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3877,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3878,2,3,low,medium,medium,medium,medium,low,medium,medium,medium,medium
3879,2,1,low,low,low,low,low,low,low,low,low,low
3880,2,2,low,low,medium,low,medium,low,low,medium,medium,low
3881,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3882,2,2,low,low,low,low,low,low,low,low,medium,low
3883,2,1,low,low,low,low,low,low,low,low,low,low
3884,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3885,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3886,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3887,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3888,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3889,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
