essay_id,Grammar_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10
D0C50EB5CB1F,2.0,medium,medium,low,low,medium,medium,medium,medium,medium,medium
D0CC47FFC293,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D0D7C3A056CE,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
D10BBD82D66F,3.0,medium,high,medium,medium,medium,medium,medium,medium,high,high
D116B2A5E044,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D129F19FF7F7,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D139A5C53DE9,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
D13D39A7CD7E,2.5,low,low,low,low,low,low,low,low,low,medium
D14413B502FD,3.0,low,low,low,low,low,low,low,low,low,medium
D151A06B4136,3.0,low,low,low,low,low,low,low,low,low,low
D159EE3218BC,4.0,medium,high,medium,medium,medium,medium,medium,medium,high,high
D15E85D292CE,3.0,low,low,low,low,low,low,low,low,low,low
D16B3304A010,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D175411080CC,3.5,medium,medium,low,low,medium,medium,low,low,medium,medium
D1769512AB23,2.0,low,low,low,low,low,low,low,low,low,low
D184EDBFB3B8,3.0,medium,high,medium,medium,medium,medium,medium,medium,medium,high
D190133EDD2B,2.0,low,low,low,low,low,low,low,low,low,low
D1A0AFC80A9A,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D1A682106D3C,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
D1A866170CEA,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D1B607165DAB,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D1B9985EAF6C,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
D1B9A2A7BEDA,3.0,medium,medium,medium,low,medium,medium,low,low,medium,medium
D1C316C7ED37,3.0,low,medium,low,low,low,low,low,low,low,low
D1C5C7879A33,2.5,low,medium,low,low,low,low,low,low,medium,medium
D1D770AF6855,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,high
D1EB6E3F8A28,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D203157DCBF0,3.5,medium,high,medium,high,medium,high,medium,high,high,high
D2035E3721BA,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D22D2878F4C7,2.5,low,medium,low,low,medium,medium,low,low,medium,medium
D23D870D5333,2.5,low,low,low,low,low,low,low,low,low,medium
D2421A895FFA,2.5,medium,medium,medium,medium,medium,medium,medium,medium,high,medium
D242BBCBEAFB,2.5,medium,medium,medium,low,medium,medium,low,low,medium,medium
D250DB9080E0,3.5,medium,medium,low,low,medium,medium,low,low,medium,medium
D2517350CB3A,3.0,low,medium,low,low,medium,low,low,low,medium,medium
D25868F1C5C3,2.5,medium,medium,low,low,medium,medium,low,low,low,medium
D25F59B6DC95,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
D26C9B0368D0,3.5,low,low,low,low,low,low,low,low,low,low
D28F4250040D,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D2910C3C8E3B,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
D293D510A140,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D2C7BE42DEF6,2.0,low,low,low,low,low,low,low,low,low,low
D2C9C1EE55F2,2.5,low,low,low,low,low,low,low,low,low,low
D2D9D0C94A14,2.0,low,low,low,low,low,low,low,low,low,medium
D2DF0FA5218C,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
D2E2605EE795,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D2E545CFEBF3,2.0,medium,medium,medium,low,medium,medium,low,medium,medium,medium
D2EBEB5FDA90,2.0,low,low,low,low,low,low,low,low,low,medium
D2FB14A7C43B,2.0,medium,medium,low,low,medium,medium,low,low,medium,medium
D30614F0911F,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D30D6D7F3D39,4.0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
D325C8F858F6,2.5,medium,medium,low,low,medium,medium,low,low,medium,medium
D326DB3F4FCF,2.5,low,low,low,low,low,low,low,low,low,low
D3291B198D36,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
D344D0003B84,2.0,low,medium,low,low,medium,low,low,low,medium,medium
D35A126B4379,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D3612C6F0653,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
D36CCF111F86,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D37157CEC26F,4.0,medium,medium,low,low,medium,medium,low,low,medium,medium
D371D73ACCC2,4.0,medium,high,medium,medium,medium,medium,medium,medium,medium,high
D38A414FA051,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D390FE972D8F,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D3999CF53EFE,2.5,low,low,low,low,low,low,low,low,low,medium
D3A5813D8C06,2.0,low,low,low,low,low,low,low,low,low,medium
D3A6B04B54A9,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D3B45F8759E3,3.0,low,low,low,low,low,low,low,low,low,medium
D3C9A3C2BB08,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D3D5841674F5,3.5,medium,low,medium,low,medium,medium,low,medium,medium,medium
D3F44CC7EC17,4.0,low,low,low,low,low,low,low,low,low,medium
D401F5D87E45,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
D41787486DA6,2.5,low,low,low,low,low,low,low,low,low,medium
D4269468970A,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D42B6354404D,4.0,low,medium,low,low,medium,medium,low,low,medium,medium
D42B99110E5C,2.5,low,low,low,low,low,low,low,low,low,low
D43F13CE2638,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D43F9C906CD6,3.0,low,low,low,low,low,low,low,low,low,low
D447CB3558A0,3.0,medium,medium,low,low,medium,medium,low,medium,medium,medium
D4490C9F73B9,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
D45494CE3D2E,4.5,medium,high,low,low,medium,medium,low,medium,medium,medium
D457F3AEAC6D,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D45A0B7F9D48,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D464E294DDB4,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D49547B9FCB3,2.0,low,medium,low,low,medium,medium,low,low,low,medium
D4A0BB487395,2.5,low,low,low,low,low,low,low,low,low,low
D4A38C52F57D,4.0,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
D5202DF530D1,3.0,medium,medium,low,low,medium,medium,low,low,medium,medium
D537BE6997F7,2.5,low,low,low,low,low,low,low,low,low,low
D54C778A8F9C,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D5588B5DD6FF,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
D579D6F26A91,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D57EBE64C7A2,2.5,low,low,low,low,low,low,low,low,low,low
D581D89A822A,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D58980F5EC66,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D5916B1F52BB,2.5,medium,low,low,low,medium,medium,medium,low,medium,medium
D594B486E6B5,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D5A110D65134,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D5AC4A35BAF8,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D5C7212A31FD,2.0,low,low,low,low,low,low,low,low,low,low
D5C7AA1266CC,3.5,medium,medium,low,low,medium,medium,low,low,medium,medium
D5C8C29F17D8,2.0,low,low,low,low,low,low,low,low,low,low
D5E3716C5E49,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D5E4F0C7D0BC,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
D610B092DAD9,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
D61FC9795679,3.0,low,low,low,low,low,low,low,low,low,low
D6278021E119,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
D62F970B0DAE,3.0,medium,low,low,low,medium,low,low,low,medium,medium
D6407F1D3515,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D6504339A690,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D669349412FB,2.0,low,low,low,low,low,low,low,low,low,low
D679B3291B9C,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D684AE8A9418,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D68907DB12ED,3.5,medium,high,medium,medium,medium,medium,medium,medium,medium,high
D6894AB9188B,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
D6930DD4EDD0,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D6B34BAFC908,2.5,medium,medium,low,low,medium,medium,medium,medium,medium,medium
D6C9DE61BAF4,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
D6CCEE56DA9D,2.5,medium,medium,low,low,medium,medium,low,low,medium,medium
D6FF6E26EB7D,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D7301CAAFAB0,2.0,low,low,low,low,low,low,low,low,low,low
D743AC1EB08D,3.0,medium,low,low,low,medium,low,low,low,medium,medium
D7528DEBA951,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
D752DF2541DD,3.0,low,medium,low,low,medium,low,low,medium,medium,medium
D760EF65B80C,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D77456B25F73,3.5,medium,medium,low,low,medium,medium,medium,low,medium,medium
D7766B98F761,4.0,medium,high,medium,medium,medium,medium,medium,medium,medium,high
D776E7CA9913,2.0,low,low,low,low,low,low,low,low,low,low
D779EEB6F8BC,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D77A3352CB34,2.5,medium,medium,low,low,medium,medium,low,low,medium,medium
D7817C171926,3.0,medium,low,low,low,medium,low,low,low,medium,medium
D7B9BEAEE50E,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
D7C6DEB19630,4.0,low,low,low,low,low,low,low,low,low,low
D7C9E22CC216,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
D7E4E0A1B943,2.0,low,low,low,low,low,low,low,low,low,low
D7EC70BFCAB6,3.0,low,low,low,low,medium,low,low,low,low,medium
D80B98C274D4,3.0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
D80ED2446C0E,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D81AEDF6E262,3.5,low,low,low,low,low,low,low,low,low,low
D84024335230,3.0,medium,high,medium,medium,medium,medium,medium,medium,medium,high
D840D9ED669C,2.5,medium,medium,low,low,medium,medium,medium,medium,medium,medium
D84463ADEE19,3.0,low,low,low,low,low,low,low,low,low,low
D8532CCFE454,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
D86C20117DC9,3.5,medium,medium,low,low,medium,low,low,low,low,medium
D875C4365BC3,2.0,low,low,low,low,low,low,low,low,low,low
D87F1B0CE93F,4.0,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
D8934CA35801,3.0,low,low,low,low,low,low,low,low,low,medium
D8D84A2E4CE0,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
D8D90E042134,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D8F9861CD318,4.0,low,low,low,low,low,low,low,low,low,low
D8FCB1AB9867,3.5,medium,low,low,low,medium,low,low,low,medium,medium
D9018539576D,4.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D9130F5402F6,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D91D25F55AD9,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D92452B93539,2.5,low,low,low,low,low,low,low,low,low,low
D92BFF2AC7FD,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D93895A285B0,3.0,low,low,low,low,low,low,low,low,low,low
D939E8851FAE,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D93EC6A7E859,1.5,low,low,low,low,low,low,low,low,low,low
D940E4357737,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D9469EFAE287,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D948703E8026,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
D949A947DD92,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D95A9CC4C62B,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D95B78E39793,2.0,medium,medium,low,low,medium,medium,low,medium,medium,medium
D96EF27304E5,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D99C71A15BA0,2.0,low,low,low,low,low,low,low,low,low,medium
D9AAC11BC7AC,3.0,medium,medium,low,low,medium,medium,low,low,medium,medium
D9AAEE4C9BCC,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
D9B44BD44222,2.0,low,low,low,low,low,low,low,low,low,low
D9B51C663A5F,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
D9B80F897473,2.0,low,low,low,low,low,low,low,low,low,low
D9BC7F4F22F0,2.5,low,low,low,low,low,low,low,low,low,low
D9D8AB28BD26,2.0,low,low,low,low,low,low,low,low,low,low
D9E77CD4506B,2.0,low,low,low,low,low,low,low,low,low,low
D9E7B148EF8C,2.0,low,low,low,low,low,low,low,low,low,low
D9F549A8EE63,2.5,medium,medium,low,low,medium,medium,low,low,medium,medium
D9FA943B5453,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
D9FB5E411A4F,2.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
D9FC1CDE9B10,2.5,low,medium,low,low,low,low,low,low,low,medium
DA00F2B25B8C,2.5,low,low,low,low,medium,low,low,low,medium,medium
DA1ABE125640,2.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
DA228B928B61,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DA254A895F0D,2.5,low,low,low,low,low,low,low,low,low,low
DA26E5E2C08E,3.0,low,low,low,low,low,low,low,low,low,low
DA43320FCA57,2.0,low,low,low,low,low,low,low,low,low,low
DA4E1BDBD778,2.0,medium,medium,low,low,medium,medium,low,low,medium,medium
DA5CA667B729,5.0,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
DA674E9EB26C,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DA6899CADE97,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DA7C756EEA38,3.0,low,low,low,low,low,low,low,low,low,medium
DA86BC9B9FB6,3.0,low,medium,low,low,medium,low,low,low,medium,medium
DA8E64EC1304,2.0,medium,medium,low,low,medium,medium,medium,low,medium,medium
DA8F8C0D6952,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DA92389BB8F0,2.0,low,low,low,low,low,low,low,low,low,low
DA994B5C3784,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DACE7A4DE7DB,5.0,medium,high,medium,high,medium,medium,medium,medium,high,high
DACF12F21A7C,2.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
DAD01CB5C8D8,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DAD5BCDAB7DD,3.5,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
DAE1AA29184B,3.0,low,low,low,low,low,low,low,low,low,medium
DAECE15EE507,2.0,medium,medium,low,low,medium,medium,medium,medium,medium,medium
DAF9AC30424E,3.5,medium,medium,medium,low,medium,medium,medium,medium,low,medium
DB050381035B,2.0,medium,medium,low,low,medium,medium,low,medium,medium,medium
DB0A595A4723,3.0,low,low,low,low,low,low,low,low,low,medium
DB1838237151,3.0,low,low,low,low,medium,low,low,low,medium,medium
DB2E935F461F,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DB2EA5C4828F,1.0,low,low,low,low,low,low,low,low,low,low
DB34A89420F2,3.5,low,low,low,low,low,low,low,low,low,low
DB621DB9A4C3,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DB69B98973B6,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DB6B9E64CFF0,3.5,low,medium,low,low,medium,low,low,low,low,medium
DB80C6963DB7,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DB85B6DDB462,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DB8F7B150495,3.5,low,low,low,low,low,low,low,low,low,medium
DB9BA6D8278F,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
DBAB680CBC5D,2.0,medium,medium,low,low,medium,medium,medium,low,low,medium
DBAE7F4F7837,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
DBBAF0AB97FB,3.0,low,low,low,low,medium,low,low,low,low,medium
DBC04530D2F9,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DBC60BDBC49E,4.0,medium,medium,low,low,medium,medium,low,low,medium,medium
DBC8CBF56BB9,3.5,medium,high,medium,high,medium,medium,medium,medium,high,medium
DBCAB09E41C7,2.0,low,low,low,low,low,low,low,low,low,low
DBDBF971510B,4.5,medium,medium,medium,high,medium,medium,medium,medium,medium,high
DBDE16551908,2.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
DBE977177080,2.5,low,low,low,low,low,low,low,low,low,low
DBF44F842C57,2.5,low,low,low,low,low,low,low,low,low,low
DC099826F469,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
DC1271D1294D,4.0,medium,high,medium,medium,medium,medium,medium,medium,high,medium
DC247D62DB3E,2.5,medium,medium,medium,low,medium,medium,low,low,medium,medium
DC2E6750CDEC,4.0,medium,high,medium,high,high,high,high,high,high,high
DC33D5F69792,2.0,low,low,low,low,low,low,low,low,low,low
DC391957FF10,2.5,medium,medium,low,low,medium,medium,medium,low,medium,medium
DC467256CD82,3.5,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
DC56EF65D59D,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
DC5DAF538DF2,4.0,medium,high,low,low,medium,medium,low,low,high,medium
DC6EDCFCFBC2,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DC77E1C50756,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DC7961960711,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DC7F27315FCF,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DC88C1130FD9,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
DCB1A6F255A8,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DCB9EAF9C92A,4.0,medium,medium,low,low,medium,medium,medium,low,low,medium
DCBE020F2A4F,2.5,low,low,low,low,low,low,low,low,low,medium
DCCA609D1212,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DCDDFA12E124,4.0,low,low,low,low,low,low,low,low,low,low
DCDED7261D03,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DCE760033193,2.0,low,low,low,low,low,low,low,low,low,low
DCE82F61BE10,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
DCED139D2C03,3.0,low,low,low,low,low,low,low,low,low,medium
DCED9DA8896F,2.5,low,low,low,low,low,low,low,low,low,low
DCEE7FD21CFD,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
DCF9F70FBA91,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DCFBEEAC3AA8,2.0,low,low,low,low,low,low,low,low,low,low
DD00E48BC258,3.0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
DD10F696E570,2.0,low,low,low,low,low,low,low,low,low,low
DD265EC28AEB,3.0,medium,medium,low,low,medium,medium,low,low,medium,medium
DD279F25DC1F,3.5,low,low,low,low,low,low,low,low,low,low
DD474E5804C0,4.0,low,low,low,low,low,low,low,low,low,low
DD66EBC605D1,3.5,low,low,low,low,medium,low,low,low,high,medium
DD91A86810BD,3.0,low,low,low,low,low,low,low,low,low,medium
DD96F81877AF,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DDAA14DE7D11,2.5,low,medium,low,low,medium,medium,low,low,medium,medium
DDB673D3627D,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DDC3C4A828DA,4.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
DDCB2CC96EA7,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DDD1A1F08FDF,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
DDD24AF9146F,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
DDD3771E1DF6,3.5,medium,high,medium,medium,medium,medium,medium,medium,medium,medium
DE06A0AF7DEC,2.5,low,low,low,low,low,low,low,low,low,low
DE0F5C13960F,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DE1A1149D54B,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
DE20CFA52C1D,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DE3867FD43DE,2.0,low,low,low,low,low,low,low,low,low,medium
DE41897F9C7E,2.5,low,low,low,low,low,low,low,low,low,medium
DE54A8F9C29C,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DE54F3466948,2.0,low,low,low,low,medium,low,low,low,low,medium
DE56AA9B4BF1,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DE8162CAC353,3.0,low,medium,low,low,low,low,low,low,medium,medium
DE841BF24A2F,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DE8EAEAC72D9,3.0,low,low,low,low,low,low,low,low,low,low
DE921CECE21A,4.0,medium,high,medium,high,medium,medium,medium,medium,medium,high
DE962FEDCD9E,2.0,medium,medium,low,low,medium,medium,low,medium,medium,medium
DEA1F417949A,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DEB7816C7CAF,2.0,low,low,low,low,low,low,low,low,low,low
DEC2349902F8,2.5,low,low,low,low,low,low,low,low,low,low
DEC2A1A6A1CA,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DEC50B420484,3.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
DED3BCBE5049,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DEDCC703F6FC,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DEDD5C568B4C,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DF058CBE24A6,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
DF111089EFA4,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DF149975C610,2.5,low,low,low,low,low,low,low,low,medium,medium
DF193A9E1C5A,2.0,medium,low,low,low,medium,medium,low,low,medium,medium
DF1D43973CFA,2.0,low,low,low,low,low,low,low,low,low,low
DF23B896A1C2,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DF328FBE5029,2.5,low,low,low,low,low,low,low,low,low,low
DF64D7FF61F1,2.5,low,low,low,low,low,low,low,low,low,medium
DF74545A44C8,2.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DF785B00E2A2,2.5,low,low,low,low,low,low,low,low,low,medium
DF8B648769C5,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
DF9E11F7A06E,2.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
DFB7AB4481AC,3.5,low,medium,low,low,medium,low,low,low,low,low
DFCF2A3BE972,2.5,low,low,low,low,low,low,low,low,low,low
DFD93C26F453,3.5,low,low,low,low,low,low,low,low,low,low
E0209F1D5DF6,2.5,low,medium,low,low,medium,low,low,low,low,medium
E033F3B6B044,2.5,low,low,low,low,medium,low,low,low,medium,medium
E03B0AA78E40,3.5,medium,medium,low,low,medium,medium,low,medium,medium,medium
E03B6B157C32,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
E04208981449,3.0,low,low,low,low,low,low,low,low,low,low
E0538F7AB083,3.5,medium,medium,low,low,medium,medium,medium,medium,medium,medium
E0553AEE109E,4.5,medium,medium,low,medium,medium,medium,low,medium,medium,medium
E060D90D6CB9,3.5,medium,medium,low,low,medium,medium,low,medium,medium,medium
E0656353B8F2,2.5,low,low,low,low,low,low,low,low,low,medium
E069D2A8AE1E,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E06EDBA28C44,2.0,medium,medium,low,low,medium,medium,low,medium,medium,medium
E07B043F3C2B,2.0,medium,medium,low,low,medium,low,low,low,medium,medium
E07F7A913FB6,4.5,medium,high,medium,medium,medium,medium,medium,medium,medium,high
E08185D94A44,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E083802BEB79,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E08B2DFE266D,2.0,medium,low,low,low,medium,low,low,low,medium,medium
E0A8EBEE657B,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E0B4FCC6FD58,3.5,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
E0B86027C5C5,3.0,medium,medium,medium,low,medium,medium,low,low,medium,medium
E0BABC4506D0,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E0BDF62838F7,3.0,medium,medium,low,low,medium,medium,low,low,low,medium
E0BFF1488787,2.0,low,low,low,low,low,low,low,low,low,low
E0C521DEB367,2.5,medium,medium,medium,low,medium,medium,low,medium,low,medium
E0DF99CD1D9C,2.0,medium,medium,low,low,medium,medium,medium,low,medium,medium
E0E060143B79,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E0EBA1995BCB,3.5,low,low,low,low,low,low,low,low,low,low
E0ED97D6F88B,3.0,medium,medium,low,low,medium,medium,medium,low,medium,medium
E0EEC1CE4679,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E103955391AB,3.5,low,low,low,low,medium,low,low,low,low,low
E110443F5184,2.5,medium,medium,low,low,medium,medium,low,medium,medium,medium
E11139259D4E,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,high
E12401B92C3B,3.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E12450BAE343,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E13F3C0CB738,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,high
E17E9E75ECEB,3.5,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
E18675E47293,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E1898E71ABD6,4.0,medium,medium,medium,low,medium,medium,medium,medium,medium,medium
E1920CC1D734,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E19CE100743C,3.5,low,high,low,low,medium,medium,medium,low,high,medium
E19E1BEB08EA,4.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E1ACA6A0198E,4.5,low,low,low,low,low,low,low,low,medium,medium
E1AE7FDD072F,4.0,medium,medium,medium,low,medium,medium,low,medium,medium,medium
E1B279EE81AE,2.0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
E1B30D0F1F11,3.5,medium,medium,low,low,medium,medium,low,low,medium,medium
E1B9CAF68CA7,3.5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
