essay_id,prompt_id,word_choice_score,question1,question2,question3,question4,question5,question6,question7,question8
3218,2,3,medium,medium,medium,medium,low,medium,medium,medium
3219,2,4,medium,medium,medium,medium,medium,medium,medium,medium
3220,2,3,medium,medium,medium,medium,medium,medium,medium,medium
3221,2,2,medium,medium,low,low,low,medium,medium,medium
3222,2,2,low,low,low,low,low,low,medium,medium
3223,2,2,medium,medium,low,low,low,medium,medium,medium
3224,2,2,medium,medium,low,medium,low,medium,medium,medium
3225,2,3,medium,medium,medium,medium,low,medium,medium,medium
3226,2,3,medium,medium,low,low,low,medium,medium,medium
3227,2,2,medium,medium,low,medium,low,medium,medium,medium
3228,2,4,medium,medium,medium,medium,medium,medium,medium,medium
3229,2,3,medium,medium,low,medium,low,medium,medium,medium
3230,2,1,low,low,low,low,low,low,medium,medium
3231,2,4,medium,medium,low,medium,medium,medium,medium,medium
3232,2,2,low,low,low,low,low,medium,medium,medium
3233,2,2,medium,medium,medium,medium,low,medium,medium,low
3234,2,2,medium,medium,medium,medium,medium,medium,medium,medium
3235,2,3,medium,medium,low,medium,low,medium,high,medium
3236,2,3,medium,medium,medium,medium,medium,medium,medium,medium
3237,2,1,medium,low,low,low,low,medium,medium,medium
3238,2,2,medium,medium,low,low,low,medium,medium,medium
3239,2,3,medium,medium,low,low,low,medium,medium,medium
3240,2,1,low,low,low,low,low,low,medium,medium
3241,2,1,low,low,low,low,low,low,high,low
3242,2,4,medium,medium,medium,medium,low,medium,medium,medium
3243,2,4,medium,medium,low,medium,low,medium,medium,medium
3244,2,3,medium,medium,low,low,low,medium,medium,medium
3245,2,1,low,low,low,low,low,low,medium,medium
3246,2,3,medium,low,low,low,low,medium,medium,medium
3247,2,3,medium,medium,medium,medium,low,medium,medium,medium
3248,2,3,medium,medium,low,low,low,medium,medium,medium
3249,2,5,medium,medium,medium,medium,medium,medium,medium,medium
3250,2,1,low,low,low,low,low,low,medium,medium
3251,2,2,medium,medium,medium,medium,low,medium,medium,medium
3252,2,3,medium,medium,medium,medium,low,medium,medium,medium
3253,2,5,medium,medium,medium,medium,medium,medium,medium,medium
3254,2,6,medium,medium,medium,medium,medium,medium,medium,medium
3255,2,2,medium,medium,low,low,low,medium,high,medium
3256,2,2,medium,low,low,low,low,medium,medium,medium
3257,2,1,low,low,low,low,low,low,medium,medium
3258,2,3,medium,medium,medium,medium,medium,medium,medium,medium
3259,2,1,low,low,low,low,low,medium,medium,medium
3260,2,3,medium,medium,low,medium,medium,medium,medium,medium
3261,2,3,medium,medium,low,medium,low,medium,medium,medium
3262,2,3,medium,medium,medium,medium,low,medium,medium,medium
3263,2,5,medium,medium,medium,medium,medium,medium,medium,medium
3264,2,2,medium,medium,medium,medium,low,medium,medium,medium
3265,2,5,medium,low,low,low,low,medium,medium,medium
3266,2,4,medium,medium,medium,medium,medium,medium,medium,medium
3267,2,4,medium,low,low,low,low,medium,high,medium
3268,2,4,medium,medium,low,low,low,medium,medium,medium
3269,2,3,medium,medium,medium,medium,low,medium,medium,medium
3270,2,3,medium,medium,medium,medium,low,medium,medium,medium
3271,2,3,medium,medium,low,low,low,medium,medium,medium
3272,2,1,low,low,low,low,low,low,high,medium
3273,2,4,medium,medium,medium,medium,medium,medium,medium,medium
3274,2,4,medium,medium,medium,medium,low,medium,medium,medium
3275,2,3,medium,medium,medium,medium,medium,medium,medium,medium
3276,2,3,medium,medium,low,medium,low,medium,medium,medium
3277,2,5,medium,medium,medium,medium,medium,medium,medium,medium
3278,2,3,medium,medium,medium,medium,low,medium,medium,medium
3279,2,3,medium,medium,medium,medium,low,medium,medium,medium
3280,2,2,medium,medium,low,low,low,medium,medium,medium
3281,2,3,medium,medium,medium,medium,medium,medium,medium,medium
3282,2,4,medium,medium,medium,medium,low,medium,medium,medium
3283,2,2,medium,low,low,low,low,medium,high,medium
3284,2,4,medium,medium,low,medium,low,medium,medium,medium
3285,2,3,medium,medium,low,low,low,medium,high,medium
3286,2,3,medium,medium,low,low,low,medium,medium,medium
3287,2,4,medium,medium,medium,medium,low,medium,medium,medium
3288,2,3,medium,medium,medium,medium,low,medium,medium,medium
3289,2,2,medium,low,low,low,low,medium,medium,medium
3290,2,3,medium,low,low,low,low,medium,medium,medium
3291,2,5,medium,medium,medium,medium,medium,medium,medium,medium
3292,2,4,medium,medium,medium,medium,medium,medium,medium,medium
3293,2,3,medium,medium,medium,medium,low,medium,medium,medium
3294,2,3,medium,low,low,low,low,medium,medium,medium
3295,2,3,medium,medium,low,medium,low,medium,medium,medium
3296,2,4,medium,medium,low,low,low,medium,medium,medium
3297,2,2,medium,low,low,low,low,medium,medium,medium
3298,2,3,medium,medium,medium,medium,medium,medium,medium,medium
3299,2,4,medium,medium,medium,medium,low,medium,medium,medium
3300,2,4,medium,medium,medium,medium,low,medium,medium,medium
3301,2,2,medium,medium,low,low,low,medium,medium,medium
3302,2,5,medium,medium,low,low,low,medium,medium,medium
3303,2,2,medium,low,low,low,low,medium,medium,medium
3304,2,4,medium,medium,medium,medium,medium,medium,medium,medium
3305,2,2,low,low,low,low,low,low,medium,medium
3306,2,4,medium,medium,medium,medium,medium,medium,medium,medium
3307,2,2,medium,medium,low,low,low,medium,medium,medium
3308,2,3,medium,medium,medium,medium,low,medium,medium,medium
3309,2,4,medium,medium,medium,medium,low,medium,medium,medium
3310,2,6,high,medium,medium,medium,medium,high,medium,low
3311,2,4,medium,medium,low,low,low,medium,high,medium
3312,2,3,medium,medium,low,low,low,medium,high,medium
3313,2,3,medium,medium,medium,medium,low,medium,medium,medium
3314,2,2,medium,medium,low,low,low,medium,medium,medium
3315,2,3,medium,medium,medium,medium,medium,medium,medium,medium
3316,2,3,medium,medium,medium,medium,medium,medium,medium,medium
3317,2,2,medium,medium,low,low,low,medium,medium,medium
3318,2,3,medium,medium,low,low,low,medium,medium,medium
3319,2,2,medium,medium,low,low,medium,medium,medium,medium
3320,2,3,medium,medium,medium,medium,low,medium,medium,low
3321,2,3,medium,medium,low,medium,low,medium,medium,medium
3322,2,3,medium,medium,low,low,low,medium,medium,medium
3323,2,4,medium,medium,medium,medium,medium,medium,medium,low
3324,2,2,low,low,low,low,low,low,high,medium
3325,2,3,medium,medium,medium,medium,medium,medium,medium,medium
3326,2,4,medium,medium,medium,medium,low,medium,medium,medium
3327,2,2,low,low,low,low,low,low,high,medium
3328,2,2,medium,medium,low,low,low,medium,medium,medium
3329,2,2,medium,low,low,low,low,low,medium,medium
3330,2,3,medium,medium,medium,medium,medium,medium,medium,medium
3331,2,4,medium,medium,medium,medium,medium,medium,medium,medium
3332,2,2,medium,medium,low,medium,low,medium,medium,medium
3333,2,2,medium,medium,low,low,low,medium,medium,medium
3334,2,4,medium,medium,medium,medium,medium,medium,medium,medium
3335,2,3,medium,medium,medium,medium,low,medium,medium,medium
3336,2,1,medium,low,low,low,low,low,medium,medium
3337,2,3,medium,medium,medium,medium,medium,medium,medium,medium
3338,2,2,medium,medium,medium,medium,low,medium,medium,medium
3339,2,5,medium,medium,medium,medium,medium,medium,medium,medium
3340,2,2,medium,medium,low,medium,low,medium,high,medium
3341,2,2,medium,medium,low,low,low,medium,high,medium
3342,2,5,medium,medium,medium,medium,medium,medium,medium,medium
3343,2,5,medium,medium,medium,medium,medium,medium,medium,medium
3344,2,4,medium,medium,low,medium,low,medium,high,medium
3345,2,2,medium,medium,medium,medium,low,medium,medium,medium
3346,2,3,medium,medium,low,low,low,medium,medium,low
3347,2,4,medium,medium,medium,medium,low,medium,medium,medium
3348,2,3,medium,low,low,low,low,medium,high,medium
3349,2,4,medium,medium,medium,medium,low,medium,medium,medium
3350,2,2,medium,medium,low,low,low,medium,medium,medium
3351,2,3,medium,medium,medium,medium,low,medium,medium,medium
3352,2,1,low,low,low,low,low,low,high,medium
3353,2,1,medium,medium,low,medium,low,medium,medium,medium
3354,2,2,medium,low,low,low,low,medium,medium,medium
3355,2,2,low,low,low,low,low,low,medium,medium
3356,2,2,medium,medium,low,medium,low,medium,medium,medium
3357,2,2,medium,medium,medium,medium,medium,medium,medium,medium
3358,2,2,medium,medium,low,low,low,medium,medium,medium
3359,2,1,low,low,low,low,low,low,high,medium
3360,2,3,medium,medium,medium,medium,low,medium,medium,medium
3361,2,4,medium,medium,medium,medium,low,medium,medium,medium
3362,2,5,medium,medium,medium,medium,medium,medium,medium,medium
3363,2,1,low,low,low,low,low,low,medium,medium
3364,2,4,medium,medium,medium,medium,low,medium,medium,medium
3365,2,3,medium,medium,medium,medium,low,medium,medium,medium
3366,2,4,medium,medium,medium,medium,low,medium,medium,medium
3367,2,4,medium,medium,medium,medium,medium,medium,medium,medium
3368,2,4,medium,medium,low,low,low,medium,medium,medium
3369,2,2,medium,low,low,low,low,medium,medium,medium
3370,2,5,medium,medium,medium,medium,medium,medium,medium,medium
3371,2,2,medium,medium,low,medium,low,medium,medium,medium
3372,2,2,medium,medium,low,low,low,medium,medium,medium
3373,2,2,medium,medium,medium,medium,low,medium,medium,medium
3374,2,3,medium,medium,medium,medium,low,medium,medium,low
3375,2,2,medium,medium,low,low,low,medium,medium,medium
3376,2,3,medium,medium,medium,medium,low,medium,medium,medium
3377,2,1,medium,medium,low,low,low,medium,medium,medium
3378,2,2,medium,medium,low,low,low,medium,medium,medium
3379,2,1,medium,low,low,low,low,medium,medium,medium
3380,2,4,medium,medium,medium,medium,low,medium,medium,medium
3381,2,4,medium,medium,medium,medium,low,medium,medium,medium
3382,2,4,medium,medium,medium,medium,low,medium,medium,medium
3383,2,5,medium,medium,medium,medium,medium,medium,medium,medium
3384,2,4,medium,medium,medium,medium,low,medium,medium,medium
3385,2,5,medium,medium,low,medium,low,medium,high,medium
3386,2,5,medium,medium,medium,medium,medium,medium,medium,medium
3387,2,3,medium,medium,low,low,low,medium,medium,medium
3388,2,3,medium,medium,low,medium,low,medium,medium,medium
3389,2,2,low,low,low,low,low,low,high,medium
3390,2,3,medium,low,low,low,low,medium,medium,medium
3391,2,3,medium,medium,low,medium,medium,medium,medium,medium
3392,2,2,low,low,low,low,low,medium,medium,medium
3393,2,3,medium,medium,medium,medium,low,medium,medium,medium
3394,2,4,medium,medium,medium,medium,medium,medium,medium,medium
3395,2,4,medium,medium,medium,medium,low,medium,medium,medium
3396,2,2,medium,low,low,low,low,medium,medium,medium
3397,2,4,medium,medium,medium,medium,medium,medium,medium,medium
3398,2,3,medium,medium,medium,medium,medium,medium,medium,medium
3399,2,4,medium,medium,medium,medium,low,medium,medium,medium
3400,2,2,medium,low,low,low,low,medium,medium,medium
3401,2,3,medium,medium,low,low,low,medium,medium,medium
3402,2,4,medium,medium,medium,medium,medium,medium,medium,medium
3403,2,3,medium,medium,medium,medium,low,medium,medium,medium
3404,2,3,medium,medium,low,low,low,medium,medium,low
3405,2,4,medium,medium,low,medium,low,medium,medium,medium
3406,2,4,medium,medium,medium,medium,low,medium,medium,medium
3407,2,4,medium,medium,low,medium,low,medium,medium,medium
3408,2,3,medium,medium,medium,medium,low,medium,medium,medium
3409,2,2,medium,medium,low,medium,medium,medium,medium,medium
3410,2,2,medium,medium,low,medium,low,medium,medium,medium
3411,2,3,medium,medium,low,low,low,medium,medium,medium
3412,2,3,medium,medium,low,medium,low,medium,high,medium
3413,2,2,medium,medium,low,low,low,medium,medium,medium
3414,2,4,medium,medium,low,medium,low,medium,medium,medium
3415,2,2,medium,medium,medium,medium,low,medium,medium,low
3416,2,2,medium,medium,low,medium,low,medium,medium,medium
3417,2,2,medium,low,low,low,low,medium,medium,medium
3418,2,4,medium,medium,low,low,low,medium,high,high
3419,2,1,low,low,low,low,low,low,high,high
3420,2,2,medium,low,low,low,low,medium,high,high
3421,2,3,medium,medium,low,medium,low,medium,medium,medium
3422,2,2,medium,low,low,low,low,medium,medium,medium
3423,2,1,medium,medium,low,low,low,medium,medium,medium
3424,2,4,medium,medium,medium,medium,medium,medium,medium,medium
3425,2,3,medium,medium,medium,medium,low,medium,medium,medium
3426,2,2,low,low,low,low,low,low,high,medium
3427,2,5,medium,medium,medium,low,low,medium,medium,medium
3428,2,4,medium,medium,medium,medium,medium,medium,medium,medium
3429,2,1,low,low,low,low,low,low,medium,medium
3430,2,2,medium,medium,medium,medium,low,medium,medium,medium
3431,2,2,medium,low,low,low,low,medium,medium,medium
3432,2,3,medium,low,low,low,low,medium,high,medium
3433,2,3,medium,medium,low,low,low,medium,medium,medium
3434,2,1,low,low,low,low,low,low,medium,medium
3435,2,1,low,low,low,low,low,low,medium,medium
3436,2,3,medium,medium,low,low,low,medium,medium,medium
3437,2,2,medium,low,low,low,low,medium,medium,medium
3438,2,3,medium,low,low,low,low,medium,medium,medium
3439,2,3,medium,medium,low,low,low,medium,medium,medium
3440,2,3,medium,medium,medium,medium,low,medium,medium,medium
3441,2,3,medium,low,low,low,low,medium,medium,medium
3442,2,3,medium,medium,medium,medium,medium,medium,medium,medium
3443,2,4,medium,medium,low,medium,low,medium,medium,medium
3444,2,4,medium,medium,medium,medium,low,medium,medium,low
3445,2,3,medium,medium,medium,medium,low,medium,medium,medium
3446,2,3,medium,medium,medium,medium,medium,medium,medium,medium
3447,2,5,medium,medium,low,medium,low,medium,medium,medium
3448,2,3,medium,medium,low,medium,low,medium,medium,medium
3449,2,3,medium,medium,medium,medium,low,medium,medium,medium
3450,2,2,medium,low,low,low,low,low,medium,high
3451,2,4,medium,medium,medium,medium,low,medium,medium,medium
3452,2,5,medium,medium,medium,medium,low,medium,medium,medium
3453,2,4,medium,medium,medium,medium,low,medium,medium,medium
3454,2,2,low,low,low,low,low,medium,medium,medium
3455,2,2,medium,medium,low,low,low,medium,medium,medium
3456,2,2,medium,medium,low,medium,low,medium,medium,medium
3457,2,2,medium,medium,low,low,low,medium,medium,medium
3458,2,3,medium,low,low,low,low,medium,high,medium
3459,2,3,medium,medium,low,low,low,medium,medium,medium
3460,2,4,medium,medium,medium,medium,low,medium,medium,medium
3461,2,3,medium,medium,low,low,low,medium,medium,medium
3462,2,2,medium,low,low,low,low,medium,high,medium
3463,2,3,medium,medium,medium,medium,low,medium,medium,medium
3464,2,5,medium,medium,medium,medium,medium,medium,medium,medium
3465,2,2,medium,medium,low,low,low,medium,medium,medium
3466,2,4,medium,medium,medium,medium,medium,medium,medium,medium
3467,2,5,medium,medium,medium,medium,low,medium,medium,low
3468,2,5,medium,medium,medium,medium,medium,medium,medium,low
3469,2,4,medium,medium,low,medium,low,medium,medium,medium
3470,2,4,medium,medium,medium,medium,medium,medium,medium,medium
3471,2,2,medium,medium,low,low,medium,medium,medium,medium
3472,2,3,medium,medium,low,medium,low,medium,medium,medium
3473,2,1,medium,medium,low,low,low,medium,medium,medium
3474,2,3,medium,medium,medium,medium,medium,medium,medium,medium
3475,2,2,medium,medium,low,medium,low,medium,medium,medium
3476,2,2,medium,medium,medium,medium,low,medium,medium,medium
3477,2,2,medium,low,low,low,low,medium,high,medium
3478,2,4,medium,medium,low,low,low,medium,medium,low
3479,2,2,medium,medium,low,low,low,medium,medium,medium
3480,2,2,medium,low,low,low,low,medium,medium,medium
3481,2,3,medium,medium,low,medium,low,medium,medium,medium
3482,2,3,medium,low,low,low,low,medium,medium,medium
3483,2,4,medium,medium,medium,medium,low,medium,medium,medium
3484,2,4,medium,medium,low,low,low,medium,medium,medium
3485,2,4,medium,medium,medium,medium,low,medium,medium,medium
3486,2,2,medium,low,low,low,low,medium,medium,medium
3487,2,5,medium,medium,medium,medium,medium,medium,medium,medium
3488,2,2,medium,medium,low,low,low,medium,medium,medium
3489,2,3,medium,medium,medium,medium,low,medium,medium,medium
3490,2,4,medium,medium,medium,medium,low,medium,medium,medium
3491,2,2,medium,medium,low,low,low,medium,medium,medium
3492,2,3,medium,medium,medium,medium,medium,medium,medium,medium
3493,2,3,medium,low,low,low,low,medium,medium,medium
3494,2,1,medium,low,low,low,low,low,medium,medium
3495,2,4,medium,medium,medium,medium,low,medium,medium,medium
3496,2,3,medium,medium,medium,medium,low,medium,medium,medium
3497,2,2,low,low,low,low,low,low,medium,medium
3498,2,3,medium,medium,medium,medium,low,medium,medium,medium
3499,2,3,medium,low,low,low,low,medium,medium,medium
3500,2,3,medium,low,low,low,low,medium,medium,medium
3501,2,4,medium,medium,medium,medium,medium,medium,medium,medium
3502,2,3,medium,medium,low,low,low,medium,medium,medium
3503,2,3,medium,medium,medium,medium,low,medium,medium,medium
3504,2,3,low,low,low,low,low,low,medium,medium
3505,2,2,low,low,low,low,low,low,medium,medium
3506,2,3,medium,medium,medium,medium,low,medium,medium,low
3507,2,5,medium,medium,medium,medium,medium,medium,medium,medium
3508,2,4,medium,medium,medium,medium,low,medium,medium,medium
3509,2,5,medium,medium,medium,medium,medium,medium,medium,medium
3510,2,2,low,low,low,low,low,low,medium,high
3511,2,4,medium,low,low,low,low,medium,medium,medium
3512,2,3,medium,medium,low,medium,low,medium,medium,medium
3513,2,4,medium,medium,medium,medium,medium,medium,medium,medium
3514,2,4,medium,medium,medium,medium,medium,medium,medium,medium
3515,2,4,medium,medium,medium,medium,low,medium,medium,medium
3516,2,5,medium,medium,medium,medium,medium,medium,medium,medium
3517,2,1,medium,low,low,low,low,medium,medium,medium
3518,2,4,medium,medium,low,low,low,medium,medium,medium
3519,2,4,medium,medium,medium,medium,low,medium,medium,medium
3520,2,3,medium,medium,medium,medium,medium,medium,medium,medium
3521,2,4,medium,medium,low,low,low,medium,medium,medium
3522,2,4,medium,medium,medium,medium,low,medium,medium,medium
3523,2,4,medium,medium,low,medium,low,medium,medium,medium
3524,2,5,medium,medium,medium,medium,medium,medium,medium,medium
3525,2,2,medium,medium,low,low,low,medium,medium,medium
3526,2,2,medium,low,low,low,low,medium,high,medium
3527,2,3,medium,medium,low,low,low,medium,medium,medium
3528,2,3,medium,medium,medium,medium,medium,medium,medium,medium
3529,2,5,medium,medium,medium,medium,low,medium,medium,medium
3530,2,4,medium,medium,medium,medium,low,medium,medium,medium
3531,2,4,medium,medium,medium,medium,medium,medium,medium,medium
3532,2,2,medium,medium,low,medium,low,medium,medium,low
3533,2,2,medium,low,low,low,low,medium,medium,medium
3534,2,2,medium,medium,medium,medium,medium,medium,medium,low
3535,2,2,medium,medium,low,low,low,medium,medium,medium
3536,2,4,medium,medium,low,low,low,medium,medium,medium
3537,2,3,medium,medium,medium,medium,medium,medium,medium,medium
3538,2,2,medium,medium,low,low,low,medium,medium,medium
3539,2,3,medium,medium,medium,medium,medium,medium,medium,medium
3540,2,2,medium,medium,low,low,low,medium,medium,medium
3541,2,3,medium,medium,low,medium,low,medium,medium,medium
3542,2,3,medium,medium,medium,medium,medium,medium,medium,medium
3543,2,2,medium,medium,low,low,low,medium,medium,medium
3544,2,3,medium,medium,low,low,low,medium,high,medium
3545,2,4,medium,medium,low,medium,low,medium,medium,medium
3546,2,4,medium,medium,medium,medium,medium,medium,medium,medium
3547,2,3,medium,low,low,low,low,medium,medium,medium
3548,2,4,medium,medium,medium,medium,low,medium,medium,medium
3549,2,3,medium,low,low,low,low,medium,medium,medium
3550,2,5,medium,medium,medium,medium,medium,medium,medium,medium
3551,2,4,medium,medium,medium,medium,medium,medium,medium,medium
3552,2,4,medium,medium,low,low,low,medium,medium,medium
3553,2,4,medium,medium,low,low,low,medium,medium,medium
3554,2,2,medium,medium,low,low,low,medium,high,medium
3555,2,5,medium,medium,medium,medium,medium,medium,medium,medium
3556,2,1,low,low,low,low,low,low,medium,medium
3557,2,5,medium,medium,medium,medium,low,medium,medium,medium
3558,2,2,medium,medium,low,low,low,medium,medium,medium
3559,2,2,medium,medium,medium,medium,low,medium,medium,medium
3560,2,4,medium,medium,low,low,low,medium,medium,medium
3561,2,3,medium,medium,medium,medium,low,medium,medium,low
3562,2,3,medium,low,low,low,low,medium,medium,medium
3563,2,3,medium,medium,low,medium,low,medium,medium,medium
3564,2,3,medium,medium,low,low,low,medium,medium,medium
3565,2,3,medium,low,low,low,low,medium,high,medium
3566,2,3,medium,medium,medium,medium,low,medium,medium,medium
3567,2,3,medium,medium,low,low,low,medium,medium,medium
3568,2,4,medium,medium,medium,medium,medium,medium,medium,medium
3569,2,3,medium,medium,medium,medium,low,medium,medium,medium
3570,2,6,medium,medium,medium,medium,medium,medium,medium,medium
3571,2,4,medium,medium,medium,medium,medium,medium,medium,medium
3572,2,1,low,low,low,low,low,low,high,high
3573,2,3,medium,medium,medium,medium,medium,medium,medium,medium
3574,2,4,medium,medium,medium,medium,low,medium,medium,medium
3575,2,2,medium,medium,low,medium,low,medium,medium,medium
3576,2,2,low,low,low,low,low,low,medium,medium
3577,2,5,medium,medium,medium,medium,low,medium,medium,medium
3578,2,3,medium,medium,medium,medium,low,medium,medium,medium
3579,2,5,medium,medium,medium,medium,medium,medium,medium,medium
3580,2,2,medium,medium,low,low,low,medium,medium,medium
3581,2,2,medium,low,low,low,low,medium,medium,medium
3582,2,2,medium,low,low,low,low,low,medium,medium
3583,2,3,medium,medium,low,medium,low,medium,medium,medium
3584,2,3,medium,medium,low,low,low,medium,medium,medium
3585,2,3,medium,medium,low,low,low,medium,medium,medium
3586,2,4,medium,medium,medium,medium,medium,medium,medium,medium
3587,2,2,medium,medium,low,low,low,medium,medium,medium
3588,2,1,low,low,low,low,low,low,high,high
3589,2,5,medium,medium,medium,medium,medium,medium,medium,medium
3590,2,1,medium,medium,low,low,low,medium,high,medium
3591,2,2,medium,medium,medium,medium,medium,medium,medium,medium
3592,2,2,medium,medium,medium,medium,low,medium,medium,medium
3593,2,4,medium,medium,low,low,low,medium,medium,medium
3594,2,3,medium,medium,low,low,low,medium,high,medium
3595,2,3,medium,medium,medium,medium,low,medium,high,medium
3596,2,3,medium,medium,low,low,low,medium,high,medium
3597,2,1,low,low,low,low,low,low,medium,medium
3598,2,4,medium,medium,low,medium,low,medium,medium,medium
3599,2,3,medium,low,low,low,low,medium,medium,medium
3600,2,4,medium,medium,low,medium,low,medium,medium,medium
3601,2,4,medium,medium,medium,medium,medium,medium,medium,medium
3602,2,2,medium,low,low,low,low,medium,high,medium
3603,2,3,low,low,low,low,low,low,high,low
3604,2,2,medium,low,low,low,low,medium,medium,medium
3605,2,4,medium,medium,medium,medium,medium,medium,medium,medium
3606,2,4,medium,medium,low,medium,low,medium,medium,medium
3607,2,4,medium,medium,medium,medium,medium,medium,medium,medium
3608,2,5,medium,medium,medium,medium,low,medium,high,medium
3609,2,3,medium,medium,medium,medium,medium,medium,medium,medium
3610,2,3,medium,medium,medium,medium,low,medium,medium,medium
3611,2,2,low,low,low,low,low,low,medium,medium
3612,2,4,medium,medium,medium,medium,low,medium,medium,medium
3613,2,4,medium,medium,medium,medium,low,medium,medium,medium
3614,2,3,medium,medium,medium,medium,low,medium,medium,medium
3615,2,3,medium,medium,low,low,low,medium,medium,medium
3616,2,3,medium,medium,low,low,low,medium,medium,medium
3617,2,4,medium,medium,low,medium,low,medium,medium,medium
3618,2,2,medium,low,low,low,low,low,high,medium
3619,2,3,medium,medium,low,low,low,medium,high,medium
3620,2,3,medium,medium,medium,medium,low,medium,medium,medium
3621,2,3,medium,medium,medium,medium,low,medium,medium,medium
3622,2,5,medium,medium,medium,medium,medium,medium,medium,medium
3623,2,4,medium,medium,medium,medium,low,medium,medium,low
3624,2,5,medium,medium,low,medium,low,medium,medium,medium
3625,2,4,medium,medium,low,low,low,medium,medium,medium
3626,2,5,medium,medium,medium,medium,medium,medium,medium,low
3627,2,3,medium,medium,low,low,low,medium,medium,medium
3628,2,5,medium,medium,medium,medium,medium,medium,medium,medium
3629,2,3,medium,medium,low,low,low,medium,medium,medium
3630,2,3,medium,medium,low,medium,low,medium,medium,medium
3631,2,4,medium,medium,low,medium,low,medium,medium,medium
3632,2,2,low,low,low,low,low,low,medium,medium
3633,2,2,medium,medium,low,low,low,medium,medium,medium
3634,2,2,medium,low,low,low,low,medium,medium,medium
3635,2,2,medium,low,low,low,low,medium,medium,medium
3636,2,3,medium,medium,low,low,low,medium,high,medium
3637,2,3,medium,medium,medium,medium,low,medium,medium,medium
3638,2,4,medium,medium,medium,medium,low,medium,medium,medium
3639,2,3,medium,medium,low,low,low,medium,medium,medium
3640,2,3,medium,medium,low,medium,low,medium,medium,medium
3641,2,2,medium,low,low,low,low,medium,medium,medium
3642,2,2,medium,medium,low,low,low,medium,medium,medium
3643,2,1,low,low,low,low,low,low,medium,medium
3644,2,4,medium,medium,low,medium,low,medium,medium,medium
3645,2,2,medium,medium,low,low,low,medium,medium,medium
3646,2,4,medium,medium,low,medium,low,medium,medium,medium
3647,2,4,medium,medium,medium,medium,low,medium,medium,medium
3648,2,6,medium,medium,medium,medium,medium,medium,medium,low
3649,2,3,medium,medium,medium,medium,low,medium,medium,low
3650,2,5,medium,medium,medium,medium,medium,medium,medium,medium
3651,2,3,medium,medium,low,low,low,medium,medium,medium
3652,2,3,medium,low,low,low,low,medium,high,medium
3653,2,3,medium,medium,low,low,low,medium,high,high
3654,2,3,medium,medium,medium,medium,low,medium,medium,medium
3655,2,3,medium,medium,low,low,low,medium,medium,medium
3656,2,1,low,low,low,low,low,low,high,high
3657,2,4,medium,medium,medium,medium,low,medium,medium,low
3658,2,4,medium,medium,low,low,medium,medium,medium,medium
3659,2,3,medium,low,low,low,low,medium,medium,medium
3660,2,3,medium,medium,low,low,low,medium,medium,medium
3661,2,4,medium,medium,medium,medium,medium,medium,medium,medium
3662,2,5,medium,medium,medium,medium,medium,medium,medium,medium
3663,2,1,medium,low,low,low,low,medium,medium,medium
3664,2,4,medium,medium,low,medium,low,medium,medium,medium
3665,2,2,medium,medium,medium,medium,low,medium,medium,medium
3666,2,3,medium,medium,low,medium,low,medium,medium,medium
3667,2,2,low,low,low,low,low,low,high,medium
3668,2,4,medium,medium,medium,medium,low,medium,medium,medium
3669,2,2,medium,medium,low,medium,medium,medium,medium,medium
3670,2,1,low,low,low,low,low,low,high,high
3671,2,4,medium,low,low,low,low,medium,high,medium
3672,2,2,medium,medium,medium,medium,low,medium,medium,medium
3673,2,1,low,low,low,low,low,low,medium,medium
3674,2,4,medium,medium,medium,medium,low,medium,medium,medium
3675,2,3,medium,medium,low,medium,low,medium,medium,medium
3676,2,5,medium,medium,medium,medium,medium,medium,medium,medium
3677,2,3,medium,medium,low,medium,low,medium,medium,medium
3678,2,2,medium,low,low,low,low,medium,medium,medium
3679,2,2,medium,medium,low,low,low,medium,medium,medium
3680,2,2,medium,medium,low,low,low,medium,medium,medium
3681,2,2,low,low,low,low,low,low,medium,medium
3682,2,5,medium,medium,medium,medium,low,medium,medium,medium
3683,2,3,medium,medium,low,low,low,medium,high,medium
3684,2,2,medium,low,low,low,low,medium,medium,medium
3685,2,2,low,low,low,low,low,low,high,medium
3686,2,2,medium,medium,low,low,low,medium,medium,medium
3687,2,5,medium,medium,low,medium,low,medium,medium,medium
3688,2,3,medium,medium,medium,medium,low,medium,medium,medium
3689,2,3,medium,medium,low,low,low,medium,medium,medium
3690,2,2,low,low,low,low,low,low,medium,medium
3691,2,5,medium,medium,medium,medium,medium,medium,medium,medium
3692,2,3,medium,medium,medium,medium,low,medium,medium,medium
3693,2,2,medium,medium,low,low,low,medium,medium,medium
3694,2,3,medium,medium,low,medium,low,medium,medium,medium
3695,2,2,medium,medium,low,low,low,medium,medium,medium
3696,2,3,medium,medium,medium,medium,low,medium,medium,medium
3697,2,2,medium,medium,medium,medium,low,medium,medium,medium
3698,2,3,medium,medium,low,medium,low,medium,medium,medium
3699,2,3,medium,medium,medium,medium,low,medium,medium,medium
3700,2,5,medium,medium,low,medium,low,medium,medium,medium
3701,2,3,medium,medium,low,low,low,medium,medium,medium
3702,2,3,medium,medium,medium,medium,low,medium,medium,medium
3703,2,2,medium,medium,low,low,low,medium,medium,medium
3704,2,3,medium,medium,medium,medium,low,medium,medium,medium
3705,2,1,low,low,low,low,low,low,high,high
