essay_id,prompt_id,sentence_fluency_score,question1,question2,question3,question4,question5
1449,1,4,medium,medium,medium,medium,medium
1450,1,4,medium,medium,medium,medium,low
1451,1,5,medium,medium,medium,medium,medium
1452,1,5,medium,medium,medium,medium,medium
1453,1,5,medium,medium,medium,medium,medium
1454,1,6,medium,medium,medium,medium,medium
1455,1,5,medium,medium,medium,medium,medium
1456,1,4,medium,medium,medium,medium,low
1457,1,3,low,low,medium,low,low
1458,1,3,medium,medium,medium,medium,low
1459,1,3,medium,low,medium,medium,low
1460,1,4,medium,medium,medium,medium,low
1461,1,2,medium,medium,medium,medium,low
1462,1,2,medium,medium,medium,medium,low
1463,1,3,low,low,low,low,low
1464,1,4,low,low,low,low,low
1465,1,4,medium,medium,medium,medium,low
1466,1,4,medium,low,medium,medium,low
1467,1,5,medium,medium,medium,medium,low
1468,1,4,medium,medium,medium,medium,low
1469,1,3,low,low,low,low,low
1470,1,4,medium,low,medium,medium,low
1471,1,5,medium,medium,medium,medium,low
1472,1,4,medium,medium,medium,medium,low
1473,1,2,low,low,low,low,low
1474,1,2,low,low,low,low,low
1475,1,3,medium,medium,medium,medium,low
1476,1,4,medium,medium,medium,medium,low
1477,1,3,low,low,low,low,low
1478,1,5,medium,medium,medium,medium,medium
1479,1,3,low,low,low,low,low
1480,1,4,medium,low,medium,medium,low
1481,1,4,medium,low,medium,medium,low
1482,1,3,low,low,low,low,low
1483,1,2,medium,medium,medium,medium,medium
1484,1,4,low,low,low,low,low
1485,1,4,medium,medium,medium,medium,low
1486,1,4,medium,medium,medium,medium,medium
1487,1,3,medium,medium,medium,medium,low
1488,1,4,medium,medium,medium,medium,medium
1489,1,3,low,low,low,low,low
1490,1,3,low,low,low,low,low
1491,1,5,medium,medium,medium,medium,low
1492,1,3,medium,medium,medium,medium,low
1493,1,5,medium,medium,medium,medium,medium
1494,1,5,medium,medium,medium,medium,medium
1495,1,4,medium,medium,medium,medium,medium
1496,1,2,medium,low,medium,medium,low
1497,1,3,low,low,low,low,low
1498,1,3,medium,medium,medium,medium,low
1499,1,4,medium,medium,medium,medium,medium
1500,1,4,medium,medium,medium,medium,medium
1501,1,4,low,low,low,low,low
1502,1,4,medium,medium,medium,medium,low
1503,1,4,medium,medium,medium,medium,low
1504,1,3,medium,medium,medium,medium,low
1505,1,3,medium,medium,medium,medium,medium
1506,1,3,low,low,medium,medium,low
1507,1,3,low,low,low,low,low
1508,1,3,low,low,low,low,low
1509,1,4,low,low,low,low,low
1510,1,5,medium,medium,medium,medium,medium
1511,1,4,medium,medium,medium,medium,medium
1512,1,3,low,low,low,low,low
1513,1,2,medium,low,medium,medium,low
1514,1,4,medium,medium,medium,medium,medium
1515,1,5,medium,medium,medium,medium,low
1516,1,4,medium,low,medium,medium,low
1517,1,4,medium,low,medium,medium,low
1518,1,4,medium,medium,medium,medium,low
1519,1,3,low,low,low,low,low
1520,1,3,medium,medium,medium,medium,low
1521,1,4,medium,medium,medium,medium,low
1522,1,5,medium,medium,medium,medium,medium
1523,1,3,low,low,low,low,low
1524,1,2,low,low,medium,low,low
1525,1,3,low,low,medium,low,low
1526,1,5,medium,medium,medium,medium,low
1527,1,4,medium,medium,medium,medium,low
1528,1,2,low,low,low,low,low
1529,1,3,medium,low,medium,medium,low
1530,1,3,low,low,low,low,low
1531,1,3,medium,low,medium,medium,low
1532,1,4,low,low,medium,low,low
1533,1,3,low,low,medium,low,low
1534,1,3,low,low,low,low,low
1535,1,2,low,low,low,low,low
1536,1,1,low,low,low,low,low
1537,1,3,medium,low,medium,medium,medium
1538,1,4,medium,medium,medium,medium,low
1539,1,4,medium,medium,medium,medium,medium
1540,1,3,low,low,low,low,low
1541,1,4,medium,medium,medium,medium,low
1542,1,5,medium,medium,medium,medium,low
1543,1,3,low,low,low,low,low
1544,1,4,medium,low,medium,medium,low
1545,1,3,low,low,low,low,low
1546,1,5,medium,medium,medium,medium,medium
1547,1,3,low,low,low,low,low
1548,1,3,low,low,low,low,low
1549,1,3,medium,medium,medium,medium,low
1550,1,5,medium,medium,medium,medium,low
1551,1,5,medium,medium,medium,medium,medium
1552,1,2,low,low,low,low,low
1553,1,5,medium,medium,medium,medium,low
1554,1,3,medium,medium,medium,medium,low
1555,1,1,low,low,low,low,low
1556,1,3,low,low,medium,medium,low
1557,1,3,low,low,low,low,low
1558,1,3,medium,medium,medium,medium,low
1559,1,2,low,low,low,low,low
1560,1,3,low,low,low,low,low
1561,1,5,medium,low,medium,medium,low
1562,1,1,low,low,low,low,low
1563,1,3,low,low,medium,low,low
1564,1,3,low,low,low,low,low
1565,1,3,low,low,low,low,low
1566,1,3,low,low,medium,medium,low
1567,1,4,medium,medium,medium,medium,low
1568,1,4,medium,low,medium,medium,low
1569,1,1,low,low,low,low,low
1570,1,4,medium,medium,medium,medium,medium
1571,1,2,low,low,low,low,low
1572,1,4,medium,medium,medium,medium,low
1573,1,5,medium,medium,medium,medium,low
1574,1,5,medium,low,medium,medium,low
1575,1,4,medium,medium,medium,medium,low
1576,1,4,medium,low,medium,medium,low
1577,1,3,low,low,low,low,low
1578,1,3,low,low,medium,low,low
1579,1,4,medium,medium,medium,medium,medium
1580,1,3,medium,medium,medium,medium,medium
1581,1,5,medium,medium,medium,medium,medium
1582,1,4,low,low,medium,low,low
1583,1,4,medium,low,medium,medium,low
1584,1,4,low,low,low,low,low
1585,1,6,medium,medium,medium,medium,medium
1586,1,4,medium,low,medium,medium,low
1587,1,5,medium,medium,medium,medium,medium
1588,1,5,medium,medium,medium,medium,low
1589,1,5,medium,medium,medium,medium,low
1590,1,4,medium,medium,medium,medium,low
1591,1,5,medium,low,medium,medium,low
1592,1,1,low,low,low,low,low
1593,1,4,medium,medium,medium,medium,low
1594,1,3,medium,medium,medium,medium,medium
1595,1,5,medium,medium,medium,medium,medium
1596,1,4,medium,low,medium,medium,low
1597,1,5,medium,medium,medium,medium,medium
1598,1,5,medium,medium,medium,medium,low
1599,1,4,low,low,medium,medium,low
1600,1,3,low,low,low,low,low
1601,1,4,medium,medium,medium,medium,medium
1602,1,5,medium,medium,medium,medium,medium
1603,1,3,medium,low,medium,medium,low
1604,1,3,low,low,low,low,low
1605,1,4,medium,low,medium,medium,low
1606,1,4,low,low,low,low,low
1607,1,4,medium,medium,medium,medium,low
1608,1,3,low,low,low,low,low
1609,1,3,medium,medium,medium,medium,low
1610,1,4,medium,medium,medium,medium,low
1611,1,4,medium,medium,medium,medium,medium
1612,1,5,low,low,medium,medium,low
1613,1,4,medium,medium,medium,medium,medium
1614,1,3,medium,low,medium,medium,low
1615,1,3,low,low,low,low,low
1616,1,6,medium,medium,medium,medium,medium
1617,1,5,medium,medium,medium,medium,medium
1618,1,3,low,low,low,low,low
1619,1,4,medium,medium,medium,medium,medium
1620,1,5,low,low,low,low,low
1621,1,5,medium,low,medium,medium,low
1622,1,6,medium,medium,medium,medium,medium
1623,1,4,medium,medium,medium,medium,low
1624,1,5,medium,low,medium,medium,low
1625,1,4,medium,medium,medium,medium,medium
1626,1,4,medium,medium,medium,medium,medium
1627,1,3,low,medium,medium,medium,low
1628,1,5,medium,medium,medium,medium,medium
1629,1,5,medium,medium,medium,medium,medium
1630,1,5,medium,medium,medium,medium,low
1631,1,4,low,low,low,low,low
1632,1,5,medium,medium,medium,medium,medium
1633,1,4,medium,low,medium,medium,low
1634,1,4,medium,medium,medium,medium,low
1635,1,4,low,low,low,low,low
1636,1,5,medium,medium,medium,medium,low
1637,1,3,medium,low,medium,medium,low
1638,1,4,medium,medium,medium,medium,low
1639,1,5,medium,medium,medium,medium,medium
1640,1,3,low,low,low,low,low
1641,1,3,low,low,low,low,low
1642,1,4,medium,medium,medium,medium,medium
1643,1,5,medium,medium,medium,medium,medium
1644,1,5,medium,medium,medium,medium,low
1645,1,4,medium,medium,medium,medium,medium
1646,1,4,medium,medium,medium,medium,medium
1647,1,2,low,low,low,low,low
1648,1,6,medium,medium,medium,medium,medium
1649,1,5,low,low,low,low,low
1650,1,5,medium,medium,medium,medium,low
1651,1,5,medium,medium,medium,medium,low
1652,1,5,medium,low,low,medium,low
1653,1,4,medium,medium,medium,medium,low
1654,1,4,medium,medium,medium,medium,low
1655,1,3,medium,low,medium,medium,low
1656,1,3,low,low,medium,low,low
1657,1,3,medium,medium,medium,medium,low
1658,1,3,medium,medium,medium,medium,medium
1659,1,6,medium,medium,medium,medium,medium
1660,1,3,medium,medium,medium,medium,medium
1661,1,4,medium,medium,medium,medium,low
1662,1,5,low,low,medium,medium,low
1663,1,3,medium,low,medium,medium,low
1664,1,3,medium,low,medium,medium,low
1665,1,6,medium,medium,medium,medium,medium
1666,1,5,medium,medium,medium,medium,medium
1667,1,4,low,low,low,low,low
1668,1,5,medium,medium,medium,medium,medium
1669,1,6,medium,medium,medium,medium,medium
1670,1,3,medium,medium,medium,medium,low
1671,1,5,medium,medium,medium,medium,medium
1672,1,4,medium,medium,medium,medium,medium
1673,1,1,low,low,low,low,low
1674,1,4,low,low,medium,medium,low
1675,1,5,medium,medium,medium,medium,low
1676,1,3,low,low,medium,low,low
1677,1,4,low,low,medium,medium,low
1678,1,3,low,low,low,low,low
1679,1,3,low,low,low,low,low
1680,1,3,low,low,low,low,low
1681,1,2,low,low,medium,medium,low
1682,1,5,medium,medium,medium,medium,medium
1683,1,4,low,low,low,low,low
1684,1,3,low,low,medium,low,low
1685,1,4,low,low,medium,medium,low
1686,1,1,low,low,low,low,low
1687,1,5,medium,medium,medium,medium,medium
1688,1,3,medium,low,medium,medium,low
1689,1,2,low,low,low,low,low
1690,1,3,low,low,medium,low,low
1691,1,4,medium,medium,medium,medium,low
1692,1,5,medium,medium,medium,medium,medium
1693,1,5,medium,medium,medium,medium,low
1694,1,4,medium,medium,medium,medium,low
1695,1,5,medium,medium,medium,medium,low
1696,1,5,medium,medium,medium,medium,medium
1697,1,3,medium,medium,medium,medium,low
1698,1,4,medium,medium,medium,medium,low
1699,1,4,medium,medium,medium,medium,medium
1700,1,4,medium,medium,medium,medium,medium
1701,1,3,low,low,medium,low,low
1702,1,3,low,low,low,low,low
1703,1,5,medium,medium,medium,medium,medium
1704,1,4,medium,medium,medium,medium,medium
1705,1,5,medium,medium,medium,medium,low
1706,1,4,medium,medium,medium,medium,medium
1707,1,3,low,low,low,low,low
1708,1,2,low,low,low,low,low
1709,1,3,low,low,low,low,low
1710,1,5,medium,medium,medium,medium,low
1711,1,2,low,low,low,low,low
1712,1,5,medium,medium,medium,medium,low
1713,1,4,low,low,low,low,low
1714,1,2,low,low,low,low,low
1715,1,5,medium,medium,medium,medium,medium
1716,1,2,low,low,medium,low,low
1717,1,5,medium,medium,medium,medium,low
1718,1,5,medium,medium,medium,medium,low
1719,1,5,medium,medium,medium,medium,low
1720,1,5,medium,medium,medium,medium,medium
1721,1,3,low,low,low,low,low
1722,1,3,medium,medium,medium,medium,medium
1723,1,4,low,low,low,medium,low
1724,1,5,medium,medium,medium,medium,medium
1725,1,5,medium,medium,medium,medium,low
1726,1,4,medium,medium,medium,medium,low
1727,1,4,medium,medium,medium,medium,low
1728,1,4,medium,medium,medium,medium,medium
1729,1,4,medium,medium,medium,medium,medium
1730,1,3,low,low,medium,low,low
1731,1,3,low,low,low,low,low
1732,1,4,medium,medium,medium,medium,medium
1733,1,4,medium,low,medium,medium,low
1734,1,3,medium,medium,medium,medium,low
1735,1,3,low,low,medium,medium,low
1736,1,4,medium,medium,medium,medium,low
1737,1,3,low,low,medium,low,low
1738,1,3,low,low,medium,medium,low
1739,1,5,medium,medium,medium,medium,low
1740,1,4,medium,medium,medium,medium,medium
1741,1,4,low,low,low,low,low
1742,1,3,medium,low,medium,medium,low
1743,1,5,medium,medium,medium,medium,medium
1744,1,4,medium,medium,medium,medium,low
1745,1,4,medium,medium,medium,medium,medium
1746,1,4,medium,medium,medium,medium,medium
1747,1,3,medium,low,medium,medium,low
1748,1,4,medium,medium,medium,medium,medium
1749,1,3,low,low,low,low,low
1750,1,4,medium,medium,medium,medium,medium
1751,1,3,medium,medium,medium,medium,low
1752,1,3,medium,medium,medium,medium,low
1753,1,4,low,low,medium,medium,low
1754,1,5,low,low,low,medium,low
1755,1,5,medium,medium,medium,medium,medium
1756,1,4,low,low,low,low,low
1757,1,3,low,low,medium,low,low
1758,1,4,medium,medium,medium,medium,low
1759,1,4,low,low,medium,medium,low
1760,1,5,medium,medium,medium,medium,low
1761,1,3,medium,medium,medium,medium,low
1762,1,3,low,low,low,low,low
1763,1,5,medium,low,medium,medium,low
1764,1,5,medium,medium,medium,medium,medium
1765,1,2,low,low,low,low,low
1766,1,3,medium,medium,medium,medium,low
1767,1,4,medium,medium,medium,medium,medium
1768,1,3,low,low,low,low,low
1769,1,4,medium,medium,medium,medium,medium
1770,1,4,medium,medium,medium,medium,medium
1771,1,3,low,low,medium,medium,low
1772,1,4,medium,medium,medium,medium,low
1773,1,4,medium,medium,medium,medium,medium
1774,1,5,medium,medium,medium,medium,medium
1775,1,3,medium,medium,medium,medium,low
1776,1,3,low,low,medium,low,low
1777,1,4,medium,medium,medium,medium,medium
1778,1,1,low,low,low,low,low
1779,1,4,medium,medium,medium,medium,low
1780,1,3,medium,medium,medium,medium,low
1781,1,5,medium,medium,medium,medium,low
1782,1,3,low,low,low,low,low
1783,1,4,low,low,medium,medium,low
1784,1,2,low,low,low,low,low
1785,1,3,low,low,low,low,low
1786,1,1,low,low,low,low,low
1787,1,3,medium,low,medium,medium,low
2978,2,3,medium,medium,medium,medium,low
2979,2,1,low,low,low,low,low
2980,2,2,medium,low,medium,medium,medium
2981,2,3,medium,medium,medium,medium,medium
2982,2,4,medium,medium,medium,medium,medium
2983,2,4,low,low,medium,medium,low
2984,2,4,medium,medium,medium,medium,medium
2985,2,1,medium,medium,medium,medium,low
2986,2,4,medium,medium,medium,medium,medium
2987,2,5,medium,medium,medium,medium,medium
2988,2,2,low,low,medium,low,low
2989,2,4,medium,low,medium,medium,low
2990,2,5,medium,medium,medium,medium,medium
2991,2,2,medium,medium,medium,medium,low
2992,2,2,medium,medium,medium,medium,medium
2993,2,2,low,low,medium,medium,low
2994,2,3,medium,medium,medium,medium,low
2995,2,3,medium,low,medium,medium,low
2996,2,1,low,low,low,low,low
2997,2,4,low,low,low,low,low
2998,2,2,low,low,low,low,low
2999,2,2,low,low,low,low,low
3000,2,3,low,low,low,medium,low
3001,2,3,medium,medium,medium,medium,low
3002,2,2,medium,medium,medium,medium,low
3003,2,2,medium,medium,medium,medium,low
3004,2,3,medium,medium,medium,medium,medium
3005,2,2,low,low,low,low,low
3006,2,4,medium,medium,medium,medium,medium
3007,2,4,medium,medium,medium,medium,medium
3008,2,5,medium,medium,medium,medium,medium
3009,2,4,medium,medium,medium,medium,low
3010,2,2,low,low,low,low,low
3011,2,4,medium,low,medium,medium,low
3012,2,3,medium,medium,medium,medium,medium
3013,2,5,medium,medium,medium,medium,low
3014,2,5,medium,medium,medium,medium,medium
3015,2,5,medium,medium,medium,medium,medium
3016,2,4,medium,medium,medium,medium,medium
3017,2,4,medium,medium,medium,medium,medium
3018,2,3,medium,medium,medium,medium,low
3019,2,3,low,low,low,low,low
3020,2,3,low,low,medium,medium,low
3021,2,3,medium,medium,medium,medium,medium
3022,2,4,medium,medium,medium,medium,medium
3023,2,4,medium,low,medium,medium,low
3024,2,3,medium,medium,medium,medium,medium
3025,2,2,medium,medium,medium,medium,medium
3026,2,4,medium,medium,medium,medium,medium
3027,2,3,medium,low,medium,low,low
3028,2,4,medium,medium,medium,medium,medium
3029,2,2,low,low,low,low,low
3030,2,4,medium,medium,medium,medium,low
3031,2,4,medium,medium,medium,medium,low
3032,2,4,medium,medium,medium,medium,low
3033,2,3,medium,medium,medium,medium,low
3034,2,4,medium,medium,medium,medium,medium
3035,2,3,medium,medium,medium,medium,low
3036,2,4,low,low,low,medium,low
3037,2,5,medium,medium,medium,medium,medium
3038,2,1,medium,medium,medium,medium,low
3039,2,2,medium,low,medium,medium,low
3040,2,4,medium,medium,medium,medium,medium
3041,2,3,medium,medium,medium,medium,low
3042,2,3,low,low,low,low,low
3043,2,3,medium,medium,medium,medium,low
3044,2,3,medium,medium,medium,medium,medium
3045,2,3,medium,medium,medium,medium,medium
3046,2,2,medium,low,medium,medium,low
3047,2,2,low,low,low,low,low
3048,2,4,medium,medium,medium,medium,low
3049,2,3,low,low,medium,low,low
3050,2,1,low,low,low,low,low
3051,2,3,medium,medium,medium,medium,medium
3052,2,5,medium,medium,medium,medium,low
3053,2,4,medium,medium,medium,medium,low
3054,2,3,medium,medium,medium,medium,low
3055,2,2,low,low,low,low,low
3056,2,2,medium,medium,medium,medium,low
3057,2,2,medium,low,medium,medium,low
3058,2,2,medium,medium,medium,medium,medium
3059,2,4,medium,medium,medium,medium,medium
3060,2,3,medium,low,low,medium,low
3061,2,3,medium,low,medium,medium,low
3062,2,4,medium,medium,medium,medium,medium
3063,2,4,medium,medium,medium,medium,medium
3064,2,3,medium,low,medium,medium,low
3065,2,4,medium,medium,medium,medium,medium
3066,2,2,low,low,low,low,low
3067,2,4,medium,medium,medium,medium,low
3068,2,3,low,low,low,low,low
3069,2,3,medium,medium,medium,medium,medium
3070,2,4,medium,medium,medium,medium,low
3071,2,4,medium,low,medium,medium,low
3072,2,3,medium,medium,medium,medium,low
3073,2,3,medium,medium,medium,medium,medium
3074,2,4,medium,medium,medium,medium,medium
3075,2,3,medium,medium,medium,medium,medium
3076,2,2,low,low,low,low,low
3077,2,5,medium,medium,medium,medium,medium
3078,2,1,low,low,low,low,low
3079,2,3,medium,low,medium,medium,low
3080,2,4,medium,medium,medium,medium,medium
3081,2,4,medium,low,medium,medium,low
3082,2,3,medium,medium,medium,medium,low
3083,2,2,low,low,low,low,low
3084,2,3,medium,medium,medium,medium,low
3085,2,2,medium,low,low,medium,low
3086,2,3,low,low,low,low,low
3087,2,3,medium,low,medium,medium,low
3088,2,3,medium,medium,medium,medium,low
3089,2,4,medium,medium,medium,medium,medium
3090,2,3,low,low,low,low,low
3091,2,3,medium,medium,medium,medium,low
3092,2,2,low,low,low,low,low
3093,2,4,medium,medium,medium,medium,low
3094,2,4,medium,medium,medium,medium,low
3095,2,2,low,low,low,low,low
3096,2,1,low,low,medium,low,low
3097,2,2,low,low,medium,medium,low
3098,2,3,low,low,medium,low,low
3099,2,3,medium,medium,medium,medium,medium
3100,2,2,low,low,low,low,low
3101,2,3,medium,medium,medium,medium,low
3102,2,5,medium,medium,medium,medium,low
3103,2,4,low,low,medium,medium,low
3104,2,5,medium,medium,medium,medium,medium
3105,2,4,medium,medium,medium,medium,medium
3106,2,5,medium,medium,medium,medium,medium
3107,2,4,medium,medium,medium,medium,medium
3108,2,4,medium,medium,medium,medium,medium
3109,2,2,low,low,low,low,low
3110,2,2,low,low,low,low,low
3111,2,3,medium,medium,medium,medium,medium
3112,2,4,medium,medium,medium,medium,medium
3113,2,4,medium,medium,medium,medium,medium
3114,2,4,medium,medium,medium,medium,medium
3115,2,4,medium,medium,medium,medium,medium
3116,2,3,medium,low,medium,medium,low
3117,2,2,medium,medium,medium,medium,medium
3118,2,1,low,low,low,low,low
3119,2,4,medium,medium,medium,medium,medium
3120,2,4,medium,low,medium,medium,low
3121,2,4,medium,medium,medium,medium,medium
3122,2,4,medium,medium,medium,medium,medium
3123,2,4,medium,medium,medium,medium,low
3124,2,5,medium,medium,medium,medium,medium
3125,2,4,medium,medium,medium,medium,low
3126,2,3,medium,medium,medium,medium,low
3127,2,4,medium,medium,medium,medium,medium
3128,2,4,low,low,low,low,low
3129,2,4,medium,medium,medium,medium,medium
3130,2,3,medium,medium,medium,medium,medium
3131,2,4,medium,medium,medium,medium,medium
3132,2,2,low,low,low,low,low
3133,2,4,medium,medium,medium,medium,low
3134,2,3,medium,medium,medium,medium,low
3135,2,2,medium,medium,medium,medium,low
3136,2,3,medium,low,medium,medium,low
3137,2,4,medium,medium,medium,medium,low
3138,2,5,medium,medium,medium,medium,medium
3139,2,2,low,low,medium,low,low
3140,2,3,medium,medium,medium,medium,low
3141,2,4,medium,low,medium,medium,low
3142,2,4,medium,medium,medium,medium,medium
3143,2,2,medium,medium,medium,medium,low
3144,2,3,medium,medium,medium,medium,medium
3145,2,4,medium,medium,medium,medium,medium
3146,2,3,low,low,low,medium,low
3147,2,2,low,low,low,low,low
3148,2,2,medium,low,medium,medium,low
3149,2,2,low,low,medium,low,low
3150,2,3,medium,medium,medium,medium,medium
3151,2,4,medium,medium,medium,medium,medium
3152,2,3,medium,medium,medium,medium,medium
3153,2,3,medium,medium,medium,medium,low
3154,2,2,medium,medium,medium,medium,medium
3155,2,2,low,low,medium,medium,low
3156,2,2,medium,medium,medium,medium,medium
3157,2,3,medium,medium,medium,medium,low
3158,2,2,medium,low,medium,medium,low
3159,2,2,low,low,low,low,low
3160,2,4,medium,medium,medium,medium,medium
3161,2,3,medium,low,medium,medium,low
3162,2,5,medium,medium,medium,medium,medium
3163,2,6,medium,medium,medium,medium,low
3164,2,3,medium,low,medium,medium,low
3165,2,4,medium,medium,medium,medium,medium
3166,2,4,medium,medium,medium,medium,medium
3167,2,3,low,low,low,low,low
3168,2,5,medium,medium,medium,medium,medium
3169,2,4,medium,medium,medium,medium,medium
3170,2,3,low,low,low,low,low
3171,2,4,medium,medium,medium,medium,medium
3172,2,3,medium,medium,medium,medium,medium
3173,2,2,medium,low,medium,medium,low
3174,2,2,low,low,medium,low,low
3175,2,3,medium,medium,medium,medium,medium
3176,2,3,low,medium,medium,medium,low
3177,2,1,low,low,low,low,low
3178,2,4,medium,medium,medium,medium,medium
3179,2,3,medium,medium,medium,medium,medium
3180,2,4,medium,medium,medium,medium,medium
3181,2,4,medium,medium,medium,medium,medium
3182,2,3,low,low,low,low,low
3183,2,3,medium,medium,medium,medium,medium
3184,2,3,medium,medium,medium,medium,medium
3185,2,3,medium,medium,medium,medium,medium
3186,2,3,medium,low,medium,medium,low
3187,2,3,medium,low,medium,medium,low
3188,2,3,low,low,low,low,low
3189,2,4,medium,medium,medium,medium,medium
3190,2,4,medium,medium,medium,medium,medium
3191,2,4,medium,medium,medium,medium,low
3192,2,3,low,low,medium,low,low
3193,2,3,medium,medium,medium,medium,medium
3194,2,2,medium,medium,medium,medium,low
3195,2,4,medium,medium,medium,medium,medium
3196,2,2,medium,medium,medium,medium,low
3197,2,3,medium,low,medium,medium,low
3198,2,3,medium,medium,medium,medium,low
3199,2,4,medium,medium,medium,medium,medium
3200,2,4,medium,medium,medium,medium,medium
3201,2,3,low,low,low,low,low
3202,2,4,medium,medium,medium,medium,medium
3203,2,3,medium,low,medium,medium,low
3204,2,3,medium,medium,medium,medium,low
3205,2,3,medium,medium,medium,medium,low
3206,2,3,medium,medium,medium,medium,low
3207,2,2,medium,medium,medium,medium,low
3208,2,4,medium,medium,medium,medium,medium
3209,2,1,low,low,low,low,low
3210,2,3,medium,medium,medium,medium,low
3211,2,2,medium,medium,medium,medium,low
3212,2,5,medium,medium,medium,medium,medium
3213,2,5,medium,medium,medium,medium,medium
3214,2,5,medium,medium,medium,medium,medium
3215,2,1,low,low,low,low,low
3216,2,4,medium,medium,medium,medium,medium
3217,2,3,medium,medium,medium,medium,medium
3218,2,3,medium,medium,medium,medium,medium
3219,2,4,medium,medium,medium,medium,medium
3220,2,3,medium,medium,medium,medium,medium
3221,2,2,medium,medium,medium,medium,low
3222,2,2,low,low,low,low,low
3223,2,2,medium,low,medium,medium,low
3224,2,3,medium,medium,medium,medium,medium
3225,2,3,medium,medium,medium,medium,medium
3226,2,3,medium,medium,medium,medium,low
3227,2,2,medium,medium,medium,medium,low
3228,2,4,medium,medium,medium,medium,medium
3229,2,3,medium,medium,medium,medium,low
3230,2,1,low,low,low,low,low
3231,2,3,medium,medium,medium,medium,low
3232,2,2,low,low,low,low,low
3233,2,3,medium,medium,medium,medium,medium
3234,2,3,medium,medium,medium,medium,medium
3235,2,3,medium,medium,medium,medium,low
3236,2,3,medium,medium,medium,medium,medium
3237,2,1,low,low,medium,low,low
3238,2,2,medium,medium,medium,medium,low
3239,2,3,medium,medium,medium,medium,low
3240,2,1,low,low,low,low,low
3241,2,1,low,low,low,low,low
3242,2,4,medium,medium,medium,medium,medium
3243,2,4,medium,medium,medium,medium,medium
3244,2,3,medium,low,medium,medium,low
3245,2,1,low,low,low,low,low
3246,2,3,low,low,medium,medium,low
3247,2,3,medium,medium,medium,medium,low
3248,2,4,medium,medium,medium,medium,low
3249,2,5,medium,medium,medium,medium,low
3250,2,1,low,low,low,low,low
3251,2,3,medium,medium,medium,medium,medium
3252,2,3,medium,medium,medium,medium,medium
3253,2,5,medium,medium,medium,medium,medium
3254,2,6,medium,medium,medium,medium,medium
3255,2,3,medium,low,medium,medium,low
3256,2,2,medium,low,medium,medium,low
3257,2,1,low,low,low,low,low
3258,2,3,medium,medium,medium,medium,medium
3259,2,2,low,low,low,low,low
3260,2,3,medium,medium,medium,medium,low
3261,2,4,medium,medium,medium,medium,low
3262,2,3,medium,medium,medium,medium,medium
3263,2,4,medium,medium,medium,medium,medium
3264,2,3,medium,medium,medium,medium,low
3265,2,4,low,low,low,medium,low
3266,2,4,medium,medium,medium,medium,medium
3267,2,4,low,low,medium,low,low
3268,2,4,medium,medium,medium,medium,low
3269,2,4,medium,medium,medium,medium,medium
3270,2,4,medium,medium,medium,medium,medium
3271,2,3,medium,low,medium,medium,low
3272,2,1,low,low,low,low,low
3273,2,4,medium,medium,medium,medium,medium
3274,2,4,medium,medium,medium,medium,medium
3275,2,4,medium,medium,medium,medium,medium
3276,2,3,medium,medium,medium,medium,medium
3277,2,5,medium,medium,medium,medium,medium
3278,2,3,medium,medium,medium,medium,medium
3279,2,3,medium,medium,medium,medium,medium
3280,2,2,medium,low,medium,medium,low
3281,2,3,medium,medium,medium,medium,medium
3282,2,4,medium,medium,medium,medium,medium
3283,2,2,low,low,low,low,low
3284,2,4,medium,medium,medium,medium,low
3285,2,2,medium,low,medium,medium,low
3286,2,4,medium,medium,medium,medium,low
3287,2,4,medium,medium,medium,medium,medium
3288,2,3,medium,medium,medium,medium,medium
3289,2,2,low,low,low,medium,low
3290,2,3,low,low,low,low,low
3291,2,5,medium,medium,medium,medium,medium
3292,2,4,medium,medium,medium,medium,medium
3293,2,4,medium,medium,medium,medium,medium
3294,2,3,low,low,low,low,low
3295,2,4,medium,medium,medium,medium,low
3296,2,4,medium,medium,medium,medium,low
3297,2,2,medium,low,medium,medium,low
3298,2,3,medium,medium,medium,medium,medium
3299,2,5,medium,medium,medium,medium,low
3300,2,4,medium,medium,medium,medium,medium
3301,2,2,medium,low,medium,medium,low
3302,2,4,medium,medium,medium,medium,low
3303,2,3,low,low,medium,medium,low
3304,2,4,medium,medium,medium,medium,medium
3305,2,2,low,low,low,low,low
3306,2,4,medium,medium,medium,medium,medium
3307,2,2,medium,low,medium,medium,low
3308,2,3,medium,medium,medium,medium,medium
3309,2,4,medium,medium,medium,medium,medium
3310,2,6,medium,medium,medium,medium,medium
3311,2,4,medium,medium,medium,medium,low
3312,2,4,medium,low,medium,medium,low
3313,2,3,medium,medium,medium,medium,medium
3314,2,3,medium,low,medium,medium,low
3315,2,3,medium,medium,medium,medium,medium
3316,2,3,medium,medium,medium,medium,medium
3317,2,2,medium,medium,medium,medium,low
3318,2,3,medium,medium,medium,medium,low
3319,2,2,medium,low,medium,medium,low
3320,2,3,medium,medium,medium,medium,medium
3321,2,3,medium,medium,medium,medium,low
3322,2,2,medium,medium,medium,medium,low
3323,2,5,medium,medium,medium,medium,medium
3324,2,2,low,low,low,low,low
3325,2,3,medium,medium,medium,medium,medium
3326,2,4,medium,medium,medium,medium,medium
3327,2,2,low,low,low,low,low
3328,2,3,medium,medium,medium,medium,low
3329,2,3,low,low,low,low,low
