essay_id,prompt_id,content_score,question1,question2,question3,question4,question5
9611,4,0.0,low,low,low,low,low
9612,4,0.0,low,low,low,low,low
9613,4,1.0,high,high,high,high,medium
9614,4,0.0,low,low,low,low,medium
9615,4,3.0,high,high,high,high,medium
9616,4,1.0,medium,medium,medium,medium,medium
9617,4,1.0,medium,medium,medium,medium,medium
9618,4,3.0,high,high,high,high,high
9619,4,1.0,medium,medium,medium,medium,medium
9620,4,0.0,medium,medium,medium,medium,medium
9621,4,0.0,medium,medium,medium,medium,medium
9622,4,3.0,high,medium,medium,medium,medium
9623,4,1.0,medium,medium,medium,medium,medium
9624,4,2.0,high,high,high,high,high
9625,4,3.0,high,high,high,high,high
9626,4,0.0,medium,medium,low,medium,medium
9627,4,2.0,medium,medium,medium,medium,medium
9628,4,2.0,high,medium,medium,medium,medium
9629,4,0.0,low,medium,low,medium,medium
9630,4,2.0,high,high,high,high,medium
9631,4,1.0,medium,medium,medium,medium,medium
9632,4,0.0,low,low,low,low,low
9633,4,1.0,medium,medium,medium,medium,medium
9634,4,0.0,low,medium,low,medium,medium
9635,4,0.0,medium,medium,medium,medium,medium
9636,4,1.0,high,high,medium,medium,medium
9637,4,0.0,low,low,low,low,low
9638,4,1.0,medium,medium,medium,medium,medium
9639,4,1.0,high,high,medium,medium,medium
9640,4,1.0,high,medium,medium,medium,medium
9641,4,1.0,high,high,medium,medium,medium
9642,4,2.0,high,high,medium,high,high
9643,4,1.0,high,high,high,high,high
9644,4,0.0,medium,medium,medium,medium,medium
9645,4,2.0,high,high,high,high,high
9646,4,0.0,medium,medium,medium,medium,medium
9647,4,0.0,medium,medium,medium,medium,medium
9648,4,3.0,high,high,high,high,medium
9649,4,0.0,medium,medium,medium,medium,medium
9650,4,2.0,high,high,high,high,medium
9651,4,1.0,high,high,medium,high,medium
9652,4,1.0,high,medium,medium,medium,medium
9653,4,0.0,low,low,low,low,low
9654,4,0.0,low,medium,low,medium,medium
9655,4,0.0,low,medium,low,low,medium
9656,4,0.0,medium,medium,medium,medium,medium
9657,4,1.0,low,low,low,low,medium
9658,4,1.0,medium,medium,medium,medium,medium
9659,4,1.0,medium,medium,medium,medium,medium
9660,4,2.0,high,medium,high,medium,medium
9661,4,1.0,high,medium,medium,medium,medium
9662,4,0.0,low,low,low,low,low
9663,4,1.0,medium,medium,medium,medium,medium
9664,4,0.0,low,low,low,low,low
9665,4,0.0,low,medium,low,low,medium
9666,4,1.0,medium,medium,medium,medium,medium
9667,4,2.0,medium,medium,medium,medium,medium
9668,4,0.0,high,high,high,high,high
9669,4,2.0,medium,medium,medium,medium,medium
9670,4,3.0,high,medium,medium,medium,medium
9671,4,3.0,high,high,high,high,medium
9672,4,1.0,medium,medium,low,medium,medium
9674,4,2.0,high,high,high,high,medium
9675,4,1.0,medium,medium,low,medium,medium
9676,4,0.0,medium,medium,low,medium,medium
9677,4,2.0,medium,medium,medium,medium,medium
9678,4,0.0,medium,medium,medium,medium,medium
9679,4,0.0,low,medium,medium,low,medium
9680,4,1.0,medium,medium,medium,medium,medium
9681,4,0.0,medium,medium,medium,medium,medium
9682,4,1.0,medium,medium,medium,medium,medium
9683,4,1.0,high,high,high,high,medium
9684,4,0.0,medium,medium,medium,medium,medium
9685,4,1.0,low,low,low,low,low
9686,4,1.0,medium,medium,medium,medium,medium
9687,4,0.0,medium,medium,medium,medium,medium
9688,4,1.0,medium,medium,medium,medium,medium
9689,4,1.0,medium,medium,medium,medium,medium
9690,4,1.0,medium,medium,medium,medium,medium
9691,4,0.0,low,low,low,low,low
9692,4,0.0,low,medium,low,low,low
9693,4,0.0,low,low,low,low,low
9694,4,1.0,medium,medium,medium,medium,medium
9695,4,0.0,medium,medium,medium,medium,medium
9696,4,0.0,medium,medium,medium,medium,medium
9697,4,0.0,low,medium,low,low,medium
9698,4,1.0,medium,medium,medium,medium,medium
9699,4,3.0,high,high,high,high,high
9700,4,2.0,high,high,high,high,medium
9701,4,0.0,low,low,low,low,low
9702,4,1.0,medium,medium,low,medium,medium
9703,4,0.0,low,low,low,low,low
9704,4,0.0,low,low,low,low,low
9705,4,1.0,high,high,high,high,medium
9706,4,0.0,low,low,low,low,low
9707,4,0.0,high,high,high,high,high
9708,4,2.0,high,high,medium,high,medium
9709,4,2.0,high,medium,medium,medium,medium
9710,4,1.0,high,medium,medium,medium,medium
9711,4,1.0,high,high,high,high,medium
9712,4,0.0,medium,medium,medium,medium,medium
9713,4,2.0,high,medium,medium,medium,medium
9714,4,0.0,medium,medium,medium,medium,medium
9715,4,1.0,high,high,high,high,medium
9716,4,0.0,medium,high,medium,medium,medium
9717,4,1.0,high,medium,medium,medium,medium
9718,4,0.0,medium,medium,medium,medium,medium
9719,4,0.0,low,low,low,low,low
9720,4,1.0,medium,medium,medium,medium,medium
9721,4,1.0,medium,medium,medium,medium,medium
9722,4,2.0,high,high,medium,medium,medium
9723,4,1.0,high,high,high,high,high
9724,4,1.0,high,medium,medium,medium,medium
9725,4,1.0,medium,medium,medium,medium,medium
9726,4,1.0,medium,medium,medium,medium,medium
9727,4,3.0,high,high,high,high,high
9728,4,0.0,low,medium,low,medium,medium
9729,4,1.0,high,high,high,high,high
9730,4,2.0,high,high,medium,medium,medium
9731,4,1.0,medium,medium,medium,medium,medium
9732,4,0.0,medium,medium,low,medium,medium
9733,4,1.0,high,high,high,high,medium
9734,4,2.0,high,medium,medium,medium,medium
9735,4,0.0,low,low,low,medium,medium
9736,4,0.0,high,high,high,high,high
9737,4,1.0,medium,medium,low,medium,medium
9738,4,2.0,high,high,high,high,high
9739,4,2.0,high,medium,high,medium,medium
9740,4,1.0,high,high,high,high,high
9741,4,2.0,high,high,high,high,medium
9742,4,0.0,medium,medium,medium,medium,medium
9743,4,2.0,high,medium,medium,medium,medium
9744,4,2.0,high,high,high,high,high
9745,4,0.0,medium,medium,medium,medium,medium
9746,4,1.0,medium,medium,medium,medium,medium
9747,4,0.0,medium,medium,low,medium,medium
9748,4,0.0,high,medium,medium,medium,medium
9749,4,0.0,low,medium,low,medium,medium
9750,4,2.0,medium,medium,medium,medium,medium
9751,4,0.0,low,medium,low,medium,medium
9752,4,1.0,high,medium,medium,medium,medium
9753,4,2.0,high,high,high,high,high
9754,4,1.0,medium,medium,medium,medium,medium
9755,4,2.0,high,high,high,high,high
9756,4,0.0,low,low,low,low,low
9757,4,0.0,low,low,low,low,low
9758,4,1.0,high,high,medium,medium,medium
9759,4,1.0,medium,medium,low,medium,medium
9760,4,2.0,high,high,high,high,high
9761,4,2.0,high,high,high,high,medium
9762,4,1.0,high,high,high,high,medium
9763,4,0.0,medium,medium,medium,medium,medium
9764,4,1.0,high,high,medium,medium,medium
9765,4,1.0,medium,medium,medium,medium,medium
9766,4,0.0,high,medium,medium,medium,medium
9767,4,1.0,medium,medium,medium,medium,medium
9768,4,0.0,medium,medium,low,medium,medium
9769,4,0.0,low,low,low,low,low
9770,4,0.0,medium,medium,medium,medium,medium
9771,4,1.0,high,medium,medium,medium,medium
9772,4,1.0,high,medium,medium,medium,medium
9773,4,1.0,medium,medium,medium,medium,medium
9774,4,0.0,medium,medium,medium,medium,medium
9775,4,0.0,low,low,low,low,medium
9776,4,1.0,high,high,medium,medium,medium
9777,4,2.0,high,high,medium,high,medium
9778,4,0.0,medium,medium,medium,medium,medium
9779,4,0.0,low,low,low,low,low
9780,4,2.0,high,high,high,high,high
9781,4,2.0,high,high,high,high,medium
9782,4,1.0,high,high,high,high,medium
9783,4,2.0,high,high,high,high,medium
9784,4,2.0,high,high,medium,medium,medium
9785,4,1.0,low,medium,low,medium,medium
9786,4,1.0,high,high,high,high,medium
9787,4,1.0,medium,medium,low,medium,medium
9788,4,3.0,high,high,high,high,high
9789,4,2.0,high,high,medium,medium,medium
9790,4,0.0,medium,medium,medium,medium,medium
9791,4,2.0,high,high,high,high,medium
9792,4,1.0,high,high,medium,high,medium
9793,4,0.0,low,medium,medium,medium,medium
9794,4,2.0,high,high,medium,medium,medium
9795,4,1.0,medium,medium,medium,medium,medium
9796,4,1.0,high,medium,medium,medium,medium
9797,4,0.0,high,medium,medium,medium,medium
9798,4,2.0,high,high,high,high,medium
9799,4,1.0,medium,medium,medium,medium,medium
9800,4,0.0,medium,medium,medium,medium,medium
9801,4,2.0,high,high,high,high,medium
9802,4,1.0,medium,medium,medium,medium,medium
9803,4,1.0,medium,medium,medium,medium,medium
9804,4,0.0,high,high,medium,high,medium
9805,4,1.0,high,high,high,high,medium
9806,4,1.0,low,low,low,low,low
9807,4,0.0,low,medium,low,low,medium
9808,4,0.0,medium,medium,low,medium,medium
9809,4,0.0,medium,medium,medium,medium,low
9810,4,1.0,medium,medium,medium,medium,medium
9811,4,3.0,high,high,high,high,medium
9812,4,2.0,medium,medium,medium,medium,medium
9813,4,2.0,medium,medium,medium,medium,medium
9814,4,1.0,low,medium,low,medium,medium
9815,4,0.0,high,high,medium,medium,medium
9816,4,3.0,high,high,high,high,high
9817,4,1.0,high,high,medium,high,high
9818,4,1.0,high,medium,medium,medium,medium
9819,4,1.0,medium,medium,medium,medium,medium
9820,4,3.0,high,high,high,high,medium
9821,4,3.0,high,medium,high,high,medium
9822,4,2.0,high,high,high,high,high
9823,4,0.0,medium,medium,medium,medium,medium
9824,4,2.0,high,high,high,high,high
9825,4,0.0,low,low,low,low,medium
9826,4,1.0,high,high,high,high,medium
9827,4,0.0,high,high,high,medium,medium
9828,4,2.0,high,high,high,high,medium
9829,4,3.0,high,high,high,high,high
9830,4,2.0,high,medium,medium,medium,medium
9831,4,2.0,high,high,medium,medium,medium
9832,4,2.0,high,high,high,high,medium
9833,4,2.0,high,high,high,high,medium
9834,4,0.0,low,low,low,low,low
9835,4,1.0,high,high,medium,medium,medium
9836,4,2.0,high,high,medium,high,medium
9837,4,0.0,low,low,low,low,low
9838,4,2.0,medium,medium,medium,medium,medium
9839,4,1.0,medium,medium,medium,medium,medium
9840,4,0.0,low,medium,low,medium,medium
9841,4,2.0,high,medium,medium,medium,medium
9842,4,1.0,low,low,low,low,low
9843,4,2.0,high,medium,medium,medium,medium
9844,4,0.0,medium,medium,low,medium,medium
9845,4,1.0,medium,medium,medium,medium,medium
9846,4,2.0,high,high,high,high,high
9847,4,3.0,high,high,high,high,high
9848,4,2.0,high,high,medium,medium,medium
9849,4,1.0,high,high,medium,medium,medium
9850,4,2.0,medium,medium,medium,medium,medium
9851,4,1.0,medium,medium,medium,medium,medium
9852,4,3.0,high,high,high,high,medium
9853,4,0.0,low,low,low,low,medium
9854,4,1.0,medium,medium,medium,medium,medium
9855,4,1.0,medium,medium,medium,medium,medium
9856,4,2.0,high,medium,medium,high,medium
9857,4,0.0,medium,medium,medium,medium,medium
9858,4,1.0,high,high,medium,medium,medium
9859,4,3.0,high,medium,high,medium,medium
9860,4,2.0,medium,medium,medium,medium,medium
9861,4,2.0,high,high,high,high,high
9862,4,0.0,low,low,low,low,low
9863,4,1.0,low,medium,low,low,medium
9864,4,2.0,high,medium,medium,medium,medium
9865,4,2.0,medium,medium,medium,medium,medium
9866,4,0.0,medium,medium,medium,medium,medium
9867,4,0.0,low,low,low,low,low
9868,4,1.0,high,medium,medium,medium,medium
9869,4,1.0,medium,medium,medium,medium,medium
9870,4,2.0,low,low,low,low,low
9871,4,0.0,low,low,low,low,low
9872,4,1.0,high,high,medium,high,medium
9873,4,1.0,high,high,high,high,medium
9874,4,1.0,high,medium,medium,medium,medium
9875,4,1.0,medium,medium,medium,medium,medium
9876,4,0.0,medium,medium,medium,medium,medium
9877,4,0.0,medium,medium,medium,medium,medium
9878,4,1.0,high,high,high,medium,medium
9879,4,0.0,low,low,low,low,medium
9880,4,2.0,high,high,high,high,medium
9881,4,2.0,high,high,high,high,medium
9882,4,1.0,medium,medium,medium,medium,medium
9883,4,0.0,medium,medium,medium,medium,medium
9884,4,1.0,high,medium,medium,high,medium
9885,4,0.0,low,low,low,low,low
9886,4,1.0,high,high,high,medium,medium
9887,4,0.0,medium,medium,low,medium,medium
9888,4,1.0,medium,medium,medium,medium,medium
9889,4,0.0,medium,medium,medium,medium,medium
9890,4,0.0,low,low,low,low,low
9891,4,1.0,medium,medium,medium,medium,medium
9892,4,0.0,high,high,medium,medium,medium
9893,4,1.0,high,high,high,high,medium
9894,4,0.0,low,low,low,low,low
9895,4,0.0,high,medium,medium,medium,medium
9896,4,0.0,low,low,low,medium,medium
9897,4,0.0,medium,medium,medium,medium,medium
9898,4,1.0,high,medium,medium,medium,medium
9899,4,2.0,high,high,medium,high,high
9900,4,2.0,medium,medium,medium,medium,medium
9901,4,1.0,medium,medium,medium,medium,medium
9902,4,0.0,medium,medium,medium,medium,medium
9903,4,1.0,medium,medium,medium,medium,medium
9904,4,1.0,medium,medium,medium,medium,medium
9905,4,0.0,medium,medium,low,medium,medium
9906,4,1.0,high,high,high,high,high
9907,4,1.0,high,high,medium,medium,medium
9908,4,0.0,medium,medium,medium,medium,medium
9909,4,1.0,medium,medium,medium,medium,medium
9910,4,1.0,medium,medium,medium,medium,medium
9911,4,2.0,high,high,high,high,medium
9912,4,2.0,high,medium,medium,medium,medium
9913,4,0.0,medium,medium,low,medium,medium
9914,4,1.0,high,high,high,high,medium
9915,4,0.0,low,low,low,low,low
9916,4,0.0,low,low,low,low,low
9917,4,3.0,high,high,medium,high,medium
9918,4,1.0,medium,medium,medium,medium,medium
9919,4,3.0,high,high,high,high,high
9920,4,1.0,high,medium,medium,medium,medium
9921,4,1.0,medium,medium,medium,medium,medium
9922,4,0.0,low,low,low,low,low
9923,4,1.0,medium,medium,medium,medium,medium
9924,4,2.0,medium,medium,medium,medium,medium
9925,4,3.0,medium,medium,medium,medium,medium
9926,4,2.0,high,high,medium,high,medium
9927,4,2.0,medium,medium,medium,medium,medium
9928,4,3.0,high,high,high,high,medium
9929,4,2.0,high,high,medium,medium,medium
9930,4,0.0,low,low,low,low,low
9931,4,0.0,medium,medium,medium,medium,medium
9932,4,2.0,high,high,medium,medium,medium
9933,4,0.0,low,medium,low,medium,medium
9934,4,2.0,high,high,high,high,high
9935,4,2.0,high,high,high,high,medium
9936,4,0.0,medium,medium,medium,medium,medium
9937,4,3.0,high,high,high,high,high
9938,4,1.0,medium,medium,medium,medium,medium
9939,4,2.0,medium,medium,medium,medium,medium
9940,4,3.0,high,medium,medium,medium,medium
9941,4,0.0,medium,medium,low,medium,medium
9942,4,3.0,high,high,high,high,medium
9943,4,0.0,medium,medium,low,medium,low
9944,4,0.0,low,low,low,low,medium
9945,4,0.0,medium,medium,medium,medium,medium
9946,4,1.0,high,high,high,high,medium
9947,4,1.0,high,high,medium,medium,medium
9948,4,1.0,medium,medium,medium,medium,medium
9949,4,1.0,medium,medium,medium,medium,medium
9950,4,1.0,low,medium,low,medium,medium
9951,4,0.0,low,low,low,low,low
9952,4,3.0,high,medium,high,high,medium
9953,4,3.0,high,high,high,high,medium
9954,4,2.0,high,high,high,high,medium
9955,4,1.0,medium,medium,medium,medium,medium
9956,4,1.0,medium,medium,medium,medium,medium
9957,4,3.0,high,high,high,high,medium
9958,4,3.0,high,high,high,high,high
9959,4,1.0,low,low,low,low,low
9960,4,1.0,medium,medium,low,medium,medium
9961,4,2.0,high,high,high,high,medium
9962,4,2.0,medium,medium,medium,medium,medium
9963,4,2.0,high,high,high,high,medium
9964,4,3.0,high,high,medium,medium,medium
9965,4,1.0,medium,medium,medium,medium,medium
9966,4,1.0,low,medium,low,medium,medium
9967,4,3.0,high,high,high,high,high
9968,4,3.0,high,high,high,high,medium
9969,4,3.0,high,high,high,high,medium
9970,4,0.0,low,low,low,low,low
9971,4,0.0,low,low,low,low,low
9972,4,1.0,high,medium,medium,medium,medium
9973,4,0.0,low,medium,low,medium,medium
9974,4,0.0,low,low,low,low,medium
9975,4,1.0,high,medium,medium,medium,medium
9976,4,2.0,high,medium,medium,medium,medium
9977,4,0.0,low,medium,low,low,medium
9978,4,0.0,high,medium,medium,medium,medium
9979,4,2.0,high,high,high,high,medium
9980,4,0.0,low,medium,low,low,medium
9981,4,2.0,high,high,high,high,medium
9982,4,2.0,high,high,medium,high,medium
9983,4,3.0,high,high,high,high,high
9984,4,1.0,low,medium,low,medium,medium
9985,4,0.0,high,medium,medium,medium,medium
9986,4,3.0,high,high,high,high,medium
9987,4,0.0,medium,medium,low,medium,medium
9988,4,2.0,medium,medium,medium,medium,medium
9989,4,0.0,low,low,low,low,low
9990,4,0.0,medium,medium,medium,medium,medium
9991,4,3.0,high,high,high,high,medium
9992,4,0.0,medium,medium,low,medium,medium
9993,4,1.0,medium,medium,medium,medium,medium
9994,4,2.0,medium,medium,medium,medium,medium
9995,4,3.0,high,medium,medium,medium,medium
9996,4,0.0,medium,medium,medium,medium,medium
9997,4,0.0,low,low,low,low,low
9998,4,1.0,medium,medium,medium,medium,medium
9999,4,3.0,high,high,high,high,high
10000,4,0.0,low,medium,low,medium,medium
10001,4,0.0,low,medium,high,low,medium
10002,4,2.0,medium,medium,medium,medium,medium
10003,4,2.0,medium,medium,medium,medium,medium
10004,4,3.0,high,medium,high,high,medium
10005,4,2.0,high,high,high,high,medium
10006,4,2.0,high,high,high,high,high
10007,4,1.0,high,high,medium,medium,medium
10008,4,1.0,medium,medium,low,medium,medium
10009,4,1.0,high,high,high,high,medium
10010,4,0.0,medium,medium,medium,medium,medium
10011,4,0.0,medium,medium,medium,medium,medium
10012,4,1.0,high,high,high,high,high
10013,4,3.0,high,medium,medium,medium,medium
10014,4,0.0,medium,medium,low,medium,medium
10015,4,1.0,high,high,medium,high,medium
10016,4,2.0,medium,medium,medium,medium,medium
10017,4,0.0,high,high,medium,medium,medium
10018,4,0.0,low,medium,low,medium,medium
10019,4,0.0,low,low,low,low,low
10020,4,2.0,high,high,high,high,high
10021,4,0.0,medium,medium,low,medium,medium
10022,4,0.0,low,low,low,low,low
10023,4,1.0,medium,medium,medium,medium,medium
10024,4,1.0,high,medium,low,medium,medium
10025,4,1.0,high,high,medium,medium,medium
10026,4,1.0,high,medium,medium,medium,medium
10027,4,2.0,high,medium,medium,medium,medium
10028,4,0.0,medium,medium,medium,medium,medium
10029,4,0.0,high,high,medium,high,medium
10030,4,0.0,low,low,low,low,low
10031,4,1.0,high,high,high,high,high
10032,4,2.0,high,medium,medium,medium,medium
10033,4,0.0,low,low,low,low,low
10034,4,3.0,medium,medium,medium,medium,medium
10035,4,0.0,low,low,low,low,low
10036,4,0.0,medium,medium,medium,medium,medium
10037,4,1.0,high,medium,medium,medium,medium
10038,4,0.0,medium,medium,low,medium,medium
10039,4,1.0,high,medium,medium,medium,medium
10040,4,3.0,high,high,high,high,high
10041,4,0.0,medium,medium,medium,medium,medium
10042,4,0.0,medium,medium,medium,medium,medium
10043,4,1.0,low,low,medium,medium,low
10044,4,0.0,high,high,medium,medium,medium
10045,4,1.0,high,high,medium,high,medium
10046,4,1.0,low,medium,low,medium,medium
10047,4,1.0,medium,medium,medium,medium,medium
10048,4,1.0,medium,medium,medium,medium,medium
10049,4,0.0,medium,medium,low,medium,medium
10050,4,2.0,high,high,high,high,high
10051,4,1.0,medium,medium,medium,medium,medium
10052,4,2.0,medium,medium,medium,medium,medium
10053,4,1.0,high,high,medium,medium,medium
10054,4,2.0,high,high,high,high,medium
10055,4,0.0,high,high,medium,medium,medium
10056,4,1.0,medium,medium,medium,medium,medium
10057,4,2.0,low,low,low,low,low
10058,4,1.0,medium,medium,medium,medium,medium
10059,4,1.0,high,medium,medium,medium,medium
10060,4,1.0,medium,medium,medium,medium,medium
10061,4,0.0,high,high,high,high,high
10062,4,0.0,low,low,low,low,low
10063,4,1.0,high,high,high,high,medium
10064,4,0.0,medium,medium,low,medium,medium
10065,4,2.0,high,high,high,high,medium
10066,4,3.0,high,high,high,high,high
10067,4,2.0,high,medium,medium,medium,medium
10068,4,1.0,high,high,medium,high,medium
10069,4,1.0,medium,medium,low,medium,medium
10070,4,0.0,medium,medium,medium,medium,medium
10071,4,0.0,low,medium,low,medium,medium
10072,4,2.0,high,high,high,high,high
10073,4,2.0,medium,medium,medium,medium,medium
10074,4,1.0,high,high,high,high,high
10075,4,3.0,high,high,high,high,high
10076,4,1.0,high,high,medium,medium,medium
10077,4,0.0,low,low,low,low,low
10078,4,3.0,high,high,high,high,medium
10079,4,2.0,high,high,medium,high,medium
10080,4,0.0,medium,medium,medium,medium,medium
10081,4,0.0,low,medium,low,medium,low
10082,4,1.0,high,medium,medium,medium,medium
10083,4,1.0,high,high,high,high,medium
10084,4,3.0,high,high,high,high,high
10085,4,2.0,high,medium,medium,medium,medium
10086,4,1.0,medium,medium,medium,medium,medium
10087,4,2.0,high,high,high,high,high
10088,4,3.0,high,high,high,high,medium
10089,4,0.0,low,medium,low,low,medium
10090,4,2.0,high,high,high,high,high
10091,4,3.0,high,high,high,high,medium
10092,4,3.0,high,high,high,high,medium
10093,4,2.0,high,high,high,high,high
10094,4,0.0,low,medium,low,medium,medium
10095,4,2.0,high,high,high,high,high
10096,4,0.0,medium,medium,medium,medium,medium
10097,4,2.0,high,high,medium,medium,medium
10098,4,1.0,medium,medium,medium,medium,medium
10099,4,0.0,medium,medium,medium,medium,medium
10100,4,1.0,high,medium,medium,medium,medium
10101,4,3.0,high,high,high,high,high
10102,4,0.0,low,medium,medium,medium,medium
10103,4,0.0,low,low,low,low,low
10104,4,0.0,medium,medium,medium,medium,medium
10105,4,3.0,high,high,high,high,medium
10106,4,0.0,medium,medium,low,medium,medium
10107,4,0.0,low,medium,low,low,medium
10108,4,2.0,high,medium,high,high,medium
10109,4,0.0,low,low,low,low,low
10110,4,1.0,medium,medium,medium,medium,medium
10111,4,0.0,low,medium,low,medium,medium
10112,4,1.0,low,medium,low,medium,low
10113,4,0.0,low,low,low,low,low
10114,4,0.0,medium,medium,medium,medium,medium
10115,4,0.0,high,medium,medium,medium,medium
10116,4,0.0,medium,medium,medium,medium,medium
10117,4,1.0,medium,medium,low,medium,medium
10118,4,3.0,high,high,high,high,high
10119,4,0.0,low,low,low,low,low
10120,4,2.0,medium,medium,medium,medium,medium
10121,4,3.0,high,high,high,high,high
10122,4,2.0,high,high,high,high,medium
10123,4,0.0,medium,medium,low,medium,medium
10124,4,0.0,high,medium,medium,medium,medium
10125,4,0.0,medium,medium,medium,medium,medium
10126,4,0.0,low,low,low,low,low
10127,4,2.0,high,high,high,high,high
10128,4,1.0,medium,medium,medium,medium,medium
10129,4,0.0,medium,medium,low,medium,medium
10130,4,1.0,high,high,high,high,medium
10131,4,0.0,low,low,low,low,low
10132,4,2.0,high,high,high,high,medium
10133,4,0.0,medium,medium,low,medium,medium
10134,4,1.0,medium,medium,medium,medium,medium
10135,4,1.0,low,low,medium,medium,medium
10136,4,2.0,high,high,high,high,medium
10137,4,0.0,low,low,low,low,low
10138,4,0.0,low,low,low,low,low
10139,4,2.0,high,high,high,high,medium
10140,4,0.0,low,low,low,low,low
10141,4,2.0,high,high,high,high,medium
10142,4,2.0,high,high,high,high,high
10143,4,2.0,medium,medium,medium,medium,medium
10144,4,1.0,medium,medium,medium,medium,medium
10146,4,0.0,low,low,low,low,low
10147,4,1.0,high,medium,medium,medium,medium
10148,4,2.0,high,high,high,high,high
10149,4,0.0,low,medium,low,medium,medium
10150,4,1.0,high,high,medium,medium,medium
10151,4,1.0,high,medium,high,medium,medium
10152,4,2.0,high,high,high,high,medium
10154,4,1.0,high,medium,medium,medium,medium
10155,4,2.0,high,high,high,high,high
10156,4,1.0,high,high,medium,medium,medium
10157,4,2.0,medium,medium,medium,medium,medium
10158,4,2.0,high,high,high,high,medium
10159,4,1.0,high,medium,medium,medium,medium
10160,4,2.0,high,high,high,high,medium
10161,4,1.0,high,high,medium,medium,medium
10162,4,2.0,high,medium,medium,medium,medium
10163,4,2.0,high,high,high,high,medium
10164,4,0.0,low,medium,low,low,medium
10165,4,1.0,high,high,medium,medium,medium
10166,4,2.0,high,medium,medium,medium,medium
10167,4,1.0,medium,medium,medium,medium,medium
10168,4,0.0,low,medium,low,medium,medium
10169,4,1.0,medium,medium,medium,medium,medium
10170,4,1.0,medium,medium,medium,medium,medium
10171,4,2.0,high,medium,medium,medium,medium
10172,4,2.0,high,high,high,high,medium
10173,4,1.0,medium,medium,medium,medium,medium
10174,4,0.0,medium,medium,low,medium,medium
10175,4,0.0,low,low,low,low,low
10176,4,1.0,medium,medium,medium,medium,medium
10177,4,0.0,low,low,low,low,low
10178,4,2.0,medium,medium,medium,medium,medium
10179,4,0.0,medium,medium,medium,medium,medium
10180,4,0.0,high,medium,high,medium,high
10181,4,3.0,high,high,high,high,medium
10182,4,0.0,low,low,low,low,low
10183,4,2.0,high,medium,medium,medium,medium
10184,4,2.0,high,high,high,high,high
10185,4,2.0,high,high,high,high,high
10186,4,0.0,low,low,low,low,low
10187,4,3.0,high,high,high,high,high
10188,4,1.0,high,high,medium,medium,medium
10189,4,1.0,high,medium,high,high,medium
10190,4,0.0,medium,medium,medium,medium,medium
10191,4,1.0,high,high,high,high,medium
10192,4,1.0,medium,medium,medium,medium,medium
10193,4,0.0,low,low,low,low,low
10194,4,1.0,high,medium,medium,medium,medium
10195,4,0.0,low,medium,low,medium,medium
10196,4,0.0,medium,medium,medium,medium,medium
10197,4,2.0,high,medium,medium,medium,medium
10198,4,1.0,medium,medium,medium,medium,medium
10199,4,0.0,high,high,high,high,high
10200,4,3.0,high,high,high,high,medium
10201,4,2.0,high,high,high,high,high
10202,4,0.0,low,medium,medium,medium,medium
10203,4,2.0,high,medium,medium,medium,medium
10204,4,3.0,high,high,medium,medium,medium
10205,4,2.0,high,high,high,high,high
10206,4,0.0,low,medium,low,medium,medium
10207,4,2.0,high,high,high,high,medium
10208,4,2.0,high,high,high,high,medium
10209,4,1.0,medium,medium,medium,medium,medium
10210,4,0.0,low,low,low,low,low
10211,4,2.0,high,medium,high,high,medium
10212,4,1.0,medium,medium,medium,medium,medium
10213,4,0.0,high,medium,medium,medium,medium
10214,4,3.0,high,high,high,high,high
10215,4,2.0,high,high,medium,high,medium
10216,4,1.0,low,medium,low,low,low
10217,4,2.0,high,medium,medium,medium,medium
10218,4,2.0,medium,medium,medium,medium,medium
10219,4,2.0,high,medium,medium,medium,medium
10220,4,1.0,medium,medium,medium,medium,medium
10221,4,2.0,high,high,high,high,high
10222,4,0.0,medium,medium,medium,medium,medium
10223,4,1.0,medium,medium,medium,medium,medium
10224,4,2.0,high,high,medium,medium,medium
10225,4,0.0,medium,medium,low,medium,medium
10226,4,2.0,high,medium,medium,medium,medium
10227,4,1.0,high,high,medium,high,medium
10228,4,3.0,high,high,high,high,high
10229,4,2.0,medium,medium,medium,medium,medium
10230,4,0.0,low,medium,low,medium,medium
10231,4,1.0,medium,medium,medium,medium,medium
10232,4,0.0,low,medium,low,medium,medium
10233,4,2.0,medium,medium,medium,medium,medium
10234,4,0.0,high,medium,medium,medium,medium
10235,4,1.0,medium,medium,medium,medium,medium
10236,4,2.0,high,medium,high,high,medium
10237,4,3.0,high,medium,medium,medium,medium
10238,4,0.0,medium,medium,medium,medium,medium
10239,4,1.0,medium,medium,medium,medium,medium
10240,4,1.0,medium,medium,medium,medium,medium
10241,4,0.0,medium,medium,medium,medium,medium
10242,4,0.0,low,low,low,low,low
10243,4,3.0,high,high,high,high,medium
10244,4,0.0,low,medium,medium,medium,low
10245,4,1.0,medium,medium,medium,medium,medium
10246,4,1.0,medium,medium,medium,medium,medium
10247,4,1.0,high,high,medium,high,high
10248,4,0.0,low,low,low,low,low
10249,4,2.0,medium,medium,medium,medium,medium
10250,4,1.0,medium,medium,medium,medium,medium
10251,4,3.0,high,high,high,high,high
10252,4,0.0,low,low,low,low,low
10253,4,2.0,medium,medium,medium,medium,medium
10254,4,1.0,high,medium,medium,medium,medium
10255,4,0.0,high,high,medium,medium,medium
