essay_id,Phraseology_score,question1,question2,question3,question4,question5
EEEF07B3D146,4.0,medium,medium,medium,medium,low
EEEF81C2E133,3.0,medium,medium,medium,medium,low
EF1CF9E844F7,2.5,medium,medium,medium,medium,medium
EF2E939F92B2,3.0,medium,medium,medium,medium,medium
EF36F9497E96,3.0,medium,medium,medium,medium,medium
EF3A72193AAF,2.5,medium,medium,medium,medium,low
EF455BB07922,2.0,low,low,low,low,low
EF45D0314A20,3.5,medium,medium,medium,low,low
EF47AB98271A,3.5,medium,medium,low,low,low
EF4966D17FFB,3.5,medium,medium,low,low,low
EF5922BDE9E5,4.0,medium,medium,medium,medium,low
EF5B4AE52BE6,3.0,medium,medium,medium,low,low
EF6B8CD5EDE9,2.5,medium,medium,medium,medium,low
EF7E0CBD62D2,3.0,low,low,low,low,low
EF8047505E53,3.0,medium,medium,medium,medium,low
EF9677DEFA79,3.5,medium,medium,medium,medium,low
EF9D616EAC4E,3.5,medium,medium,low,low,low
EFACA593A52B,4.0,low,low,low,low,low
EFB208F9EF60,2.5,medium,medium,medium,medium,medium
EFBD506FC8F2,3.5,high,high,high,high,medium
EFBF293CC2AF,4.0,low,medium,low,low,low
EFCC45260444,2.5,medium,medium,medium,low,low
EFD563DFAC60,3.0,medium,medium,medium,medium,medium
EFD7D87EF4C9,3.5,high,high,high,high,medium
EFDAD69E103B,3.5,medium,medium,medium,medium,medium
EFDC396D9F7A,3.0,low,low,low,low,low
EFE2BC73A573,2.5,medium,medium,medium,medium,low
EFF1803E4B81,3.0,medium,medium,medium,medium,low
F0078F48B6D1,4.0,medium,medium,medium,medium,medium
F0116D8BA334,3.5,medium,low,low,low,low
F032D40816C0,2.5,low,medium,low,low,low
F0524CAE23DC,3.0,medium,medium,medium,medium,low
F05D3802BC94,4.5,medium,medium,medium,medium,medium
F06699DB73E0,2.5,low,low,low,low,low
F069420C6DB7,3.5,medium,medium,low,low,low
F06D9612B900,3.0,medium,medium,medium,medium,medium
F074C2FEC1AF,3.5,low,low,low,low,low
F075F9AD2AA4,2.0,medium,medium,medium,low,low
F07EB7B6F40E,3.5,medium,medium,medium,medium,medium
F093FCEEC17E,3.0,medium,high,medium,medium,medium
F094225CAE4F,2.0,medium,medium,medium,medium,medium
F0B44890C961,3.5,medium,medium,medium,medium,low
F0BB52DD1DB6,3.5,medium,medium,medium,medium,low
F0E76CC2EF7A,2.5,medium,medium,medium,medium,low
F0EA44C34C13,2.5,medium,medium,medium,medium,low
F0EECEC5C84B,3.0,medium,medium,low,low,low
F100483B6259,4.0,medium,medium,medium,medium,medium
F11E6745A8DA,2.5,medium,medium,low,low,low
F123CF0BF9DB,2.0,low,low,low,low,low
F1270F8362F8,4.0,medium,high,medium,medium,medium
F12B9AF96175,3.5,medium,medium,medium,medium,medium
F12C7794CDCB,4.0,medium,medium,medium,medium,low
F12EC7A7D168,3.5,medium,medium,medium,low,low
F12FEB0FE5B6,3.0,medium,medium,low,low,low
F131A67F5B95,3.0,medium,medium,low,low,low
F1329DA98283,4.0,medium,high,medium,medium,medium
F13C7EC54868,3.0,medium,medium,low,low,low
F144EA4BE505,1.5,low,low,low,low,low
F1596AB60E72,3.5,medium,medium,medium,medium,medium
F160E7B1FD96,3.5,medium,medium,medium,medium,medium
F1620489BEB3,3.0,medium,medium,medium,medium,medium
F166A6757369,2.5,medium,medium,medium,medium,low
F167D1995565,2.5,medium,medium,low,low,low
F16AFE936F49,3.5,medium,medium,medium,medium,medium
F17A4EF296EB,3.0,low,low,low,low,low
F17D56052066,3.0,medium,medium,medium,medium,medium
F17DDEB77A2A,3.0,medium,medium,medium,medium,medium
F17E1C91D1DC,3.0,low,low,low,low,low
F17F4DF6095D,2.5,medium,medium,medium,medium,low
F1883C3A8C1E,2.5,medium,medium,medium,medium,medium
F1933BF43F45,3.5,low,medium,low,low,low
F19CD0CE3534,2.5,medium,medium,low,low,low
F1A4167422E2,4.0,medium,medium,medium,medium,medium
F1A5FE43ADD0,3.0,medium,medium,medium,medium,low
F1AAB82CE621,2.0,low,low,low,low,low
F1B1760AD63F,3.0,medium,medium,medium,medium,low
F1B4090C8B06,3.5,medium,medium,medium,medium,medium
F1B4412674FE,3.5,medium,medium,medium,medium,medium
F1BB39C5E549,2.5,medium,medium,low,low,low
F1CB29904BBD,3.0,medium,medium,medium,medium,medium
F1DF4F89F70D,3.0,medium,medium,medium,medium,medium
F1F6D7CAE400,2.5,medium,medium,medium,medium,medium
F2029DDE1D2B,2.5,medium,medium,medium,medium,low
F2165F132C87,3.5,medium,medium,low,low,low
F21B26DBED29,4.5,medium,medium,medium,medium,medium
F22B25257E47,3.5,medium,medium,medium,medium,medium
F22FE8D7FA16,3.5,medium,medium,medium,medium,low
F2387DA187A4,3.5,medium,high,low,low,low
F2649F7F089F,2.5,low,low,low,low,low
F27DE7F7F3AB,2.0,low,low,low,low,low
F28D4ACF03AA,3.5,medium,high,high,high,medium
F29244150DCB,4.0,medium,medium,medium,medium,low
F2A721819364,3.5,medium,medium,medium,medium,medium
F2A97549C778,3.5,medium,medium,medium,medium,medium
F2AE464DA15E,3.5,medium,medium,medium,medium,low
F2B360408003,3.0,medium,medium,medium,medium,medium
F2B390040C12,2.0,medium,medium,medium,medium,medium
F2BAC6095D8A,3.0,medium,medium,medium,medium,low
F2C012ECBF9C,3.0,low,low,low,low,low
F2CB99D1FE9F,3.5,medium,medium,medium,medium,medium
F2DE30047DF9,2.5,medium,medium,medium,medium,medium
F30AD5A2B74A,3.0,medium,medium,medium,medium,low
F3259CFA6566,4.5,low,medium,low,low,low
F347A054A1AF,3.0,medium,medium,medium,medium,low
F3550CF50ABC,3.0,medium,medium,medium,medium,medium
F3604BAC5D79,3.0,medium,high,medium,low,low
F386245C7C21,2.0,medium,medium,medium,medium,medium
F38E063ED945,3.5,medium,medium,medium,medium,low
F3996EB91406,2.0,low,medium,low,low,low
F39FFFB63840,2.0,medium,medium,medium,medium,medium
F3A5981B0288,2.0,medium,medium,medium,medium,medium
F3ACD9A99ADA,3.0,medium,medium,medium,medium,medium
F3B7C2480747,2.5,medium,medium,low,low,low
F3BFC265844A,2.5,low,medium,low,low,low
F3E0762BFA43,2.5,medium,medium,low,low,low
F3E2F311D829,2.5,medium,medium,low,low,low
F3F4454A2E3B,3.5,medium,medium,medium,medium,medium
F40D707EC722,4.0,medium,medium,medium,medium,medium
F43067F5C920,3.5,medium,high,medium,medium,medium
F440ECCF9E67,2.5,medium,medium,medium,medium,low
F44AE6192EA9,2.5,medium,medium,medium,medium,medium
F44D5A636C2F,2.5,medium,medium,low,medium,low
F45967CEFA55,3.5,medium,medium,medium,medium,medium
F45F03EBB2CA,2.0,medium,medium,medium,medium,medium
F47F7676912A,4.0,medium,medium,medium,medium,medium
F48D7BBAF52D,2.5,medium,medium,medium,medium,low
F49521C3494B,2.0,medium,medium,medium,medium,medium
F495D071AE60,2.5,medium,medium,low,low,low
F4B3B2CAB030,2.0,low,low,low,low,low
F4BE7BB77A43,2.5,low,low,low,low,low
F4BEEA034AA5,2.5,medium,medium,low,low,low
F4C52358CE03,2.0,medium,medium,low,low,low
F4CFA4007C99,2.5,low,low,low,low,low
F4D07B2A60F9,4.0,medium,medium,medium,medium,low
F4D23BAA49AE,2.5,medium,medium,low,low,low
F4E879AE7FBA,3.0,medium,medium,medium,medium,medium
F4EA60BCBC2C,3.0,medium,medium,medium,medium,medium
F4F054797227,3.0,medium,medium,medium,medium,low
F4FC2D64C127,4.0,medium,high,medium,low,low
F50C9936F416,3.0,medium,medium,medium,medium,medium
F51C77EFF5D8,4.0,low,low,low,low,low
F52394B3500C,3.5,medium,medium,low,low,low
F530741D2297,4.0,medium,high,medium,medium,low
F531D21A72F6,3.5,medium,medium,medium,medium,medium
F53B14C7F455,2.5,medium,medium,medium,medium,medium
F53E50C57938,3.5,medium,medium,medium,medium,low
F54386A8122B,3.0,medium,medium,medium,medium,medium
F55F4FD90B3C,2.5,low,low,low,low,low
F5609AECDD96,3.0,low,medium,low,medium,low
F57B95D17755,3.0,low,low,low,low,low
F58106266977,3.0,medium,medium,low,low,low
F581373D36A4,2.5,low,low,low,low,low
F5817C081342,4.0,medium,medium,medium,medium,medium
F584D9BB5F5C,4.0,medium,medium,medium,medium,medium
F58DF8739B42,2.5,low,low,low,low,low
F591A84185A4,4.0,medium,medium,low,low,low
F5A5B0906BE8,3.0,medium,medium,low,low,low
F5A6427C32CA,3.0,medium,medium,medium,medium,low
F5B510BCCA2D,3.0,medium,medium,medium,medium,medium
F5BC1532013D,2.5,medium,medium,medium,medium,low
F5CB9849B913,3.5,medium,medium,low,low,low
F5D2D8C81370,4.0,medium,medium,low,low,low
F5E70573B058,2.5,medium,medium,low,low,low
F5EA98F42452,4.0,medium,medium,medium,medium,medium
F5EFA67354E6,4.0,medium,medium,medium,medium,low
F5FAD709AAFC,2.5,low,low,low,low,low
F5FF5E9E553C,4.0,medium,medium,medium,medium,low
F60545D8271E,3.0,medium,medium,medium,medium,medium
F610B3CBF3DF,4.0,medium,medium,medium,medium,medium
F610C7BCD9EC,3.0,medium,medium,medium,medium,medium
F6194DEBEFA7,3.0,medium,medium,medium,medium,low
F61FB474D85F,2.0,low,low,low,low,low
F628F0D46CCC,3.0,medium,medium,medium,medium,low
F62B971B739E,2.5,low,medium,low,low,low
F65622698950,2.0,medium,medium,medium,medium,medium
F65D9047F656,3.0,low,low,low,low,low
F66B2BAB7E4C,3.0,medium,medium,medium,medium,low
F673BCEC3BD1,4.5,medium,medium,medium,medium,medium
F6886170FAA3,3.0,medium,medium,low,low,low
F69C85F4C3CA,1.0,low,low,low,low,low
F6AA88DC9ACA,2.5,medium,medium,low,low,low
F6AEEC01F174,2.5,low,low,low,low,low
F6B1E10F02C8,2.5,medium,medium,medium,medium,medium
F6C88F801A8A,2.5,medium,medium,low,low,low
F6DEF203DCD1,3.0,low,low,low,low,low
F6EAE029B20B,3.5,low,medium,low,low,low
F70288B24094,3.0,low,low,low,medium,low
F711DAD6AA51,2.5,medium,medium,medium,medium,low
F72B0C4DB804,4.0,medium,medium,medium,medium,medium
F72B3EE2E414,2.5,medium,medium,low,low,low
F72EA674A872,3.5,medium,medium,medium,medium,medium
F737FB396F2E,2.5,medium,medium,medium,medium,low
F73899060D94,3.5,medium,medium,medium,medium,medium
F73B27B9A443,4.0,medium,medium,medium,medium,medium
F747581D0782,4.0,medium,medium,medium,low,low
F758E275C993,3.5,medium,medium,medium,medium,low
F75BD3928377,2.5,low,low,low,low,low
F75D6E5CCE78,3.0,low,low,low,low,low
F763D4DB9224,3.5,medium,medium,medium,medium,medium
F771A9924D56,2.5,low,low,low,low,low
F772343CC7A7,2.0,low,low,low,low,low
F78366DD5A31,4.0,medium,medium,medium,medium,medium
F792FE4DCF1A,3.5,low,medium,low,low,low
F79EB8CBE0FE,2.0,medium,medium,medium,medium,medium
F7B478DB88ED,3.5,high,high,high,high,medium
F7B5DF87EA1D,3.0,medium,medium,medium,medium,medium
F7B655834981,1.5,low,low,low,low,low
F7CBE1D11BF8,3.0,medium,medium,medium,medium,low
F7CC31D47F06,3.5,medium,medium,medium,medium,medium
F7CF6202A7FA,3.0,low,medium,low,low,low
F7DB1032DFAC,3.0,medium,medium,medium,medium,medium
F7DC6C783239,4.0,medium,medium,medium,medium,medium
F7DD6134C693,2.5,medium,medium,medium,medium,low
F7DE5680F74D,2.5,low,low,low,low,low
F7DF6ABE8573,4.5,medium,medium,medium,medium,medium
F7E091B1D163,4.0,medium,medium,medium,medium,medium
F7E78C064324,2.5,low,low,low,low,low
F7FD0CB34BBC,3.5,medium,high,medium,medium,medium
F82EFD88E2BE,3.5,medium,medium,medium,medium,medium
F834F75D0E3C,2.5,low,low,low,low,low
F83702EEB830,3.0,medium,medium,medium,low,medium
F84E5DEFC874,3.5,medium,medium,medium,medium,medium
F85B1C875E6C,3.0,medium,medium,medium,medium,low
F869B38F3A89,2.0,low,low,low,low,low
F86C79CE78F4,2.0,low,low,low,low,low
F86CA3BFAB20,3.5,medium,high,medium,medium,low
F87594F095B6,3.0,low,low,low,low,low
F8776FDF7DC0,3.5,medium,medium,medium,medium,medium
F886A2B6F351,3.0,medium,high,medium,low,low
F88A0801C9EB,3.5,medium,medium,low,low,low
F893E9ED1F0C,3.0,low,low,low,low,low
F89738650EDF,4.0,medium,medium,medium,medium,medium
F8A3497B5F2D,3.5,medium,medium,low,low,low
F8B49772E887,3.0,medium,medium,medium,medium,low
F8BA702A8450,3.0,medium,medium,low,low,low
F8C7B0C9F064,3.0,medium,medium,low,low,low
F8F503B765DA,2.5,low,low,low,low,low
F8F7785B285B,2.5,medium,medium,low,medium,low
F8FD4F6B6DE6,3.0,medium,medium,medium,medium,low
F8FE41D805D0,4.0,medium,medium,medium,medium,medium
F8FE459205F4,3.0,medium,medium,low,low,low
F9069F051AD1,3.0,medium,medium,medium,low,low
F9072F36ECE7,3.0,medium,medium,medium,medium,low
F90A25704212,4.0,medium,medium,medium,medium,medium
F90A6181BBCA,4.0,medium,medium,medium,medium,low
F9111CF0A009,3.0,low,low,low,low,low
F91EFD0443E6,3.0,medium,medium,medium,medium,medium
F92C1E979556,2.0,low,low,low,low,low
F93A5B7E57AF,4.0,medium,high,medium,high,low
F951F260E983,3.0,medium,medium,low,low,low
F95CE6B81C75,4.0,medium,medium,medium,medium,medium
F97469E0877C,3.0,medium,medium,medium,medium,medium
F98F9BA65DFB,2.5,low,low,low,low,low
F98FEC21D9EA,3.5,medium,high,high,high,medium
F998E8BD71CF,4.0,medium,medium,medium,medium,medium
F99B20789DD7,3.0,medium,medium,medium,medium,medium
F99CE431D554,2.0,low,medium,low,low,low
F9BE4676CA35,3.5,medium,medium,medium,medium,medium
F9C298BF7CE5,3.5,medium,medium,medium,low,low
F9C96F25D515,2.5,medium,medium,low,medium,low
F9D0974B3AF7,3.0,medium,medium,low,medium,low
F9DDE725DB74,2.5,low,low,low,low,low
F9E1434B2151,3.0,medium,medium,medium,low,low
F9FEE5DC1640,2.5,medium,medium,medium,medium,medium
FA0619D6A0DF,4.0,medium,medium,medium,medium,medium
FA078892658B,3.5,medium,medium,low,low,low
FA08CD5A2E48,3.5,medium,medium,medium,medium,medium
FA0A1D6FEE25,3.5,medium,medium,medium,medium,medium
FA0A22FE957A,2.5,low,medium,low,low,low
FA11AB7CD13F,2.5,low,low,low,low,low
FA130BF0072E,3.5,low,low,low,low,low
FA145FA7B678,2.5,low,low,low,low,low
FA2DE7E82907,3.0,medium,medium,medium,medium,low
FA314E23647E,2.0,medium,medium,medium,medium,low
FA38957FCAF6,2.5,medium,medium,medium,medium,medium
FA3D872358BF,2.5,medium,medium,medium,medium,low
FA43581AD6D1,4.0,medium,medium,medium,high,low
FA4D2DB3B9EA,3.0,medium,medium,low,low,low
FA55AEEF8F9C,4.0,medium,medium,low,low,low
FA568C27F0F5,2.0,low,low,low,low,low
FA5998D50575,3.0,low,low,low,low,low
FA5BCD4CBF5A,3.0,medium,medium,low,low,low
FA63EE28501A,3.5,medium,medium,medium,medium,low
FA72E7D170D5,2.5,medium,medium,medium,medium,low
FA87416EF173,2.5,low,low,low,low,low
FA9386DCB8DD,2.5,medium,medium,medium,medium,low
FA9E315D7939,2.5,medium,medium,medium,medium,medium
FA9EEE4BF0AD,3.0,medium,medium,medium,medium,medium
FAA0197AFF57,3.0,medium,medium,medium,medium,low
FAA9FC1B315B,4.0,medium,medium,medium,medium,low
FAAFFC983E47,2.0,medium,medium,medium,medium,low
FAB189F7E4DF,3.5,medium,medium,medium,medium,medium
FABE0E966789,3.0,low,medium,low,low,low
FAC0A72D62EE,4.0,medium,medium,medium,medium,medium
FAC16838327F,3.5,low,low,low,low,low
FAC3F8F91C6F,3.0,medium,medium,low,medium,low
FAC8305E209D,2.5,medium,medium,medium,medium,medium
FAF2897C9B65,3.0,medium,medium,medium,medium,medium
FAF6B6E4DFF4,2.5,medium,medium,medium,medium,medium
FB1A86FB4BFC,3.0,medium,medium,medium,medium,low
FB2840C4B789,3.0,medium,medium,medium,medium,medium
FB4D3D883D49,2.5,medium,medium,low,low,low
FB4EAE59106B,3.0,medium,low,low,low,low
FB5F33FEC99F,4.0,high,high,high,high,medium
FB68439D9CBA,2.5,medium,medium,low,low,low
FB687C2C7D4B,4.0,medium,medium,medium,medium,medium
FB6F9B24FD1B,2.0,low,medium,low,low,low
FB70FE5B31A8,3.5,medium,medium,medium,medium,medium
FB73ABAB1D14,3.0,medium,medium,low,low,low
FBB5F20E7554,2.5,medium,medium,low,low,low
FBC269A9D3AE,3.5,medium,medium,medium,medium,medium
FBC421A7BE79,3.5,low,medium,low,low,low
FBE180CF324E,4.0,low,medium,low,low,low
FBE8983EF69C,4.5,medium,medium,medium,medium,medium
FBE9FF521DD1,3.5,medium,medium,medium,medium,low
FC0B49DA0438,2.5,medium,medium,medium,medium,medium
FC2050EA9039,4.0,medium,medium,medium,high,medium
FC211F7815F2,3.5,medium,medium,medium,low,low
FC2D44D20533,3.0,low,low,low,low,low
FC33EC420C9E,2.5,medium,medium,medium,medium,low
FC343CFBE807,4.0,medium,medium,medium,medium,medium
FC36DBAE640B,2.5,medium,medium,medium,medium,medium
FC5120C98AE7,4.0,medium,medium,medium,medium,low
FC69DC957116,3.0,medium,medium,medium,medium,low
FC723537E49B,2.5,low,low,low,low,low
FC7F226294EE,3.0,medium,medium,medium,medium,medium
FC831CB27E25,2.5,medium,medium,medium,medium,low
FC86782120D3,3.0,low,low,low,low,low
FC9DA73D1EA0,3.5,low,low,low,low,low
FCAE7B948DCF,2.5,medium,medium,medium,medium,low
FCC2991C1760,4.0,medium,medium,medium,medium,medium
FCD0FB7FE622,2.5,medium,medium,medium,medium,low
FCD5885AE01E,2.5,low,low,low,low,low
FCD96EA1E6E8,3.0,medium,medium,medium,medium,medium
FCE7BA86AFDF,3.5,medium,medium,medium,medium,low
FCF714354720,3.0,medium,medium,medium,low,low
FD0881855804,2.5,medium,medium,medium,medium,medium
FD0C7DA5E69F,3.0,medium,medium,medium,medium,medium
FD13023EE10A,2.0,medium,medium,medium,medium,low
FD22ECF287BD,4.0,medium,medium,medium,medium,medium
FD418CE29DFC,3.5,medium,medium,medium,medium,medium
FD462BF89F7D,2.5,medium,medium,medium,medium,low
FD48D4BB6F06,4.5,medium,medium,medium,low,low
FD4C4EDC22DE,3.5,medium,medium,medium,low,low
FD7B0090CFE0,3.0,medium,medium,medium,medium,medium
FD7DC289E98E,4.0,medium,medium,medium,medium,medium
FD972500F1EC,3.0,medium,high,medium,medium,medium
FD98A503573E,2.5,medium,medium,low,low,low
FD9A86C8DA31,3.5,medium,high,medium,medium,medium
FDA7648F8B49,2.0,low,low,low,low,low
FDB362959DDF,3.0,medium,medium,low,low,low
FDC94E0FE9C8,3.5,medium,medium,medium,medium,medium
FDCBCA9B0636,3.0,medium,medium,medium,medium,medium
FDE0B653AD74,4.0,medium,medium,medium,low,low
FDF7C4F4BC4D,3.5,medium,medium,medium,medium,medium
FDFB04ED3388,3.5,medium,medium,medium,medium,medium
FE14D7378CFB,3.0,medium,medium,medium,medium,low
FE1D0E5EA2EB,3.5,medium,medium,medium,medium,medium
FE2115055812,3.0,medium,medium,low,low,low
FE31D12E44FE,3.0,low,low,low,low,low
FE3CA06DDCA1,3.0,medium,medium,medium,medium,low
FE3F2F729D98,2.0,low,low,low,low,low
FE459F8CF4CE,3.0,medium,high,medium,medium,medium
FE4E3BB2DAE1,3.0,medium,medium,medium,medium,medium
FE60E597467E,4.5,medium,medium,medium,medium,medium
FE69FBDD5681,3.5,medium,medium,medium,medium,medium
FE6D9B200002,2.0,low,low,low,low,low
FE6EC11C8877,3.0,medium,medium,medium,medium,medium
FE700406E7D4,2.5,low,medium,low,low,low
FE722240CBB7,3.0,medium,medium,medium,medium,low
FE7408E48786,4.0,medium,medium,medium,medium,medium
FE7BFE19D977,2.5,low,low,low,low,low
FE7CACFB2B1A,2.5,low,medium,low,low,low
FE822B3E72FC,2.5,medium,medium,medium,low,low
FE8A54A36006,3.0,low,medium,low,low,low
FE8B7167BD93,4.0,medium,medium,medium,medium,medium
FE8BA4043788,2.5,medium,medium,medium,medium,medium
FEA2C3FB45D1,2.5,low,medium,low,medium,low
FEA77A729AC3,3.5,medium,medium,medium,medium,medium
FEAF4F517583,3.0,medium,medium,medium,medium,medium
FEC5B79E4778,3.0,medium,medium,medium,low,low
FEC7696871E4,3.5,medium,high,medium,medium,medium
FED42BB10805,2.5,medium,medium,medium,medium,medium
FEDCB06D743F,3.5,medium,medium,medium,medium,medium
FEE662801AF4,2.5,medium,medium,medium,medium,low
FF13996AB0B3,4.0,medium,medium,medium,medium,low
FF190BD8380B,3.5,medium,medium,medium,medium,low
FF197A6B15B2,2.5,medium,medium,medium,medium,medium
FF2B30052436,2.5,low,low,low,low,low
FF4CBDA0E418,2.5,medium,medium,medium,medium,medium
FF6224AC70C6,3.5,medium,high,medium,low,low
FF66DA76E15F,4.0,medium,medium,medium,medium,medium
FF6F91DC4170,3.0,medium,medium,low,medium,low
FF7698C3CC8B,3.0,medium,medium,medium,medium,low
FF76D397A73C,3.5,medium,medium,medium,medium,medium
FF7FE6BD8509,3.5,medium,medium,medium,medium,low
FF8A189E3BE4,2.5,low,low,low,low,low
FF8BAC351714,3.0,low,low,low,low,low
FF8BCBD76108,2.5,medium,medium,medium,medium,medium
FF9469424ED0,3.5,medium,medium,medium,low,low
FF9C278EA478,3.0,medium,medium,medium,medium,medium
FF9E0379CD98,3.0,low,low,low,low,low
FFA3D98123DC,3.5,medium,medium,low,medium,low
FFA6690BC309,3.5,medium,medium,medium,low,low
FFAEAF8D0C90,1.5,low,low,low,low,low
FFCDB2524616,4.0,medium,medium,medium,medium,medium
FFD29828A873,3.5,medium,medium,medium,medium,medium
FFD9A83B0849,4.0,medium,high,medium,medium,medium
FFDC4011AC9C,3.0,low,low,low,medium,low
FFE16D704B16,4.0,medium,medium,medium,medium,medium
FFED00D6E0BD,3.0,medium,medium,medium,medium,low
36042533396,4.0,medium,medium,medium,medium,medium
78201045481,2.5,medium,medium,low,low,low
61862469100,2.5,medium,medium,medium,medium,low
298969937643,3.5,medium,medium,medium,medium,low
410957337087,3.0,medium,medium,medium,medium,low
430762044028,2.5,low,low,low,low,low
441097905601,3.0,medium,medium,medium,medium,medium
503960784148,2.5,low,low,low,low,low
523130079501,3.0,low,low,low,low,low
532528134425,3.0,low,medium,low,low,low
570595740274,3.5,medium,medium,low,low,low
782678016796,2.5,medium,medium,medium,medium,medium
833489139971,3.5,medium,medium,medium,medium,medium
856351253492,2.0,low,low,low,low,low
533579606800000000,3.0,medium,medium,medium,medium,medium
1780256200000000000000000000000000000000000000000000000000000000000000000000000,2.5,medium,medium,medium,medium,low
26650408983,2.0,low,low,low,low,low
60346336449,3.5,medium,medium,medium,medium,medium
92767513178,2.0,medium,medium,low,medium,low
1.99E+11,3.0,medium,high,medium,medium,low
2.45E+11,3.5,medium,medium,medium,medium,low
2.89E+11,3.5,medium,medium,low,low,low
3.99E+11,3.0,medium,medium,medium,medium,medium
4.37E+11,3.0,medium,medium,low,low,low
4.96E+11,3.0,medium,medium,medium,medium,medium
6.00E+11,3.5,medium,medium,low,medium,low
6.07E+11,2.5,low,medium,low,low,low
6.88E+11,4.0,medium,medium,medium,medium,low
8.25E+11,2.5,medium,medium,medium,medium,medium
9.91E+11,3.0,medium,medium,low,medium,low
9.92E+12,4.0,medium,medium,medium,medium,low
2.58E+14,3.0,medium,medium,medium,medium,low
0000C359D63E,3.5,low,low,low,low,low
000BAD50D026,2.0,low,low,low,low,low
00367BB2546B,2.0,medium,medium,medium,medium,medium
003969F4EDB6,4.5,medium,high,medium,medium,medium
003CD44CF2A4,4.5,medium,medium,medium,medium,medium
003D42DDACFF,3.0,medium,medium,low,low,low
006BBA75CDC8,3.5,medium,medium,medium,medium,low
00898D9FB10A,3.0,medium,medium,medium,medium,medium
00A49C7C4858,3.0,medium,high,medium,low,low
00A6131B713F,3.0,medium,medium,medium,medium,low
00C59F811990,4.0,medium,medium,medium,medium,low
00E3943E1CBC,4.5,medium,medium,medium,medium,low
00F1B64983E6,3.0,medium,medium,low,low,low
014CA5A01658,2.5,medium,medium,low,low,low
0156601A2CF7,2.5,medium,medium,medium,medium,low
01732789E9C5,3.0,medium,medium,medium,medium,low
01B1CFD8215F,3.5,medium,medium,medium,medium,medium
01D8970208A9,3.0,medium,medium,medium,medium,medium
01D9E0250FC3,2.5,medium,medium,low,low,low
01E7242A2AD7,3.0,medium,medium,medium,medium,low
01F2F4ACBB52,2.0,low,low,low,low,low
0201B7877AD3,3.0,low,low,low,low,low
021BB7B4A80E,2.5,low,low,low,low,low
02440F360C5A,4.0,medium,medium,medium,medium,low
02804004CA32,2.5,medium,medium,medium,medium,medium
0284B75925F3,3.0,medium,medium,medium,medium,low
028D5A9225EF,4.0,medium,medium,medium,low,low
02A574A22EFC,2.5,low,low,low,low,low
02A7A3AFFBD5,3.0,medium,medium,medium,low,low
02EFA76621AD,2.5,medium,medium,low,low,low
02EFED8BB1F3,4.0,low,low,low,low,low
0302B100D902,3.0,low,low,low,low,low
032EA260523C,3.0,medium,medium,low,low,low
0355066BBDF8,3.5,medium,high,medium,high,medium
03656D51096B,4.0,medium,medium,medium,medium,medium
03ACC24E174B,3.0,medium,medium,medium,medium,medium
03E6BECDC070,3.0,medium,medium,medium,medium,low
03F1072E7B0B,2.5,medium,medium,low,low,low
03FDC60BE33B,4.0,medium,medium,low,low,low
040FEEAEE7EB,3.0,medium,medium,medium,medium,medium
04184B40C7F4,4.0,medium,medium,medium,medium,medium
0460D496583C,4.0,medium,high,medium,medium,medium
046297CE5FF1,3.5,medium,medium,medium,medium,medium
04776677F17B,4.0,medium,medium,medium,medium,medium
049035B52D10,3.0,medium,medium,low,low,low
049B81A96C80,5.0,medium,medium,medium,high,medium
04C3E054509C,3.5,medium,medium,medium,medium,low
04C82DE05927,3.0,medium,medium,low,low,low
04CAB8943A49,3.0,medium,medium,low,low,low
04E5813F4484,3.5,medium,medium,medium,low,low
04EDDF675649,4.0,medium,medium,low,low,low
04FD6D3F0D85,3.0,medium,medium,medium,medium,medium
05118F820085,2.5,low,low,low,low,low
0513BFE67A44,3.5,medium,high,medium,medium,medium
051EA089AB5C,2.0,low,medium,low,low,low
0530EFC2C988,2.5,low,low,low,low,low
0533762ACD0D,2.0,medium,medium,low,low,low
05577F21EC4A,4.0,medium,medium,low,low,low
0582CA46C6C9,3.0,medium,medium,medium,medium,low
059FB5798AD7,2.5,low,low,low,low,low
05A0DA9580E5,3.5,medium,medium,medium,medium,low
05A6953BFA14,2.0,medium,medium,medium,low,low
05B0A120B963,3.0,medium,medium,low,low,low
05C1BC63B590,2.5,low,medium,low,low,low
05D237F606EA,4.5,medium,medium,medium,medium,medium
05DE4EDA3728,2.0,low,medium,low,medium,low
06157560C62F,4.0,medium,medium,medium,medium,low
061AD4A149E6,2.5,medium,medium,medium,low,low
062211CEDBAA,3.5,medium,medium,medium,medium,low
0632179AE306,2.5,low,low,low,low,low
065F25665503,2.5,medium,medium,low,low,low
068CB04916E0,3.5,medium,medium,medium,medium,medium
068D538BE131,3.0,medium,medium,medium,low,low
069CC5098990,3.5,medium,medium,medium,medium,medium
06AE531C787C,4.0,medium,medium,medium,low,low
06E45DA87F52,2.0,low,low,low,low,low
06FDA881AB3A,4.0,medium,medium,medium,low,low
0713F0B79291,4.0,medium,medium,medium,medium,medium
07150605AAEB,3.0,medium,medium,medium,medium,low
07414A338814,2.5,low,low,low,low,low
074E385E3B7E,2.0,low,low,low,low,low
074E715BAE12,2.5,medium,medium,medium,medium,low
0756ACE551C9,4.5,medium,medium,medium,medium,medium
0757FE18DBAA,3.5,medium,medium,medium,low,low
