essay_id,Vocabulary_score,question1,question2,question3,question4,question5,question6
CA11FD3CAC43,3.5,medium,high,high,medium,medium,medium
CA290993DFBA,4.0,low,low,low,low,medium,low
CA29A62DA67B,3.5,medium,medium,medium,medium,medium,medium
CA2B324678EA,3.5,medium,medium,medium,medium,medium,medium
CA347336D930,2.5,medium,medium,medium,medium,medium,low
CA3752A6A8F3,2.5,low,low,low,low,medium,low
CA3EB3AA11FC,1.5,low,low,low,low,low,low
CA42D47C0914,3.5,medium,medium,medium,medium,medium,medium
CA4941643D09,3.0,low,low,low,low,medium,low
CA58CF3D8943,3.0,medium,low,medium,low,medium,medium
CA64C82B0F26,2.5,low,low,low,low,low,low
CA73BDEC2752,3.5,medium,medium,medium,medium,medium,medium
CA7CE4CE7ED3,3.5,medium,medium,medium,medium,medium,medium
CA7EF1C7C3FE,3.0,medium,low,medium,low,medium,low
CA8C0B2EA600,3.0,medium,medium,medium,medium,medium,medium
CA8DAD4BCC7A,3.0,medium,medium,medium,medium,medium,medium
CA966FF7F1E6,3.5,medium,medium,medium,medium,medium,medium
CAA2C4C4E79C,3.5,medium,low,medium,low,medium,medium
CAAB28864F44,3.0,medium,medium,medium,medium,medium,medium
CAC2F2EE4C2D,2.0,medium,medium,medium,medium,medium,medium
CAC6822F740C,3.5,medium,medium,medium,medium,medium,medium
CB120B25B46E,4.0,medium,medium,medium,medium,medium,medium
CB17AF6F1138,3.0,low,low,low,low,low,low
CB2F9A2B612B,3.0,medium,medium,medium,medium,medium,medium
CB327222A71B,3.0,medium,medium,medium,medium,medium,medium
CB34AD33CAEB,4.0,high,high,medium,medium,medium,medium
CB4C85EFAE67,3.0,medium,low,medium,low,medium,medium
CB71E5F9AE1E,3.0,medium,medium,medium,medium,medium,medium
CB73FAA1669D,2.5,low,low,low,low,low,low
CB7F46E1BDF6,3.5,medium,medium,medium,medium,medium,medium
CB892FB55B59,3.5,medium,medium,medium,medium,medium,medium
CBA73A4D5C18,3.0,medium,medium,medium,medium,medium,medium
CBB0475A89B4,4.0,medium,medium,medium,medium,medium,medium
CBCA3CFF320B,3.5,low,low,low,low,low,low
CBDE3C526D05,3.0,low,low,medium,low,medium,low
CBE7994D8199,2.5,low,low,low,low,medium,low
CBEB284749D7,3.0,medium,medium,medium,medium,medium,medium
CBF103FE58DD,2.5,low,low,low,low,low,low
CBF13C6D3FFC,3.0,medium,medium,medium,medium,medium,medium
CBF62E8FFA1B,3.5,medium,medium,medium,medium,medium,medium
CBFD5CD8BCD9,3.5,medium,medium,medium,medium,medium,medium
CBFEE0C81C5E,3.0,medium,medium,medium,medium,medium,medium
CC0186CE98B3,2.0,low,low,low,low,low,low
CC10B6160941,3.5,medium,medium,medium,medium,medium,medium
CC11E4C2FE01,3.0,medium,medium,medium,medium,medium,medium
CC149CD4B584,3.0,low,low,low,low,low,low
CC24D88BEB8E,3.0,medium,high,medium,high,medium,medium
CC2EC6C74865,4.0,medium,medium,medium,medium,medium,medium
CC30C03474B1,3.0,low,low,low,low,low,low
CC68BA9DCB2F,3.5,medium,medium,medium,medium,medium,medium
CC8647F0D1E1,4.0,medium,medium,medium,medium,medium,medium
CC8C5C963660,3.5,medium,medium,medium,medium,medium,medium
CC9E2835EFAF,3.0,high,high,medium,medium,medium,medium
CCA58535073C,3.5,medium,medium,medium,medium,medium,medium
CCB13E22A439,2.5,low,low,low,low,medium,low
CCB5EED97986,3.0,medium,medium,medium,medium,medium,medium
CCC05B237877,3.0,medium,medium,medium,medium,medium,medium
CCDD77656701,3.0,low,low,low,low,low,low
CCEFC4392340,5.0,medium,medium,high,high,medium,high
CD1D7EC5810C,3.5,low,low,low,low,medium,low
CD4135EAFB1E,3.0,medium,medium,medium,medium,medium,medium
CD47F64F2398,3.0,medium,medium,medium,medium,medium,medium
CD506B5747F7,3.0,low,low,low,low,low,low
CD52F56B2392,3.0,low,low,low,low,low,low
CD5F70E5C1D7,3.5,medium,low,medium,low,medium,low
CD7201C66BBC,5.0,medium,medium,medium,medium,medium,medium
CD81F6CCE819,3.5,medium,medium,medium,medium,medium,medium
CD99E2D6DBE9,4.0,low,low,low,low,medium,low
CD9AF89E5CA1,3.5,medium,medium,medium,low,medium,low
CD9FDD5F9F9E,4.5,medium,medium,medium,medium,medium,medium
CDA4015E635A,3.0,low,low,low,low,low,low
CDAA99F49D42,2.5,medium,low,medium,low,medium,low
CDABA09822C7,2.5,medium,medium,medium,medium,medium,medium
CDBB3ACAD2C8,3.0,medium,medium,medium,medium,medium,medium
CDCE16D2C836,3.5,medium,medium,medium,low,medium,medium
CDCE6EB37AF6,3.0,medium,low,low,low,medium,low
CDDAB6C29BF8,3.0,low,low,low,low,medium,low
CDDCA13DB734,3.0,medium,medium,medium,medium,medium,medium
CDDFBBACC7B6,3.0,medium,medium,medium,medium,medium,medium
CDE661A599F5,4.0,high,high,medium,high,medium,medium
CE11907D971D,3.0,low,low,low,low,medium,low
CE19B516A167,2.5,low,low,medium,low,medium,medium
CE214B0C2CB6,4.5,medium,medium,medium,medium,medium,medium
CE246FE2471F,3.5,medium,medium,medium,medium,medium,medium
CE2EC298670A,3.5,low,low,low,low,low,low
CE43CDF8BAA4,4.5,medium,medium,medium,medium,medium,medium
CE43DBA12965,3.0,medium,medium,medium,medium,medium,medium
CE54FF437FFC,3.0,medium,medium,medium,medium,medium,medium
CE6A2E382FBE,2.5,low,low,low,low,medium,low
CE7E3C75BAF8,4.0,medium,medium,medium,medium,medium,medium
CE7FCD160837,3.5,medium,medium,medium,medium,medium,medium
CE9843304D87,3.0,medium,low,low,low,medium,low
CE98C42F51C2,2.5,low,low,medium,low,medium,medium
CEAD27DE3263,3.0,medium,medium,medium,medium,medium,medium
CEC1115B69DB,3.0,medium,medium,medium,medium,medium,medium
CEC5B40D1688,4.5,medium,medium,medium,medium,medium,medium
CEC6870D564F,2.0,low,low,low,low,medium,low
CEC71375C061,2.5,medium,medium,medium,medium,medium,medium
CED4F9C63B9B,3.0,medium,medium,medium,medium,medium,medium
CEE41F7526FA,3.0,low,low,low,low,low,low
CEE6F38D4ED6,2.5,medium,medium,medium,medium,medium,medium
CEF302996231,3.0,medium,low,medium,low,medium,medium
CEFC32741811,3.5,medium,medium,medium,medium,medium,medium
CEFDC545C24F,3.5,low,low,low,low,low,low
CF288DDE1328,3.5,medium,medium,medium,medium,medium,medium
CF290C0884F0,3.0,low,low,low,low,low,low
CF3DC2587708,3.0,medium,medium,medium,medium,medium,medium
CF45352F8424,3.5,medium,high,medium,high,medium,medium
CF453C152FD5,3.0,low,low,medium,low,medium,low
CF4E6D77F514,3.5,medium,medium,medium,medium,medium,medium
CF7AF5FA5DDC,3.5,medium,medium,medium,medium,medium,medium
CF961DD37C82,4.0,low,low,low,low,medium,low
CFA41112FF1B,2.5,medium,low,low,low,medium,low
CFA55621F274,3.0,medium,medium,medium,medium,medium,medium
CFBD5DD8ECFD,3.5,medium,medium,medium,medium,medium,medium
CFD0D13D3180,4.0,medium,medium,medium,medium,medium,medium
CFD454F55693,3.0,medium,medium,medium,medium,medium,medium
CFEC920440CE,3.0,low,low,low,low,medium,low
CFFD84E8F43B,2.5,low,low,low,low,medium,low
D001F6D3A0D0,4.0,medium,medium,medium,medium,medium,medium
D0056301ADA8,3.5,medium,medium,medium,medium,medium,medium
D01F88C1F2A0,3.0,medium,low,medium,low,medium,low
D0211302AE30,4.0,low,low,medium,low,medium,medium
D03AC4A82463,2.5,low,low,low,low,low,low
D03BCE849DEA,3.0,medium,medium,medium,medium,medium,medium
D03CE04CF47C,3.0,medium,medium,medium,medium,medium,medium
D044FCEAE0D7,3.5,medium,medium,medium,medium,medium,medium
D06951B19A28,3.5,medium,medium,medium,medium,medium,medium
D06C0F3D5553,3.0,medium,medium,medium,medium,medium,medium
D06EDF336392,2.5,high,high,high,high,high,medium
D08BCAC0B1D6,3.0,low,low,low,low,medium,low
D09D2C17FB38,4.0,medium,medium,medium,medium,medium,medium
D0A218161D37,3.0,low,low,low,low,medium,low
D0A5FF29C338,4.0,low,low,low,low,medium,low
D0C50EB5CB1F,3.0,medium,medium,medium,medium,medium,medium
D0CC47FFC293,4.0,medium,medium,medium,medium,medium,medium
D0D7C3A056CE,3.0,medium,medium,medium,medium,medium,medium
D10BBD82D66F,4.0,high,high,high,high,high,medium
D116B2A5E044,3.0,medium,medium,medium,medium,medium,medium
D129F19FF7F7,4.0,medium,medium,medium,medium,medium,medium
D139A5C53DE9,4.0,medium,medium,medium,medium,medium,medium
D13D39A7CD7E,3.0,medium,medium,medium,low,medium,low
D14413B502FD,3.0,medium,low,low,low,medium,low
D151A06B4136,2.5,medium,medium,medium,medium,medium,medium
D159EE3218BC,3.5,medium,high,medium,medium,medium,medium
D15E85D292CE,3.5,medium,low,medium,medium,medium,low
D16B3304A010,3.0,medium,medium,medium,medium,medium,medium
D175411080CC,3.5,medium,medium,medium,medium,medium,medium
D1769512AB23,2.0,low,low,low,low,low,low
D184EDBFB3B8,3.0,medium,medium,medium,medium,medium,medium
D190133EDD2B,2.5,low,low,low,low,low,low
D1A0AFC80A9A,3.5,medium,medium,medium,medium,medium,medium
D1A682106D3C,3.0,medium,medium,medium,medium,medium,medium
D1A866170CEA,3.0,medium,medium,medium,medium,medium,medium
D1B607165DAB,4.0,medium,medium,medium,medium,medium,medium
D1B9985EAF6C,4.0,medium,medium,medium,medium,medium,medium
D1B9A2A7BEDA,3.5,medium,low,medium,low,medium,medium
D1C316C7ED37,3.0,low,low,medium,low,medium,low
D1C5C7879A33,2.5,low,low,low,low,medium,low
D1D770AF6855,5.0,medium,medium,medium,medium,medium,medium
D1EB6E3F8A28,3.5,medium,medium,medium,medium,medium,medium
D203157DCBF0,4.0,medium,high,high,medium,medium,medium
D2035E3721BA,3.0,medium,medium,medium,medium,medium,medium
D22D2878F4C7,3.0,medium,low,medium,low,medium,medium
D23D870D5333,3.5,medium,low,low,low,medium,low
D2421A895FFA,3.5,medium,medium,medium,medium,medium,medium
D242BBCBEAFB,2.5,medium,low,medium,low,medium,medium
D250DB9080E0,3.5,medium,medium,medium,medium,medium,medium
D2517350CB3A,3.5,medium,medium,medium,medium,medium,medium
D25868F1C5C3,2.5,low,low,medium,low,medium,medium
D25F59B6DC95,3.0,medium,medium,medium,medium,medium,medium
D26C9B0368D0,4.0,low,low,low,low,low,low
D28F4250040D,3.5,medium,medium,medium,medium,medium,medium
D2910C3C8E3B,3.0,medium,medium,medium,medium,medium,medium
D293D510A140,3.0,medium,medium,medium,medium,medium,medium
D2C7BE42DEF6,2.5,low,low,low,low,low,low
D2C9C1EE55F2,3.0,medium,low,low,low,medium,low
D2D9D0C94A14,2.5,medium,low,low,low,medium,low
D2DF0FA5218C,3.5,medium,medium,medium,medium,medium,medium
D2E2605EE795,3.0,medium,medium,medium,medium,medium,medium
D2E545CFEBF3,3.0,medium,medium,medium,medium,medium,medium
D2EBEB5FDA90,3.5,low,low,low,low,medium,low
D2FB14A7C43B,3.0,medium,medium,medium,medium,medium,medium
D30614F0911F,3.5,medium,medium,medium,medium,medium,medium
D30D6D7F3D39,3.5,medium,medium,medium,medium,medium,medium
D325C8F858F6,3.0,medium,medium,medium,medium,medium,medium
D326DB3F4FCF,3.0,low,low,low,low,medium,low
D3291B198D36,4.0,medium,medium,medium,medium,medium,medium
D344D0003B84,3.5,medium,medium,medium,medium,medium,medium
D35A126B4379,3.5,medium,medium,medium,medium,medium,medium
D3612C6F0653,3.0,medium,medium,medium,medium,medium,medium
D36CCF111F86,4.0,medium,medium,medium,medium,medium,medium
D37157CEC26F,3.0,low,medium,medium,medium,medium,medium
D371D73ACCC2,3.5,medium,medium,medium,medium,medium,medium
D38A414FA051,3.5,medium,medium,medium,medium,medium,medium
D390FE972D8F,3.5,medium,medium,medium,medium,medium,medium
D3999CF53EFE,3.0,medium,medium,medium,low,medium,low
D3A5813D8C06,2.0,medium,medium,medium,medium,medium,medium
D3A6B04B54A9,3.5,medium,medium,medium,medium,medium,medium
D3B45F8759E3,3.0,medium,medium,medium,medium,medium,low
D3C9A3C2BB08,3.5,medium,medium,medium,medium,medium,medium
D3D5841674F5,3.5,medium,medium,medium,low,medium,medium
D3F44CC7EC17,4.0,low,low,low,low,medium,low
D401F5D87E45,3.5,medium,medium,medium,medium,medium,medium
D41787486DA6,2.5,low,low,low,low,medium,low
D4269468970A,3.0,medium,medium,medium,medium,medium,medium
D42B6354404D,3.0,medium,low,medium,low,medium,medium
D42B99110E5C,3.0,low,low,low,low,medium,low
D43F13CE2638,4.0,medium,medium,medium,medium,medium,medium
D43F9C906CD6,4.0,low,low,low,low,low,low
D447CB3558A0,3.0,medium,medium,medium,medium,medium,medium
D4490C9F73B9,4.0,medium,low,medium,medium,medium,medium
D45494CE3D2E,5.0,medium,medium,medium,medium,medium,medium
D457F3AEAC6D,3.5,medium,medium,medium,medium,medium,medium
D45A0B7F9D48,4.0,medium,medium,medium,medium,medium,medium
D464E294DDB4,3.5,medium,medium,medium,medium,medium,medium
D49547B9FCB3,2.5,medium,medium,medium,low,medium,medium
D4A0BB487395,3.0,medium,low,low,low,medium,low
D4A38C52F57D,3.5,medium,medium,medium,medium,medium,medium
D5202DF530D1,2.5,medium,low,medium,medium,medium,medium
D537BE6997F7,3.0,low,low,low,low,low,low
D54C778A8F9C,3.0,medium,medium,medium,medium,medium,medium
D5588B5DD6FF,4.5,medium,medium,medium,medium,medium,medium
D579D6F26A91,2.5,medium,medium,medium,medium,medium,medium
D57EBE64C7A2,3.0,medium,low,low,low,low,low
D581D89A822A,3.5,medium,medium,medium,medium,medium,medium
D58980F5EC66,3.5,medium,medium,medium,medium,medium,medium
D5916B1F52BB,3.0,medium,medium,medium,medium,medium,medium
D594B486E6B5,4.0,medium,medium,medium,medium,medium,medium
D5A110D65134,3.0,medium,medium,medium,medium,medium,medium
D5AC4A35BAF8,3.5,medium,medium,medium,medium,medium,medium
D5C7212A31FD,2.0,low,low,low,low,low,low
D5C7AA1266CC,3.5,medium,medium,medium,low,medium,medium
D5C8C29F17D8,3.0,low,low,low,low,low,low
D5E3716C5E49,4.0,medium,medium,medium,medium,medium,medium
D5E4F0C7D0BC,3.5,medium,medium,medium,medium,medium,medium
D610B092DAD9,3.0,medium,medium,medium,medium,medium,medium
D61FC9795679,3.0,low,low,low,low,low,low
D6278021E119,3.5,medium,medium,medium,medium,medium,medium
D62F970B0DAE,3.0,medium,medium,medium,low,medium,medium
D6407F1D3515,3.5,medium,medium,medium,medium,medium,medium
D6504339A690,3.5,medium,medium,medium,medium,medium,medium
D669349412FB,2.0,low,low,low,low,low,low
D679B3291B9C,3.5,medium,medium,medium,medium,medium,medium
D684AE8A9418,4.5,medium,medium,medium,medium,medium,medium
D68907DB12ED,3.5,medium,medium,medium,medium,medium,medium
D6894AB9188B,3.5,medium,medium,medium,medium,medium,medium
D6930DD4EDD0,3.5,medium,medium,medium,medium,medium,medium
D6B34BAFC908,3.0,medium,medium,medium,medium,medium,medium
D6C9DE61BAF4,3.0,medium,medium,medium,medium,medium,medium
D6CCEE56DA9D,3.0,medium,medium,medium,medium,medium,medium
D6FF6E26EB7D,3.0,medium,medium,medium,medium,medium,medium
D7301CAAFAB0,2.5,low,low,low,low,medium,low
D743AC1EB08D,4.0,medium,medium,medium,low,medium,low
D7528DEBA951,4.0,medium,medium,medium,medium,medium,medium
D752DF2541DD,3.0,medium,low,medium,low,medium,medium
D760EF65B80C,3.0,medium,medium,medium,medium,medium,medium
D77456B25F73,3.0,medium,medium,medium,medium,medium,medium
D7766B98F761,4.0,medium,medium,medium,medium,medium,medium
D776E7CA9913,3.0,low,low,low,low,medium,low
D779EEB6F8BC,3.0,medium,medium,medium,medium,medium,medium
D77A3352CB34,3.0,medium,medium,medium,medium,medium,medium
D7817C171926,2.5,medium,low,medium,low,medium,medium
D7B9BEAEE50E,3.0,medium,medium,medium,medium,medium,medium
D7C6DEB19630,3.5,low,low,low,low,low,low
D7C9E22CC216,3.5,medium,low,medium,medium,medium,medium
D7E4E0A1B943,2.0,low,low,low,low,low,low
D7EC70BFCAB6,3.0,medium,low,medium,low,medium,low
D80B98C274D4,3.0,medium,medium,medium,medium,medium,medium
D80ED2446C0E,3.5,medium,medium,medium,medium,medium,medium
D81AEDF6E262,3.0,medium,low,low,low,medium,low
D84024335230,3.5,medium,high,high,medium,medium,medium
D840D9ED669C,3.0,medium,medium,medium,medium,medium,medium
D84463ADEE19,3.0,low,low,low,low,low,low
D8532CCFE454,3.5,medium,medium,medium,medium,medium,medium
D86C20117DC9,3.5,medium,low,medium,medium,medium,medium
D875C4365BC3,2.0,low,low,low,low,low,low
D87F1B0CE93F,4.0,medium,medium,medium,medium,medium,medium
D8934CA35801,3.0,low,low,medium,low,medium,low
D8D84A2E4CE0,3.0,medium,medium,medium,medium,medium,medium
D8D90E042134,4.0,medium,medium,medium,medium,medium,medium
D8F9861CD318,4.0,medium,low,medium,low,medium,medium
D8FCB1AB9867,3.5,medium,low,medium,medium,medium,medium
D9018539576D,4.5,medium,medium,medium,medium,medium,medium
D9130F5402F6,3.5,medium,medium,medium,medium,medium,medium
D91D25F55AD9,3.5,medium,medium,medium,medium,medium,medium
D92452B93539,2.5,low,low,low,low,medium,low
D92BFF2AC7FD,3.0,medium,medium,medium,medium,medium,medium
D93895A285B0,3.5,low,low,low,low,low,low
D939E8851FAE,3.5,medium,medium,medium,medium,medium,medium
D93EC6A7E859,2.0,low,low,low,low,low,low
D940E4357737,3.0,medium,medium,medium,medium,medium,medium
D9469EFAE287,3.5,medium,medium,medium,medium,medium,medium
D948703E8026,4.0,medium,medium,medium,medium,medium,medium
D949A947DD92,3.5,medium,medium,medium,medium,medium,medium
D95A9CC4C62B,3.0,medium,medium,medium,medium,medium,medium
D95B78E39793,3.0,medium,medium,medium,medium,medium,medium
D96EF27304E5,3.5,medium,medium,medium,medium,medium,medium
D99C71A15BA0,3.0,low,low,low,low,medium,low
D9AAC11BC7AC,3.0,medium,medium,medium,medium,medium,medium
D9AAEE4C9BCC,2.5,medium,medium,medium,medium,medium,medium
D9B44BD44222,3.0,low,low,low,low,medium,low
D9B51C663A5F,2.5,medium,medium,medium,medium,medium,medium
D9B80F897473,3.0,low,low,low,low,low,low
D9BC7F4F22F0,2.5,low,low,low,low,low,low
D9D8AB28BD26,2.5,low,low,low,low,medium,low
D9E77CD4506B,3.0,low,low,low,low,low,low
D9E7B148EF8C,3.0,low,low,low,low,medium,low
D9F549A8EE63,3.0,medium,medium,medium,medium,medium,medium
D9FA943B5453,4.0,medium,medium,medium,medium,medium,medium
D9FB5E411A4F,3.0,medium,medium,medium,medium,medium,medium
D9FC1CDE9B10,3.0,medium,low,medium,low,medium,low
DA00F2B25B8C,3.5,medium,medium,medium,medium,medium,medium
DA1ABE125640,3.0,medium,medium,medium,medium,medium,medium
DA228B928B61,3.5,medium,medium,medium,medium,medium,medium
DA254A895F0D,3.0,low,low,low,low,medium,low
DA26E5E2C08E,3.5,medium,low,medium,low,medium,low
DA43320FCA57,3.0,low,low,low,low,low,low
DA4E1BDBD778,2.5,medium,medium,medium,medium,medium,medium
DA5CA667B729,4.0,medium,medium,medium,medium,medium,medium
DA674E9EB26C,3.5,medium,medium,medium,medium,medium,medium
DA6899CADE97,3.5,medium,medium,medium,medium,medium,medium
DA7C756EEA38,3.0,medium,low,medium,low,medium,medium
DA86BC9B9FB6,4.0,medium,low,medium,low,medium,medium
DA8E64EC1304,3.0,low,low,medium,low,medium,medium
DA8F8C0D6952,4.5,medium,medium,medium,medium,medium,medium
DA92389BB8F0,2.0,low,low,low,low,medium,low
DA994B5C3784,4.0,medium,medium,medium,medium,medium,medium
DACE7A4DE7DB,5.0,high,high,high,high,medium,high
DACF12F21A7C,2.5,medium,medium,medium,medium,medium,medium
DAD01CB5C8D8,3.5,medium,medium,medium,medium,medium,medium
DAD5BCDAB7DD,3.5,medium,medium,medium,medium,medium,medium
DAE1AA29184B,3.0,medium,low,medium,low,medium,low
DAECE15EE507,2.5,medium,medium,medium,medium,medium,medium
DAF9AC30424E,2.5,low,low,medium,low,medium,low
DB050381035B,2.0,medium,medium,medium,medium,medium,medium
DB0A595A4723,3.0,low,low,low,low,medium,low
DB1838237151,3.0,medium,low,medium,low,medium,medium
DB2E935F461F,3.5,medium,medium,medium,medium,medium,medium
DB2EA5C4828F,1.5,low,low,low,low,low,low
DB34A89420F2,3.0,medium,low,medium,low,medium,low
DB621DB9A4C3,3.0,medium,medium,medium,medium,medium,medium
DB69B98973B6,4.0,medium,medium,medium,medium,medium,medium
DB6B9E64CFF0,3.5,medium,low,medium,low,medium,medium
DB80C6963DB7,3.0,medium,medium,medium,medium,medium,medium
DB85B6DDB462,3.0,medium,medium,medium,medium,medium,medium
DB8F7B150495,3.0,low,low,low,low,medium,low
DB9BA6D8278F,3.0,medium,medium,medium,medium,medium,medium
DBAB680CBC5D,3.0,low,low,medium,low,medium,medium
DBAE7F4F7837,3.5,medium,medium,medium,medium,medium,medium
DBBAF0AB97FB,3.0,medium,medium,medium,medium,medium,medium
DBC04530D2F9,3.0,medium,medium,medium,medium,medium,medium
DBC60BDBC49E,3.0,medium,low,medium,medium,medium,medium
DBC8CBF56BB9,4.0,medium,medium,medium,medium,medium,medium
DBCAB09E41C7,3.5,low,low,low,low,low,low
DBDBF971510B,4.0,medium,low,medium,low,medium,medium
DBDE16551908,2.5,medium,medium,medium,medium,medium,medium
DBE977177080,3.0,low,low,medium,low,medium,low
DBF44F842C57,2.0,low,low,low,low,low,low
DC099826F469,3.0,medium,medium,medium,medium,medium,medium
DC1271D1294D,4.0,medium,medium,medium,medium,medium,medium
DC247D62DB3E,3.0,medium,low,medium,medium,medium,medium
DC2E6750CDEC,4.0,high,high,high,high,medium,high
DC33D5F69792,3.0,low,low,low,low,low,low
DC391957FF10,3.0,medium,medium,medium,medium,medium,medium
DC467256CD82,4.0,medium,medium,medium,medium,medium,medium
DC56EF65D59D,3.5,medium,medium,medium,high,medium,medium
DC5DAF538DF2,4.5,high,high,medium,high,medium,medium
DC6EDCFCFBC2,3.5,medium,medium,medium,medium,medium,medium
DC77E1C50756,3.0,medium,medium,medium,medium,medium,medium
DC7961960711,3.0,medium,medium,medium,medium,medium,medium
DC7F27315FCF,3.5,medium,medium,medium,medium,medium,medium
DC88C1130FD9,3.0,medium,medium,medium,medium,medium,medium
DCB1A6F255A8,3.5,medium,medium,medium,medium,medium,medium
DCB9EAF9C92A,3.0,low,low,medium,low,medium,medium
DCBE020F2A4F,3.0,low,low,low,low,medium,low
DCCA609D1212,3.0,medium,medium,medium,medium,medium,medium
DCDDFA12E124,3.5,low,low,low,low,low,low
DCDED7261D03,3.5,medium,medium,medium,medium,medium,medium
DCE760033193,3.0,low,low,low,low,medium,low
DCE82F61BE10,3.5,medium,medium,medium,medium,medium,medium
DCED139D2C03,3.0,low,low,medium,low,medium,medium
DCED9DA8896F,3.0,low,low,low,low,low,low
DCEE7FD21CFD,3.0,medium,medium,medium,medium,medium,medium
DCF9F70FBA91,4.0,medium,medium,medium,medium,medium,medium
DCFBEEAC3AA8,2.5,low,low,low,low,low,low
DD00E48BC258,3.0,medium,medium,medium,medium,medium,medium
DD10F696E570,3.0,low,low,low,low,low,low
DD265EC28AEB,4.0,low,low,medium,low,medium,medium
DD279F25DC1F,4.0,low,low,low,low,low,low
DD474E5804C0,4.5,low,low,low,low,low,low
DD66EBC605D1,4.0,medium,medium,medium,medium,low,medium
DD91A86810BD,3.0,medium,low,low,low,medium,low
DD96F81877AF,3.5,medium,medium,medium,medium,medium,medium
DDAA14DE7D11,2.5,medium,low,medium,low,medium,low
DDB673D3627D,3.0,medium,medium,medium,medium,medium,medium
DDC3C4A828DA,3.5,medium,medium,medium,medium,medium,medium
DDCB2CC96EA7,3.0,high,high,medium,high,medium,medium
DDD1A1F08FDF,2.5,medium,medium,medium,medium,medium,medium
DDD24AF9146F,4.0,medium,medium,medium,medium,medium,medium
DDD3771E1DF6,4.0,medium,medium,medium,medium,medium,medium
DE06A0AF7DEC,3.0,low,low,low,low,low,low
DE0F5C13960F,4.0,medium,medium,medium,medium,medium,medium
DE1A1149D54B,4.0,medium,medium,medium,medium,medium,medium
DE20CFA52C1D,4.5,medium,medium,medium,medium,medium,medium
DE3867FD43DE,2.5,low,low,low,low,medium,low
DE41897F9C7E,2.5,low,low,low,low,medium,low
DE54A8F9C29C,4.0,medium,medium,medium,medium,medium,medium
DE54F3466948,3.0,medium,medium,medium,medium,medium,low
DE56AA9B4BF1,3.5,medium,medium,medium,medium,medium,medium
DE8162CAC353,3.0,medium,medium,medium,medium,medium,medium
DE841BF24A2F,3.5,medium,medium,medium,medium,medium,medium
DE8EAEAC72D9,3.0,low,low,low,low,low,low
DE921CECE21A,4.0,medium,medium,high,medium,medium,medium
DE962FEDCD9E,2.5,medium,medium,medium,medium,medium,medium
DEA1F417949A,4.0,medium,medium,medium,medium,medium,medium
DEB7816C7CAF,2.5,low,low,low,low,low,low
DEC2349902F8,2.5,low,low,low,low,low,low
DEC2A1A6A1CA,4.0,medium,medium,medium,medium,medium,medium
DEC50B420484,3.0,medium,medium,medium,medium,medium,medium
DED3BCBE5049,3.5,medium,medium,medium,medium,medium,medium
DEDCC703F6FC,3.5,medium,medium,medium,medium,medium,medium
DEDD5C568B4C,3.5,medium,medium,medium,medium,medium,medium
DF058CBE24A6,3.5,medium,medium,medium,medium,medium,medium
DF111089EFA4,3.5,medium,medium,medium,medium,medium,medium
DF149975C610,3.0,medium,medium,medium,low,medium,low
DF193A9E1C5A,3.0,medium,medium,medium,medium,medium,medium
DF1D43973CFA,2.5,low,low,low,low,medium,low
DF23B896A1C2,3.0,medium,medium,medium,medium,medium,medium
DF328FBE5029,3.0,low,low,low,low,low,low
DF64D7FF61F1,3.0,low,low,low,low,medium,low
DF74545A44C8,3.0,medium,medium,medium,medium,medium,medium
DF785B00E2A2,3.0,medium,low,low,low,medium,low
DF8B648769C5,4.0,medium,medium,medium,medium,medium,medium
DF9E11F7A06E,2.5,medium,medium,medium,medium,medium,medium
DFB7AB4481AC,3.0,low,low,medium,low,medium,medium
DFCF2A3BE972,3.0,low,low,low,low,low,low
DFD93C26F453,3.0,low,low,low,low,medium,low
E0209F1D5DF6,3.0,low,low,medium,medium,medium,low
E033F3B6B044,2.5,medium,low,medium,low,medium,low
E03B0AA78E40,3.0,medium,medium,medium,medium,medium,medium
E03B6B157C32,3.5,medium,medium,medium,medium,medium,medium
E04208981449,4.0,low,low,low,low,low,low
E0538F7AB083,3.0,medium,medium,medium,medium,medium,medium
E0553AEE109E,4.0,medium,medium,medium,medium,medium,medium
E060D90D6CB9,3.0,medium,medium,medium,medium,medium,medium
E0656353B8F2,3.5,medium,low,low,low,low,low
E069D2A8AE1E,4.0,medium,medium,medium,medium,medium,medium
E06EDBA28C44,3.0,medium,medium,medium,medium,medium,medium
E07B043F3C2B,2.0,medium,medium,medium,medium,medium,medium
E07F7A913FB6,4.0,high,high,high,high,medium,medium
E08185D94A44,4.0,medium,medium,medium,medium,medium,medium
E083802BEB79,3.0,medium,medium,medium,medium,medium,medium
E08B2DFE266D,2.5,medium,medium,medium,medium,medium,medium
E0A8EBEE657B,3.0,medium,medium,medium,medium,medium,medium
E0B4FCC6FD58,3.0,medium,medium,medium,medium,medium,medium
E0B86027C5C5,3.5,medium,medium,medium,medium,medium,medium
E0BABC4506D0,3.0,medium,medium,medium,medium,medium,medium
E0BDF62838F7,2.5,medium,medium,medium,low,medium,medium
E0BFF1488787,2.5,low,low,low,low,medium,low
E0C521DEB367,3.0,medium,low,medium,low,medium,low
E0DF99CD1D9C,2.5,low,low,medium,low,medium,medium
E0E060143B79,4.0,medium,medium,medium,medium,medium,medium
