essay_id,prompt_id,narrativity_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10
10054,4,2,medium,high,high,high,high,high,low,high,high,high
10055,4,0,medium,medium,high,high,medium,medium,medium,medium,high,medium
10056,4,2,medium,medium,high,high,medium,medium,low,medium,medium,medium
10057,4,2,low,low,low,low,low,low,low,low,low,low
10058,4,1,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
10059,4,1,medium,medium,high,medium,medium,medium,medium,medium,high,medium
10060,4,1,medium,medium,medium,medium,medium,medium,low,medium,high,medium
10061,4,0,high,high,high,high,high,high,high,high,high,high
10062,4,0,low,low,medium,low,low,low,low,low,low,low
10063,4,1,medium,high,high,high,medium,medium,medium,high,high,high
10064,4,0,medium,medium,medium,medium,medium,low,low,medium,medium,medium
10065,4,2,medium,high,high,high,medium,medium,medium,high,high,medium
10066,4,3,high,high,high,high,high,high,medium,high,high,high
10067,4,2,medium,medium,medium,medium,medium,high,low,medium,high,medium
10068,4,1,medium,high,high,high,medium,medium,medium,high,high,high
10069,4,1,medium,medium,high,medium,medium,high,medium,medium,high,medium
10070,4,0,medium,medium,medium,medium,medium,low,low,medium,medium,medium
10071,4,0,medium,medium,high,medium,medium,medium,high,medium,medium,medium
10072,4,3,high,high,high,high,high,medium,low,high,high,high
10073,4,2,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
10074,4,1,high,high,high,high,high,high,medium,high,high,high
10075,4,2,high,high,high,high,high,high,low,high,high,high
10076,4,1,medium,high,high,high,medium,medium,medium,high,high,high
10077,4,0,low,low,low,low,low,low,low,low,low,low
10078,4,3,medium,high,high,high,medium,medium,low,high,high,high
10079,4,2,medium,high,high,high,medium,medium,medium,medium,high,high
10080,4,0,medium,medium,high,medium,medium,low,medium,medium,medium,medium
10081,4,0,low,medium,medium,low,low,low,low,low,low,low
10082,4,1,medium,high,high,high,medium,medium,high,medium,high,medium
10083,4,1,high,high,high,high,high,high,medium,high,high,high
10084,4,3,high,high,high,high,high,high,low,high,high,high
10085,4,2,medium,medium,high,medium,medium,medium,medium,medium,high,medium
10086,4,1,medium,medium,high,medium,medium,medium,low,medium,high,medium
10087,4,2,high,high,high,high,high,high,medium,high,high,high
10088,4,3,medium,high,high,high,medium,medium,medium,high,high,medium
10089,4,0,low,medium,high,medium,low,low,low,low,low,low
10090,4,2,high,high,high,high,high,high,medium,high,high,high
10091,4,3,high,high,high,high,medium,medium,medium,high,high,high
10092,4,3,high,high,high,high,high,medium,medium,high,high,high
10093,4,2,medium,high,high,high,high,high,medium,high,high,high
10094,4,0,low,medium,medium,medium,low,low,low,low,low,medium
10095,4,1,high,high,high,high,high,high,medium,high,high,high
10096,4,0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
10097,4,2,medium,high,high,high,medium,high,high,high,high,medium
10098,4,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
10099,4,1,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
10100,4,1,medium,medium,high,medium,medium,medium,low,medium,high,medium
10101,4,2,high,high,high,high,high,high,medium,high,high,high
10102,4,0,medium,medium,medium,medium,medium,medium,low,low,low,low
10103,4,0,low,low,medium,low,low,low,low,low,low,low
10104,4,0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
10105,4,2,medium,high,high,medium,medium,medium,medium,medium,high,medium
10106,4,0,medium,medium,high,medium,medium,medium,low,medium,medium,medium
10107,4,0,medium,medium,high,medium,low,low,low,low,low,medium
10108,4,2,medium,high,high,high,medium,medium,medium,high,high,medium
10109,4,0,low,low,medium,low,low,low,low,low,low,low
10110,4,2,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
10111,4,0,medium,medium,high,medium,medium,high,high,high,high,medium
10112,4,1,low,medium,medium,medium,low,low,low,low,low,low
10113,4,0,low,low,low,low,low,low,low,low,low,low
10114,4,0,medium,medium,high,medium,medium,medium,low,medium,medium,medium
10115,4,0,medium,medium,high,medium,medium,medium,medium,medium,high,medium
10116,4,1,medium,medium,high,medium,medium,medium,low,medium,medium,medium
10117,4,1,medium,medium,high,medium,medium,medium,low,medium,medium,medium
10118,4,3,high,high,high,high,high,high,low,high,high,high
10119,4,0,low,low,high,low,low,low,low,low,low,low
10120,4,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
10121,4,3,high,high,high,high,high,high,medium,high,high,high
10122,4,2,high,high,high,high,medium,medium,low,high,high,high
10123,4,0,medium,medium,high,medium,medium,low,low,medium,medium,medium
10124,4,0,medium,high,high,high,high,medium,high,high,high,medium
10125,4,0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
10126,4,0,low,low,low,low,low,low,low,low,low,low
10127,4,2,high,high,high,high,high,high,medium,high,high,high
10128,4,1,medium,medium,medium,medium,medium,low,medium,medium,low,medium
10129,4,0,medium,medium,high,medium,medium,low,low,low,medium,medium
10130,4,2,medium,high,high,high,medium,medium,medium,high,high,high
10131,4,0,low,low,low,low,low,low,low,low,low,low
10132,4,2,medium,high,high,high,medium,medium,medium,high,high,medium
10133,4,0,medium,medium,high,medium,medium,medium,low,medium,medium,medium
10134,4,1,medium,medium,medium,medium,medium,medium,low,medium,high,medium
10135,4,1,low,medium,medium,low,low,medium,low,medium,low,low
10136,4,2,medium,high,high,high,medium,medium,low,high,high,high
10137,4,0,low,low,medium,medium,low,low,low,low,low,low
10138,4,0,low,low,low,low,low,low,low,low,low,low
10139,4,2,medium,high,high,high,medium,high,low,high,high,medium
10140,4,0,low,low,medium,low,low,low,low,low,low,low
10141,4,2,medium,high,high,high,medium,medium,medium,high,high,high
10142,4,3,medium,high,high,high,medium,high,medium,high,high,medium
10143,4,1,medium,medium,high,medium,medium,medium,medium,medium,high,medium
10144,4,1,medium,medium,high,medium,medium,medium,low,medium,high,medium
10146,4,0,low,low,medium,low,low,low,low,low,low,low
10147,4,1,medium,high,high,medium,medium,medium,low,low,high,medium
10148,4,2,high,high,high,high,high,medium,low,high,high,high
10149,4,0,medium,medium,medium,medium,medium,medium,low,medium,low,medium
10150,4,1,medium,high,high,high,medium,medium,low,high,high,medium
10151,4,1,medium,high,medium,medium,medium,medium,medium,high,high,medium
10152,4,2,medium,high,high,high,medium,medium,medium,high,high,medium
10154,4,1,medium,medium,high,medium,medium,medium,low,high,high,medium
10155,4,2,medium,high,high,high,medium,high,low,high,high,high
10156,4,1,medium,medium,high,high,medium,medium,medium,medium,high,medium
10157,4,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
10158,4,2,medium,medium,medium,high,medium,medium,low,high,high,medium
10159,4,1,medium,medium,high,medium,medium,medium,low,medium,high,medium
10160,4,2,high,high,high,high,medium,medium,medium,high,high,high
10161,4,0,medium,medium,high,high,medium,medium,low,high,high,medium
10162,4,2,medium,medium,high,medium,medium,medium,low,medium,high,medium
10163,4,2,medium,high,high,high,medium,medium,medium,high,high,high
10164,4,0,low,medium,high,high,low,medium,low,low,low,medium
10165,4,1,medium,medium,high,high,medium,medium,medium,medium,high,medium
10166,4,1,medium,medium,medium,medium,medium,medium,medium,medium,high,medium
10167,4,1,medium,medium,high,medium,medium,medium,medium,medium,high,medium
10168,4,0,medium,medium,high,medium,medium,medium,low,medium,high,medium
10169,4,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
10170,4,1,medium,medium,high,medium,medium,medium,low,medium,medium,medium
10171,4,2,medium,medium,high,medium,medium,high,low,medium,high,medium
10172,4,2,medium,high,high,high,medium,medium,medium,high,high,medium
10173,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
10174,4,0,medium,high,high,high,medium,low,low,medium,high,medium
10175,4,0,low,low,medium,low,low,low,low,low,low,low
10176,4,1,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
10177,4,0,low,low,medium,low,low,low,low,low,low,low
10178,4,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
10179,4,0,medium,medium,high,medium,medium,low,medium,medium,medium,medium
10180,4,0,high,high,high,high,high,high,high,high,high,high
10181,4,3,medium,high,high,high,medium,medium,medium,high,high,high
10182,4,0,low,low,low,low,low,low,low,low,low,low
10183,4,2,medium,high,medium,high,medium,high,medium,high,high,medium
10184,4,2,high,high,high,high,high,high,medium,high,high,high
10185,4,2,high,high,high,high,high,high,medium,high,high,high
10186,4,1,low,low,medium,low,low,low,low,low,low,low
10187,4,3,high,high,high,high,high,high,medium,high,high,high
10188,4,1,medium,high,high,high,medium,medium,high,high,high,medium
10189,4,1,medium,high,medium,high,medium,medium,medium,high,high,medium
10190,4,1,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
10191,4,1,medium,high,high,high,medium,medium,high,high,high,high
10192,4,2,medium,medium,high,medium,medium,low,low,medium,medium,medium
10193,4,0,low,low,medium,low,low,low,low,low,low,low
10194,4,2,medium,medium,high,medium,medium,medium,low,medium,high,medium
10195,4,0,low,medium,medium,medium,medium,medium,low,low,low,medium
10196,4,0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
10197,4,2,medium,medium,high,medium,medium,medium,low,medium,high,medium
10198,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
10199,4,0,high,high,high,high,high,high,high,high,high,high
10200,4,2,high,high,high,high,medium,medium,low,high,high,high
10201,4,2,high,high,high,high,high,high,medium,high,high,high
10202,4,0,low,medium,high,medium,low,medium,low,medium,medium,medium
10203,4,2,medium,medium,high,medium,medium,medium,low,medium,medium,medium
10204,4,3,medium,medium,medium,medium,medium,medium,medium,medium,high,medium
10205,4,2,high,high,high,high,medium,high,low,high,high,high
10206,4,0,medium,medium,medium,medium,medium,low,low,medium,medium,medium
10207,4,2,medium,high,high,high,medium,medium,medium,medium,high,medium
10208,4,2,high,high,high,high,high,high,medium,high,high,high
10209,4,2,medium,medium,high,medium,medium,medium,low,medium,medium,medium
10210,4,0,low,medium,medium,low,low,low,low,low,low,low
10211,4,2,medium,high,medium,medium,medium,high,medium,high,high,medium
10212,4,1,medium,medium,medium,medium,medium,medium,medium,medium,high,medium
10213,4,0,medium,high,high,high,high,medium,medium,high,high,medium
10214,4,3,high,high,high,high,high,high,low,high,high,high
10215,4,2,high,high,high,high,medium,medium,low,high,high,high
10216,4,1,low,medium,medium,low,low,low,low,low,low,low
10217,4,2,medium,medium,high,medium,medium,medium,low,medium,medium,medium
10218,4,2,medium,medium,high,medium,medium,medium,low,medium,medium,medium
10219,4,2,medium,medium,high,medium,medium,medium,low,medium,high,medium
10220,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
10221,4,2,high,high,high,high,high,high,medium,high,high,high
10222,4,0,medium,medium,high,medium,medium,medium,low,medium,high,medium
10223,4,2,medium,medium,high,medium,medium,medium,low,medium,medium,medium
10224,4,2,medium,high,high,high,medium,medium,low,medium,high,medium
10225,4,0,medium,medium,medium,medium,low,low,low,medium,medium,medium
10226,4,2,medium,medium,high,medium,medium,medium,low,medium,high,medium
10227,4,2,medium,high,high,high,medium,medium,medium,high,high,high
10228,4,3,high,high,high,high,high,high,medium,high,high,high
10229,4,2,medium,medium,medium,medium,medium,medium,medium,high,high,medium
10230,4,0,low,medium,medium,medium,low,low,low,low,low,medium
10231,4,1,medium,medium,high,medium,medium,medium,medium,medium,high,medium
10232,4,0,low,medium,medium,medium,low,medium,low,low,low,medium
10233,4,2,medium,medium,high,high,medium,medium,low,medium,high,medium
10234,4,0,medium,high,high,high,high,high,high,high,high,high
10235,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
10236,4,3,medium,high,high,high,medium,high,low,high,high,medium
10237,4,3,medium,medium,high,medium,medium,medium,low,high,high,medium
10238,4,0,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
10239,4,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
10240,4,1,medium,medium,high,medium,medium,low,low,medium,high,medium
10241,4,0,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
10242,4,0,low,low,medium,low,low,low,low,low,low,low
10243,4,3,high,high,high,high,high,high,medium,high,high,high
10244,4,0,low,medium,medium,medium,low,low,medium,medium,low,low
10245,4,2,medium,high,high,high,medium,low,medium,medium,high,medium
10246,4,1,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
10247,4,1,medium,high,high,high,medium,medium,medium,high,high,high
10248,4,0,low,low,low,low,low,low,low,low,low,low
10249,4,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
10250,4,2,medium,medium,high,medium,medium,medium,low,medium,medium,medium
10251,4,3,high,high,high,high,high,high,high,high,high,high
10252,4,0,low,low,low,low,low,low,low,low,low,low
10253,4,2,medium,medium,high,medium,medium,medium,low,medium,medium,medium
10254,4,1,medium,medium,high,medium,medium,medium,medium,medium,high,medium
10255,4,0,medium,medium,high,high,medium,medium,low,medium,high,high
10256,4,0,medium,medium,high,medium,medium,low,low,medium,medium,medium
10257,4,2,medium,medium,medium,medium,medium,medium,low,high,high,medium
10258,4,2,medium,high,high,high,medium,high,low,high,high,medium
10259,4,2,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
10260,4,0,low,medium,medium,medium,medium,low,low,medium,low,low
10261,4,0,low,medium,medium,medium,low,low,low,medium,low,medium
10262,4,0,low,low,medium,low,low,low,low,low,low,low
10263,4,1,medium,medium,high,medium,medium,low,low,medium,medium,medium
10264,4,3,medium,high,high,high,medium,medium,medium,high,high,medium
10265,4,2,medium,high,medium,high,medium,medium,low,high,high,medium
10266,4,2,medium,medium,medium,medium,medium,low,low,medium,medium,medium
10267,4,2,medium,medium,high,high,medium,medium,medium,high,high,medium
10268,4,0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
10269,4,1,medium,medium,high,medium,medium,medium,low,medium,medium,medium
10270,4,3,high,high,high,high,high,high,medium,high,high,high
10271,4,2,high,high,high,high,high,high,low,high,high,high
10272,4,2,medium,medium,medium,medium,medium,medium,medium,medium,high,medium
10273,4,0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
10274,4,0,medium,medium,high,medium,medium,medium,low,medium,high,medium
10275,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
10276,4,1,medium,medium,medium,medium,medium,low,low,medium,medium,medium
10277,4,2,medium,high,high,high,medium,medium,medium,high,high,medium
10278,4,3,medium,high,high,high,medium,medium,low,high,high,high
10279,4,2,medium,medium,medium,medium,medium,medium,low,medium,high,medium
10280,4,2,medium,medium,high,high,medium,medium,high,high,high,medium
10281,4,2,medium,medium,high,medium,medium,medium,low,high,high,medium
10282,4,0,low,low,medium,low,low,low,low,low,low,low
10283,4,2,medium,medium,medium,medium,medium,medium,medium,medium,high,medium
10284,4,1,medium,medium,medium,medium,medium,medium,low,medium,high,medium
10285,4,0,low,low,high,low,low,low,low,low,low,low
10286,4,2,medium,high,high,high,medium,medium,medium,high,high,medium
10287,4,0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
10288,4,1,high,high,high,high,high,high,medium,high,high,high
10289,4,0,low,low,medium,medium,low,low,low,low,low,medium
10290,4,1,medium,medium,high,medium,medium,low,low,medium,medium,medium
10291,4,2,medium,high,high,high,medium,medium,low,medium,high,medium
10292,4,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
10293,4,2,high,high,high,high,high,high,medium,high,high,high
10294,4,2,medium,medium,high,medium,medium,medium,low,medium,medium,medium
10295,4,1,medium,medium,medium,medium,medium,medium,low,medium,high,medium
10296,4,1,medium,medium,high,medium,medium,medium,low,medium,medium,medium
10297,4,0,high,high,high,high,high,high,high,high,high,high
10298,4,3,high,high,high,high,high,medium,medium,high,high,high
10299,4,0,medium,medium,high,medium,medium,low,low,medium,medium,medium
10300,4,1,medium,medium,medium,medium,medium,low,low,medium,medium,medium
10301,4,0,medium,medium,high,medium,medium,low,low,medium,medium,medium
10302,4,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
10303,4,2,medium,high,high,high,medium,medium,medium,high,high,medium
10304,4,0,low,medium,medium,medium,low,low,low,medium,low,low
10305,4,3,high,high,high,high,high,medium,medium,high,high,high
10306,4,0,low,low,low,low,low,low,low,low,low,low
10307,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
10308,4,2,high,high,high,high,medium,medium,medium,high,high,high
10309,4,0,low,low,medium,low,low,low,low,medium,low,low
10310,4,2,medium,high,high,high,high,medium,medium,high,high,high
10311,4,0,low,low,medium,low,low,low,low,low,low,low
10312,4,0,medium,medium,medium,medium,medium,low,low,medium,medium,medium
10313,4,0,medium,medium,high,high,medium,medium,low,medium,high,medium
10314,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
10315,4,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
10316,4,0,medium,medium,medium,medium,low,low,low,medium,low,medium
10317,4,0,medium,medium,high,medium,medium,low,low,medium,medium,medium
10318,4,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
10319,4,2,medium,high,high,high,high,medium,medium,high,high,high
10320,4,2,medium,high,high,high,medium,high,medium,high,high,medium
10321,4,2,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
10322,4,1,medium,medium,medium,medium,medium,medium,low,low,medium,medium
10323,4,2,medium,high,high,medium,medium,medium,low,high,high,medium
10324,4,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
10325,4,2,high,high,high,high,high,high,medium,high,high,high
10326,4,1,medium,medium,medium,medium,medium,low,low,medium,low,medium
10327,4,3,high,high,high,high,high,high,medium,high,high,high
10328,4,0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
10329,4,1,medium,medium,high,medium,medium,medium,low,low,low,low
10330,4,0,medium,medium,high,medium,medium,high,low,low,medium,medium
10331,4,0,low,medium,medium,low,low,low,low,medium,low,low
10332,4,1,medium,medium,high,medium,medium,medium,low,medium,high,medium
10333,4,1,medium,medium,high,high,medium,medium,medium,medium,high,medium
10334,4,1,medium,medium,medium,medium,medium,medium,medium,medium,high,medium
10335,4,2,medium,medium,medium,medium,medium,medium,medium,medium,high,medium
10336,4,2,high,high,high,high,medium,high,low,high,high,high
10337,4,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
10338,4,3,medium,medium,high,medium,medium,medium,low,medium,high,medium
10339,4,2,low,medium,medium,medium,low,low,low,medium,low,medium
10340,4,0,medium,medium,high,high,medium,low,low,medium,medium,medium
10341,4,0,medium,medium,high,high,medium,low,low,medium,high,medium
10342,4,1,low,low,low,low,low,low,low,low,low,low
10343,4,2,medium,medium,high,medium,medium,medium,medium,medium,high,medium
10344,4,2,medium,high,high,high,medium,medium,medium,high,high,medium
10345,4,0,medium,high,high,high,medium,medium,medium,medium,high,medium
10346,4,1,medium,high,high,high,medium,medium,low,medium,high,medium
10347,4,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
10348,4,0,low,medium,medium,medium,low,low,low,low,low,medium
10349,4,1,medium,medium,medium,medium,medium,low,low,medium,medium,medium
10350,4,2,high,high,high,high,high,high,medium,high,high,high
10351,4,2,medium,high,high,high,medium,medium,low,high,high,medium
10352,4,1,low,medium,high,medium,medium,low,low,medium,low,low
10353,4,0,low,medium,medium,medium,low,low,low,low,low,low
10354,4,3,medium,medium,high,medium,medium,medium,medium,medium,high,medium
10355,4,0,medium,medium,medium,medium,low,low,low,low,low,medium
10356,4,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
10357,4,0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
10358,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
10359,4,0,medium,medium,high,medium,medium,low,low,medium,low,medium
10360,4,0,medium,medium,high,medium,medium,medium,low,medium,medium,medium
10361,4,3,medium,high,high,high,medium,medium,low,high,high,high
10362,4,0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
10363,4,2,medium,medium,high,medium,medium,medium,low,medium,medium,medium
10364,4,1,low,low,medium,low,low,low,low,low,low,low
10365,4,1,medium,medium,high,medium,medium,low,low,medium,medium,medium
10366,4,2,medium,high,high,high,high,medium,medium,high,high,high
10367,4,2,medium,medium,high,high,medium,medium,low,medium,high,medium
10368,4,1,medium,medium,medium,medium,medium,low,low,medium,medium,medium
10369,4,1,medium,medium,high,medium,medium,medium,low,medium,medium,medium
10370,4,2,medium,high,high,high,medium,medium,medium,high,high,high
10371,4,1,low,medium,medium,low,medium,medium,low,medium,low,low
10372,4,3,high,high,high,high,medium,high,low,high,high,high
10373,4,1,low,medium,medium,medium,low,low,low,medium,medium,medium
10374,4,0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
10375,4,2,medium,medium,medium,medium,medium,medium,medium,medium,high,medium
10376,4,1,medium,medium,high,high,medium,medium,low,medium,high,high
10377,4,2,medium,high,high,high,medium,medium,medium,high,high,high
10378,4,2,medium,medium,medium,medium,medium,low,low,medium,low,medium
10379,4,3,high,high,high,high,high,high,low,high,high,high
10380,4,0,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
10381,4,2,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
10382,4,3,medium,high,high,high,medium,medium,low,high,high,high
10383,4,2,medium,medium,medium,medium,medium,medium,medium,medium,high,medium
10384,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
10385,4,0,low,low,low,low,low,low,low,low,low,low
10386,4,3,high,high,high,high,high,high,medium,high,high,high
10387,4,3,high,high,high,high,high,high,medium,high,high,high
10388,4,2,medium,medium,high,medium,medium,low,medium,medium,high,medium
10389,4,2,medium,high,medium,high,medium,medium,medium,high,high,medium
10390,4,1,medium,medium,medium,medium,medium,low,low,medium,medium,medium
10391,4,0,low,medium,medium,medium,low,low,low,low,low,medium
10392,4,3,medium,high,high,high,medium,medium,medium,medium,high,high
10393,4,1,low,medium,high,medium,low,low,low,medium,low,low
10394,4,0,low,low,medium,low,low,low,low,low,low,low
10395,4,2,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
10396,4,2,medium,high,high,high,medium,medium,medium,medium,high,medium
10397,4,3,medium,medium,medium,medium,medium,medium,low,medium,low,medium
10398,4,1,medium,high,high,high,high,high,medium,high,high,medium
10399,4,3,medium,high,high,high,medium,medium,low,high,high,high
10400,4,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
10401,4,1,low,medium,medium,medium,low,low,low,medium,medium,medium
10402,4,2,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
10403,4,2,medium,medium,medium,medium,medium,low,low,medium,medium,medium
10404,4,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
10405,4,0,low,medium,high,medium,low,low,low,low,low,low
10406,4,2,medium,medium,high,medium,medium,medium,low,medium,high,medium
10407,4,2,medium,medium,high,medium,medium,medium,low,medium,high,medium
10408,4,2,low,medium,high,medium,low,low,low,medium,low,low
10409,4,3,high,high,high,high,high,high,low,high,high,high
10410,4,2,medium,high,high,high,medium,medium,low,high,high,high
10411,4,3,high,high,high,high,high,high,medium,high,high,high
10412,4,3,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
10413,4,0,low,low,medium,low,low,low,low,low,low,low
10414,4,1,low,medium,medium,medium,medium,low,low,medium,medium,medium
10415,4,0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
10416,4,2,medium,medium,medium,medium,medium,medium,high,medium,high,medium
10417,4,3,high,high,high,high,high,high,medium,high,high,high
10418,4,1,medium,high,medium,medium,medium,medium,low,medium,high,medium
10420,4,2,medium,medium,high,medium,medium,medium,low,medium,high,medium
10421,4,0,low,medium,medium,medium,low,low,low,low,low,low
10422,4,3,medium,high,high,high,medium,high,medium,high,high,high
10423,4,1,medium,medium,medium,medium,medium,medium,medium,medium,high,medium
10424,4,3,high,high,high,high,high,medium,high,high,high,high
10425,4,2,medium,medium,high,medium,medium,medium,medium,medium,high,medium
10426,4,2,medium,medium,high,high,medium,low,medium,medium,medium,medium
10427,4,2,medium,medium,medium,medium,medium,medium,medium,medium,high,medium
10428,4,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
10429,4,3,high,high,high,high,medium,high,medium,high,high,high
10430,4,2,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
10431,4,0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
10432,4,1,medium,medium,high,high,medium,low,medium,medium,high,medium
10433,4,0,low,low,medium,low,low,low,low,low,low,low
10434,4,2,medium,medium,high,high,medium,medium,medium,medium,high,medium
10435,4,1,medium,medium,high,medium,medium,medium,low,medium,medium,medium
10436,4,3,medium,high,high,high,medium,medium,medium,high,high,high
10437,4,0,high,medium,high,high,high,high,medium,high,high,high
10438,4,0,low,low,low,low,low,low,low,low,low,low
10439,4,2,medium,medium,high,high,medium,medium,medium,medium,high,medium
10440,4,1,medium,medium,high,medium,medium,low,low,medium,medium,medium
10441,4,2,medium,medium,high,high,medium,medium,low,medium,high,medium
10442,4,0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
10443,4,1,medium,medium,high,medium,low,low,low,medium,low,medium
10444,4,2,medium,medium,medium,medium,medium,medium,low,medium,high,medium
10445,4,1,medium,medium,medium,medium,medium,medium,medium,medium,high,medium
10446,4,2,high,high,high,high,medium,medium,low,high,high,high
10447,4,2,medium,medium,high,medium,medium,medium,medium,medium,high,medium
10448,4,2,medium,medium,high,medium,medium,medium,low,medium,medium,medium
10449,4,2,medium,medium,high,medium,medium,medium,medium,high,high,medium
10450,4,3,medium,high,high,high,high,high,low,high,high,high
10451,4,2,medium,high,high,high,medium,medium,medium,high,high,high
10452,4,2,medium,high,high,high,medium,medium,low,high,high,high
10453,4,3,medium,high,high,high,medium,medium,medium,high,high,high
10454,4,0,medium,medium,high,medium,medium,medium,low,medium,medium,medium
10455,4,2,medium,high,high,high,medium,medium,low,high,high,medium
10456,4,1,medium,high,high,high,medium,medium,high,high,high,medium
10457,4,0,low,medium,medium,medium,low,low,low,medium,low,low
10458,4,0,low,low,medium,medium,low,low,low,low,low,low
10459,4,0,low,low,medium,medium,low,low,low,low,low,low
10460,4,0,low,medium,medium,medium,low,low,low,low,low,low
10461,4,2,medium,high,high,high,medium,medium,medium,high,high,high
10462,4,0,medium,medium,high,medium,low,low,low,medium,low,medium
10463,4,2,medium,high,high,high,medium,medium,medium,high,high,high
10464,4,2,medium,medium,high,medium,medium,low,medium,medium,medium,medium
10465,4,3,medium,high,high,high,medium,medium,medium,high,high,high
10466,4,2,medium,medium,medium,medium,medium,low,medium,medium,medium,medium
10467,4,3,high,high,high,high,high,high,medium,high,high,high
10468,4,2,medium,medium,medium,medium,medium,low,low,medium,medium,medium
10469,4,0,low,low,medium,low,low,low,low,low,low,low
10470,4,1,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
10471,4,2,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
10472,4,0,low,low,low,low,low,low,low,low,low,low
10473,4,3,medium,high,high,high,medium,medium,low,high,high,medium
10474,4,3,medium,high,high,high,medium,medium,low,high,high,high
10475,4,3,high,high,high,high,high,medium,low,high,high,high
10476,4,1,low,medium,medium,medium,low,low,low,medium,low,medium
10477,4,3,high,high,high,high,high,high,low,high,high,high
10478,4,0,medium,medium,medium,medium,medium,low,low,medium,medium,medium
10479,4,2,medium,high,medium,medium,medium,medium,medium,high,high,medium
10480,4,0,medium,medium,high,medium,medium,low,low,medium,low,medium
10481,4,0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
10482,4,0,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
10483,4,3,medium,high,high,high,medium,medium,low,high,high,high
10484,4,2,medium,medium,high,medium,medium,medium,medium,medium,high,medium
10485,4,3,high,high,high,high,medium,medium,high,high,high,high
10486,4,0,low,medium,medium,medium,low,low,low,low,low,low
10487,4,3,high,high,high,high,medium,high,low,high,high,high
10488,4,2,medium,medium,high,high,medium,medium,low,medium,high,medium
10489,4,1,medium,high,high,high,medium,high,medium,high,high,medium
