essay_id,prompt_id,conventions_score,question1,question2,question3,question4,question5,question6,question7,question8,question9
3811,2,2,low,low,low,low,low,low,low,low,low
3812,2,3,medium,low,low,low,low,low,low,low,low
3813,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
3814,2,2,low,low,low,low,low,low,low,low,low
3815,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3816,2,2,low,low,low,low,low,low,low,low,low
3817,2,2,low,low,low,low,low,low,low,low,low
3818,2,5,medium,medium,medium,medium,medium,medium,medium,low,medium
3819,2,3,low,low,low,low,low,low,low,low,low
3820,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3821,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
3822,2,4,medium,medium,low,low,medium,medium,medium,low,medium
3823,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3824,2,5,medium,low,low,low,low,low,low,low,medium
3825,2,5,medium,medium,medium,medium,medium,high,medium,medium,medium
3826,2,5,low,low,low,low,low,low,low,low,low
3827,2,3,low,medium,low,medium,low,low,low,low,medium
3828,2,2,medium,medium,low,low,low,medium,low,low,medium
3829,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3830,2,3,medium,medium,medium,medium,medium,medium,low,low,medium
3831,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3832,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
3833,2,3,low,low,low,low,low,low,low,low,low
3834,2,3,low,low,low,low,low,low,low,low,low
3835,2,2,low,low,low,low,low,low,low,low,low
3836,2,5,medium,high,high,medium,medium,medium,high,medium,high
3837,2,4,medium,medium,medium,medium,medium,high,medium,medium,medium
3838,2,3,medium,medium,low,medium,medium,medium,low,low,medium
3839,2,3,low,low,low,low,low,low,low,low,low
3840,2,4,medium,medium,low,low,low,low,low,low,medium
3841,2,2,low,low,low,low,low,low,low,low,low
3842,2,3,low,low,low,low,low,low,low,low,low
3843,2,4,medium,medium,medium,medium,medium,medium,low,low,medium
3844,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
3845,2,1,low,low,low,low,low,low,low,low,low
3846,2,5,low,low,low,low,low,medium,low,low,low
3847,2,4,medium,medium,low,low,low,medium,low,low,medium
3848,2,2,medium,medium,medium,medium,medium,medium,medium,low,medium
3849,2,3,medium,medium,low,low,low,low,low,low,medium
3850,2,2,low,low,low,low,low,low,low,low,low
3851,2,4,low,low,low,low,low,low,low,low,low
3852,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3853,2,3,low,low,low,low,low,low,low,low,low
3854,2,3,low,low,low,low,low,low,low,low,low
3855,2,3,low,low,low,low,low,low,low,low,low
3856,2,4,medium,medium,low,low,low,medium,low,low,medium
3857,2,3,medium,low,low,low,low,medium,low,low,medium
3858,2,4,medium,medium,low,low,medium,medium,low,low,medium
3859,2,1,low,low,low,low,low,low,low,low,low
3860,2,2,medium,low,low,low,medium,medium,low,medium,low
3861,2,3,medium,medium,low,low,low,low,low,low,medium
3862,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3863,2,3,medium,medium,low,low,low,low,low,low,medium
3864,2,3,medium,medium,low,low,low,medium,low,low,medium
3865,2,4,medium,medium,medium,medium,medium,medium,low,low,medium
3866,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3867,2,4,low,low,low,low,low,low,low,low,medium
3868,2,4,medium,medium,medium,low,medium,medium,low,low,medium
3869,2,3,low,low,low,low,low,low,low,low,low
3870,2,2,low,low,low,low,low,low,low,low,low
3871,2,5,high,high,high,high,high,high,high,high,high
3872,2,3,low,low,low,low,low,low,low,low,medium
3873,2,4,low,low,low,low,low,low,low,low,low
3874,2,2,low,low,low,low,low,low,low,low,low
3875,2,6,high,high,high,high,high,high,high,low,high
3876,2,4,medium,medium,low,low,low,low,medium,low,medium
3877,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3878,2,3,low,low,low,low,low,low,low,low,low
3879,2,1,low,low,low,low,low,low,low,low,low
3880,2,3,low,low,low,low,low,low,low,low,low
3881,2,6,medium,medium,low,low,medium,high,medium,low,medium
3882,2,1,low,low,low,low,low,low,low,low,low
3883,2,1,low,low,low,low,low,low,low,low,low
3884,2,2,medium,medium,low,low,medium,medium,medium,low,medium
3885,2,4,medium,medium,low,low,medium,medium,low,low,medium
3886,2,3,low,low,low,low,low,low,low,low,low
3887,2,4,medium,medium,medium,low,low,medium,low,low,medium
3888,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
3889,2,4,medium,medium,low,low,low,low,medium,low,medium
3890,2,5,medium,medium,medium,medium,medium,medium,medium,low,medium
3891,2,4,low,medium,low,low,low,low,low,low,medium
3892,2,3,medium,medium,medium,medium,medium,medium,low,low,medium
3893,2,4,low,low,low,low,low,low,low,low,low
3894,2,3,medium,medium,low,low,low,medium,low,low,medium
3895,2,3,low,low,low,low,low,low,low,low,low
3896,2,5,medium,medium,medium,low,medium,medium,low,medium,medium
3897,2,4,medium,medium,low,low,low,low,low,low,medium
3898,2,3,medium,medium,medium,medium,medium,medium,low,low,medium
3899,2,4,medium,medium,low,low,low,low,low,low,medium
3900,2,2,low,low,low,low,low,low,low,low,low
3901,2,4,high,high,high,high,high,high,medium,low,high
3902,2,5,medium,medium,medium,medium,medium,medium,low,low,medium
3903,2,2,medium,medium,low,low,low,low,medium,low,medium
3904,2,5,medium,medium,low,low,low,medium,low,low,medium
3905,2,4,low,low,low,low,low,medium,low,low,low
3906,2,5,medium,medium,medium,medium,medium,medium,medium,low,medium
3907,2,5,medium,medium,medium,medium,medium,medium,medium,low,medium
3908,2,4,medium,medium,low,low,medium,medium,medium,low,medium
3909,2,5,high,high,high,high,medium,medium,high,low,high
3910,2,2,medium,medium,low,low,low,medium,low,low,medium
3911,2,2,low,low,low,low,low,low,low,low,low
3912,2,4,medium,medium,low,low,low,low,low,low,medium
3913,2,2,low,low,low,low,low,low,low,low,low
3914,2,3,low,low,low,low,low,low,low,low,low
3915,2,4,medium,high,high,medium,low,medium,high,low,medium
3916,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3917,2,4,low,low,low,low,low,low,low,low,low
3918,2,5,high,high,high,high,high,high,high,medium,high
3919,2,5,medium,high,low,high,medium,medium,high,low,high
3920,2,5,medium,medium,low,low,low,low,high,low,medium
3921,2,4,low,low,low,low,low,low,low,low,low
3922,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3923,2,3,medium,medium,medium,low,medium,medium,low,low,medium
3924,2,3,low,low,low,low,low,low,low,low,low
3925,2,4,medium,medium,low,low,low,medium,low,low,medium
3926,2,2,low,low,low,low,low,low,low,low,low
3927,2,3,low,low,low,low,low,low,low,low,low
3928,2,3,low,low,low,low,low,low,low,low,medium
3929,2,3,low,low,low,low,low,medium,low,low,medium
3930,2,3,high,medium,low,medium,medium,high,high,medium,medium
3931,2,4,low,medium,low,low,low,low,low,low,medium
3932,2,5,high,high,medium,medium,high,high,medium,medium,high
3933,2,3,low,low,low,low,low,low,low,low,low
3934,2,3,low,low,low,low,low,medium,low,low,low
3935,2,3,medium,medium,low,medium,medium,medium,medium,low,medium
3936,2,2,low,low,low,low,low,low,low,low,low
3937,2,6,medium,medium,low,low,medium,medium,medium,low,medium
3938,2,2,low,low,low,low,low,low,low,low,low
3939,2,2,medium,medium,medium,medium,medium,medium,medium,low,medium
3940,2,3,low,low,low,low,low,medium,low,low,low
3941,2,2,medium,low,low,low,low,low,low,low,medium
3942,2,2,low,low,low,low,low,low,low,low,low
3943,2,4,low,low,low,low,low,low,low,low,low
3944,2,3,medium,low,medium,low,medium,medium,low,low,medium
3945,2,4,low,low,low,low,low,low,low,low,medium
3946,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3947,2,2,low,low,low,low,low,low,low,low,low
3948,2,4,medium,medium,medium,medium,medium,low,low,low,medium
3949,2,5,medium,medium,medium,medium,medium,medium,medium,low,medium
3950,2,3,low,low,low,low,low,low,low,low,low
3951,2,6,high,high,high,high,high,high,high,low,high
3952,2,1,low,low,low,low,low,low,low,low,low
3953,2,3,low,medium,low,low,low,medium,low,low,low
3954,2,3,medium,low,low,low,medium,medium,low,low,medium
3955,2,4,medium,medium,low,low,low,medium,low,low,medium
3956,2,3,medium,medium,low,low,low,medium,low,low,medium
3957,2,3,low,low,low,low,low,low,low,low,low
3958,2,3,low,low,low,low,low,low,low,low,low
3959,2,4,low,low,low,low,low,low,low,low,low
3960,2,4,low,medium,low,low,low,medium,low,low,medium
3961,2,4,medium,low,low,low,low,low,low,low,low
3962,2,5,medium,medium,low,low,medium,medium,low,low,medium
3963,2,4,medium,medium,low,medium,medium,medium,medium,medium,medium
3964,2,2,low,low,low,low,low,low,low,low,low
3965,2,3,medium,medium,low,low,medium,medium,medium,low,medium
3966,2,2,low,low,low,low,low,low,low,low,low
3967,2,3,medium,medium,medium,medium,low,medium,low,low,medium
3968,2,2,low,low,low,low,low,low,low,low,low
3969,2,2,low,low,low,low,low,medium,low,low,low
3970,2,4,low,low,low,low,low,low,low,low,low
3971,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3972,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
3973,2,2,medium,medium,medium,medium,medium,medium,low,low,medium
3974,2,1,low,low,low,low,low,low,low,low,low
3975,2,4,medium,medium,low,low,low,low,low,low,medium
3976,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3977,2,4,high,medium,medium,medium,medium,high,medium,low,medium
3978,2,4,low,medium,low,low,medium,medium,low,low,medium
3979,2,3,medium,low,medium,low,medium,medium,low,low,medium
3980,2,2,medium,medium,medium,medium,medium,medium,medium,low,medium
3981,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
3982,2,3,medium,medium,low,low,low,medium,low,low,medium
3983,2,4,medium,medium,low,low,medium,medium,high,low,medium
3984,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
3985,2,2,low,low,low,low,low,low,low,low,low
3986,2,4,medium,medium,low,low,low,low,low,low,medium
3987,2,2,low,low,low,low,low,low,low,low,low
3988,2,5,medium,medium,low,medium,low,medium,medium,low,medium
3989,2,4,low,low,low,low,low,low,low,low,low
3990,2,4,medium,medium,high,medium,medium,medium,medium,medium,medium
3991,2,3,low,low,low,low,low,low,low,low,low
3992,2,3,medium,medium,low,low,medium,medium,low,low,medium
3993,2,3,medium,medium,low,low,low,low,low,low,medium
3994,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
3995,2,2,medium,medium,medium,medium,medium,medium,medium,low,medium
3996,2,3,low,low,low,low,low,low,low,low,low
3997,2,2,medium,medium,low,medium,medium,medium,medium,medium,medium
3998,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
3999,2,3,medium,low,low,low,low,medium,low,low,medium
4000,2,1,low,low,low,low,low,low,low,low,low
4001,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
4002,2,2,low,low,low,low,low,medium,low,low,low
4003,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
4004,2,2,low,low,low,low,low,low,low,low,low
4005,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium
4006,2,2,medium,medium,medium,medium,medium,medium,medium,low,medium
4007,2,2,low,low,low,low,low,low,low,low,low
4008,2,1,low,low,low,low,low,low,low,low,medium
4009,2,1,low,low,low,low,low,low,low,low,low
4010,2,4,low,low,low,low,low,low,low,low,low
4011,2,3,medium,low,low,low,low,medium,low,low,medium
4012,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
4013,2,4,medium,medium,medium,medium,low,low,medium,low,medium
4014,2,4,medium,medium,low,medium,low,low,medium,low,medium
4015,2,3,medium,low,low,low,low,medium,low,low,low
4016,2,3,medium,low,low,low,medium,medium,medium,low,medium
4017,2,2,low,low,low,low,low,low,low,low,low
4018,2,4,medium,medium,low,medium,medium,medium,high,medium,medium
4019,2,2,low,low,low,low,low,low,low,low,low
4020,2,3,medium,low,low,low,low,low,low,low,low
4021,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
4022,2,4,medium,medium,low,low,medium,medium,medium,low,medium
4023,2,3,low,low,low,low,low,low,low,low,low
4024,2,1,low,low,low,low,low,low,low,low,low
4025,2,3,medium,medium,low,low,low,medium,low,low,medium
4026,2,4,high,high,high,high,medium,high,high,low,high
4027,2,2,medium,low,low,low,low,low,low,low,medium
4028,2,3,medium,medium,high,low,medium,medium,low,low,medium
4029,2,3,low,low,low,low,low,low,low,low,low
4030,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
4031,2,2,low,low,low,low,low,low,low,low,low
4032,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
4033,2,5,high,high,high,medium,high,high,high,medium,high
4034,2,3,low,low,low,low,low,low,low,low,low
4035,2,5,medium,medium,high,medium,medium,medium,medium,low,medium
4036,2,3,low,low,low,low,low,low,low,low,low
4037,2,3,low,low,low,low,low,low,low,low,low
4038,2,3,low,low,low,low,low,low,low,low,low
4039,2,3,low,low,low,low,low,low,low,low,low
4040,2,3,low,low,low,low,low,low,low,low,low
4041,2,3,low,low,low,low,low,low,low,low,low
4042,2,3,medium,medium,low,low,low,low,low,low,low
4043,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
4044,2,5,high,high,high,high,high,high,high,low,high
4045,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
4046,2,5,low,medium,low,low,low,low,low,low,low
4047,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
4048,2,2,medium,low,low,low,low,medium,low,low,medium
4049,2,5,medium,low,low,low,low,medium,low,low,low
4050,2,3,low,low,low,low,low,low,low,low,low
4051,2,2,low,low,low,low,low,low,low,low,low
4052,2,4,medium,medium,low,low,medium,medium,medium,medium,medium
4053,2,2,low,low,low,low,low,low,low,low,low
4054,2,2,low,low,low,low,low,low,low,low,low
4055,2,4,medium,medium,low,low,low,low,low,low,medium
4056,2,3,medium,high,medium,medium,medium,medium,medium,medium,medium
4057,2,2,low,low,low,low,low,low,low,low,low
4058,2,3,low,low,low,low,low,low,low,low,low
4059,2,4,medium,medium,low,low,medium,medium,low,low,medium
4060,2,3,medium,medium,medium,medium,low,medium,low,low,medium
4061,2,4,medium,medium,low,low,low,medium,low,low,medium
4062,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
4063,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
4064,2,4,medium,medium,low,medium,medium,medium,medium,low,medium
4065,2,2,low,low,low,low,low,low,low,low,low
4066,2,2,low,low,low,low,low,low,low,low,low
4067,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
4068,2,3,low,low,low,low,low,low,low,low,low
4069,2,3,medium,low,low,low,low,low,low,low,medium
4070,2,3,medium,medium,low,low,low,medium,low,low,medium
4071,2,3,medium,medium,medium,medium,medium,medium,low,low,medium
4072,2,5,medium,medium,medium,medium,medium,medium,high,low,medium
4073,2,5,medium,high,high,medium,medium,medium,medium,medium,medium
4074,2,4,medium,medium,high,medium,medium,medium,medium,medium,medium
4075,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
4076,2,4,medium,medium,medium,low,low,medium,low,low,medium
4077,2,2,medium,medium,medium,medium,low,low,medium,low,medium
4078,2,4,medium,medium,low,low,low,medium,low,low,medium
4079,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
4080,2,4,medium,high,medium,high,medium,medium,high,high,high
4081,2,3,medium,medium,low,low,medium,medium,medium,medium,medium
4082,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
4083,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
4084,2,3,medium,medium,low,low,medium,medium,medium,low,medium
4085,2,4,low,medium,low,low,low,low,low,low,low
4086,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
4087,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
4088,2,5,medium,medium,medium,medium,medium,medium,high,medium,medium
4089,2,4,low,low,low,low,low,low,low,low,low
4090,2,3,medium,medium,medium,medium,medium,medium,low,medium,medium
4091,2,2,medium,medium,low,low,low,medium,low,low,medium
4092,2,3,low,low,low,low,low,low,low,low,low
4093,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
4094,2,4,medium,low,low,low,low,low,low,low,medium
4095,2,4,medium,low,low,low,low,low,low,low,medium
4096,2,2,low,low,low,low,low,low,low,low,low
4097,2,2,low,low,low,low,low,low,low,low,low
4098,2,2,medium,medium,medium,medium,medium,medium,medium,low,medium
4099,2,4,medium,high,high,medium,medium,medium,medium,medium,medium
4100,2,2,low,low,low,low,low,low,low,low,low
4101,2,4,medium,medium,medium,medium,medium,high,high,medium,high
4102,2,4,medium,medium,medium,medium,medium,medium,low,low,medium
4103,2,4,medium,high,medium,medium,medium,medium,medium,medium,medium
4104,2,4,medium,low,low,low,low,low,low,low,low
4105,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
4106,2,3,medium,low,low,low,low,medium,low,low,low
4107,2,2,low,low,low,low,low,low,low,low,low
4108,2,6,high,high,high,high,high,high,high,low,high
4109,2,3,low,low,low,low,low,medium,low,low,low
4110,2,3,low,low,low,low,low,low,low,low,low
4111,2,3,medium,medium,medium,medium,medium,high,medium,medium,medium
4112,2,1,low,low,low,low,low,low,low,low,low
4113,2,2,low,low,low,low,low,low,low,low,low
4114,2,4,medium,medium,low,medium,low,low,low,low,medium
4115,2,1,low,low,low,low,low,low,low,low,low
4116,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
4117,2,4,medium,medium,low,medium,medium,medium,medium,low,medium
4118,2,3,medium,medium,low,medium,medium,medium,medium,low,medium
4119,2,2,low,low,low,low,low,low,low,low,low
4120,2,4,medium,medium,medium,medium,low,low,low,low,medium
4121,2,3,medium,low,low,low,medium,medium,low,low,medium
4122,2,2,medium,medium,medium,medium,medium,medium,medium,low,medium
4123,2,3,high,high,high,medium,medium,medium,high,high,medium
4124,2,1,medium,low,low,low,low,medium,low,low,medium
4125,2,4,high,medium,high,medium,medium,medium,high,low,high
4126,2,5,low,low,low,low,low,high,low,low,low
4127,2,4,medium,medium,medium,medium,medium,low,medium,low,medium
4128,2,4,high,medium,high,medium,medium,medium,medium,medium,medium
4129,2,3,low,low,low,low,low,low,low,low,low
4130,2,3,low,low,low,low,low,low,low,low,low
4131,2,2,low,low,low,low,low,low,low,low,low
4132,2,2,low,low,low,low,low,low,low,low,low
4133,2,5,medium,medium,medium,medium,medium,medium,high,medium,medium
4134,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium
4135,2,1,low,low,low,low,low,low,low,low,low
4136,2,2,low,low,low,low,low,low,low,low,low
4137,2,3,medium,medium,low,low,low,medium,medium,low,medium
4138,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
4139,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
4140,2,2,low,low,low,low,low,low,low,low,low
4141,2,4,medium,medium,low,low,medium,medium,medium,low,medium
4142,2,3,medium,medium,medium,medium,low,low,low,low,medium
4143,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium
4144,2,3,high,high,high,medium,medium,medium,high,medium,medium
4145,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
4146,2,2,low,low,low,low,low,low,low,low,low
4147,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
4148,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
4149,2,2,low,low,low,low,low,medium,low,low,low
4150,2,2,medium,medium,medium,medium,medium,medium,medium,low,medium
4151,2,2,low,low,low,low,low,low,low,low,medium
4152,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
4153,2,4,medium,medium,low,low,low,low,low,low,medium
4154,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
4155,2,2,medium,medium,low,low,medium,medium,low,low,medium
4156,2,3,medium,medium,medium,low,low,medium,low,low,medium
4157,2,5,medium,medium,low,low,medium,medium,low,low,medium
4158,2,4,medium,medium,low,low,low,medium,low,medium,medium
4159,2,4,high,high,high,high,medium,high,high,low,high
4160,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
4161,2,3,medium,low,low,low,low,medium,low,low,medium
4162,2,5,medium,medium,low,low,medium,medium,medium,low,medium
4163,2,2,medium,medium,medium,medium,medium,medium,medium,low,medium
4164,2,2,low,low,low,low,low,low,low,low,low
4165,2,5,low,low,low,low,low,low,low,low,low
4166,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
4167,2,2,low,low,low,low,low,low,low,low,low
4168,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
4169,2,4,medium,medium,high,medium,medium,medium,medium,medium,medium
4170,2,1,low,low,low,low,low,low,low,low,low
4171,2,3,medium,medium,low,medium,medium,medium,medium,medium,medium
4172,2,4,high,medium,medium,medium,medium,high,medium,medium,medium
4173,2,3,medium,medium,low,low,low,low,low,low,medium
4174,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
4175,2,3,low,low,low,low,low,low,low,low,low
4176,2,4,medium,medium,low,low,low,medium,medium,low,medium
4177,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
4178,2,3,medium,low,low,low,low,medium,low,low,medium
4179,2,4,medium,low,low,low,low,medium,low,low,medium
4180,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
4181,2,3,medium,medium,low,low,low,low,low,low,medium
4182,2,4,medium,medium,low,low,medium,medium,medium,low,medium
4183,2,5,low,low,low,low,low,low,low,low,low
4184,2,4,low,low,low,low,low,low,low,low,low
4185,2,5,high,high,high,medium,medium,high,high,medium,medium
4186,2,3,low,low,low,low,low,low,low,low,low
4187,2,2,low,low,low,low,low,low,low,low,low
4188,2,2,medium,medium,low,low,low,low,low,low,low
4189,2,3,low,low,low,low,low,low,low,low,low
4190,2,3,low,low,low,low,low,low,low,low,low
4191,2,2,medium,medium,medium,low,low,low,medium,low,medium
4192,2,2,low,low,low,low,low,low,low,low,low
4193,2,3,medium,medium,low,low,low,low,low,low,medium
4194,2,4,high,high,high,high,high,high,high,high,high
4195,2,5,low,low,low,low,low,low,low,low,medium
4196,2,3,medium,medium,low,low,medium,medium,medium,medium,medium
4197,2,2,low,low,low,low,low,low,low,low,low
4198,2,3,low,low,low,low,low,low,low,low,low
4199,2,4,high,high,high,medium,medium,medium,high,low,medium
4200,2,1,low,low,low,low,low,low,low,low,low
4201,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
4202,2,4,high,high,high,high,high,high,high,medium,high
4203,2,3,low,low,low,low,low,low,low,low,low
4204,2,2,low,low,low,low,low,low,low,low,low
4205,2,2,low,low,low,low,low,low,low,low,low
4206,2,1,low,low,low,low,low,low,low,low,low
4207,2,2,low,low,low,low,low,low,low,low,low
4208,2,4,low,low,low,low,low,medium,low,low,low
4209,2,5,high,medium,low,medium,medium,high,high,low,high
4210,2,2,low,low,low,low,low,low,low,low,low
4211,2,3,medium,low,low,low,low,low,low,low,medium
4212,2,4,low,low,low,low,low,low,low,low,low
4213,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
4214,2,3,low,low,low,low,low,low,low,low,low
4215,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
4216,2,2,medium,medium,medium,medium,medium,medium,medium,low,medium
4217,2,6,high,high,low,low,low,high,low,low,low
4218,2,4,medium,medium,medium,medium,low,medium,medium,low,medium
4219,2,4,low,low,low,low,low,low,low,low,low
4220,2,4,low,low,low,low,low,medium,low,low,medium
4221,2,1,medium,low,low,low,low,low,low,low,medium
4222,2,4,low,low,low,low,low,low,low,low,low
4223,2,1,low,low,low,low,low,low,low,low,low
4224,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
4225,2,2,medium,low,low,low,low,low,low,low,low
4226,2,4,medium,medium,low,low,low,low,low,low,medium
4227,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
4228,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
4229,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
4230,2,5,medium,medium,low,medium,medium,medium,low,low,medium
4231,2,1,low,low,low,low,low,low,low,low,low
4232,2,3,low,medium,low,low,low,low,low,low,low
4233,2,2,medium,low,low,low,low,medium,low,low,medium
4234,2,3,medium,medium,low,low,low,low,low,low,medium
4235,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
4236,2,1,medium,low,medium,low,medium,medium,low,low,medium
4237,2,3,low,low,low,low,low,low,low,low,low
4238,2,2,medium,medium,medium,medium,medium,medium,medium,low,medium
4239,2,2,low,low,low,low,low,low,low,low,low
4240,2,1,low,low,low,low,low,low,low,low,low
4241,2,3,medium,medium,low,low,low,medium,low,low,medium
4242,2,3,low,low,low,low,low,low,low,low,low
4243,2,2,medium,low,low,low,medium,medium,low,low,low
4244,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
4245,2,2,medium,low,low,low,low,low,low,low,low
4246,2,4,medium,medium,high,medium,medium,medium,medium,medium,medium
4247,2,2,medium,medium,medium,medium,medium,medium,medium,low,medium
4248,2,2,medium,medium,medium,medium,medium,medium,medium,low,medium
4249,2,2,medium,medium,low,medium,low,medium,low,low,medium
4250,2,4,medium,medium,low,low,low,medium,low,low,medium
4251,2,3,low,low,low,low,low,low,low,low,low
4252,2,4,high,high,high,high,high,high,high,low,high
4253,2,1,low,low,low,low,low,low,low,low,low
4254,2,4,medium,medium,high,medium,medium,medium,medium,low,medium
4255,2,2,low,low,low,low,low,low,low,low,low
4256,2,2,medium,medium,low,low,low,low,low,low,medium
4257,2,4,medium,medium,low,low,medium,medium,medium,medium,medium
4258,2,1,low,low,low,low,low,low,low,low,low
4259,2,2,low,low,low,low,low,low,low,low,low
4260,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
4261,2,4,high,high,high,high,high,high,high,medium,high
4262,2,4,low,low,low,low,low,low,low,low,low
4263,2,3,low,low,low,low,low,low,low,low,low
4264,2,1,low,low,low,low,low,low,low,low,low
4265,2,4,low,low,low,low,low,low,low,low,low
4266,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
4267,2,4,medium,medium,medium,medium,medium,medium,high,low,medium
4268,2,3,medium,medium,medium,low,medium,medium,low,low,medium
4269,2,3,medium,medium,medium,medium,medium,medium,medium,low,medium
4270,2,4,low,low,low,low,low,low,low,low,medium
4271,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
4272,2,3,medium,medium,medium,medium,medium,medium,high,low,medium
4273,2,2,low,low,low,low,low,low,low,low,low
4274,2,2,medium,medium,medium,medium,medium,medium,low,low,medium
4275,2,3,high,medium,medium,medium,medium,high,medium,medium,medium
4276,2,3,medium,medium,low,medium,medium,medium,low,low,medium
4277,2,3,low,low,low,low,low,low,low,low,low
4278,2,2,low,low,low,low,low,low,low,low,low
4279,2,2,low,low,low,low,low,low,low,low,low
4280,2,4,low,low,low,low,low,low,low,low,low
4281,2,3,low,low,low,low,low,low,low,low,low
4282,2,2,medium,medium,medium,medium,low,low,low,low,medium
4283,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
4284,2,1,medium,low,low,low,low,medium,low,low,medium
4285,2,2,low,low,low,low,low,low,low,low,low
4286,2,2,low,low,low,low,low,low,low,low,low
4287,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium
4288,2,3,low,low,low,low,low,low,low,low,low
4289,2,4,medium,medium,low,medium,medium,medium,medium,low,medium
4290,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium
4291,2,4,medium,medium,low,medium,low,medium,medium,low,medium
4292,2,3,medium,medium,low,medium,low,medium,low,low,medium
4293,2,4,medium,medium,medium,medium,medium,medium,medium,low,medium
4294,2,4,high,medium,high,high,medium,high,medium,medium,high
4295,2,2,low,low,low,low,low,low,low,low,low
4296,2,3,medium,low,low,low,low,medium,low,low,medium
4297,2,2,low,low,low,low,low,low,low,low,low
4298,2,3,low,low,low,low,low,low,low,low,low
