essay_id,prompt_id,sentence_fluency_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10,question11,question12,question13
3582,2,2,low,low,low,low,low,low,low,low,low,low,low,high,low
3583,2,3,medium,medium,medium,low,medium,low,low,medium,medium,low,low,medium,low
3584,2,4,medium,medium,medium,low,low,low,medium,medium,low,low,low,low,low
3585,2,3,medium,medium,low,low,low,low,medium,medium,low,low,low,medium,low
3586,2,4,medium,medium,low,low,low,low,low,low,low,low,low,low,low
3587,2,2,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3588,2,1,low,low,low,low,low,low,low,low,low,low,low,high,low
3589,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3590,2,1,medium,medium,low,low,medium,low,low,low,low,low,low,low,low
3591,2,3,medium,medium,low,low,low,low,medium,low,low,low,low,low,low
3592,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3593,2,4,low,low,low,low,low,low,low,low,low,low,low,low,low
3594,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3595,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium,low,medium,low,medium
3596,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3597,2,2,low,low,low,low,low,low,low,low,low,low,low,high,low
3598,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3599,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3600,2,4,medium,medium,low,low,medium,low,low,medium,low,low,low,low,low
3601,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3602,2,3,medium,low,low,low,low,low,low,low,low,low,low,low,low
3603,2,3,low,low,low,low,low,low,low,low,low,low,low,high,high
3604,2,2,low,low,low,low,low,low,low,low,low,low,low,low,low
3605,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
3606,2,4,medium,medium,low,low,low,low,low,low,low,low,low,medium,low
3607,2,5,high,high,high,medium,medium,high,high,high,high,high,high,high,high
3608,2,4,medium,medium,medium,low,low,low,medium,low,low,low,low,low,low
3609,2,3,medium,medium,medium,low,medium,low,medium,medium,medium,low,low,low,low
3610,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3611,2,3,low,low,low,low,low,low,low,low,low,low,low,high,high
3612,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3613,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3614,2,3,medium,medium,medium,low,medium,low,medium,low,low,low,low,low,low
3615,2,3,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
3616,2,3,medium,medium,medium,low,medium,low,medium,medium,low,low,low,medium,low
3617,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
3618,2,2,low,low,low,low,low,low,low,low,low,low,low,low,low
3619,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3620,2,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
3621,2,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,low,low,low
3622,2,5,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
3623,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3624,2,4,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
3625,2,4,medium,medium,medium,low,medium,low,medium,medium,medium,low,low,medium,low
3626,2,5,high,high,high,medium,medium,high,high,high,high,medium,high,high,high
3627,2,3,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
3628,2,5,medium,medium,medium,low,low,low,medium,low,low,low,low,low,low
3629,2,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,low,medium,low
3630,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3631,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3632,2,2,low,low,low,low,low,low,low,low,low,low,low,low,low
3633,2,3,medium,medium,medium,low,medium,low,medium,medium,low,low,low,medium,medium
3634,2,2,medium,medium,medium,low,medium,medium,medium,medium,low,low,low,medium,medium
3635,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
3636,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3637,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium,low,low,low,low
3638,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3639,2,3,low,low,low,low,low,low,low,low,low,low,low,high,low
3640,2,3,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
3641,2,2,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3642,2,2,medium,medium,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3643,2,2,low,low,low,low,low,low,low,low,low,low,low,high,low
3644,2,4,medium,medium,medium,low,low,low,medium,medium,low,low,low,medium,low
3645,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3646,2,5,medium,medium,medium,low,medium,low,medium,medium,low,low,low,medium,low
3647,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3648,2,5,high,high,high,low,medium,medium,high,medium,low,low,medium,low,low
3649,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium
3650,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3651,2,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,low,medium,medium
3652,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3653,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3654,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3655,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3656,2,1,low,low,low,low,low,low,low,low,low,low,low,high,low
3657,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,high
3658,2,4,medium,low,low,low,low,low,low,low,low,low,low,low,low
3659,2,3,low,low,low,low,low,low,low,low,low,low,low,high,low
3660,2,3,medium,medium,low,low,medium,low,medium,low,low,low,low,low,low
3661,2,5,medium,high,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3662,2,4,high,high,medium,low,medium,high,high,medium,medium,low,medium,low,medium
3663,2,2,medium,low,low,low,low,low,low,low,low,low,low,high,low
3664,2,4,low,low,low,low,low,low,low,low,low,low,low,low,low
3665,2,3,medium,medium,medium,low,low,low,medium,medium,low,low,low,low,low
3666,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium
3667,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3668,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3669,2,2,medium,medium,low,low,low,low,low,low,low,low,low,low,low
3670,2,1,low,low,low,low,low,low,low,low,low,high,low,high,high
3671,2,4,medium,medium,medium,low,medium,low,medium,medium,low,low,medium,low,low
3672,2,3,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
3673,2,1,medium,medium,low,low,medium,low,low,low,low,low,low,low,low
3674,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3675,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3676,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
3677,2,3,medium,medium,low,low,low,low,low,low,low,low,low,low,low
3678,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3679,2,3,medium,medium,medium,low,low,low,low,low,low,low,low,low,low
3680,2,2,medium,medium,medium,low,medium,medium,medium,medium,low,low,low,medium,low
3681,2,2,low,low,low,low,low,low,low,low,low,low,low,low,low
3682,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3683,2,3,medium,medium,medium,low,low,low,medium,low,low,low,low,low,low
3684,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3685,2,2,low,low,low,low,low,low,low,low,low,low,low,low,low
3686,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3687,2,5,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
3688,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3689,2,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
3690,2,2,low,low,low,low,low,low,low,low,low,low,low,low,low
3691,2,4,medium,medium,low,low,medium,low,medium,low,low,low,low,low,low
3692,2,3,medium,medium,medium,low,low,low,medium,medium,low,low,low,medium,low
3693,2,3,medium,medium,medium,low,medium,low,medium,medium,medium,low,low,medium,low
3694,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3695,2,2,low,low,low,low,low,low,low,low,low,low,low,low,low
3696,2,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,low,low,low
3697,2,3,medium,medium,medium,low,low,low,medium,low,low,low,low,low,low
3698,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,low,medium,medium
3699,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3700,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
3701,2,4,medium,medium,low,low,low,low,low,low,low,low,low,medium,low
3702,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3703,2,2,medium,medium,medium,low,medium,medium,medium,medium,medium,low,medium,medium,low
3704,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium,low,low,low,low
3705,2,1,low,low,low,low,low,low,low,low,low,low,low,low,low
3706,2,4,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,medium,low
3707,2,4,high,high,medium,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
3708,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3709,2,2,medium,medium,medium,low,low,low,medium,low,low,low,low,low,low
3710,2,2,low,low,low,low,low,low,low,low,low,low,low,low,low
3711,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3712,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3713,2,3,medium,medium,medium,low,medium,low,medium,medium,low,low,low,medium,low
3714,2,1,medium,medium,medium,low,medium,medium,low,medium,medium,medium,medium,medium,medium
3715,2,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,low,medium,low
3716,2,3,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
3717,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3718,2,2,low,low,low,low,low,low,low,low,low,low,low,low,low
3719,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3720,2,2,medium,medium,low,low,low,low,low,low,low,low,low,low,low
3721,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3722,2,4,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,medium,medium
3723,2,4,high,high,high,low,low,low,high,low,low,low,low,low,low
3724,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3725,2,2,low,low,low,low,low,low,low,low,low,low,low,low,low
3726,2,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,low,low,low
3727,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3728,2,4,medium,medium,medium,low,low,low,medium,medium,low,low,low,low,low
3729,2,2,medium,medium,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3730,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium,low,low,medium,low
3731,2,3,low,low,low,low,low,low,low,low,low,low,low,high,high
3732,2,3,medium,medium,medium,low,medium,low,low,low,low,low,low,low,low
3733,2,3,medium,medium,medium,low,low,low,medium,medium,low,low,low,low,low
3734,2,1,low,low,low,low,low,low,low,low,low,low,low,high,low
3735,2,2,low,low,low,low,low,low,low,low,low,low,low,high,low
3736,2,3,medium,medium,low,low,low,low,low,low,low,low,low,low,low
3737,2,4,low,low,low,low,low,low,low,low,low,low,low,low,low
3738,2,2,low,low,low,low,low,low,low,low,low,low,low,low,low
3739,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3740,2,4,low,low,low,low,low,low,low,low,low,low,low,low,low
3741,2,1,low,low,low,low,low,low,low,low,low,low,low,high,low
3742,2,5,high,high,medium,medium,medium,high,high,medium,high,medium,medium,low,high
3743,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3744,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3745,2,1,low,low,low,low,low,low,low,low,low,low,low,low,low
3746,2,4,medium,medium,medium,low,low,low,medium,medium,low,low,low,medium,low
3747,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3748,2,4,low,low,low,low,low,low,low,low,low,low,low,low,low
3749,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3750,2,5,high,high,high,high,high,high,high,high,high,high,high,medium,high
3751,2,6,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,low,low
3752,2,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
3753,2,4,low,low,low,low,low,low,low,low,low,low,low,low,low
3754,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3755,2,5,medium,medium,medium,low,medium,medium,medium,medium,medium,low,medium,low,low
3756,2,4,medium,medium,low,low,low,low,medium,low,low,low,low,low,low
3757,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3758,2,4,medium,medium,low,low,low,low,low,medium,low,low,low,low,low
3759,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3760,2,4,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
3761,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3762,2,1,medium,medium,medium,low,medium,low,low,medium,low,low,low,medium,low
3763,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3764,2,3,medium,medium,medium,low,medium,low,low,medium,low,low,low,medium,low
3765,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3766,2,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3767,2,4,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
3768,2,3,medium,medium,low,low,low,low,medium,low,low,low,low,low,low
3769,2,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,low,medium,low
3770,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
3771,2,4,medium,medium,medium,low,medium,low,low,medium,low,low,low,medium,low
3772,2,2,low,low,low,low,low,low,low,low,low,low,low,high,low
3773,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3774,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium,low,medium,medium,low
3775,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3776,2,3,medium,medium,low,low,medium,low,low,low,low,low,low,low,low
3777,2,3,medium,medium,low,low,low,low,medium,low,low,low,low,medium,low
3778,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3779,2,2,low,low,low,low,low,low,low,low,low,low,low,low,low
3780,2,4,low,low,low,low,low,low,low,low,low,low,low,low,low
3781,2,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,low,medium,low
3782,2,4,medium,medium,medium,low,medium,low,medium,medium,low,low,medium,medium,low
3783,2,3,medium,medium,medium,low,medium,low,medium,medium,low,low,medium,medium,low
3784,2,5,medium,high,medium,low,medium,medium,high,medium,low,low,medium,high,high
3785,2,3,low,low,low,low,low,low,low,low,low,low,low,high,high
3786,2,3,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
3787,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3788,2,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
3789,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3790,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3791,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3792,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3793,2,5,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,low,medium
3794,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3795,2,4,low,low,low,low,low,low,low,low,low,low,low,low,low
3796,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3797,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium,low,medium,medium,low
3798,2,4,low,low,low,low,low,low,low,low,low,low,low,low,low
3799,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3800,2,2,low,medium,low,low,low,low,low,low,low,low,low,low,low
3801,2,2,low,low,low,low,low,low,low,low,low,low,low,high,low
3802,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium
3803,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3804,2,5,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,medium,medium
3805,2,3,medium,medium,medium,low,medium,low,medium,medium,low,low,low,high,high
3806,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3807,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,high
3808,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3809,2,6,high,high,high,high,high,high,high,high,high,high,high,high,high
3810,2,2,medium,medium,medium,low,medium,low,low,medium,low,low,low,low,low
3811,2,3,low,medium,low,low,low,low,low,low,low,low,low,low,low
3812,2,3,medium,low,low,low,low,low,low,low,low,low,low,low,low
3813,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3814,2,2,low,low,low,low,low,low,low,low,low,low,low,low,low
3815,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3816,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3817,2,3,low,low,low,low,low,low,low,low,low,low,low,high,high
3818,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium,low,medium,low,low
3819,2,3,medium,medium,low,low,low,low,low,low,low,low,low,low,low
3820,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3821,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
3822,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3823,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3824,2,5,medium,medium,medium,low,medium,medium,medium,medium,low,low,low,low,low
3825,2,5,high,high,high,medium,medium,high,high,medium,medium,medium,high,medium,medium
3826,2,5,low,low,low,low,low,low,low,low,low,low,low,low,low
3827,2,4,medium,medium,medium,low,low,low,low,low,low,low,low,low,low
3828,2,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,low,low,low
3829,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3830,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3831,2,4,high,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3832,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3833,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3834,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3835,2,2,medium,medium,medium,low,medium,medium,medium,medium,low,low,low,low,low
3836,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,high,medium
3837,2,4,high,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3838,2,3,medium,medium,medium,low,medium,low,medium,medium,low,low,low,medium,low
3839,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3840,2,4,medium,medium,low,low,low,low,medium,low,low,low,low,low,low
3841,2,2,low,low,low,low,low,low,low,low,low,low,low,low,low
3842,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3843,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3844,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3845,2,1,low,low,low,low,low,low,low,low,low,low,low,high,high
3846,2,4,medium,medium,medium,low,medium,low,medium,low,low,low,low,low,low
3847,2,4,medium,medium,medium,low,medium,low,medium,medium,low,low,medium,low,low
3848,2,2,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
3849,2,4,medium,medium,low,low,low,low,medium,low,low,low,low,low,low
3850,2,2,low,low,low,low,low,low,low,low,low,low,low,low,low
3851,2,4,low,medium,low,low,low,low,low,low,low,low,low,low,low
3852,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,medium
3853,2,2,low,low,low,low,low,low,low,low,low,low,low,low,low
3854,2,3,medium,medium,low,low,low,low,medium,low,low,low,low,low,low
3855,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3856,2,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,low,medium,low
3857,2,3,medium,medium,medium,low,medium,low,medium,medium,low,low,low,medium,low
3858,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium,low,low,medium,low
3859,2,1,low,low,low,low,low,low,low,low,low,low,low,low,low
3860,2,2,medium,medium,medium,low,medium,low,medium,medium,medium,low,low,medium,low
3861,2,3,medium,medium,medium,low,medium,low,medium,medium,low,low,low,medium,low
3862,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3863,2,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,low,low,low
3864,2,4,medium,medium,medium,low,medium,low,medium,medium,low,low,medium,low,medium
3865,2,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
3866,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3867,2,4,medium,medium,medium,low,low,low,low,low,low,low,low,low,low
3868,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium,low,medium,medium,low
3869,2,2,low,low,low,low,low,low,low,low,low,low,low,low,low
3870,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3871,2,5,high,high,high,high,high,high,high,high,high,high,high,high,high
3872,2,4,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
3873,2,4,low,medium,low,low,low,low,low,low,low,low,low,low,low
3874,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3875,2,6,high,high,high,high,medium,high,high,high,high,high,high,high,high
3876,2,4,medium,medium,low,low,low,low,low,low,low,low,low,low,low
3877,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3878,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3879,2,1,low,low,low,low,low,low,low,low,low,high,low,high,high
3880,2,2,low,low,low,low,low,low,low,low,low,low,low,high,low
3881,2,5,high,high,high,low,medium,high,high,medium,low,high,high,low,high
3882,2,2,low,low,low,low,low,low,low,low,low,low,low,high,low
3883,2,1,low,low,low,low,low,low,low,low,low,low,low,high,high
3884,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium,low,medium,medium,medium
3885,2,4,medium,medium,medium,low,medium,medium,medium,medium,medium,low,medium,low,low
3886,2,4,low,low,low,low,low,low,low,low,low,low,low,low,low
3887,2,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,medium,low
3888,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3889,2,5,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
3890,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3891,2,4,medium,medium,medium,low,medium,low,medium,medium,low,low,low,low,low
3892,2,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3893,2,4,low,low,low,low,low,low,low,low,low,low,low,low,low
3894,2,3,medium,medium,medium,low,low,low,medium,low,low,low,low,low,low
3895,2,3,medium,medium,medium,low,medium,low,medium,medium,low,low,low,medium,low
3896,2,5,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,medium,medium
3897,2,4,medium,medium,low,low,low,low,low,medium,low,low,low,medium,low
3898,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,medium
3899,2,4,medium,medium,medium,low,medium,low,medium,low,low,low,low,low,low
3900,2,3,medium,medium,low,low,low,low,low,low,low,low,low,low,low
3901,2,4,high,high,high,high,high,high,high,high,high,medium,high,high,high
3902,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,low,low
3903,2,1,medium,medium,low,low,medium,low,low,medium,medium,low,low,high,low
3904,2,5,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,medium,medium
3905,2,4,medium,medium,medium,low,medium,low,medium,low,low,low,low,low,low
3906,2,5,medium,medium,medium,low,medium,medium,medium,medium,medium,low,medium,low,medium
3907,2,5,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3908,2,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,medium
3909,2,5,high,high,medium,low,medium,high,high,medium,high,low,medium,low,high
3910,2,2,medium,medium,medium,low,medium,low,low,low,low,low,low,low,low
3911,2,2,medium,medium,low,low,low,low,low,low,low,low,low,low,low
3912,2,4,medium,medium,medium,low,medium,low,medium,low,low,low,low,low,low
3913,2,2,low,low,low,low,low,low,low,low,low,low,low,low,low
3914,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3915,2,4,medium,medium,medium,low,medium,medium,medium,medium,low,low,low,low,low
3916,2,4,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
3917,2,4,low,low,low,low,low,low,low,low,low,low,low,low,low
3918,2,5,high,high,high,high,high,high,high,high,high,high,high,high,high
3919,2,5,high,high,medium,medium,medium,high,high,medium,medium,low,medium,high,high
3920,2,5,medium,medium,medium,low,low,low,medium,low,low,low,low,low,low
3921,2,5,low,low,low,low,low,low,low,low,low,low,low,low,low
3922,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium,low,low,medium,medium
3923,2,3,medium,medium,medium,low,medium,low,medium,medium,low,low,medium,medium,low
3924,2,3,medium,low,low,low,low,low,low,low,low,low,low,low,low
3925,2,5,medium,medium,medium,low,medium,medium,medium,medium,medium,low,medium,low,low
3926,2,2,low,low,low,low,low,low,low,low,low,low,low,low,low
3927,2,3,low,low,low,low,low,low,low,low,low,low,low,high,low
3928,2,4,medium,medium,low,low,medium,low,low,low,low,low,low,medium,low
3929,2,3,medium,medium,medium,low,medium,low,low,medium,low,low,low,medium,low
3930,2,4,high,high,medium,medium,medium,high,medium,medium,medium,medium,medium,medium,medium
3931,2,4,medium,medium,low,low,low,low,low,low,low,low,low,low,low
3932,2,5,high,high,high,medium,high,high,high,high,high,high,high,high,high
3933,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3934,2,3,medium,medium,medium,low,low,low,low,low,low,low,low,low,low
3935,2,3,medium,medium,medium,low,medium,medium,medium,medium,low,low,medium,low,low
3936,2,2,low,low,low,low,low,low,low,low,low,low,low,low,low
3937,2,6,medium,high,medium,low,medium,medium,medium,medium,low,low,medium,medium,low
3938,2,3,low,low,low,low,low,low,low,low,low,low,low,low,low
3939,2,3,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,medium,medium,medium
