essay_id,prompt_id,narrativity_score,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10
12167,5,2,medium,low,medium,high,medium,medium,medium,low,medium,medium
12168,5,2,high,medium,high,high,high,high,medium,medium,high,high
12169,5,0,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
12170,5,3,high,high,high,high,high,high,high,high,high,high
12171,5,1,medium,medium,medium,high,medium,medium,medium,low,medium,high
12172,5,1,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
12173,5,1,medium,low,medium,medium,medium,medium,low,low,medium,medium
12174,5,1,high,medium,high,high,high,high,medium,medium,high,high
12175,5,2,high,medium,high,high,high,high,medium,low,high,high
12176,5,0,low,low,low,low,low,low,low,low,low,low
12177,5,2,high,medium,high,high,high,high,medium,medium,high,high
12178,5,2,high,medium,high,high,high,high,medium,medium,high,high
12179,5,3,high,high,high,high,high,high,high,high,high,high
12180,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12181,5,2,medium,low,low,high,low,low,low,low,low,high
12182,5,2,medium,low,medium,medium,medium,high,medium,low,medium,high
12183,5,0,low,low,low,low,low,low,low,low,low,low
12184,5,2,high,medium,high,high,high,high,high,high,high,high
12185,5,3,high,medium,high,high,high,high,high,medium,high,high
12186,5,2,low,low,low,low,low,low,low,low,low,low
12187,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,high
12188,5,4,high,high,high,high,high,high,high,high,high,high
12189,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12190,5,2,high,medium,high,high,high,high,high,medium,high,high
12191,5,3,high,medium,high,high,high,high,medium,medium,high,high
12192,5,1,medium,low,medium,medium,medium,medium,medium,low,medium,medium
12193,5,3,high,medium,high,high,high,high,high,medium,high,high
12194,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12195,5,1,high,medium,medium,high,medium,high,medium,medium,medium,high
12196,5,2,high,medium,high,high,high,high,high,medium,high,high
12197,5,2,high,medium,high,high,high,high,high,high,high,high
12198,5,2,high,medium,medium,medium,medium,medium,medium,medium,high,high
12199,5,2,medium,medium,medium,high,high,high,medium,medium,high,high
12200,5,4,high,high,high,high,high,high,high,high,high,high
12201,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12202,5,2,high,medium,medium,medium,medium,medium,medium,medium,high,high
12203,5,2,high,medium,high,high,high,high,high,high,high,high
12204,5,2,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
12205,5,2,high,medium,high,medium,medium,medium,medium,low,high,high
12206,5,2,high,medium,high,high,high,high,high,medium,high,high
12207,5,2,high,medium,high,high,high,high,high,high,high,high
12208,5,2,high,medium,high,high,medium,high,medium,low,high,high
12209,5,1,medium,medium,medium,high,high,high,medium,high,high,high
12210,5,2,medium,low,medium,medium,low,low,medium,low,high,medium
12211,5,2,high,medium,high,high,high,high,high,high,high,high
12212,5,3,high,high,high,high,high,high,high,high,high,high
12213,5,2,medium,medium,high,medium,medium,medium,medium,low,high,high
12214,5,0,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
12215,5,2,low,low,low,medium,low,medium,low,low,low,low
12216,5,2,high,medium,high,high,high,high,high,medium,high,high
12217,5,2,high,medium,high,high,high,high,high,medium,high,high
12218,5,0,high,medium,medium,high,high,high,medium,high,high,high
12219,5,2,high,medium,high,high,medium,medium,high,medium,high,high
12220,5,2,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
12221,5,1,high,medium,high,high,high,high,high,medium,high,high
12222,5,1,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
12223,5,3,high,medium,high,high,high,high,high,high,high,high
12224,5,2,medium,low,medium,medium,medium,medium,medium,low,medium,medium
12225,5,4,high,high,high,high,high,high,high,high,high,high
12226,5,3,high,high,high,high,high,high,high,high,high,high
12227,5,0,low,low,low,low,low,low,low,low,low,low
12228,5,2,high,medium,high,high,high,high,high,medium,high,high
12229,5,2,medium,low,medium,medium,medium,medium,medium,low,medium,medium
12230,5,2,high,medium,high,high,high,high,high,high,high,high
12231,5,4,high,medium,high,high,high,high,high,medium,high,high
12232,5,2,high,medium,high,high,high,high,medium,high,high,high
12233,5,2,medium,low,high,high,high,medium,medium,medium,high,high
12234,5,2,medium,low,medium,high,medium,medium,low,low,medium,medium
12235,5,2,high,medium,high,high,high,high,high,high,high,high
12236,5,2,high,high,high,high,high,high,high,high,high,high
12237,5,2,high,low,medium,medium,medium,medium,medium,low,medium,high
12238,5,2,medium,low,medium,medium,medium,medium,low,low,medium,medium
12239,5,2,high,medium,medium,high,medium,medium,medium,low,high,high
12240,5,3,high,medium,high,high,high,high,high,medium,high,high
12241,5,3,high,medium,high,medium,medium,medium,medium,medium,high,high
12242,5,3,high,high,high,high,high,high,high,high,high,high
12243,5,3,high,medium,high,high,high,high,high,high,high,high
12244,5,3,high,low,high,medium,medium,medium,high,low,high,high
12245,5,2,medium,medium,medium,high,high,high,medium,medium,medium,high
12246,5,2,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
12247,5,3,high,medium,medium,medium,medium,medium,medium,medium,high,high
12248,5,2,high,medium,high,high,high,medium,medium,medium,high,high
12249,5,0,medium,low,medium,medium,medium,medium,low,low,medium,medium
12250,5,1,low,low,low,low,low,low,low,low,low,low
12251,5,4,high,medium,high,high,high,high,high,medium,high,high
12252,5,3,high,high,high,high,high,high,high,high,high,high
12253,5,2,high,low,high,high,high,medium,medium,low,high,high
12254,5,0,medium,low,medium,high,medium,medium,medium,low,medium,medium
12255,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12256,5,3,high,medium,high,medium,medium,medium,medium,medium,high,high
12257,5,2,high,medium,high,high,high,high,medium,medium,high,high
12258,5,0,medium,medium,medium,medium,medium,high,medium,high,medium,medium
12259,5,2,high,medium,medium,high,medium,medium,medium,low,medium,high
12260,5,2,medium,low,medium,high,medium,medium,medium,low,medium,medium
12261,5,4,high,high,high,high,high,high,high,high,high,high
12262,5,2,medium,medium,high,high,high,high,medium,medium,high,high
12263,5,3,high,medium,high,high,high,high,high,low,high,high
12264,5,2,medium,low,low,medium,low,low,low,low,low,medium
12265,5,2,high,medium,high,high,medium,medium,medium,medium,medium,high
12266,5,2,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
12267,5,2,high,medium,high,high,high,high,medium,medium,high,high
12268,5,2,medium,medium,high,high,high,high,high,medium,high,high
12269,5,3,high,medium,high,medium,medium,medium,medium,medium,high,high
12270,5,4,high,high,high,high,high,high,high,high,high,high
12271,5,0,medium,medium,medium,high,high,high,medium,high,medium,high
12272,5,2,high,medium,high,high,high,high,medium,medium,high,high
12273,5,3,high,medium,high,high,medium,medium,high,medium,high,high
12274,5,2,high,medium,medium,medium,medium,medium,medium,low,medium,medium
12275,5,2,medium,low,high,high,high,high,medium,low,high,high
12276,5,2,medium,low,medium,medium,medium,medium,low,low,medium,medium
12277,5,2,medium,low,medium,medium,medium,medium,medium,low,medium,high
12278,5,3,high,medium,medium,high,medium,medium,medium,low,high,high
12279,5,2,high,medium,high,high,medium,medium,medium,low,high,high
12280,5,2,medium,low,high,medium,low,medium,low,low,medium,high
12281,5,3,high,medium,high,high,high,high,high,high,high,high
12282,5,3,high,medium,high,high,medium,medium,medium,medium,high,high
12283,5,2,medium,low,low,medium,low,medium,low,low,low,medium
12284,5,3,high,high,high,high,high,high,high,high,high,high
12285,5,2,high,medium,high,high,high,high,medium,medium,high,high
12286,5,0,medium,low,low,medium,low,low,low,low,low,low
12287,5,2,high,medium,high,high,high,high,medium,medium,high,high
12288,5,2,high,medium,high,high,high,high,high,medium,high,high
12289,5,2,high,medium,medium,high,high,high,medium,medium,medium,high
12290,5,2,high,medium,high,high,high,high,high,medium,high,high
12291,5,2,medium,low,high,medium,medium,medium,low,low,high,high
12292,5,2,medium,medium,medium,high,medium,medium,medium,medium,medium,high
12293,5,2,high,medium,high,high,high,medium,medium,medium,high,high
12294,5,1,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
12295,5,3,high,medium,high,high,high,medium,medium,low,high,high
12296,5,4,high,medium,high,high,high,high,high,high,high,high
12297,5,3,high,high,high,high,high,high,high,high,high,high
12298,5,2,high,medium,medium,high,medium,medium,medium,medium,medium,high
12299,5,4,high,medium,high,high,high,high,high,medium,high,high
12300,5,2,high,medium,high,high,high,high,medium,medium,high,high
12301,5,1,medium,low,medium,medium,medium,medium,medium,high,high,high
12302,5,2,medium,medium,high,medium,medium,medium,medium,medium,high,high
12303,5,2,medium,low,medium,medium,medium,medium,medium,low,medium,medium
12304,5,1,medium,low,low,medium,low,medium,low,low,low,medium
12305,5,2,high,medium,high,medium,high,high,high,high,high,high
12306,5,1,high,medium,high,high,high,high,high,high,high,high
12307,5,2,low,low,low,low,low,low,low,low,low,low
12308,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,high
12309,5,2,high,medium,high,high,high,high,high,medium,high,high
12310,5,2,high,low,medium,medium,medium,medium,medium,low,high,high
12311,5,1,medium,low,low,medium,medium,medium,low,low,medium,medium
12312,5,2,medium,medium,high,medium,medium,medium,medium,medium,high,high
12313,5,3,high,medium,high,medium,high,medium,high,medium,high,high
12314,5,2,high,medium,high,high,high,high,medium,medium,high,high
12315,5,3,high,medium,medium,high,medium,medium,medium,low,high,high
12316,5,2,high,medium,high,high,high,high,medium,medium,high,high
12317,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12318,5,2,high,medium,high,high,high,high,high,medium,high,high
12319,5,2,high,medium,high,high,high,high,medium,medium,high,high
12320,5,2,medium,medium,medium,high,medium,high,medium,medium,high,high
12321,5,3,high,medium,high,high,high,high,high,low,high,high
12322,5,2,low,low,low,low,low,low,low,low,low,low
12323,5,2,high,medium,high,high,high,high,high,medium,high,high
12324,5,3,high,medium,high,high,high,high,high,medium,high,high
12325,5,1,medium,medium,medium,medium,medium,high,medium,medium,medium,high
12326,5,3,medium,low,medium,medium,medium,medium,medium,low,medium,medium
12327,5,2,medium,medium,high,medium,medium,medium,medium,medium,high,high
12328,5,3,high,high,high,high,high,high,high,high,high,high
12329,5,2,medium,medium,high,high,high,high,medium,medium,high,high
12330,5,3,high,medium,high,high,high,high,high,high,high,high
12331,5,1,medium,low,medium,medium,medium,medium,medium,low,medium,medium
12332,5,1,medium,low,medium,medium,medium,medium,medium,low,medium,medium
12333,5,1,high,medium,high,high,high,high,high,high,high,high
12334,5,2,high,medium,high,high,high,medium,medium,medium,high,high
12335,5,2,high,medium,high,high,high,high,medium,medium,high,high
12336,5,2,medium,low,low,medium,medium,medium,medium,low,medium,medium
12337,5,2,medium,medium,medium,medium,medium,medium,medium,low,medium,high
12338,5,3,high,high,high,high,high,high,high,high,high,high
12339,5,2,high,medium,high,high,medium,high,medium,low,high,high
12340,5,3,high,high,high,high,high,high,high,high,high,high
12341,5,2,medium,medium,medium,high,medium,high,medium,low,medium,high
12342,5,2,medium,medium,medium,high,medium,medium,medium,medium,medium,medium
12343,5,4,high,medium,high,high,high,high,high,medium,high,high
12344,5,2,medium,low,medium,high,medium,medium,medium,low,medium,medium
12345,5,0,low,low,low,low,low,low,low,low,low,low
12346,5,2,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
12347,5,2,high,high,high,high,high,high,high,high,high,high
12348,5,2,high,medium,high,high,high,high,medium,medium,high,high
12349,5,2,medium,low,medium,medium,medium,medium,medium,low,medium,medium
12350,5,4,high,high,high,high,high,high,high,high,high,high
12351,5,2,high,high,high,high,high,high,high,high,high,high
12352,5,4,high,high,high,high,high,high,high,low,high,high
12353,5,3,high,medium,high,high,high,high,high,high,high,high
12354,5,2,medium,medium,medium,medium,medium,medium,medium,low,medium,high
12355,5,4,high,medium,high,medium,high,high,high,low,high,high
12356,5,0,low,low,low,low,low,low,low,low,low,low
12357,5,2,high,medium,high,medium,medium,high,medium,medium,high,high
12358,5,1,low,low,low,low,low,low,low,low,low,low
12359,5,2,high,medium,high,high,high,high,medium,medium,high,high
12360,5,3,high,medium,high,high,high,high,high,medium,high,high
12361,5,2,medium,low,medium,medium,medium,medium,medium,low,medium,medium
12362,5,1,medium,low,low,medium,low,medium,low,low,low,medium
12363,5,2,high,medium,high,high,high,high,medium,medium,high,high
12364,5,2,medium,medium,high,high,medium,medium,medium,low,high,high
12365,5,3,high,medium,high,high,high,high,medium,high,high,high
12366,5,3,high,medium,high,medium,medium,medium,medium,medium,high,high
12367,5,3,medium,low,medium,medium,low,medium,low,low,medium,medium
12368,5,3,high,medium,high,high,high,high,high,medium,high,high
12369,5,2,high,medium,high,high,high,high,high,low,high,high
12370,5,2,medium,low,medium,medium,low,low,low,low,medium,medium
12371,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12372,5,2,high,medium,high,high,high,high,medium,medium,high,high
12373,5,4,high,medium,high,high,high,high,high,medium,high,high
12374,5,2,high,medium,high,high,high,high,high,low,high,high
12375,5,2,medium,medium,medium,medium,medium,high,medium,high,medium,high
12376,5,3,high,medium,high,high,high,high,high,high,high,high
12377,5,2,high,medium,medium,high,high,high,medium,medium,high,high
12378,5,2,high,medium,medium,high,high,high,medium,low,high,high
12379,5,2,high,high,high,high,high,high,high,high,high,high
12380,5,2,high,medium,medium,high,high,high,medium,high,high,high
12381,5,2,medium,low,medium,medium,medium,medium,medium,low,medium,medium
12382,5,2,medium,low,medium,medium,medium,medium,medium,low,medium,medium
12383,5,2,high,medium,high,high,high,high,high,high,high,high
12384,5,2,high,medium,high,high,high,high,high,high,high,high
12385,5,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12386,5,2,high,medium,high,high,high,high,high,medium,high,high
12387,5,3,high,medium,high,high,high,high,high,medium,high,high
12388,5,3,high,high,high,high,high,high,high,low,high,high
12389,5,1,medium,low,low,medium,low,medium,low,low,medium,medium
12390,5,2,high,medium,high,high,high,high,high,high,high,high
12391,5,2,high,medium,medium,medium,medium,medium,medium,medium,high,high
12392,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12393,5,3,high,medium,high,high,high,high,high,low,high,high
12394,5,2,high,medium,high,high,high,high,medium,low,high,high
12395,5,3,medium,medium,medium,medium,medium,medium,medium,medium,high,high
12396,5,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12397,5,2,high,medium,high,high,high,high,high,medium,high,high
12398,5,3,medium,medium,high,medium,medium,medium,medium,medium,high,high
12399,5,2,high,medium,high,high,high,high,medium,medium,high,high
12400,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,high
12401,5,2,medium,low,medium,medium,medium,medium,medium,low,medium,medium
12402,5,2,medium,medium,medium,medium,medium,medium,medium,low,medium,high
12403,5,3,medium,medium,medium,medium,medium,medium,medium,medium,high,high
12404,5,2,high,medium,high,high,high,high,high,medium,high,high
12405,5,4,high,medium,high,medium,high,high,high,medium,high,high
12406,5,2,high,medium,high,high,high,high,medium,medium,high,high
12407,5,2,high,high,high,high,high,high,high,high,high,high
12408,5,2,high,medium,medium,high,high,high,medium,medium,high,high
12409,5,2,high,medium,medium,high,high,high,medium,medium,medium,high
12410,5,2,high,medium,high,high,high,high,medium,high,high,high
12411,5,2,high,medium,high,medium,high,high,medium,medium,high,high
12412,5,2,high,medium,high,high,high,high,high,medium,high,high
12413,5,2,high,medium,high,high,high,high,medium,medium,high,high
12414,5,0,medium,low,low,medium,low,medium,low,low,low,medium
12415,5,2,high,high,high,high,high,high,high,high,high,high
12416,5,2,high,high,high,high,high,high,high,high,high,high
12417,5,2,high,medium,high,high,high,high,high,high,high,high
12418,5,3,high,high,high,high,high,high,high,high,high,high
12419,5,2,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
12420,5,4,high,medium,high,high,high,high,high,medium,high,high
12421,5,2,medium,low,low,medium,low,medium,low,low,medium,medium
12422,5,3,high,medium,high,high,high,high,high,low,high,high
12423,5,3,medium,low,high,medium,medium,medium,high,low,high,high
12424,5,4,high,medium,high,high,high,high,high,high,high,high
12425,5,2,high,medium,high,medium,medium,medium,medium,low,high,high
12426,5,0,low,low,low,low,low,low,low,low,low,low
12427,5,1,medium,low,low,medium,low,low,low,low,low,medium
12428,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12429,5,3,high,high,high,high,high,high,high,high,high,high
12430,5,2,medium,medium,high,medium,high,high,high,low,high,high
12431,5,1,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
12432,5,2,high,medium,high,high,high,high,high,high,high,high
12433,5,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12434,5,1,high,high,high,high,high,high,high,high,high,high
12435,5,0,low,low,low,medium,low,medium,low,low,low,low
12436,5,1,high,medium,high,high,high,high,high,medium,high,high
12437,5,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,high
12438,5,2,medium,medium,high,high,medium,high,medium,medium,medium,high
12439,5,2,high,medium,high,high,high,high,high,medium,high,high
12440,5,3,high,high,high,high,high,high,high,high,high,high
12441,5,1,medium,low,low,medium,low,medium,low,low,medium,medium
12442,5,1,high,high,high,high,high,high,high,high,high,high
12443,5,1,medium,low,low,medium,low,medium,low,low,low,medium
12444,5,1,medium,low,medium,medium,medium,medium,medium,low,medium,medium
12445,5,2,medium,medium,high,high,medium,high,medium,medium,high,high
12446,5,2,high,high,high,high,high,high,high,high,high,high
12447,5,2,high,medium,high,high,high,medium,high,low,high,high
12448,5,2,high,high,high,high,high,high,high,high,high,high
12449,5,2,high,medium,high,high,high,high,high,medium,high,high
12450,5,1,medium,low,medium,medium,medium,medium,medium,low,medium,medium
12451,5,1,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
12452,5,1,high,medium,high,high,medium,high,medium,low,high,high
12453,5,2,medium,low,medium,medium,medium,medium,medium,low,medium,medium
12454,5,2,high,high,high,high,high,high,high,high,high,high
12455,5,1,high,medium,medium,high,high,high,medium,medium,high,high
12456,5,1,high,medium,high,high,high,high,medium,high,high,high
12457,5,2,high,medium,high,high,high,high,high,high,high,high
12458,5,2,high,high,high,high,high,high,high,high,high,high
12459,5,2,medium,low,medium,medium,medium,medium,medium,low,high,high
12460,5,2,medium,low,medium,medium,medium,medium,medium,low,medium,medium
12461,5,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12462,5,2,high,high,high,high,high,high,high,high,high,high
12463,5,1,medium,medium,medium,high,medium,medium,medium,low,medium,high
12464,5,1,high,medium,high,medium,medium,medium,medium,low,high,high
12465,5,1,medium,low,low,medium,medium,medium,low,low,medium,medium
12466,5,1,high,medium,medium,high,high,high,medium,medium,high,high
12467,5,2,high,low,low,medium,medium,medium,high,low,high,high
12468,5,3,high,high,high,high,high,high,high,high,high,high
12469,5,1,medium,low,medium,high,medium,high,medium,high,medium,high
12470,5,3,high,high,high,high,high,high,high,high,high,high
12471,5,2,medium,low,medium,medium,medium,medium,low,low,medium,medium
12472,5,1,medium,low,medium,medium,medium,medium,medium,low,medium,medium
12473,5,1,medium,low,low,medium,medium,medium,low,low,medium,high
12474,5,2,high,medium,high,high,high,high,medium,high,high,high
12475,5,1,medium,low,low,high,low,medium,low,low,low,medium
12476,5,1,medium,low,medium,medium,medium,medium,medium,low,medium,medium
12477,5,1,high,medium,high,medium,medium,medium,medium,medium,high,high
12478,5,3,high,high,high,high,high,high,high,low,high,high
12479,5,2,high,medium,high,high,high,high,high,high,high,high
12480,5,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12481,5,3,high,high,high,high,high,high,high,high,high,high
12482,5,2,high,high,high,high,high,high,high,high,high,high
12483,5,3,high,medium,high,high,high,high,high,medium,high,high
12484,5,1,medium,low,medium,medium,medium,medium,medium,low,high,medium
12485,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,high
12486,5,1,medium,low,low,medium,medium,medium,low,low,medium,medium
12487,5,2,medium,medium,medium,medium,medium,medium,medium,low,high,high
12488,5,2,high,medium,high,high,high,high,medium,medium,high,high
12489,5,3,medium,low,medium,medium,medium,medium,medium,medium,medium,medium
12490,5,1,high,medium,high,high,high,high,high,high,high,high
12491,5,2,high,medium,high,high,high,high,high,high,high,high
12492,5,3,medium,medium,high,medium,medium,medium,medium,medium,medium,high
12493,5,2,high,medium,medium,high,medium,medium,medium,medium,high,high
12494,5,2,medium,medium,high,medium,medium,high,medium,medium,high,high
12495,5,2,medium,low,medium,medium,medium,medium,medium,low,medium,high
12496,5,0,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12497,5,2,high,high,high,high,high,high,high,high,high,high
12498,5,3,high,high,high,high,high,high,high,low,high,high
12499,5,1,high,medium,medium,high,medium,high,medium,medium,medium,high
12500,5,2,high,medium,high,high,medium,medium,medium,medium,high,high
12501,5,3,high,medium,high,high,high,high,medium,low,high,high
12502,5,1,high,medium,high,high,high,high,medium,high,high,high
12503,5,1,medium,medium,medium,medium,medium,medium,medium,medium,high,high
12504,5,2,high,medium,high,medium,medium,medium,medium,medium,high,high
12505,5,3,high,medium,high,high,high,high,high,medium,high,high
12506,5,0,low,low,low,low,low,low,low,low,low,low
12507,5,1,medium,medium,medium,medium,medium,high,medium,medium,high,high
12508,5,1,high,medium,high,high,medium,high,medium,low,high,high
12509,5,2,medium,medium,medium,medium,medium,medium,medium,low,high,high
12510,5,2,high,medium,high,high,high,high,high,medium,high,high
12511,5,1,high,medium,high,high,high,high,medium,high,high,high
12512,5,2,high,medium,high,high,high,high,high,high,high,high
12513,5,3,high,medium,high,high,high,medium,medium,medium,high,high
12514,5,2,high,medium,high,high,high,high,high,medium,high,high
12515,5,2,high,medium,high,high,high,high,medium,high,high,high
12516,5,3,high,high,high,high,high,high,high,high,high,high
12517,5,2,high,medium,high,high,high,high,high,medium,high,high
12518,5,1,medium,medium,medium,high,medium,medium,medium,medium,medium,high
12519,5,2,high,medium,high,high,high,high,high,medium,high,high
12520,5,1,high,medium,high,high,high,medium,high,medium,high,high
12521,5,0,high,low,low,high,high,high,high,high,high,high
12522,5,2,high,high,high,high,high,high,high,medium,high,high
12523,5,2,medium,medium,medium,medium,medium,medium,medium,medium,high,high
12524,5,0,medium,low,medium,medium,medium,medium,medium,low,medium,medium
12525,5,2,medium,medium,medium,medium,medium,medium,medium,low,high,high
12526,5,0,low,low,low,low,low,low,low,low,low,low
12527,5,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12528,5,1,medium,low,medium,high,medium,medium,medium,low,medium,medium
12529,5,3,high,medium,high,medium,high,high,medium,medium,high,high
12530,5,3,medium,medium,high,medium,medium,medium,medium,medium,high,high
12531,5,3,medium,medium,medium,medium,medium,medium,medium,medium,high,high
12532,5,1,high,medium,high,high,high,high,high,medium,high,high
12533,5,2,high,medium,high,high,high,high,medium,low,high,high
12534,5,1,high,medium,high,high,high,high,high,low,high,high
12535,5,4,high,high,high,high,high,high,high,high,high,high
12536,5,2,high,high,high,high,high,high,high,high,high,high
12537,5,4,high,medium,high,high,high,high,high,high,high,high
12538,5,4,high,high,high,high,high,high,high,high,high,high
12539,5,2,medium,low,medium,high,high,high,medium,low,high,high
12540,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,high
12541,5,2,high,medium,high,high,high,high,medium,medium,high,high
12542,5,1,low,low,low,medium,low,medium,low,low,low,low
12543,5,3,medium,medium,high,medium,medium,medium,medium,high,high,high
12544,5,3,medium,medium,high,high,medium,medium,medium,low,high,high
12545,5,3,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12546,5,2,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
12547,5,2,high,high,high,high,high,high,high,high,high,high
12548,5,1,medium,low,medium,medium,medium,medium,medium,low,medium,medium
12549,5,2,medium,low,low,medium,low,low,low,low,low,medium
12550,5,3,high,high,high,high,high,high,high,high,high,high
12551,5,1,high,medium,high,high,high,high,medium,low,high,high
12552,5,0,medium,low,medium,medium,medium,medium,low,low,medium,medium
12553,5,4,high,high,high,high,high,high,high,low,high,high
12554,5,2,high,low,low,high,medium,medium,medium,low,medium,medium
12555,5,4,high,medium,high,high,high,high,high,high,high,high
12556,5,2,medium,low,medium,medium,medium,medium,medium,low,medium,medium
12557,5,3,high,medium,high,high,medium,medium,medium,medium,high,high
12558,5,1,medium,low,low,medium,low,low,low,low,medium,medium
12559,5,1,medium,low,medium,medium,medium,medium,medium,low,medium,medium
12560,5,2,high,medium,high,medium,medium,medium,medium,medium,high,high
12561,5,2,medium,medium,high,high,high,high,medium,medium,medium,high
12562,5,1,medium,medium,high,high,high,high,medium,high,high,high
12563,5,0,medium,low,low,medium,low,low,low,low,low,low
12564,5,2,high,medium,high,high,high,high,medium,medium,high,high
12565,5,2,medium,medium,high,medium,medium,medium,medium,low,high,high
12566,5,2,medium,medium,medium,high,medium,medium,medium,low,medium,medium
12567,5,1,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
12568,5,1,medium,medium,high,high,medium,high,medium,low,high,high
12569,5,3,high,medium,high,high,high,high,medium,medium,high,high
12570,5,2,high,medium,high,high,high,high,high,medium,high,high
12571,5,2,high,medium,high,high,high,high,medium,medium,high,high
12572,5,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12573,5,3,high,medium,high,medium,medium,medium,medium,medium,high,high
12574,5,3,high,medium,high,high,high,high,high,medium,high,high
12575,5,3,high,medium,high,high,high,high,medium,medium,high,high
12576,5,2,high,high,high,high,high,high,high,high,high,high
12577,5,0,medium,low,medium,medium,medium,medium,medium,low,medium,medium
12578,5,0,low,low,low,low,low,low,low,low,low,low
12579,5,2,medium,low,medium,medium,medium,medium,medium,low,medium,high
12580,5,2,medium,medium,high,medium,medium,medium,medium,medium,high,high
12581,5,3,high,high,high,high,high,high,high,high,high,high
12582,5,2,medium,low,medium,medium,medium,medium,low,low,medium,medium
12583,5,4,medium,medium,medium,medium,medium,medium,medium,low,high,high
12584,5,2,medium,low,medium,low,low,low,low,low,medium,medium
12585,5,1,medium,low,medium,high,medium,medium,medium,low,medium,high
12586,5,2,high,high,high,high,high,high,high,high,high,high
12587,5,2,high,medium,high,high,high,high,high,medium,high,high
12588,5,2,high,high,high,high,high,high,high,high,high,high
12589,5,2,high,medium,high,high,high,medium,medium,medium,high,high
12590,5,3,high,medium,high,high,high,high,high,high,high,high
12591,5,3,low,low,low,low,low,low,low,low,low,low
12592,5,2,high,medium,high,high,high,high,medium,high,high,high
12593,5,2,medium,low,low,medium,low,medium,low,low,low,medium
12594,5,3,high,high,high,high,high,high,high,high,high,high
12595,5,2,high,medium,high,high,high,high,medium,medium,high,high
12596,5,3,high,high,high,high,high,high,medium,high,high,high
12597,5,2,high,high,high,high,high,high,high,high,high,high
12598,5,1,medium,low,medium,medium,medium,medium,medium,medium,medium,medium
12599,5,1,high,medium,high,high,high,high,high,high,high,high
12600,5,3,high,medium,high,medium,medium,high,medium,medium,high,high
12601,5,1,medium,medium,medium,medium,medium,medium,medium,low,medium,medium
12602,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12603,5,1,medium,low,low,medium,medium,medium,medium,low,medium,medium
12604,5,1,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12605,5,3,low,low,low,low,low,low,low,low,low,low
12606,5,2,medium,medium,medium,medium,medium,medium,medium,medium,medium,medium
12607,5,2,high,medium,high,high,medium,high,medium,medium,high,high
12608,5,2,high,low,high,high,high,medium,high,low,high,high
12609,5,3,high,medium,high,medium,medium,medium,medium,low,high,high
12610,5,2,high,medium,high,high,high,high,high,low,high,high
12611,5,2,medium,medium,high,high,high,high,medium,medium,high,high
12612,5,2,high,medium,high,high,high,high,medium,medium,high,high
12613,5,2,high,medium,high,high,high,high,high,low,high,high
12614,5,2,high,medium,high,high,high,high,medium,medium,high,high
12615,5,1,high,medium,medium,high,medium,medium,medium,low,high,high
12616,5,3,high,high,high,high,high,high,high,high,high,high
