essay_id,prompt_id,conventions_score,question1,question2,question3,question4,question5,question6
4419,2,4,low,low,low,low,low,high
4420,2,4,low,high,low,high,high,high
4421,2,3,medium,medium,medium,medium,medium,medium
4422,2,3,medium,medium,low,medium,medium,high
4423,2,3,low,low,low,low,low,high
4424,2,1,low,low,low,low,low,high
4425,2,3,medium,low,low,medium,medium,high
4426,2,2,low,low,low,low,low,high
4427,2,3,medium,low,low,medium,low,high
4428,2,4,medium,high,high,medium,medium,medium
4429,2,3,medium,medium,medium,medium,medium,medium
4430,2,5,high,high,high,high,high,high
4431,2,3,medium,medium,medium,medium,medium,medium
4432,2,3,medium,medium,medium,medium,medium,medium
4433,2,3,low,low,low,low,low,high
4434,2,3,medium,medium,low,medium,medium,high
4435,2,3,medium,medium,medium,medium,medium,medium
4436,2,3,medium,high,medium,medium,medium,medium
4437,2,2,medium,medium,medium,medium,medium,medium
4438,2,2,low,low,low,low,low,high
4439,2,3,medium,high,low,medium,medium,high
4440,2,4,medium,medium,low,medium,medium,medium
4441,2,3,medium,medium,low,medium,medium,high
4442,2,3,medium,high,low,medium,medium,high
4443,2,4,medium,medium,medium,medium,medium,medium
4444,2,2,low,low,low,low,low,high
4445,2,3,low,low,low,low,low,high
4446,2,3,medium,low,low,medium,medium,high
4447,2,3,medium,medium,medium,medium,medium,medium
4448,2,4,low,low,low,low,low,high
4449,2,3,medium,low,low,medium,low,high
4450,2,2,low,low,low,low,low,high
4451,2,4,low,medium,low,medium,low,high
4452,2,2,medium,medium,low,medium,low,high
4453,2,3,medium,medium,low,medium,medium,high
4454,2,1,low,low,low,low,low,high
4455,2,4,medium,medium,low,medium,medium,medium
4456,2,2,low,low,low,low,low,high
4457,2,3,medium,medium,low,medium,medium,medium
4458,2,4,medium,medium,low,medium,medium,medium
4459,2,5,medium,medium,low,medium,medium,high
4460,2,3,medium,medium,medium,medium,medium,high
4461,2,4,low,low,low,medium,low,high
4462,2,3,low,low,low,low,low,high
4463,2,3,low,low,low,medium,high,high
4464,2,1,low,low,low,low,low,high
4465,2,3,low,low,low,low,low,high
4466,2,2,medium,medium,medium,medium,medium,medium
4467,2,2,low,low,low,low,low,high
4468,2,4,medium,high,medium,medium,medium,medium
4469,2,4,high,high,high,high,high,medium
4470,2,3,low,low,low,low,low,high
4471,2,5,medium,medium,low,medium,medium,high
4472,2,3,low,low,low,low,low,high
4473,2,3,medium,medium,low,medium,medium,high
4474,2,4,medium,medium,low,medium,medium,high
4475,2,3,low,low,low,low,low,high
4476,2,2,low,low,low,medium,medium,high
4477,2,2,medium,medium,low,medium,medium,high
4478,2,4,medium,medium,low,medium,medium,medium
4479,2,4,low,low,low,low,low,high
4480,2,5,medium,medium,low,medium,medium,high
4481,2,3,medium,medium,low,medium,low,high
4482,2,2,low,low,low,low,low,high
4483,2,2,low,low,low,low,low,high
4484,2,3,medium,medium,low,medium,medium,high
4485,2,2,low,low,low,low,low,high
4486,2,3,low,low,low,low,low,high
4487,2,2,low,low,low,low,low,high
4488,2,3,low,low,low,low,low,high
4489,2,3,medium,medium,low,medium,low,high
4490,2,4,low,low,low,low,low,high
4491,2,3,medium,medium,low,medium,medium,medium
4492,2,2,low,low,low,low,low,high
4493,2,3,low,low,low,low,low,high
4494,2,3,medium,medium,low,medium,medium,high
4495,2,3,medium,medium,low,medium,medium,high
4496,2,4,medium,medium,low,medium,medium,medium
4497,2,5,medium,medium,medium,medium,medium,medium
4498,2,3,low,low,low,low,low,high
4499,2,3,low,low,low,low,low,low
4500,2,1,low,low,low,low,low,high
4501,2,3,medium,medium,low,medium,medium,medium
4502,2,3,low,low,low,low,low,high
4503,2,3,low,low,low,low,low,high
4504,2,4,low,low,low,medium,low,high
4505,2,3,low,low,low,low,low,high
4506,2,4,medium,medium,medium,medium,medium,high
4507,2,2,low,low,low,low,low,high
4508,2,4,medium,medium,medium,medium,medium,medium
4509,2,1,low,low,low,low,low,high
4510,2,3,low,low,low,low,low,high
4511,2,4,medium,low,low,medium,low,medium
4512,2,5,medium,medium,medium,medium,high,high
4513,2,3,medium,medium,low,medium,medium,medium
4514,2,4,medium,medium,medium,medium,high,high
4515,2,3,medium,medium,low,medium,medium,high
4516,2,2,low,low,low,medium,medium,high
4517,2,3,medium,low,low,medium,low,high
4518,2,2,low,low,low,low,low,high
4519,2,4,medium,low,low,medium,low,high
4520,2,4,medium,medium,medium,medium,medium,medium
4521,2,3,low,low,low,low,low,high
4522,2,2,low,low,low,low,low,high
4523,2,5,medium,medium,medium,medium,medium,high
4524,2,2,medium,low,low,medium,low,high
4525,2,3,medium,medium,medium,medium,medium,medium
4526,2,2,low,low,low,low,low,high
4527,2,4,low,low,low,medium,low,high
4528,2,3,medium,medium,medium,medium,medium,high
4529,2,2,low,low,low,low,low,high
4530,2,2,low,low,low,low,low,high
4531,2,3,low,low,low,low,low,high
4532,2,4,low,low,low,low,low,high
4533,2,2,low,low,low,low,low,high
4534,2,4,low,low,low,low,low,high
4535,2,3,medium,medium,low,medium,medium,high
4536,2,4,medium,low,low,medium,medium,high
4537,2,4,medium,medium,medium,medium,medium,medium
4538,2,3,low,low,low,low,low,high
4539,2,4,low,low,low,low,low,high
4540,2,6,medium,low,low,medium,low,high
4541,2,5,medium,high,low,medium,high,high
4542,2,4,medium,medium,medium,medium,medium,medium
4543,2,4,low,low,low,low,low,high
4544,2,2,low,low,low,low,low,high
4545,2,3,medium,medium,low,medium,low,high
4546,2,4,high,high,high,high,high,medium
4547,2,1,low,low,low,low,low,high
4548,2,1,low,low,low,low,low,high
4549,2,4,medium,medium,medium,medium,medium,medium
4550,2,3,low,low,low,medium,low,high
4551,2,2,low,low,low,low,low,high
4552,2,3,medium,medium,medium,medium,medium,medium
4553,2,4,medium,medium,low,medium,medium,high
4554,2,4,low,low,low,medium,low,high
4555,2,3,medium,medium,medium,medium,medium,medium
4556,2,3,medium,medium,low,medium,medium,medium
4557,2,3,medium,medium,low,medium,low,high
4558,2,3,low,low,low,low,low,high
4559,2,3,medium,medium,medium,medium,medium,medium
4560,2,1,low,low,low,low,low,high
4561,2,2,low,low,low,low,low,high
4562,2,4,medium,low,low,medium,medium,high
4563,2,4,medium,high,medium,medium,medium,medium
4564,2,3,medium,medium,low,medium,low,high
4565,2,4,medium,medium,low,medium,medium,high
4566,2,2,low,low,low,low,low,high
4567,2,4,medium,medium,low,medium,medium,high
4568,2,3,medium,high,medium,medium,medium,high
4569,2,4,medium,medium,low,medium,medium,medium
4570,2,1,low,low,low,low,low,high
4571,2,3,low,low,low,low,low,high
4572,2,2,low,low,low,low,low,high
4573,2,2,medium,low,low,medium,medium,high
4574,2,3,low,low,low,low,low,high
4575,2,4,low,low,low,low,low,high
4576,2,4,low,low,low,low,low,high
4577,2,4,low,low,low,low,low,high
4578,2,3,low,low,low,low,low,high
4579,2,3,medium,medium,medium,medium,medium,high
4580,2,1,low,low,low,low,low,high
4581,2,3,low,low,low,low,low,high
4582,2,2,low,low,low,low,low,high
4583,2,3,low,low,low,low,low,high
4584,2,3,medium,medium,low,medium,medium,high
4585,2,3,low,low,low,low,low,high
4586,2,5,medium,medium,medium,medium,medium,medium
4587,2,3,medium,medium,low,medium,low,high
4588,2,4,high,high,low,medium,high,high
4589,2,3,low,low,low,low,low,high
4590,2,2,low,low,low,low,low,high
4591,2,2,low,low,low,low,low,low
4592,2,3,low,low,low,low,low,high
4593,2,2,low,low,low,low,low,high
4594,2,2,low,low,low,low,low,high
4595,2,3,medium,medium,medium,medium,low,high
4596,2,2,low,low,low,low,low,high
4597,2,2,low,low,low,low,low,high
4598,2,4,medium,low,low,medium,medium,high
4599,2,2,medium,low,low,medium,medium,high
4600,2,3,medium,low,low,medium,low,high
4601,2,4,medium,medium,low,medium,low,high
4602,2,4,low,low,low,low,low,high
4603,2,2,low,low,low,low,low,high
4604,2,3,medium,medium,medium,medium,medium,medium
4605,2,3,low,low,low,low,low,high
4606,2,2,low,low,low,low,low,high
4607,2,3,medium,medium,medium,medium,medium,high
4608,2,3,low,low,low,low,low,high
4609,2,4,medium,high,medium,medium,high,medium
4610,2,2,medium,medium,low,medium,low,high
4611,2,2,medium,medium,low,medium,low,high
4612,2,4,medium,medium,low,medium,low,high
4613,2,2,low,low,low,low,low,high
4614,2,3,low,medium,low,medium,medium,high
4615,2,5,medium,medium,low,medium,medium,high
4616,2,3,low,low,low,low,low,high
4617,2,5,medium,medium,low,medium,medium,high
4618,2,2,low,low,low,low,low,high
4619,2,3,low,low,low,low,low,high
4620,2,3,medium,medium,medium,medium,medium,medium
4621,2,3,medium,medium,low,medium,medium,high
4622,2,1,medium,medium,low,medium,medium,high
4623,2,3,low,low,low,low,low,high
4624,2,5,medium,high,medium,medium,high,medium
4625,2,3,low,low,low,low,low,high
4626,2,4,medium,high,high,medium,medium,medium
4627,2,3,medium,medium,low,medium,medium,high
4628,2,2,medium,medium,low,medium,medium,high
4629,2,4,medium,high,medium,medium,medium,medium
4630,2,3,medium,medium,medium,medium,medium,medium
4631,2,4,medium,medium,low,medium,medium,high
4632,2,5,medium,medium,low,medium,low,high
4633,2,1,low,low,low,low,low,high
4634,2,4,medium,high,high,medium,high,medium
4635,2,2,low,low,low,low,low,high
4636,2,4,medium,medium,medium,medium,medium,high
4637,2,2,low,low,low,low,low,high
4638,2,1,low,low,low,low,low,high
4639,2,3,medium,medium,low,medium,medium,medium
4640,2,3,medium,medium,low,medium,medium,medium
4641,2,2,medium,medium,low,medium,low,high
4642,2,3,low,low,low,low,low,high
4643,2,2,low,low,low,medium,low,high
4644,2,3,low,low,low,low,low,low
4645,2,3,medium,low,low,medium,medium,high
4646,2,1,low,low,low,low,low,high
4647,2,4,low,low,low,low,low,high
4648,2,4,medium,medium,medium,medium,medium,medium
4649,2,5,medium,medium,low,medium,medium,high
4650,2,2,low,low,low,low,low,high
4651,2,4,medium,medium,low,medium,medium,high
4652,2,4,medium,low,low,medium,medium,high
4653,2,3,medium,medium,medium,medium,medium,medium
4654,2,2,low,low,low,low,low,high
4655,2,4,medium,medium,low,medium,low,high
4656,2,3,medium,medium,medium,medium,medium,high
4657,2,1,low,low,low,low,low,high
4658,2,2,low,low,low,low,low,high
4659,2,4,medium,medium,medium,medium,medium,medium
4660,2,4,medium,low,low,medium,medium,high
4661,2,5,medium,high,medium,medium,high,medium
4662,2,4,medium,medium,medium,medium,medium,medium
4663,2,4,medium,medium,low,low,low,high
4664,2,4,medium,medium,medium,medium,medium,high
4665,2,2,low,low,low,low,low,high
4666,2,4,medium,medium,low,medium,medium,high
4667,2,4,low,low,low,low,low,high
4668,2,2,low,low,low,low,low,high
4669,2,3,low,low,low,low,low,high
4670,2,2,low,low,low,low,low,high
4671,2,5,medium,medium,low,medium,medium,high
4672,2,2,medium,medium,medium,medium,medium,high
4673,2,2,low,low,low,low,low,high
4674,2,4,medium,medium,medium,medium,medium,medium
4675,2,1,low,low,low,low,low,high
4676,2,2,low,low,low,low,low,high
4677,2,4,low,low,low,low,low,high
4678,2,4,medium,medium,low,medium,medium,high
4679,2,3,medium,low,low,medium,low,high
4680,2,4,medium,low,low,medium,medium,high
4681,2,3,low,low,low,low,low,high
4682,2,4,medium,low,low,medium,low,high
4683,2,3,medium,high,medium,medium,medium,medium
4684,2,4,medium,medium,medium,medium,medium,medium
4685,2,5,medium,low,low,medium,low,high
4686,2,3,medium,medium,low,medium,medium,medium
4687,2,3,medium,medium,medium,medium,medium,medium
4688,2,2,low,low,low,low,low,high
4689,2,3,low,low,low,low,low,high
4690,2,2,low,low,low,low,low,high
4691,2,4,low,low,low,low,low,high
4692,2,4,low,low,low,low,low,high
4693,2,3,medium,medium,medium,medium,medium,medium
4694,2,3,medium,medium,low,medium,medium,medium
4695,2,4,medium,medium,low,medium,medium,high
4696,2,2,low,low,low,low,low,low
4697,2,3,low,low,low,medium,low,high
4698,2,5,medium,medium,low,medium,medium,high
4699,2,2,low,low,low,medium,medium,high
4700,2,5,medium,medium,low,medium,medium,medium
4701,2,2,low,low,low,low,low,high
4702,2,4,medium,high,medium,medium,medium,medium
4703,2,3,low,low,low,low,low,high
4704,2,3,low,low,low,medium,medium,high
4705,2,4,low,medium,low,medium,low,high
4706,2,4,medium,medium,low,medium,low,medium
4707,2,2,low,low,low,low,low,high
4708,2,3,low,low,low,low,low,high
4709,2,2,medium,medium,low,medium,medium,high
4710,2,2,medium,low,low,medium,medium,high
4711,2,4,medium,medium,low,medium,medium,high
4712,2,3,medium,medium,medium,medium,medium,medium
4713,2,4,medium,medium,medium,medium,medium,medium
4714,2,3,low,low,low,medium,low,high
4715,2,5,medium,high,high,medium,medium,medium
4716,2,1,low,low,low,low,low,high
4717,2,2,low,low,low,low,low,high
4718,2,4,medium,medium,low,medium,medium,high
4719,2,4,low,low,low,medium,low,high
4720,2,2,low,low,low,low,low,high
4721,2,3,medium,medium,low,medium,medium,medium
4722,2,2,medium,medium,low,medium,medium,high
4723,2,4,low,low,low,medium,low,high
4724,2,2,low,low,low,low,low,high
4725,2,4,medium,low,low,medium,low,high
4726,2,3,low,low,low,low,low,high
4727,2,3,low,low,low,low,low,high
4728,2,3,medium,medium,low,medium,medium,medium
4729,2,3,medium,medium,low,medium,medium,medium
4730,2,2,low,low,low,low,low,high
4731,2,1,medium,medium,medium,medium,medium,medium
4732,2,3,medium,medium,low,medium,medium,high
4733,2,3,low,low,low,low,low,high
4734,2,2,low,low,low,low,low,high
4735,2,2,medium,medium,medium,medium,medium,medium
4736,2,2,medium,medium,low,medium,medium,high
4737,2,2,medium,low,low,medium,medium,high
4738,2,4,medium,low,low,medium,low,high
4739,2,4,medium,medium,medium,medium,medium,medium
4740,2,4,low,low,low,low,low,high
4741,2,1,low,low,low,low,low,high
4742,2,4,low,low,low,low,low,high
4743,2,4,medium,high,medium,medium,medium,high
4744,2,1,low,low,low,low,low,high
4745,2,4,low,low,low,low,low,high
4746,2,4,low,low,low,low,low,high
4747,2,6,high,high,low,high,high,high
4748,2,1,low,low,low,low,low,high
4749,2,3,low,low,low,low,low,high
4750,2,1,medium,low,low,medium,medium,high
4751,2,5,low,low,low,low,low,high
4752,2,4,medium,medium,medium,medium,medium,medium
4753,2,3,low,low,low,low,low,high
4754,2,5,medium,high,low,medium,medium,high
4755,2,3,low,low,low,low,low,high
4756,2,3,low,low,low,low,low,high
4757,2,3,low,low,low,low,low,low
4758,2,5,medium,medium,low,medium,medium,high
4759,2,4,medium,medium,medium,medium,medium,medium
4760,2,3,medium,medium,low,medium,low,high
4761,2,2,low,low,low,low,low,high
4762,2,3,low,low,low,medium,medium,high
4763,2,2,low,low,low,low,low,high
4764,2,3,medium,medium,low,medium,medium,high
4765,2,4,low,low,low,low,low,high
4766,2,4,medium,medium,low,medium,medium,high
4767,2,2,low,low,low,low,low,high
4768,2,4,low,low,low,low,low,high
4769,2,2,low,medium,low,medium,low,high
4770,2,4,medium,medium,medium,medium,medium,high
4771,2,3,low,low,low,low,low,high
4772,2,3,medium,medium,low,medium,medium,medium
4773,2,1,low,low,low,low,low,high
4774,2,2,low,low,low,medium,medium,high
4775,2,1,low,low,low,low,low,high
4776,2,2,low,low,low,low,low,high
4777,2,2,low,low,low,low,low,high
17834,7,3,medium,medium,low,medium,medium,high
17836,7,2,low,low,low,medium,medium,high
17837,7,2,medium,low,low,medium,medium,high
17838,7,3,medium,medium,low,medium,medium,high
17839,7,2,medium,medium,low,medium,medium,high
17840,7,3,low,low,low,low,low,high
17841,7,2,low,low,low,low,low,high
17842,7,3,medium,medium,medium,medium,medium,high
17843,7,2,low,low,low,low,low,high
17844,7,2,low,low,low,low,low,high
17845,7,2,medium,low,low,medium,medium,high
17846,7,3,medium,low,low,medium,medium,high
17847,7,3,medium,medium,low,medium,medium,high
17849,7,2,medium,low,low,medium,medium,high
17850,7,2,low,low,low,low,low,high
17851,7,2,low,low,low,low,low,high
17852,7,2,low,low,low,low,low,high
17853,7,2,low,low,low,low,medium,high
17854,7,3,medium,low,low,medium,medium,high
17856,7,3,medium,medium,medium,medium,medium,medium
17857,7,3,medium,medium,medium,medium,medium,medium
17858,7,3,medium,high,medium,medium,medium,medium
17859,7,3,medium,medium,medium,medium,medium,high
17860,7,2,low,low,low,low,low,high
17861,7,2,medium,medium,medium,medium,medium,high
17862,7,2,low,low,low,low,low,high
17863,7,1,low,low,low,low,low,high
17864,7,1,low,low,low,low,low,high
17865,7,2,low,low,low,low,low,high
17867,7,2,medium,medium,low,medium,medium,high
17868,7,2,low,low,low,low,low,high
17869,7,2,low,low,low,low,low,high
17870,7,3,low,low,low,low,low,high
17871,7,3,low,low,low,medium,medium,high
17872,7,3,medium,medium,medium,medium,medium,high
17873,7,3,medium,medium,medium,medium,medium,medium
17874,7,3,low,low,low,low,low,high
17875,7,2,low,low,low,medium,low,high
17876,7,3,medium,medium,low,medium,medium,high
17878,7,2,low,low,low,low,low,high
17879,7,1,low,low,low,low,low,high
17880,7,2,medium,high,high,medium,medium,medium
17881,7,2,low,low,low,medium,low,high
17882,7,2,low,low,low,low,low,high
17883,7,3,low,low,low,low,low,high
17884,7,3,low,low,low,low,low,high
17885,7,1,low,low,low,medium,medium,high
17886,7,2,medium,medium,low,medium,medium,high
17887,7,2,medium,medium,low,medium,medium,high
17888,7,2,medium,medium,low,medium,medium,medium
17889,7,2,low,low,low,low,low,high
17890,7,2,medium,medium,low,medium,medium,high
17891,7,3,low,low,low,low,low,high
17892,7,2,medium,high,medium,high,high,high
17893,7,2,low,low,low,low,medium,high
17894,7,2,medium,medium,medium,medium,medium,high
17896,7,2,low,low,low,low,low,high
17897,7,3,medium,low,low,medium,medium,high
17898,7,2,medium,medium,medium,medium,medium,high
17899,7,3,low,low,low,medium,low,high
17900,7,2,low,low,low,medium,medium,high
17901,7,1,low,low,low,low,low,high
17902,7,2,low,low,low,medium,medium,high
17903,7,2,low,low,low,low,low,high
17904,7,3,low,low,low,low,low,high
17905,7,1,low,low,low,low,low,high
17906,7,3,low,low,low,low,low,high
17908,7,3,medium,high,high,medium,medium,medium
17909,7,3,medium,medium,medium,medium,medium,medium
17910,7,2,medium,medium,medium,medium,medium,high
17911,7,3,low,low,low,low,low,high
17912,7,2,low,low,low,low,low,high
17913,7,3,low,low,low,medium,medium,high
17914,7,2,medium,medium,medium,medium,medium,medium
17915,7,2,medium,medium,medium,medium,medium,high
17916,7,2,low,low,low,low,low,high
17917,7,1,low,low,low,low,low,high
17918,7,2,medium,medium,low,medium,medium,high
17919,7,3,medium,medium,low,medium,medium,high
17920,7,2,low,low,low,medium,medium,high
17921,7,1,low,low,low,low,low,high
17922,7,3,medium,medium,medium,medium,medium,medium
17923,7,3,medium,medium,medium,medium,medium,high
17924,7,3,low,low,low,low,low,high
17926,7,3,medium,medium,low,medium,medium,high
17927,7,0,low,low,low,low,low,high
17928,7,2,low,low,low,low,low,high
17930,7,3,medium,medium,medium,medium,medium,medium
17931,7,3,medium,low,low,medium,medium,high
17932,7,3,low,low,low,medium,medium,high
17933,7,2,low,low,low,low,medium,high
17935,7,2,medium,medium,medium,medium,medium,medium
17936,7,2,low,low,low,low,low,high
17937,7,2,low,low,low,low,low,high
17938,7,2,low,low,low,low,low,high
17939,7,3,medium,medium,medium,medium,medium,medium
17940,7,1,low,low,low,low,medium,high
17941,7,2,low,low,low,low,low,high
17942,7,3,medium,low,low,medium,medium,high
17943,7,1,low,low,low,low,low,high
17944,7,2,low,low,low,low,low,high
17945,7,3,low,low,low,medium,medium,high
17946,7,2,low,low,low,medium,medium,high
17947,7,3,low,low,low,low,low,high
17949,7,1,low,low,low,low,low,high
17950,7,2,medium,medium,low,medium,medium,high
17951,7,2,low,low,low,medium,medium,high
17952,7,3,low,low,low,low,low,high
17953,7,2,medium,medium,low,medium,medium,high
17954,7,2,low,low,low,low,low,high
17955,7,3,low,low,low,medium,medium,high
17957,7,2,medium,medium,medium,medium,medium,medium
17959,7,2,low,low,low,low,low,high
17961,7,3,low,low,low,low,low,high
17962,7,3,medium,medium,medium,medium,medium,high
17963,7,2,low,low,low,low,low,high
17964,7,3,low,low,low,low,low,high
17965,7,2,low,low,low,medium,medium,high
17966,7,3,low,low,low,medium,medium,high
17967,7,2,low,low,low,low,low,high
17968,7,3,low,low,low,low,low,high
17969,7,2,medium,low,low,medium,medium,high
17970,7,2,low,low,low,medium,medium,high
17971,7,2,low,low,low,low,low,high
17973,7,2,low,low,low,low,low,high
17974,7,3,low,low,low,medium,medium,high
17975,7,2,medium,medium,low,medium,medium,high
17976,7,2,medium,medium,high,medium,medium,high
17977,7,2,medium,medium,medium,medium,medium,medium
17978,7,1,low,low,low,low,low,high
17979,7,2,low,low,low,low,low,high
17980,7,3,medium,medium,medium,medium,medium,high
17981,7,2,low,low,low,medium,medium,high
17982,7,1,medium,medium,medium,medium,medium,high
17983,7,2,low,low,low,low,low,high
17984,7,3,medium,medium,medium,medium,medium,high
17985,7,2,low,low,low,low,low,high
17986,7,3,low,low,low,medium,low,high
17987,7,3,low,low,low,low,low,high
17988,7,2,medium,medium,low,medium,medium,medium
17989,7,2,medium,low,low,medium,medium,high
17990,7,3,low,low,low,medium,low,high
17991,7,3,medium,medium,low,medium,medium,medium
17992,7,2,medium,medium,medium,medium,medium,high
17993,7,2,medium,medium,low,medium,medium,high
17996,7,1,low,low,low,low,low,high
17997,7,2,medium,low,low,medium,medium,high
17998,7,3,medium,medium,medium,medium,medium,medium
18000,7,3,medium,medium,medium,medium,medium,medium
18001,7,2,low,low,low,low,low,high
18002,7,1,low,low,low,low,low,high
18004,7,2,low,low,low,low,low,high
18005,7,2,low,low,low,medium,medium,high
18006,7,2,medium,medium,medium,medium,medium,medium
18008,7,2,medium,medium,medium,medium,medium,medium
18011,7,2,low,low,low,low,low,high
18012,7,3,low,low,low,low,low,high
18013,7,2,low,low,low,low,low,high
18014,7,3,medium,medium,medium,medium,medium,high
18015,7,1,low,low,low,low,low,high
18016,7,3,low,low,low,low,low,high
18017,7,3,low,low,low,low,low,high
18018,7,2,low,low,low,low,low,high
18019,7,3,medium,medium,low,medium,medium,high
18020,7,1,low,low,low,low,low,high
18021,7,2,low,low,low,low,low,high
18022,7,3,low,low,low,low,low,high
18023,7,2,low,low,low,low,low,high
18025,7,3,medium,medium,low,medium,medium,high
18026,7,3,medium,high,high,high,high,medium
18028,7,3,low,low,low,medium,medium,high
18029,7,2,medium,medium,low,medium,medium,high
18030,7,3,medium,medium,medium,medium,medium,high
18031,7,2,low,low,low,low,low,high
18032,7,2,low,low,low,medium,medium,high
18033,7,2,medium,medium,medium,medium,medium,medium
18034,7,3,low,low,low,low,low,high
18035,7,3,medium,medium,medium,medium,medium,high
18036,7,1,medium,low,low,medium,medium,high
18037,7,2,low,low,low,low,low,high
18038,7,3,medium,medium,medium,medium,medium,medium
18039,7,2,medium,medium,high,medium,medium,medium
18040,7,2,medium,medium,medium,medium,medium,medium
18041,7,3,medium,low,low,medium,medium,high
18042,7,2,low,low,low,low,low,high
18043,7,1,low,low,low,low,low,high
18044,7,2,medium,low,low,medium,medium,high
18045,7,3,medium,medium,low,medium,medium,high
18046,7,1,low,low,low,low,low,high
18047,7,3,medium,medium,low,medium,medium,high
18048,7,3,medium,medium,high,medium,medium,high
18049,7,2,low,low,low,low,low,high
18050,7,1,low,low,low,medium,medium,high
18051,7,3,low,low,low,low,low,high
18052,7,3,low,low,low,low,low,high
18053,7,3,low,low,low,low,low,high
18054,7,2,low,low,low,low,low,high
18055,7,2,low,low,low,low,low,high
18056,7,3,low,low,low,low,low,high
18057,7,2,medium,medium,medium,medium,medium,high
18058,7,3,medium,medium,low,medium,medium,high
18060,7,1,low,low,low,low,low,high
18061,7,2,low,low,low,low,low,high
18062,7,3,medium,medium,low,medium,medium,high
18064,7,2,low,low,low,low,low,high
18065,7,2,low,low,low,low,low,high
18066,7,3,low,low,low,low,low,high
18067,7,3,low,low,low,low,low,high
18068,7,3,medium,low,low,medium,medium,high
18070,7,3,low,low,low,medium,medium,high
18071,7,2,low,low,low,low,low,high
18072,7,2,medium,medium,medium,medium,medium,medium
18073,7,3,low,low,low,low,low,high
18074,7,2,low,low,low,low,low,high
18075,7,2,low,low,low,low,low,high
18076,7,1,low,low,low,low,low,high
18077,7,3,low,low,low,low,low,high
18078,7,3,medium,medium,medium,medium,medium,high
18079,7,3,medium,medium,low,medium,medium,high
18080,7,2,low,low,low,low,low,high
18081,7,3,medium,medium,low,medium,medium,high
18082,7,1,medium,medium,medium,medium,medium,medium
18083,7,3,low,low,low,low,low,high
18084,7,2,medium,low,medium,medium,medium,high
18086,7,2,low,low,low,low,low,high
18087,7,3,medium,medium,medium,medium,medium,medium
18088,7,1,low,low,low,low,low,high
18089,7,3,low,low,low,low,low,high
18090,7,2,low,low,low,low,low,high
18091,7,1,low,low,low,low,low,high
18092,7,2,medium,medium,medium,medium,medium,high
18093,7,2,low,low,low,low,low,high
18094,7,3,medium,low,low,medium,medium,high
18095,7,3,low,low,low,low,low,high
18096,7,2,medium,medium,medium,medium,medium,medium
18097,7,3,medium,low,low,medium,medium,high
18098,7,3,medium,low,low,medium,medium,high
18099,7,3,low,low,low,low,low,high
18100,7,3,low,low,low,low,low,high
18102,7,3,medium,medium,medium,medium,medium,medium
18103,7,1,low,low,low,low,low,high
18105,7,2,low,low,low,medium,medium,high
18106,7,2,low,low,low,low,low,high
18107,7,2,low,low,low,low,low,high
18108,7,2,low,low,low,low,low,high
18109,7,1,medium,medium,medium,medium,medium,high
18110,7,3,low,low,low,low,low,high
18112,7,3,low,low,low,medium,medium,high
18114,7,2,low,low,low,low,low,high
18115,7,2,low,low,low,low,low,high
18116,7,2,medium,medium,high,medium,medium,high
18117,7,3,low,low,low,medium,low,high
18118,7,2,low,low,low,low,low,high
18119,7,2,low,low,low,low,low,high
18120,7,2,medium,medium,low,medium,medium,high
18121,7,3,low,low,low,low,low,high
18123,7,2,low,low,low,low,low,high
18124,7,2,medium,medium,medium,medium,medium,high
18126,7,1,low,low,low,low,low,high
18127,7,2,medium,medium,low,medium,medium,medium
18128,7,3,medium,high,high,medium,medium,medium
18129,7,2,medium,medium,medium,medium,medium,medium
18130,7,2,medium,medium,medium,medium,medium,high
18131,7,2,low,low,low,medium,medium,high
18132,7,3,medium,medium,medium,medium,medium,medium
18133,7,2,low,low,low,low,low,high
18134,7,2,low,medium,low,medium,low,high
18135,7,2,medium,medium,medium,medium,medium,high
18136,7,2,high,high,high,high,high,medium
18137,7,2,low,low,low,low,medium,high
18138,7,2,low,low,low,low,low,high
18140,7,3,medium,medium,medium,medium,medium,medium
18141,7,2,low,low,low,low,low,high
18142,7,3,medium,medium,medium,medium,medium,high
18143,7,3,medium,medium,low,medium,medium,high
18144,7,2,medium,medium,medium,medium,medium,medium
18146,7,3,low,low,low,low,low,high
18147,7,2,low,low,low,medium,medium,high
18148,7,3,low,low,low,low,low,high
18149,7,2,medium,medium,high,medium,medium,medium
18150,7,2,medium,medium,low,medium,medium,high
18151,7,3,medium,medium,low,medium,medium,medium
18152,7,1,medium,medium,medium,medium,medium,high
18153,7,3,medium,high,low,medium,medium,high
18154,7,2,low,low,low,low,medium,high
18156,7,2,low,low,low,low,low,high
18159,7,3,medium,medium,medium,medium,medium,medium
18160,7,3,low,low,low,low,low,high
18161,7,1,low,low,low,low,low,high
18162,7,3,low,low,low,medium,medium,high
18163,7,2,low,low,low,low,low,high
18164,7,3,medium,medium,medium,medium,medium,medium
18165,7,2,low,low,low,low,low,high
18166,7,2,low,low,low,low,low,high
18167,7,2,low,low,low,medium,medium,high
18168,7,3,medium,medium,medium,medium,medium,high
18169,7,2,low,low,low,low,low,high
18170,7,2,low,low,low,medium,medium,high
18171,7,3,low,low,low,low,low,high
18172,7,3,low,low,low,medium,medium,high
18173,7,2,medium,low,medium,medium,medium,high
