essay_id,prompt_id,content_score,question1,question2,question3,question4,question5,question6
12287,5,2.0,medium,medium,medium,high,medium,high
12288,5,2.0,low,low,low,high,high,high
12289,5,1.0,low,low,low,low,low,high
12290,5,2.0,medium,medium,medium,high,medium,medium
12291,5,2.0,low,low,low,low,high,high
12292,5,1.0,low,low,low,high,high,high
12293,5,2.0,medium,medium,medium,high,medium,medium
12294,5,0.0,low,low,low,high,medium,high
12295,5,3.0,medium,low,medium,high,high,high
12296,5,4.0,medium,medium,medium,low,medium,medium
12297,5,2.0,medium,medium,medium,low,medium,medium
12298,5,1.0,low,low,low,low,high,high
12299,5,3.0,medium,medium,medium,medium,medium,medium
12300,5,1.0,low,medium,medium,low,low,high
12301,5,0.0,low,low,low,low,medium,low
12302,5,1.0,low,low,low,low,high,high
12303,5,2.0,medium,low,medium,high,high,high
12304,5,0.0,low,low,low,high,low,high
12305,5,2.0,medium,medium,medium,high,medium,medium
12306,5,1.0,medium,medium,medium,high,high,high
12307,5,0.0,medium,medium,medium,medium,medium,high
12308,5,2.0,medium,low,medium,low,medium,high
12309,5,2.0,medium,medium,medium,high,medium,medium
12310,5,1.0,low,low,medium,low,medium,medium
12311,5,1.0,low,low,low,low,high,high
12312,5,2.0,medium,medium,medium,low,medium,medium
12313,5,2.0,medium,low,medium,medium,medium,medium
12314,5,2.0,low,low,low,high,high,high
12315,5,2.0,medium,medium,medium,high,high,high
12316,5,1.0,low,low,low,high,high,high
12317,5,1.0,medium,medium,medium,medium,medium,medium
12318,5,2.0,medium,medium,medium,high,high,high
12319,5,2.0,medium,medium,medium,low,medium,high
12320,5,1.0,low,low,low,low,low,high
12321,5,3.0,medium,medium,medium,high,medium,medium
12322,5,1.0,low,low,low,low,high,high
12323,5,2.0,medium,medium,medium,high,high,high
12324,5,3.0,low,low,medium,high,high,high
12325,5,0.0,medium,medium,medium,high,medium,high
12326,5,2.0,low,low,low,high,high,high
12327,5,3.0,low,low,low,high,high,high
12328,5,3.0,medium,medium,medium,high,medium,high
12329,5,2.0,low,medium,medium,low,medium,medium
12330,5,3.0,medium,medium,medium,high,medium,high
12331,5,1.0,low,low,low,high,high,high
12332,5,0.0,low,low,medium,high,high,high
12333,5,1.0,medium,medium,medium,high,high,high
12334,5,2.0,medium,medium,medium,high,high,high
12335,5,1.0,low,low,low,high,high,high
12336,5,1.0,low,low,low,high,high,high
12337,5,2.0,low,low,medium,high,high,high
12338,5,3.0,low,low,medium,low,medium,medium
12339,5,2.0,low,low,low,high,high,high
12340,5,3.0,medium,medium,medium,medium,medium,medium
12341,5,2.0,low,low,low,high,low,high
12342,5,1.0,medium,low,medium,high,high,high
12343,5,4.0,medium,medium,medium,medium,medium,medium
12344,5,1.0,low,low,low,high,high,high
12345,5,0.0,low,low,low,low,high,high
12346,5,1.0,low,low,low,high,low,high
12347,5,2.0,medium,medium,medium,high,medium,medium
12348,5,2.0,medium,medium,medium,medium,medium,medium
12349,5,2.0,low,low,low,high,high,high
12350,5,4.0,medium,medium,medium,high,high,high
12351,5,2.0,high,medium,medium,low,medium,medium
12352,5,3.0,medium,medium,medium,medium,medium,medium
12353,5,3.0,medium,low,low,high,medium,high
12354,5,2.0,low,low,low,low,high,high
12355,5,4.0,low,low,medium,low,high,high
12356,5,0.0,low,low,low,low,low,high
12357,5,2.0,medium,medium,medium,high,high,high
12358,5,0.0,low,low,low,low,low,high
12359,5,2.0,medium,medium,medium,medium,medium,medium
12360,5,3.0,medium,low,low,high,high,high
12361,5,1.0,low,low,low,low,low,high
12362,5,0.0,low,low,low,low,low,high
12363,5,2.0,medium,medium,medium,low,medium,medium
12364,5,3.0,medium,medium,medium,high,medium,medium
12365,5,3.0,medium,medium,medium,medium,medium,medium
12366,5,3.0,medium,medium,medium,low,medium,medium
12367,5,3.0,low,low,low,high,high,high
12368,5,2.0,medium,medium,medium,medium,medium,medium
12369,5,1.0,medium,low,medium,high,medium,high
12370,5,1.0,low,low,medium,low,high,high
12371,5,2.0,medium,medium,medium,high,medium,medium
12372,5,2.0,medium,medium,medium,high,medium,medium
12373,5,3.0,medium,medium,medium,low,medium,medium
12374,5,2.0,medium,medium,medium,high,medium,high
12375,5,1.0,medium,medium,medium,high,medium,high
12376,5,3.0,medium,medium,medium,high,high,high
12377,5,1.0,low,low,low,high,low,high
12378,5,1.0,low,low,medium,high,high,high
12379,5,2.0,medium,medium,high,high,high,medium
12380,5,1.0,low,low,low,high,low,high
12381,5,2.0,low,low,medium,high,high,high
12382,5,1.0,low,low,low,high,high,high
12383,5,2.0,medium,medium,medium,high,medium,high
12384,5,2.0,medium,medium,medium,high,medium,medium
12385,5,1.0,medium,medium,medium,high,medium,medium
12386,5,2.0,medium,medium,medium,high,medium,high
12387,5,3.0,medium,medium,medium,high,medium,medium
12388,5,2.0,medium,medium,medium,high,medium,medium
12389,5,1.0,low,low,low,high,high,high
12390,5,2.0,medium,medium,medium,low,medium,high
12391,5,2.0,low,low,low,high,high,high
12392,5,2.0,low,low,low,low,high,high
12393,5,3.0,medium,medium,medium,high,medium,medium
12394,5,2.0,medium,low,medium,high,high,high
12395,5,3.0,medium,medium,medium,high,medium,medium
12396,5,0.0,medium,low,low,high,high,high
12397,5,1.0,low,low,low,high,high,high
12398,5,3.0,medium,medium,medium,medium,medium,medium
12399,5,1.0,low,low,low,high,high,high
12400,5,3.0,low,low,low,high,high,high
12401,5,1.0,low,low,medium,low,medium,medium
12402,5,2.0,medium,low,medium,high,medium,high
12403,5,3.0,medium,medium,medium,low,medium,medium
12404,5,2.0,medium,medium,medium,high,high,high
12405,5,4.0,medium,medium,medium,medium,medium,medium
12406,5,2.0,medium,low,medium,high,high,high
12407,5,2.0,medium,medium,medium,high,high,high
12408,5,1.0,medium,medium,medium,high,low,medium
12409,5,2.0,low,low,low,high,low,high
12410,5,1.0,low,low,low,high,high,high
12411,5,2.0,low,low,medium,high,high,high
12412,5,1.0,medium,medium,medium,high,medium,high
12413,5,2.0,low,low,low,high,high,high
12414,5,0.0,low,low,low,low,low,high
12415,5,2.0,medium,medium,medium,high,medium,medium
12416,5,2.0,low,low,low,low,low,high
12417,5,2.0,medium,medium,medium,high,medium,medium
12418,5,3.0,medium,medium,medium,high,high,high
12419,5,2.0,low,low,low,high,high,high
12420,5,4.0,medium,medium,medium,high,medium,medium
12421,5,1.0,low,low,low,low,low,high
12422,5,4.0,medium,low,medium,high,medium,high
12423,5,2.0,medium,medium,medium,high,high,high
12424,5,3.0,medium,medium,medium,low,medium,medium
12425,5,1.0,medium,medium,medium,low,medium,medium
12426,5,1.0,low,low,low,low,low,high
12427,5,2.0,low,low,low,low,high,high
12428,5,2.0,medium,medium,medium,medium,medium,medium
12429,5,3.0,medium,medium,medium,high,medium,high
12430,5,2.0,medium,medium,medium,high,high,high
12431,5,1.0,low,low,low,high,high,high
12432,5,2.0,low,low,medium,high,high,high
12433,5,1.0,medium,low,low,high,high,high
12434,5,1.0,low,low,low,low,low,medium
12435,5,0.0,low,low,low,low,low,high
12436,5,2.0,medium,medium,medium,high,medium,medium
12437,5,1.0,low,low,low,high,high,high
12438,5,2.0,low,low,medium,high,medium,high
12439,5,3.0,medium,medium,medium,medium,medium,medium
12440,5,2.0,medium,medium,medium,medium,medium,medium
12441,5,1.0,low,low,low,high,high,high
12442,5,1.0,high,medium,medium,high,medium,medium
12443,5,1.0,low,low,low,low,low,high
12444,5,2.0,low,low,low,high,high,high
12445,5,2.0,low,low,medium,low,medium,high
12446,5,2.0,low,medium,medium,medium,medium,medium
12447,5,2.0,medium,medium,medium,low,medium,medium
12448,5,2.0,medium,medium,medium,medium,medium,medium
12449,5,2.0,low,low,low,low,medium,medium
12450,5,2.0,low,low,low,high,low,high
12451,5,2.0,low,low,low,low,low,high
12452,5,1.0,low,low,low,high,high,high
12453,5,2.0,low,low,low,high,high,high
12454,5,2.0,medium,medium,medium,medium,medium,medium
12455,5,1.0,low,low,medium,low,high,high
12456,5,1.0,low,low,medium,low,medium,medium
12457,5,2.0,medium,medium,medium,low,medium,medium
12458,5,2.0,medium,medium,medium,high,medium,medium
12459,5,2.0,low,low,low,low,medium,medium
12460,5,2.0,low,low,low,high,high,high
12461,5,1.0,low,low,medium,high,medium,high
12462,5,3.0,medium,medium,medium,medium,medium,medium
12463,5,2.0,low,low,medium,low,low,medium
12464,5,1.0,low,low,medium,high,medium,high
12465,5,1.0,low,low,low,low,high,high
12466,5,2.0,medium,medium,medium,medium,medium,medium
12467,5,2.0,medium,medium,medium,high,high,high
12468,5,2.0,high,medium,medium,medium,medium,medium
12469,5,1.0,medium,low,medium,high,high,high
12470,5,3.0,medium,medium,medium,medium,medium,medium
12471,5,2.0,low,low,low,high,high,high
12472,5,1.0,medium,low,medium,high,medium,medium
12473,5,2.0,low,low,low,high,high,high
12474,5,2.0,medium,low,medium,high,medium,high
12475,5,1.0,low,low,low,high,low,high
12476,5,2.0,low,low,low,high,high,high
12477,5,1.0,low,low,low,high,high,high
12478,5,3.0,medium,medium,medium,medium,medium,medium
12479,5,2.0,medium,medium,medium,medium,medium,medium
12480,5,1.0,low,low,medium,high,high,high
12481,5,2.0,high,medium,high,low,medium,medium
12482,5,2.0,medium,medium,medium,low,medium,medium
12483,5,2.0,medium,medium,medium,medium,medium,medium
12484,5,2.0,low,low,low,high,high,high
12485,5,2.0,low,low,low,low,low,low
12486,5,1.0,low,low,low,high,high,high
12487,5,3.0,medium,medium,medium,high,high,high
12488,5,2.0,medium,medium,medium,medium,medium,high
12489,5,2.0,medium,medium,medium,low,medium,medium
12490,5,2.0,medium,medium,medium,high,medium,high
12491,5,2.0,medium,medium,low,high,high,high
12492,5,2.0,medium,medium,medium,high,medium,medium
12493,5,2.0,medium,medium,medium,high,high,high
12494,5,2.0,medium,medium,medium,low,medium,medium
12495,5,2.0,low,medium,medium,low,medium,high
12496,5,1.0,low,low,low,high,high,high
12497,5,2.0,medium,medium,medium,medium,medium,medium
12498,5,4.0,medium,medium,medium,medium,medium,medium
12499,5,1.0,medium,medium,medium,high,high,high
12500,5,2.0,low,low,medium,high,high,high
12501,5,3.0,medium,medium,medium,high,medium,medium
12502,5,1.0,low,low,low,high,high,high
12503,5,2.0,medium,low,medium,high,high,high
12504,5,1.0,medium,low,medium,high,high,high
12505,5,3.0,medium,medium,medium,medium,medium,medium
12506,5,0.0,low,low,low,low,low,high
12507,5,1.0,low,low,medium,high,medium,high
12508,5,2.0,medium,low,medium,high,medium,high
12509,5,1.0,low,low,low,high,medium,high
12510,5,1.0,medium,medium,medium,low,medium,medium
12511,5,1.0,medium,low,medium,low,low,medium
12512,5,3.0,medium,medium,low,low,medium,medium
12513,5,3.0,medium,medium,medium,low,medium,medium
12514,5,3.0,medium,medium,medium,high,medium,medium
12515,5,1.0,medium,low,medium,low,medium,medium
12516,5,3.0,medium,medium,medium,low,medium,medium
12517,5,2.0,medium,medium,medium,high,high,medium
12518,5,1.0,medium,medium,medium,high,medium,high
12519,5,2.0,medium,medium,medium,high,medium,high
12520,5,3.0,medium,low,medium,high,high,high
12521,5,0.0,medium,low,medium,low,low,high
12522,5,2.0,medium,medium,medium,high,high,high
12523,5,2.0,medium,low,medium,low,low,medium
12524,5,1.0,low,low,low,low,low,high
12525,5,2.0,medium,medium,medium,high,medium,high
12526,5,0.0,low,low,low,high,high,high
12527,5,2.0,medium,low,medium,high,high,high
12528,5,2.0,low,low,low,high,low,high
12529,5,3.0,medium,medium,medium,low,medium,medium
12530,5,3.0,medium,medium,medium,medium,medium,medium
12531,5,3.0,medium,medium,medium,medium,medium,medium
12532,5,2.0,medium,medium,medium,high,high,high
12533,5,2.0,low,low,low,high,high,high
12534,5,2.0,medium,low,medium,high,high,high
12535,5,3.0,medium,medium,medium,medium,medium,medium
12536,5,2.0,medium,medium,medium,high,high,medium
12537,5,3.0,medium,medium,medium,high,medium,high
12538,5,4.0,medium,medium,medium,medium,medium,medium
12539,5,2.0,low,low,low,high,high,high
12540,5,2.0,low,low,low,low,low,high
12541,5,2.0,medium,low,medium,low,medium,medium
12542,5,1.0,low,low,low,high,high,high
12543,5,2.0,low,low,low,low,high,high
12544,5,3.0,medium,medium,medium,high,high,high
12545,5,2.0,low,low,medium,high,medium,high
12546,5,2.0,low,low,low,low,high,high
12547,5,2.0,medium,medium,low,low,medium,medium
12548,5,2.0,low,low,low,high,high,high
12549,5,3.0,low,low,low,high,high,high
12550,5,2.0,low,low,low,high,high,high
12551,5,2.0,medium,medium,medium,high,medium,high
12552,5,1.0,low,low,low,high,high,high
12553,5,3.0,medium,medium,medium,low,medium,medium
12554,5,3.0,low,low,low,high,high,high
12555,5,3.0,medium,medium,medium,medium,medium,medium
12556,5,2.0,medium,medium,medium,high,high,high
12557,5,2.0,low,low,low,low,low,high
12558,5,2.0,low,low,low,low,high,high
12559,5,1.0,low,low,low,high,high,high
12560,5,2.0,medium,medium,medium,high,high,high
12561,5,1.0,low,low,low,low,low,high
12562,5,0.0,low,low,low,high,high,high
12563,5,0.0,low,low,low,high,high,high
12564,5,3.0,medium,medium,medium,low,medium,medium
12565,5,3.0,medium,low,medium,high,high,high
12566,5,1.0,low,low,low,high,low,high
12567,5,1.0,medium,medium,medium,low,medium,medium
12568,5,2.0,low,low,low,high,high,high
12569,5,2.0,medium,low,medium,high,high,high
12570,5,3.0,medium,medium,medium,high,medium,medium
12571,5,3.0,medium,medium,medium,high,medium,medium
12572,5,1.0,medium,medium,medium,high,medium,medium
12573,5,3.0,medium,medium,medium,medium,medium,high
12574,5,3.0,low,medium,medium,low,medium,medium
12575,5,2.0,medium,medium,medium,high,high,high
12576,5,3.0,medium,medium,medium,medium,medium,medium
12577,5,0.0,low,low,medium,low,medium,low
12578,5,1.0,low,low,low,low,high,high
12579,5,3.0,medium,low,medium,low,medium,high
12580,5,2.0,medium,medium,medium,high,medium,high
12581,5,3.0,medium,medium,medium,high,high,high
12582,5,1.0,medium,medium,medium,low,medium,high
12583,5,2.0,low,low,low,high,high,high
12584,5,2.0,low,low,medium,low,high,high
12585,5,1.0,low,low,low,low,low,high
12586,5,2.0,medium,medium,medium,low,low,high
12587,5,2.0,medium,medium,medium,low,medium,medium
12588,5,2.0,medium,medium,medium,medium,medium,medium
12589,5,2.0,medium,medium,medium,high,high,high
12590,5,3.0,medium,medium,medium,high,high,high
12591,5,2.0,medium,medium,medium,high,high,high
12592,5,1.0,low,low,low,low,low,high
12593,5,1.0,low,low,low,low,low,high
12594,5,2.0,low,low,low,low,low,high
12595,5,1.0,medium,medium,medium,high,medium,high
12596,5,2.0,low,low,low,low,low,low
12597,5,1.0,low,low,medium,high,high,high
12598,5,1.0,low,low,medium,high,medium,high
12599,5,2.0,low,low,low,high,high,high
12600,5,2.0,low,low,low,high,high,high
12601,5,1.0,medium,low,medium,low,low,high
12602,5,2.0,low,low,low,low,low,high
12603,5,1.0,low,low,low,high,high,high
12604,5,2.0,low,low,low,high,low,high
12605,5,2.0,low,low,medium,high,high,high
12606,5,1.0,medium,medium,medium,high,medium,high
12607,5,2.0,low,low,medium,low,medium,medium
12608,5,3.0,medium,medium,medium,high,medium,high
12609,5,4.0,medium,medium,medium,low,high,medium
12610,5,3.0,medium,low,low,high,high,high
12611,5,2.0,low,medium,medium,low,medium,high
12612,5,3.0,medium,medium,medium,medium,medium,medium
12613,5,3.0,medium,medium,medium,high,high,high
12614,5,2.0,low,low,low,high,high,high
12615,5,1.0,low,low,low,low,low,high
12616,5,2.0,medium,medium,medium,high,medium,high
12617,5,2.0,low,low,low,low,high,high
12618,5,3.0,medium,medium,medium,high,high,high
12619,5,3.0,medium,medium,medium,medium,medium,medium
12620,5,3.0,low,medium,medium,medium,medium,medium
12621,5,0.0,low,low,low,low,high,high
12622,5,2.0,medium,medium,medium,high,high,high
12623,5,1.0,low,low,low,low,low,low
12624,5,2.0,low,low,low,low,high,high
12625,5,2.0,low,low,medium,high,high,high
12626,5,3.0,high,medium,medium,high,low,low
12627,5,3.0,medium,medium,low,high,medium,medium
12628,5,2.0,low,low,medium,low,low,high
12629,5,2.0,medium,medium,medium,high,medium,high
12630,5,1.0,low,low,low,high,high,high
12631,5,3.0,medium,medium,medium,high,high,medium
12632,5,3.0,medium,medium,medium,high,medium,medium
12633,5,3.0,medium,medium,medium,high,medium,high
12634,5,2.0,low,low,medium,low,high,high
12635,5,2.0,low,low,medium,low,medium,high
12636,5,1.0,low,low,low,low,low,high
12637,5,3.0,medium,medium,medium,medium,medium,medium
12638,5,3.0,medium,medium,medium,low,medium,medium
12639,5,3.0,medium,medium,medium,high,high,high
12640,5,2.0,low,low,low,high,high,high
12641,5,2.0,medium,medium,medium,high,medium,high
12642,5,1.0,low,low,low,high,high,high
12643,5,2.0,low,low,low,high,high,high
12644,5,4.0,high,medium,high,low,medium,medium
12645,5,2.0,medium,medium,medium,high,medium,medium
12646,5,2.0,high,high,high,high,medium,medium
12647,5,2.0,low,medium,medium,low,medium,medium
12648,5,2.0,low,low,medium,low,high,high
12649,5,3.0,medium,medium,medium,medium,medium,medium
12650,5,2.0,medium,medium,medium,low,medium,medium
12651,5,2.0,low,low,low,high,high,high
12652,5,2.0,low,low,low,high,low,high
12653,5,2.0,medium,low,medium,low,high,high
12654,5,2.0,medium,medium,medium,low,medium,medium
12655,5,3.0,medium,low,medium,high,high,medium
12656,5,2.0,low,low,low,high,high,high
12657,5,2.0,medium,medium,medium,high,medium,high
12658,5,2.0,low,low,medium,low,medium,medium
12659,5,2.0,low,low,medium,low,high,high
12660,5,2.0,medium,medium,medium,high,medium,high
12661,5,1.0,low,low,low,low,low,high
12662,5,2.0,medium,low,medium,high,high,high
12663,5,2.0,low,low,low,high,high,high
12664,5,1.0,low,low,low,low,low,high
12665,5,2.0,low,low,medium,low,medium,medium
12666,5,2.0,low,low,low,high,high,high
12667,5,2.0,low,low,low,high,high,high
12668,5,2.0,low,low,low,high,high,high
12669,5,3.0,low,medium,medium,medium,medium,medium
12670,5,2.0,low,low,medium,low,medium,high
12671,5,3.0,medium,medium,medium,low,medium,medium
12672,5,3.0,medium,medium,medium,high,high,high
12673,5,3.0,high,medium,medium,high,medium,medium
12674,5,3.0,medium,medium,medium,medium,medium,medium
12675,5,3.0,low,low,low,high,high,high
12676,5,1.0,low,low,medium,low,high,high
12677,5,1.0,low,low,medium,high,low,high
12678,5,2.0,low,low,low,low,low,high
12679,5,2.0,low,low,low,low,medium,medium
12680,5,3.0,medium,low,medium,high,high,high
12681,5,1.0,low,low,low,high,high,high
12682,5,1.0,low,low,medium,low,high,high
12683,5,3.0,medium,medium,medium,high,high,high
12684,5,2.0,low,low,medium,high,high,high
12685,5,2.0,medium,medium,medium,low,medium,medium
12686,5,3.0,medium,medium,medium,low,medium,medium
12687,5,1.0,low,low,low,high,low,high
12688,5,1.0,low,low,low,low,low,high
12689,5,2.0,low,medium,medium,high,medium,high
12690,5,2.0,medium,low,medium,low,high,high
12691,5,2.0,low,low,low,high,high,high
12692,5,2.0,medium,medium,low,high,medium,medium
12693,5,3.0,medium,medium,medium,medium,medium,medium
12694,5,3.0,medium,medium,medium,medium,medium,medium
12695,5,2.0,medium,medium,medium,low,medium,medium
12696,5,2.0,low,medium,medium,low,high,medium
12697,5,3.0,medium,medium,medium,high,high,high
12698,5,2.0,low,low,medium,high,medium,high
12699,5,4.0,high,medium,high,medium,medium,medium
12700,5,3.0,medium,medium,medium,medium,medium,medium
12701,5,2.0,low,low,low,high,high,high
12702,5,2.0,medium,medium,medium,high,high,high
12703,5,2.0,low,low,low,low,medium,medium
12704,5,3.0,medium,low,medium,low,low,high
12705,5,3.0,medium,medium,medium,high,medium,high
12706,5,3.0,medium,high,high,medium,medium,medium
12707,5,2.0,low,low,low,low,high,high
12708,5,1.0,low,low,low,low,high,high
12709,5,3.0,medium,medium,medium,high,medium,medium
12710,5,3.0,medium,medium,medium,medium,medium,medium
12711,5,1.0,medium,low,medium,high,high,high
12712,5,2.0,medium,medium,medium,high,low,high
12713,5,2.0,medium,low,low,high,high,high
12714,5,1.0,low,low,low,low,low,high
12715,5,3.0,medium,medium,medium,high,high,high
12716,5,2.0,low,low,low,high,high,high
12717,5,1.0,low,low,low,high,high,high
12718,5,1.0,medium,medium,low,low,medium,high
12719,5,2.0,low,low,low,low,low,high
12720,5,2.0,low,low,low,high,high,high
12721,5,2.0,low,low,medium,low,medium,medium
12722,5,3.0,low,medium,medium,low,medium,medium
12723,5,2.0,low,low,medium,low,low,high
12724,5,2.0,medium,medium,medium,high,high,high
12725,5,3.0,medium,medium,medium,low,medium,medium
12726,5,0.0,low,low,medium,low,low,low
12727,5,3.0,low,medium,medium,low,medium,high
12728,5,2.0,low,low,low,high,high,high
12729,5,4.0,high,high,high,high,medium,medium
12730,5,3.0,low,low,low,high,high,high
12731,5,0.0,low,low,medium,low,low,medium
12732,5,2.0,medium,medium,medium,low,medium,high
12733,5,2.0,low,low,low,low,high,high
12734,5,1.0,low,low,medium,high,low,medium
12735,5,3.0,medium,low,medium,high,high,high
12736,5,3.0,medium,medium,medium,low,medium,medium
12737,5,2.0,medium,medium,medium,high,high,high
12738,5,3.0,medium,medium,medium,low,medium,high
12739,5,2.0,medium,medium,low,low,medium,medium
12740,5,3.0,low,low,medium,high,high,high
12741,5,3.0,medium,medium,medium,low,medium,medium
12742,5,2.0,medium,low,low,low,medium,medium
12743,5,3.0,low,medium,medium,low,low,medium
12744,5,2.0,low,low,low,low,medium,low
12745,5,2.0,low,low,low,low,low,high
12746,5,0.0,low,low,medium,high,high,high
12747,5,3.0,medium,medium,medium,high,medium,medium
12748,5,2.0,medium,medium,medium,high,medium,medium
12749,5,3.0,medium,medium,medium,medium,medium,medium
12750,5,2.0,low,low,medium,high,high,high
12751,5,2.0,medium,medium,medium,high,high,high
12752,5,2.0,low,low,low,low,low,high
12753,5,3.0,medium,medium,medium,medium,medium,medium
12754,5,1.0,low,low,low,low,low,high
12755,5,2.0,low,medium,medium,high,high,high
12756,5,2.0,low,low,medium,high,high,high
12757,5,2.0,low,low,low,high,high,high
12758,5,1.0,low,low,low,low,low,high
12759,5,3.0,medium,medium,medium,medium,medium,medium
12760,5,3.0,medium,medium,low,high,high,high
12761,5,3.0,medium,medium,medium,high,high,high
12762,5,2.0,low,low,medium,high,high,high
12763,5,1.0,low,low,low,low,high,high
12764,5,3.0,high,medium,medium,high,medium,high
12765,5,3.0,medium,medium,medium,high,medium,medium
12766,5,3.0,medium,medium,medium,medium,medium,medium
12767,5,2.0,medium,medium,medium,high,high,high
12768,5,3.0,medium,medium,medium,low,medium,medium
12769,5,3.0,low,medium,medium,high,high,high
12770,5,3.0,low,low,low,low,low,high
12771,5,0.0,low,low,low,low,high,high
12772,5,1.0,low,low,medium,low,high,high
12773,5,3.0,low,low,low,low,low,medium
12774,5,2.0,low,low,low,low,high,high
12775,5,2.0,medium,medium,medium,high,medium,high
12776,5,2.0,low,low,low,low,low,high
12777,5,2.0,low,low,medium,high,high,medium
12778,5,4.0,medium,medium,medium,high,medium,medium
12779,5,3.0,medium,medium,medium,low,medium,medium
12780,5,2.0,medium,medium,medium,high,high,high
12781,5,3.0,medium,medium,medium,low,medium,medium
12782,5,3.0,low,low,low,high,high,high
12783,5,1.0,medium,medium,medium,high,medium,high
12784,5,2.0,medium,medium,medium,medium,medium,medium
12785,5,2.0,medium,medium,medium,high,high,high
12786,5,3.0,medium,medium,medium,high,medium,medium
12787,5,2.0,medium,medium,medium,low,medium,medium
12788,5,1.0,low,low,medium,low,high,high
12789,5,2.0,low,low,low,low,low,medium
12790,5,2.0,low,low,low,low,high,high
12791,5,3.0,low,low,medium,high,high,high
12792,5,1.0,low,low,low,high,high,high
12793,5,3.0,low,medium,medium,high,medium,medium
12794,5,2.0,low,low,medium,high,high,high
12795,5,1.0,low,low,medium,high,high,high
12796,5,2.0,low,low,low,high,high,high
12797,5,3.0,medium,low,medium,high,low,high
12798,5,3.0,low,low,low,low,medium,medium
12799,5,1.0,low,low,low,low,high,high
12800,5,4.0,medium,medium,medium,low,medium,medium
12801,5,2.0,low,low,low,low,low,high
12802,5,2.0,medium,low,medium,high,low,high
12803,5,2.0,low,low,low,high,high,high
12804,5,2.0,medium,low,medium,high,high,high
12805,5,2.0,medium,medium,medium,low,medium,medium
12806,5,3.0,medium,medium,medium,medium,medium,medium
12807,5,3.0,medium,medium,medium,high,medium,medium
12808,5,1.0,low,low,medium,low,low,high
12809,5,2.0,low,low,low,high,high,high
12810,5,4.0,high,medium,medium,medium,medium,medium
12811,5,2.0,low,low,medium,high,high,high
12812,5,3.0,medium,medium,medium,high,medium,high
12813,5,3.0,medium,medium,medium,high,medium,medium
12814,5,2.0,low,low,medium,low,medium,high
12815,5,2.0,medium,low,medium,low,medium,high
12816,5,3.0,medium,medium,medium,low,medium,medium
12817,5,3.0,high,medium,medium,medium,medium,medium
12818,5,3.0,medium,medium,medium,high,high,high
12819,5,3.0,medium,medium,medium,high,high,medium
12820,5,2.0,low,low,low,high,low,high
12821,5,1.0,low,low,low,low,high,high
12822,5,3.0,medium,medium,medium,medium,medium,medium
12823,5,2.0,low,low,low,low,high,high
12824,5,2.0,medium,medium,medium,low,medium,medium
12825,5,3.0,low,low,medium,low,medium,medium
12826,5,2.0,low,low,low,high,high,high
12827,5,2.0,low,low,low,low,low,high
12828,5,1.0,medium,low,medium,high,high,high
12829,5,1.0,low,low,low,high,low,high
12830,5,2.0,medium,medium,medium,high,medium,medium
12831,5,3.0,medium,medium,medium,medium,medium,medium
12832,5,2.0,medium,medium,medium,high,medium,medium
12833,5,2.0,low,low,low,low,low,high
12834,5,3.0,low,medium,medium,high,medium,high
12835,5,2.0,low,medium,medium,high,high,high
12836,5,1.0,low,low,low,high,low,high
12837,5,0.0,low,low,low,high,high,high
12838,5,2.0,medium,medium,medium,medium,medium,medium
12839,5,3.0,high,medium,high,medium,medium,medium
12840,5,3.0,medium,medium,medium,medium,medium,medium
12841,5,3.0,medium,medium,medium,low,medium,medium
12842,5,1.0,medium,low,medium,high,medium,high
12843,5,1.0,medium,low,medium,high,high,high
12844,5,2.0,high,high,high,medium,medium,medium
12845,5,0.0,low,low,low,low,low,high
12846,5,2.0,low,medium,medium,low,medium,medium
12847,5,2.0,low,low,medium,high,medium,medium
12848,5,4.0,medium,medium,medium,high,medium,high
12849,5,1.0,medium,low,medium,high,high,high
12850,5,1.0,low,low,medium,high,medium,high
12851,5,1.0,low,low,medium,low,medium,high
12852,5,3.0,medium,medium,medium,high,high,high
12853,5,2.0,low,low,low,high,high,high
12854,5,2.0,medium,medium,medium,low,high,high
12855,5,2.0,medium,low,medium,high,high,high
12856,5,3.0,medium,medium,medium,high,medium,medium
12857,5,3.0,medium,low,low,medium,high,medium
12858,5,2.0,medium,low,low,high,high,high
12859,5,2.0,low,low,low,low,low,high
12860,5,3.0,medium,medium,medium,low,medium,medium
12861,5,2.0,low,low,low,high,high,high
12862,5,1.0,low,low,low,high,high,high
12863,5,3.0,medium,medium,medium,high,medium,medium
12864,5,2.0,low,medium,medium,low,medium,high
12865,5,3.0,low,low,low,low,low,high
12866,5,3.0,medium,medium,medium,high,medium,medium
12867,5,2.0,low,low,low,high,high,high
12868,5,0.0,low,low,low,high,high,high
12869,5,3.0,medium,medium,medium,high,high,high
12870,5,0.0,low,low,low,low,low,low
12871,5,2.0,low,low,medium,low,medium,high
12872,5,3.0,low,low,low,high,high,medium
12873,5,1.0,low,low,medium,high,medium,high
12874,5,2.0,medium,medium,medium,low,high,high
12875,5,2.0,low,low,low,high,low,high
12876,5,2.0,low,low,low,high,low,high
12877,5,2.0,medium,medium,medium,high,medium,medium
12878,5,2.0,low,low,low,low,low,medium
12879,5,2.0,medium,medium,medium,medium,medium,medium
12880,5,0.0,low,low,low,high,high,high
