essay_id,prompt_id,prompt_adherence_score,question1,question2,question3
11921,5,2,medium,high,low
11922,5,1,medium,medium,medium
11923,5,2,medium,medium,medium
11924,5,1,medium,medium,medium
11925,5,3,medium,high,medium
11926,5,1,medium,medium,medium
11927,5,2,medium,medium,medium
11928,5,3,medium,high,low
11929,5,3,medium,medium,medium
11930,5,2,medium,medium,medium
11931,5,1,medium,medium,medium
11932,5,3,medium,high,medium
11933,5,2,medium,medium,medium
11934,5,3,medium,medium,medium
11935,5,0,low,low,high
11936,5,3,medium,medium,medium
11937,5,3,medium,medium,medium
11938,5,2,medium,medium,medium
11939,5,2,medium,medium,medium
11940,5,3,medium,medium,medium
11941,5,2,medium,high,medium
11942,5,3,medium,medium,medium
11943,5,2,medium,medium,medium
11944,5,2,medium,medium,medium
11945,5,2,medium,medium,medium
11946,5,3,medium,medium,medium
11947,5,2,medium,medium,medium
11948,5,2,medium,high,low
11949,5,4,medium,medium,medium
11950,5,0,low,low,high
11951,5,1,medium,medium,medium
11952,5,2,medium,high,low
11953,5,0,medium,medium,medium
11954,5,4,medium,high,medium
11955,5,0,low,low,low
11956,5,1,low,low,medium
11957,5,2,medium,high,medium
11958,5,1,medium,medium,low
11959,5,3,medium,medium,medium
11960,5,3,medium,high,medium
11961,5,1,low,low,medium
11962,5,2,medium,medium,medium
11963,5,2,medium,medium,medium
11964,5,2,medium,medium,medium
11965,5,3,medium,medium,medium
11966,5,1,medium,medium,medium
11967,5,0,medium,medium,medium
11968,5,2,medium,medium,medium
11969,5,2,medium,medium,medium
11970,5,3,medium,medium,medium
11971,5,0,low,low,medium
11972,5,2,medium,medium,medium
11973,5,3,medium,medium,medium
11974,5,2,medium,medium,medium
11975,5,3,medium,medium,medium
11976,5,0,medium,medium,medium
11977,5,0,medium,medium,low
11978,5,3,medium,high,medium
11979,5,3,medium,medium,medium
11980,5,3,medium,medium,medium
11981,5,2,medium,medium,medium
11982,5,1,low,low,medium
11983,5,1,medium,medium,medium
11984,5,2,medium,medium,medium
11985,5,3,medium,high,medium
11986,5,2,medium,high,medium
11987,5,3,medium,medium,medium
11988,5,3,medium,medium,medium
11989,5,3,medium,medium,medium
11990,5,2,medium,medium,medium
11991,5,4,medium,medium,medium
11992,5,1,medium,medium,medium
11993,5,0,low,low,low
11994,5,3,medium,medium,medium
11995,5,2,medium,medium,low
11996,5,1,medium,medium,medium
11997,5,2,medium,medium,medium
11998,5,0,low,medium,medium
11999,5,2,medium,medium,medium
12000,5,1,medium,medium,medium
12001,5,0,medium,medium,medium
12002,5,0,medium,medium,medium
12003,5,2,medium,medium,medium
12004,5,1,medium,high,medium
12005,5,2,medium,medium,medium
12006,5,1,medium,medium,medium
12007,5,3,medium,medium,medium
12008,5,1,medium,high,medium
12009,5,1,medium,medium,medium
12010,5,2,medium,medium,medium
12011,5,2,medium,medium,medium
12012,5,1,medium,medium,medium
12013,5,2,medium,medium,medium
12014,5,4,medium,medium,medium
12015,5,1,medium,medium,medium
12016,5,3,medium,medium,medium
12017,5,0,medium,medium,medium
12018,5,3,medium,medium,medium
12019,5,1,medium,medium,medium
12020,5,2,medium,high,low
12021,5,2,medium,medium,medium
12022,5,2,medium,medium,medium
12023,5,0,medium,medium,medium
12024,5,2,medium,medium,medium
12025,5,2,medium,medium,medium
12026,5,3,medium,medium,medium
12027,5,1,medium,medium,medium
12028,5,4,high,high,medium
12029,5,3,medium,medium,medium
12030,5,3,medium,medium,medium
12031,5,3,medium,high,medium
12032,5,2,medium,medium,medium
12033,5,3,medium,medium,medium
12034,5,3,medium,medium,medium
12035,5,2,medium,medium,medium
12036,5,0,low,low,medium
12037,5,4,medium,high,medium
12038,5,3,medium,medium,medium
12039,5,2,medium,medium,medium
12040,5,1,medium,medium,medium
12041,5,1,medium,medium,medium
12042,5,2,medium,medium,medium
12043,5,1,medium,medium,medium
12044,5,1,medium,medium,medium
12045,5,1,medium,medium,medium
12046,5,0,medium,medium,medium
12047,5,3,high,high,medium
12048,5,2,medium,medium,medium
12049,5,4,medium,high,medium
12050,5,0,low,low,low
12051,5,1,medium,medium,medium
12052,5,3,medium,medium,medium
12053,5,0,low,low,high
12054,5,4,medium,high,medium
12055,5,1,medium,medium,medium
12056,5,2,medium,medium,medium
12057,5,0,medium,medium,medium
12058,5,2,medium,medium,medium
12059,5,2,medium,medium,medium
12060,5,3,medium,medium,medium
12061,5,3,medium,medium,medium
12062,5,2,medium,medium,medium
12063,5,1,medium,medium,medium
12064,5,1,medium,low,medium
12065,5,2,medium,medium,medium
12066,5,0,low,low,low
12067,5,1,medium,medium,medium
12068,5,3,medium,high,medium
12069,5,3,medium,medium,medium
12070,5,1,medium,medium,medium
12071,5,3,medium,medium,medium
12072,5,3,medium,medium,medium
12073,5,0,medium,medium,medium
12074,5,1,medium,medium,medium
12075,5,2,medium,medium,medium
12076,5,3,medium,medium,medium
12077,5,1,low,low,medium
12078,5,0,medium,medium,medium
12079,5,4,medium,high,low
12080,5,2,medium,medium,medium
12081,5,3,medium,medium,medium
12082,5,3,medium,medium,medium
12083,5,0,medium,medium,medium
12084,5,2,medium,medium,medium
12085,5,3,medium,high,medium
12086,5,3,medium,medium,medium
12087,5,1,medium,medium,medium
12088,5,1,medium,medium,medium
12089,5,0,low,low,low
12090,5,2,medium,medium,medium
12091,5,2,medium,medium,medium
12092,5,0,low,low,medium
12093,5,2,medium,high,low
12094,5,1,medium,medium,medium
12095,5,0,medium,medium,medium
12096,5,0,medium,medium,medium
12097,5,1,medium,medium,medium
12098,5,0,medium,medium,medium
12099,5,4,medium,medium,medium
12100,5,2,low,medium,medium
12101,5,2,medium,medium,medium
12102,5,2,medium,high,medium
12103,5,2,medium,medium,medium
12104,5,3,medium,medium,medium
12105,5,2,medium,medium,medium
12106,5,3,medium,high,medium
12107,5,2,medium,high,low
12108,5,3,medium,medium,medium
12109,5,3,medium,medium,medium
12110,5,2,medium,medium,medium
12111,5,0,medium,medium,medium
12112,5,3,medium,medium,medium
12113,5,1,medium,medium,medium
12114,5,0,medium,medium,medium
12115,5,2,low,low,low
12116,5,2,medium,medium,medium
12117,5,3,medium,medium,medium
12118,5,2,medium,medium,medium
12119,5,2,medium,medium,medium
12120,5,3,medium,medium,medium
12121,5,0,medium,medium,medium
12122,5,0,medium,medium,medium
12123,5,3,medium,medium,medium
12124,5,2,medium,medium,medium
12125,5,3,medium,medium,medium
12126,5,4,medium,high,medium
12127,5,3,medium,medium,medium
12128,5,4,medium,medium,medium
12129,5,1,medium,medium,medium
12130,5,1,medium,medium,medium
12131,5,3,medium,medium,medium
12132,5,4,medium,high,low
12133,5,3,medium,medium,medium
12134,5,3,medium,medium,medium
12135,5,1,medium,medium,medium
12136,5,0,medium,medium,medium
12137,5,0,medium,medium,medium
12138,5,1,medium,medium,medium
12139,5,3,medium,high,medium
12140,5,3,medium,medium,medium
12141,5,3,medium,medium,medium
12142,5,2,medium,medium,medium
12143,5,1,medium,medium,low
12144,5,3,medium,high,medium
12145,5,0,low,low,low
12146,5,1,medium,medium,medium
12147,5,2,medium,medium,medium
12148,5,3,medium,medium,medium
12149,5,0,medium,medium,low
12150,5,1,medium,medium,medium
12151,5,3,medium,medium,medium
12152,5,3,medium,medium,medium
12153,5,0,medium,medium,medium
12154,5,4,medium,high,medium
12155,5,3,medium,medium,medium
12156,5,3,medium,high,medium
12157,5,2,medium,medium,medium
12158,5,2,medium,medium,medium
12159,5,3,medium,medium,medium
12160,5,3,medium,medium,medium
12161,5,2,low,low,medium
12162,5,3,medium,medium,medium
12163,5,1,medium,medium,medium
12164,5,2,medium,medium,medium
12165,5,0,medium,medium,medium
12166,5,3,medium,medium,medium
12167,5,1,medium,medium,medium
12168,5,3,medium,medium,medium
12169,5,0,medium,medium,medium
12170,5,3,medium,high,medium
12171,5,1,medium,medium,medium
12172,5,1,medium,medium,medium
12173,5,2,medium,medium,medium
12174,5,1,medium,medium,medium
12175,5,2,medium,high,medium
12176,5,0,low,low,high
12177,5,2,medium,medium,medium
12178,5,2,medium,medium,medium
12179,5,3,medium,medium,medium
12180,5,1,medium,medium,medium
12181,5,2,low,low,medium
12182,5,2,medium,medium,medium
12183,5,0,low,low,high
12184,5,1,medium,medium,medium
12185,5,3,medium,high,medium
12186,5,2,medium,medium,medium
12187,5,2,medium,medium,medium
12188,5,4,medium,high,medium
12189,5,2,medium,medium,medium
12190,5,2,medium,high,medium
12191,5,3,medium,medium,medium
12192,5,1,medium,medium,medium
12193,5,3,medium,medium,medium
12194,5,1,medium,medium,medium
12195,5,1,medium,medium,medium
12196,5,3,medium,high,medium
12197,5,3,medium,medium,medium
12198,5,2,medium,medium,medium
12199,5,2,medium,medium,medium
12200,5,4,high,high,medium
12201,5,2,medium,medium,medium
12202,5,2,medium,medium,medium
12203,5,2,medium,medium,medium
12204,5,3,medium,medium,medium
12205,5,3,medium,medium,medium
12206,5,2,medium,medium,medium
12207,5,2,medium,medium,medium
12208,5,2,medium,medium,medium
12209,5,1,medium,medium,low
12210,5,3,medium,medium,medium
12211,5,3,medium,medium,medium
12212,5,3,high,high,medium
12213,5,3,medium,medium,medium
12214,5,0,medium,medium,medium
12215,5,1,medium,medium,medium
12216,5,3,medium,medium,medium
12217,5,3,medium,high,medium
12218,5,0,medium,medium,medium
12219,5,3,medium,medium,medium
12220,5,2,medium,medium,medium
12221,5,1,medium,medium,medium
12222,5,1,medium,medium,medium
12223,5,3,medium,medium,medium
12224,5,3,medium,medium,medium
12225,5,4,high,high,medium
12226,5,3,high,high,medium
12227,5,0,low,low,low
12228,5,2,medium,medium,medium
12229,5,2,low,low,medium
12230,5,3,medium,medium,medium
12231,5,4,medium,medium,medium
12232,5,2,medium,medium,medium
12233,5,1,medium,medium,medium
12234,5,1,medium,medium,medium
12235,5,2,medium,high,medium
12236,5,2,medium,medium,medium
12237,5,1,medium,medium,medium
12238,5,2,medium,medium,medium
12239,5,2,medium,medium,medium
12240,5,3,medium,high,medium
12241,5,4,medium,high,medium
12242,5,3,medium,high,medium
12243,5,2,medium,high,low
12244,5,3,medium,medium,medium
12245,5,1,medium,medium,medium
12246,5,2,medium,medium,medium
12247,5,2,medium,medium,medium
12248,5,2,medium,medium,medium
12249,5,0,low,low,low
12250,5,1,low,low,high
12251,5,3,medium,medium,medium
12252,5,3,medium,medium,medium
12253,5,3,medium,medium,medium
12254,5,0,low,medium,medium
12255,5,2,medium,medium,medium
12256,5,3,medium,medium,medium
12257,5,2,medium,medium,medium
12258,5,0,medium,medium,low
12259,5,2,medium,medium,medium
12260,5,2,medium,medium,medium
12261,5,4,medium,high,medium
12262,5,3,medium,medium,medium
12263,5,4,medium,high,medium
12264,5,2,low,medium,medium
12265,5,2,medium,medium,medium
12266,5,3,medium,medium,medium
12267,5,2,medium,medium,medium
12268,5,2,medium,medium,medium
12269,5,3,medium,medium,medium
12270,5,4,medium,high,medium
12271,5,0,medium,medium,medium
12272,5,2,medium,medium,medium
12273,5,3,medium,medium,medium
12274,5,0,medium,medium,medium
12275,5,0,medium,medium,medium
12276,5,3,medium,medium,medium
12277,5,3,medium,medium,medium
12278,5,2,medium,medium,medium
12279,5,2,medium,medium,low
12280,5,3,medium,medium,medium
12281,5,3,medium,high,medium
12282,5,3,medium,medium,medium
12283,5,3,medium,medium,medium
12284,5,3,high,high,low
12285,5,2,medium,medium,medium
12286,5,0,low,low,medium
12287,5,3,medium,medium,medium
12288,5,2,medium,medium,medium
12289,5,2,medium,medium,low
12290,5,2,medium,medium,medium
12291,5,2,low,low,medium
12292,5,2,medium,medium,medium
12293,5,2,medium,medium,medium
12294,5,0,low,low,medium
12295,5,3,medium,medium,medium
12296,5,4,high,high,medium
12297,5,3,medium,medium,medium
12298,5,1,medium,medium,medium
12299,5,4,medium,medium,medium
12300,5,2,medium,medium,medium
12301,5,0,low,low,medium
12302,5,2,medium,medium,medium
12303,5,3,medium,medium,medium
12304,5,0,low,medium,medium
12305,5,3,medium,medium,medium
12306,5,1,medium,medium,low
12307,5,0,medium,medium,medium
12308,5,1,medium,medium,medium
12309,5,2,medium,high,medium
12310,5,1,medium,medium,medium
12311,5,1,medium,low,low
12312,5,1,medium,medium,medium
12313,5,3,medium,medium,medium
12314,5,3,medium,medium,medium
12315,5,2,medium,medium,medium
12316,5,2,medium,medium,medium
12317,5,1,medium,medium,medium
12318,5,3,medium,medium,medium
12319,5,2,medium,medium,medium
12320,5,1,medium,medium,medium
12321,5,2,medium,medium,medium
12322,5,1,low,low,medium
12323,5,2,medium,medium,medium
12324,5,3,medium,medium,medium
12325,5,0,medium,medium,medium
12326,5,3,medium,medium,medium
12327,5,3,medium,medium,medium
12328,5,3,medium,high,medium
12329,5,3,medium,high,medium
12330,5,3,medium,high,medium
12331,5,1,medium,medium,medium
12332,5,0,medium,medium,medium
12333,5,2,medium,high,low
12334,5,2,medium,medium,medium
12335,5,1,medium,medium,medium
12336,5,1,medium,medium,medium
12337,5,2,medium,medium,medium
12338,5,2,medium,medium,medium
12339,5,2,medium,medium,medium
12340,5,4,medium,high,medium
12341,5,2,medium,medium,medium
12342,5,1,medium,medium,medium
12343,5,4,medium,high,medium
12344,5,1,medium,medium,low
12345,5,0,low,low,high
12346,5,1,medium,medium,medium
12347,5,2,medium,medium,medium
12348,5,2,medium,medium,medium
12349,5,1,medium,medium,medium
12350,5,4,medium,high,medium
12351,5,2,medium,high,low
12352,5,4,high,high,medium
12353,5,3,medium,high,medium
12354,5,3,medium,medium,medium
12355,5,4,medium,medium,medium
12356,5,0,low,low,high
12357,5,2,medium,medium,medium
12358,5,0,low,low,medium
12359,5,1,medium,medium,medium
12360,5,3,medium,high,medium
12361,5,2,medium,medium,medium
12362,5,0,low,low,high
12363,5,2,medium,medium,medium
12364,5,3,medium,medium,medium
12365,5,3,medium,medium,medium
12366,5,3,medium,medium,medium
12367,5,3,medium,medium,medium
12368,5,2,medium,medium,medium
12369,5,1,medium,medium,medium
12370,5,1,medium,medium,medium
12371,5,2,medium,medium,medium
12372,5,3,medium,medium,medium
12373,5,4,medium,medium,medium
12374,5,2,medium,medium,medium
12375,5,1,medium,medium,medium
12376,5,3,medium,medium,medium
12377,5,2,medium,medium,medium
12378,5,1,medium,medium,medium
12379,5,2,medium,medium,medium
12380,5,1,medium,medium,medium
12381,5,2,low,low,medium
12382,5,1,medium,medium,medium
12383,5,2,medium,medium,medium
12384,5,3,medium,medium,medium
12385,5,1,medium,medium,medium
12386,5,3,medium,medium,medium
12387,5,3,medium,high,medium
12388,5,3,medium,medium,medium
12389,5,1,medium,medium,medium
12390,5,2,medium,medium,medium
12391,5,2,medium,medium,medium
12392,5,2,medium,medium,medium
12393,5,3,medium,high,medium
12394,5,2,medium,medium,medium
12395,5,3,medium,medium,medium
12396,5,0,medium,medium,medium
12397,5,2,medium,medium,medium
12398,5,3,medium,medium,medium
12399,5,2,medium,medium,medium
12400,5,2,medium,medium,medium
12401,5,1,medium,medium,medium
12402,5,2,medium,medium,medium
12403,5,3,medium,medium,medium
12404,5,2,medium,high,medium
12405,5,4,medium,medium,medium
12406,5,2,medium,medium,medium
12407,5,3,medium,high,low
12408,5,1,medium,medium,medium
12409,5,1,medium,medium,medium
12410,5,1,medium,medium,medium
12411,5,2,medium,medium,medium
12412,5,1,medium,medium,medium
12413,5,1,medium,medium,medium
12414,5,0,low,low,low
12415,5,2,medium,high,medium
12416,5,2,medium,medium,medium
12417,5,3,medium,medium,medium
12418,5,3,medium,high,medium
12419,5,2,medium,medium,medium
12420,5,4,high,high,medium
12421,5,1,low,low,medium
12422,5,3,medium,medium,medium
12423,5,3,medium,medium,medium
12424,5,4,medium,high,medium
12425,5,1,medium,medium,medium
12426,5,0,low,low,high
12427,5,1,medium,medium,medium
12428,5,1,medium,medium,medium
12429,5,3,medium,medium,medium
12430,5,2,medium,medium,medium
12431,5,1,medium,medium,medium
12432,5,1,medium,high,medium
12433,5,1,medium,medium,medium
12434,5,1,medium,medium,low
12435,5,0,low,low,low
12436,5,1,medium,medium,medium
12437,5,1,medium,medium,medium
12438,5,1,medium,medium,medium
12439,5,3,medium,high,medium
12440,5,3,medium,medium,medium
12441,5,1,low,low,medium
12442,5,1,medium,high,low
12443,5,1,low,low,low
12444,5,2,medium,medium,medium
12445,5,2,medium,medium,medium
12446,5,2,medium,medium,medium
12447,5,2,medium,medium,medium
12448,5,2,medium,medium,medium
12449,5,3,medium,medium,medium
12450,5,1,medium,medium,medium
12451,5,1,medium,medium,medium
12452,5,2,medium,medium,medium
12453,5,2,medium,medium,medium
12454,5,3,medium,high,medium
12455,5,2,medium,medium,medium
12456,5,1,medium,medium,medium
12457,5,3,medium,medium,medium
12458,5,2,medium,high,low
12459,5,2,medium,medium,medium
12460,5,2,medium,medium,medium
12461,5,1,medium,medium,medium
12462,5,3,medium,medium,medium
12463,5,1,medium,medium,medium
12464,5,2,medium,medium,medium
12465,5,1,medium,medium,medium
12466,5,2,medium,medium,medium
12467,5,2,medium,medium,medium
12468,5,3,medium,high,medium
12469,5,1,medium,medium,medium
12470,5,3,high,high,medium
12471,5,3,medium,medium,medium
12472,5,1,low,medium,medium
12473,5,1,medium,medium,medium
12474,5,2,medium,medium,medium
12475,5,2,low,low,low
12476,5,2,medium,medium,medium
12477,5,2,medium,medium,medium
12478,5,3,medium,high,medium
12479,5,3,medium,high,medium
12480,5,1,medium,medium,medium
12481,5,2,medium,high,medium
12482,5,2,medium,high,medium
12483,5,3,medium,medium,medium
12484,5,2,medium,low,medium
12485,5,2,medium,medium,medium
12486,5,1,medium,medium,medium
12487,5,3,medium,medium,medium
12488,5,1,medium,medium,medium
12489,5,2,medium,medium,medium
12490,5,2,medium,high,medium
12491,5,2,medium,high,low
12492,5,2,medium,medium,medium
12493,5,1,medium,medium,medium
12494,5,2,medium,medium,medium
12495,5,1,medium,medium,medium
12496,5,1,medium,medium,medium
12497,5,3,medium,high,medium
12498,5,3,medium,high,medium
12499,5,2,medium,medium,medium
12500,5,2,medium,medium,medium
12501,5,3,medium,medium,medium
12502,5,1,medium,medium,medium
12503,5,2,medium,medium,medium
12504,5,1,medium,medium,medium
12505,5,3,medium,medium,medium
12506,5,0,low,low,high
12507,5,1,medium,medium,medium
12508,5,2,medium,medium,medium
12509,5,2,medium,medium,medium
12510,5,1,medium,high,medium
12511,5,1,medium,medium,medium
12512,5,3,medium,medium,medium
12513,5,3,medium,medium,medium
12514,5,2,medium,medium,medium
12515,5,1,medium,medium,medium
12516,5,3,medium,high,medium
12517,5,2,medium,medium,medium
12518,5,2,medium,medium,medium
12519,5,3,medium,high,medium
12520,5,2,medium,medium,medium
12521,5,0,low,low,low
12522,5,2,medium,high,medium
12523,5,2,medium,high,medium
12524,5,1,medium,medium,medium
12525,5,2,medium,medium,medium
12526,5,0,low,low,high
12527,5,1,medium,medium,medium
12528,5,2,medium,medium,medium
12529,5,3,medium,high,medium
12530,5,3,medium,medium,medium
12531,5,3,medium,medium,medium
12532,5,2,medium,medium,medium
12533,5,2,medium,medium,medium
12534,5,2,medium,medium,medium
12535,5,3,medium,medium,medium
12536,5,3,medium,medium,medium
12537,5,4,medium,high,medium
12538,5,4,medium,medium,medium
12539,5,2,medium,medium,medium
12540,5,2,medium,medium,medium
12541,5,2,medium,medium,medium
12542,5,1,low,low,low
12543,5,2,low,low,medium
12544,5,3,medium,medium,medium
12545,5,3,medium,medium,medium
12546,5,3,medium,medium,medium
12547,5,2,medium,medium,medium
12548,5,2,medium,medium,medium
12549,5,3,medium,medium,medium
12550,5,2,medium,high,medium
12551,5,2,medium,high,medium
12552,5,1,low,low,medium
12553,5,3,high,high,medium
12554,5,2,medium,medium,medium
12555,5,3,medium,medium,medium
12556,5,2,medium,low,medium
12557,5,2,medium,medium,medium
12558,5,2,low,low,medium
12559,5,1,medium,low,medium
12560,5,1,medium,medium,medium
12561,5,1,medium,medium,medium
12562,5,0,medium,medium,medium
12563,5,0,low,low,low
12564,5,2,medium,medium,medium
12565,5,3,medium,medium,medium
12566,5,2,medium,medium,medium
12567,5,2,medium,medium,medium
12568,5,2,medium,medium,medium
12569,5,3,medium,medium,medium
12570,5,3,medium,medium,medium
12571,5,3,medium,medium,medium
12572,5,1,medium,medium,medium
12573,5,3,medium,medium,medium
12574,5,3,medium,medium,medium
12575,5,3,medium,medium,medium
12576,5,3,high,high,medium
12577,5,0,low,low,medium
12578,5,0,low,low,medium
12579,5,2,medium,medium,medium
12580,5,2,medium,medium,medium
12581,5,2,medium,high,medium
12582,5,1,medium,medium,medium
12583,5,2,medium,medium,medium
12584,5,2,medium,medium,medium
12585,5,1,medium,medium,medium
12586,5,2,medium,medium,medium
12587,5,2,medium,high,medium
12588,5,1,medium,high,medium
12589,5,2,medium,medium,medium
12590,5,3,medium,medium,medium
12591,5,1,medium,medium,medium
12592,5,2,medium,medium,low
12593,5,1,low,low,high
12594,5,2,medium,medium,medium
12595,5,2,medium,medium,medium
12596,5,1,medium,medium,medium
12597,5,2,medium,high,medium
12598,5,1,medium,medium,medium
12599,5,2,medium,medium,medium
12600,5,2,medium,medium,medium
12601,5,2,medium,medium,medium
12602,5,1,medium,medium,medium
12603,5,1,low,low,medium
12604,5,1,medium,medium,medium
12605,5,2,medium,medium,medium
12606,5,2,medium,medium,medium
12607,5,2,medium,medium,medium
12608,5,3,medium,high,medium
12609,5,4,medium,medium,medium
12610,5,3,medium,medium,medium
12611,5,2,medium,medium,medium
12612,5,3,medium,medium,medium
12613,5,3,medium,high,medium
12614,5,1,medium,medium,medium
12615,5,2,medium,medium,medium
12616,5,3,medium,high,medium
12617,5,2,medium,medium,medium
12618,5,3,medium,medium,medium
12619,5,3,medium,medium,medium
12620,5,3,medium,medium,medium
12621,5,0,low,low,medium
12622,5,2,medium,high,medium
12623,5,2,medium,medium,medium
12624,5,1,medium,medium,medium
12625,5,1,medium,medium,medium
12626,5,3,high,high,medium
12627,5,3,medium,medium,medium
12628,5,3,medium,medium,medium
12629,5,2,medium,medium,medium
12630,5,2,medium,medium,medium
12631,5,3,medium,medium,medium
12632,5,3,medium,medium,medium
12633,5,3,medium,medium,medium
12634,5,2,medium,medium,medium
12635,5,1,medium,medium,medium
12636,5,0,low,low,medium
12637,5,3,medium,medium,medium
12638,5,4,medium,high,medium
12639,5,3,medium,medium,medium
12640,5,2,medium,medium,medium
12641,5,2,medium,medium,medium
12642,5,1,medium,medium,medium
12643,5,2,medium,medium,medium
12644,5,4,high,high,low
12645,5,3,medium,high,medium
12646,5,2,medium,high,medium
12647,5,3,medium,medium,medium
12648,5,2,medium,medium,medium
12649,5,3,medium,medium,medium
12650,5,3,medium,medium,medium
12651,5,2,medium,medium,medium
12652,5,1,medium,medium,medium
12653,5,3,medium,high,medium
12654,5,3,medium,medium,medium
12655,5,3,medium,medium,medium
12656,5,3,medium,high,medium
12657,5,2,medium,medium,medium
12658,5,2,medium,medium,low
12659,5,1,medium,medium,medium
12660,5,3,medium,medium,medium
12661,5,1,medium,medium,medium
12662,5,3,medium,medium,medium
12663,5,1,medium,medium,medium
12664,5,1,medium,medium,medium
12665,5,3,medium,medium,medium
12666,5,2,medium,medium,medium
12667,5,1,medium,medium,medium
12668,5,2,medium,medium,medium
12669,5,3,medium,medium,medium
12670,5,2,medium,medium,medium
12671,5,3,medium,medium,medium
12672,5,3,medium,high,medium
12673,5,3,high,high,medium
12674,5,4,high,high,medium
12675,5,3,medium,medium,medium
12676,5,1,low,low,high
12677,5,1,medium,medium,medium
12678,5,2,medium,medium,medium
12679,5,2,medium,medium,medium
12680,5,2,medium,medium,medium
12681,5,1,medium,medium,medium
12682,5,2,medium,medium,medium
12683,5,3,medium,medium,medium
12684,5,2,medium,medium,medium
12685,5,3,medium,high,low
12686,5,3,medium,medium,medium
12687,5,1,medium,medium,medium
12688,5,1,medium,medium,medium
12689,5,1,medium,medium,medium
12690,5,2,medium,medium,medium
12691,5,2,medium,medium,medium
12692,5,3,medium,medium,medium
12693,5,3,medium,medium,medium
12694,5,3,medium,medium,medium
12695,5,2,medium,medium,medium
12696,5,2,medium,medium,medium
12697,5,3,medium,high,medium
12698,5,2,medium,medium,medium
12699,5,4,high,high,medium
12700,5,3,medium,medium,medium
12701,5,2,medium,medium,medium
12702,5,1,medium,medium,medium
12703,5,1,medium,medium,medium
12704,5,3,medium,medium,medium
12705,5,3,medium,medium,medium
12706,5,3,medium,medium,medium
12707,5,2,low,low,medium
12708,5,1,low,low,high
12709,5,3,medium,medium,medium
12710,5,4,high,high,low
12711,5,1,medium,medium,medium
12712,5,2,medium,medium,medium
12713,5,3,medium,medium,medium
12714,5,0,low,low,medium
12715,5,3,medium,medium,medium
12716,5,1,medium,medium,medium
12717,5,1,low,low,medium
12718,5,1,low,low,medium
12719,5,2,medium,high,medium
12720,5,2,medium,medium,medium
12721,5,1,medium,medium,medium
12722,5,3,medium,medium,medium
12723,5,3,medium,medium,medium
12724,5,3,medium,medium,medium
12725,5,3,medium,high,medium
12726,5,0,low,low,low
12727,5,3,medium,high,medium
12728,5,2,medium,medium,medium
12729,5,4,high,high,medium
12730,5,3,medium,medium,medium
12731,5,0,low,low,medium
12732,5,2,medium,medium,medium
12733,5,2,medium,medium,medium
12734,5,1,medium,medium,low
12735,5,4,medium,medium,medium
12736,5,3,medium,high,medium
12737,5,2,medium,medium,medium
12738,5,3,medium,medium,medium
12739,5,2,medium,medium,medium
12740,5,3,medium,medium,medium
12741,5,3,medium,medium,medium
12742,5,2,medium,medium,medium
12743,5,3,medium,medium,medium
12744,5,2,medium,medium,medium
12745,5,2,medium,medium,medium
12746,5,0,low,low,high
12747,5,3,medium,medium,medium
12748,5,3,medium,medium,medium
12749,5,3,medium,medium,medium
12750,5,2,medium,medium,medium
12751,5,2,medium,medium,medium
12752,5,2,medium,medium,medium
12753,5,3,medium,medium,medium
12754,5,1,low,low,medium
12755,5,2,medium,medium,medium
12756,5,2,low,low,medium
12757,5,2,medium,medium,medium
12758,5,1,medium,medium,low
12759,5,3,medium,medium,medium
12760,5,3,medium,medium,medium
12761,5,4,medium,medium,medium
12762,5,2,medium,medium,medium
12763,5,1,medium,medium,medium
12764,5,3,medium,high,medium
12765,5,3,medium,high,medium
12766,5,3,medium,high,medium
12767,5,2,medium,medium,medium
12768,5,3,medium,medium,medium
12769,5,3,medium,medium,medium
12770,5,3,medium,medium,medium
12771,5,0,medium,medium,medium
12772,5,1,medium,medium,medium
12773,5,3,medium,medium,medium
12774,5,2,low,low,low
12775,5,2,medium,medium,medium
12776,5,3,medium,medium,medium
12777,5,2,medium,medium,medium
12778,5,4,medium,high,low
12779,5,4,high,high,medium
12780,5,2,medium,high,medium
12781,5,3,medium,medium,medium
12782,5,2,medium,medium,medium
12783,5,1,medium,medium,medium
12784,5,2,medium,medium,medium
12785,5,1,medium,medium,medium
12786,5,3,medium,medium,medium
12787,5,3,medium,medium,medium
12788,5,1,low,medium,low
12789,5,2,low,low,medium
12790,5,1,low,medium,medium
12791,5,3,medium,medium,medium
12792,5,1,low,low,medium
12793,5,3,medium,high,medium
12794,5,2,medium,medium,medium
12795,5,1,medium,medium,medium
12796,5,1,medium,medium,medium
12797,5,3,medium,high,medium
12798,5,3,medium,medium,medium
12799,5,1,medium,medium,medium
12800,5,4,medium,high,medium
12801,5,2,medium,medium,medium
12802,5,2,medium,medium,medium
12803,5,2,medium,medium,medium
12804,5,2,medium,medium,medium
12805,5,2,medium,medium,medium
12806,5,3,medium,medium,medium
12807,5,3,medium,high,medium
12808,5,1,low,medium,low
12809,5,1,medium,medium,medium
12810,5,4,high,high,medium
12811,5,1,medium,medium,medium
12812,5,3,medium,medium,medium
12813,5,3,medium,medium,medium
12814,5,2,medium,medium,medium
12815,5,2,medium,medium,medium
12816,5,2,medium,high,medium
12817,5,3,high,high,medium
